Number of Frost Days (Tmin < 0°C) - (Days), Year, Model, Statistics, ISO3
-1.0852, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
-0.6777, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
-1.2922, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
-1.9203, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
-1.3087, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
-0.8255, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
-1.657, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
-2.9487, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
-1.7238, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
-1.1156, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-1.1842, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
-2.4016, 2040-2059, gfdl_cm3, May Anomaly, NPL
-3.2656, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
-0.7566, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
-0.1841, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
-2.1075, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
-2.9881, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
-1.1755, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
-2.8276, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
-0.5512, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
-0.1535, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
-1.1315, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
-0.2472, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
-0.5142, 2040-2059, gfdl_esm2g, May Anomaly, NPL
-0.7771, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
-0.3633, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
-0.3245, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
-0.9613, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
-0.3876, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
-1.417, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
-0.7877, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
-0.5717, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
-0.0435, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
-0.2135, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
-0.2245, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
-0.8579, 2040-2059, gfdl_esm2m, May Anomaly, NPL
-0.9342, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
-0.2263, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
-0.263, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
-0.9313, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
-0.867, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
-0.7591, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
-0.3024, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
-0.1961, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
-0.7015, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
-0.3948, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
-0.0823, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
-1.0976, 2040-2059, hadgem2_ao, May Anomaly, NPL
-0.6636, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
-0.0821, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
-0.1215, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
-1.6224, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
-0.3225, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
-0.3647, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
-0.6438, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
-1.2044, 2040-2059, hadgem2_es, Jan Anomaly, NPL
-1.5114, 2040-2059, hadgem2_es, Feb Anomaly, NPL
-0.3338, 2040-2059, hadgem2_es, Mar Anomaly, NPL
-0.5442, 2040-2059, hadgem2_es, Apr Anomaly, NPL
-1.1058, 2040-2059, hadgem2_es, May Anomaly, NPL
-0.8034, 2040-2059, hadgem2_es, Jun Anomaly, NPL
-0.259, 2040-2059, hadgem2_es, Jul Anomaly, NPL
-0.2485, 2040-2059, hadgem2_es, Aug Anomaly, NPL
-1.609, 2040-2059, hadgem2_es, Sep Anomaly, NPL
-0.3028, 2040-2059, hadgem2_es, Oct Anomaly, NPL
-0.1566, 2040-2059, hadgem2_es, Nov Anomaly, NPL
-0.1789, 2040-2059, hadgem2_es, Dec Anomaly, NPL
-1.5347, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
-1.4089, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
-0.9451, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.4403, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
-1.2434, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
-1.826, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
-0.6289, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
-0.0111, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
-1.2383, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
-0.9361, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
-0.7482, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
-1.3531, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
-1.5897, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
-1.2401, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
-1.0241, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.6011, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
-1.3599, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
-1.8507, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
-0.7604, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
-0.1327, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
-1.5093, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
-1.9771, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.38, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
-0.8605, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
-1.6066, 2040-2059, miroc5, Jan Anomaly, NPL
-1.4356, 2040-2059, miroc5, Feb Anomaly, NPL
-1.0251, 2040-2059, miroc5, Mar Anomaly, NPL
-0.5502, 2040-2059, miroc5, Apr Anomaly, NPL
-2.4472, 2040-2059, miroc5, May Anomaly, NPL
-3.0286, 2040-2059, miroc5, Jun Anomaly, NPL
-1.0278, 2040-2059, miroc5, Jul Anomaly, NPL
-0.7879, 2040-2059, miroc5, Aug Anomaly, NPL
-1.5463, 2040-2059, miroc5, Sep Anomaly, NPL
-1.9704, 2040-2059, miroc5, Oct Anomaly, NPL
-0.2274, 2040-2059, miroc5, Nov Anomaly, NPL
-1.0972, 2040-2059, miroc5, Dec Anomaly, NPL
-4.854, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
-2.4089, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
-1.3043, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
-0.9431, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
-2.2766, 2040-2059, miroc_esm_chem, May Anomaly, NPL
-1.9449, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
-0.5485, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
-0.2667, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
-1.2982, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
-1.7887, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
-0.6168, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
-2.7447, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
-1.6977, 2040-2059, miroc_esm, Jan Anomaly, NPL
-1.0096, 2040-2059, miroc_esm, Feb Anomaly, NPL
-0.8233, 2040-2059, miroc_esm, Mar Anomaly, NPL
-0.7059, 2040-2059, miroc_esm, Apr Anomaly, NPL
-1.8332, 2040-2059, miroc_esm, May Anomaly, NPL
-1.7512, 2040-2059, miroc_esm, Jun Anomaly, NPL
-0.6548, 2040-2059, miroc_esm, Jul Anomaly, NPL
-0.5963, 2040-2059, miroc_esm, Aug Anomaly, NPL
-1.5778, 2040-2059, miroc_esm, Sep Anomaly, NPL
-1.662, 2040-2059, miroc_esm, Oct Anomaly, NPL
-0.5428, 2040-2059, miroc_esm, Nov Anomaly, NPL
-1.846, 2040-2059, miroc_esm, Dec Anomaly, NPL
-2.3672, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
-1.5936, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
-0.9279, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
-0.6164, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
-1.4897, 2040-2059, mpi_esm_lr, May Anomaly, NPL
-0.689, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
-0.1388, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
-0.3176, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
-1.0715, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
-0.56, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
-0.4519, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
-1.4221, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
-0.9829, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
-0.7784, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
-0.7901, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
-0.5184, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
-0.7804, 2040-2059, mpi_esm_mr, May Anomaly, NPL
-0.9795, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
-0.1766, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
-0.4106, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
-0.6477, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
-0.4564, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
-0.3993, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
-0.6508, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
-1.0744, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
-0.8323, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
-0.6475, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
-0.4449, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
-1.2791, 2040-2059, mri_cgcm3, May Anomaly, NPL
-0.8361, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
-0.1158, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
-0.1326, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
-1.1589, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
-0.1121, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
-0.5337, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
-1.4825, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
-1.6172, 2040-2059, noresm1_m, Jan Anomaly, NPL
-0.6658, 2040-2059, noresm1_m, Feb Anomaly, NPL
-0.7466, 2040-2059, noresm1_m, Mar Anomaly, NPL
-0.3344, 2040-2059, noresm1_m, Apr Anomaly, NPL
-1.4845, 2040-2059, noresm1_m, May Anomaly, NPL
-0.8302, 2040-2059, noresm1_m, Jun Anomaly, NPL
-0.1048, 2040-2059, noresm1_m, Jul Anomaly, NPL
-0.1004, 2040-2059, noresm1_m, Aug Anomaly, NPL
-0.7461, 2040-2059, noresm1_m, Sep Anomaly, NPL
-0.6236, 2040-2059, noresm1_m, Oct Anomaly, NPL
-0.7755, 2040-2059, noresm1_m, Nov Anomaly, NPL
-0.7554, 2040-2059, noresm1_m, Dec Anomaly, NPL
-3.4921, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-2.1189, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.7444, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.2698, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.1167, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-2.1148, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.3055, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3279, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.9904, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-3.7264, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.646, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-2.9398, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
-1.5344, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.8185, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.5951, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.3838, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
-1.306, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
-1.2057, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.2445, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.2639, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
-1.6987, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
-1.1416, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.6754, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
-1.0497, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
0.90779, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
1.09629, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
0.4852, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
0.13353, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
-0.0318, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
0.89521, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
0.24588, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
0.77246, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
0.97433, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
0.37814, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
0.27761, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
0.61733, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
-10.27, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
-10.447, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
-12.192, 2040-2059, bnu_esm, Annual Anomaly, NPL
-17.558, 2040-2059, canesm2, Annual Anomaly, NPL
-7.0106, 2040-2059, ccsm4, Annual Anomaly, NPL
-12.11, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
-10.556, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
-16.14, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
-22.679, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
-7.6168, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
-6.1949, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
-6.003, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
-7.9224, 2040-2059, hadgem2_es, Annual Anomaly, NPL
-12.314, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
-13.286, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
-16.75, 2040-2059, miroc5, Annual Anomaly, NPL
-21.0, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
-14.701, 2040-2059, miroc_esm, Annual Anomaly, NPL
-11.645, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
-7.5708, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
-8.6526, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
-8.785, 2040-2059, noresm1_m, Annual Anomaly, NPL
-22.137, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
-11.645, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
1.37913, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
