Number of Frost Days (Tmin < 0°C) - (Days), Year, Model, Statistics, ISO3
-1.0339, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.2279, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.2577, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
-1.432, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.8891, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.5981, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.9061, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
0.68835, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
0.96136, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
0.25603, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
0.21765, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
0.16687, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
0.96098, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
0.28508, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
0.67801, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
1.20055, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
0.48018, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
0.24213, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
0.91545, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
-7.4597, 2020-2039, access1_0, Annual Anomaly, NPL
-8.7148, 2020-2039, access1_3, Annual Anomaly, NPL
-11.014, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
-10.761, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
-12.802, 2020-2039, bnu_esm, Annual Anomaly, NPL
-18.776, 2020-2039, canesm2, Annual Anomaly, NPL
-7.9972, 2020-2039, ccsm4, Annual Anomaly, NPL
-7.8933, 2020-2039, cesm1_bgc, Annual Anomaly, NPL
-12.246, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
-12.823, 2020-2039, cmcc_cesm, Annual Anomaly, NPL
-10.13, 2020-2039, cmcc_cm, Annual Anomaly, NPL
-13.918, 2020-2039, cmcc_cms, Annual Anomaly, NPL
-9.6073, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
-13.067, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
-14.804, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
-8.4119, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
-8.1144, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
-3.7054, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
-7.7081, 2020-2039, hadgem2_cc, Annual Anomaly, NPL
-7.0668, 2020-2039, hadgem2_es, Annual Anomaly, NPL
-5.3647, 2020-2039, inmcm4, Annual Anomaly, NPL
-13.935, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
-13.68, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
-9.4312, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NPL
-12.242, 2020-2039, miroc5, Annual Anomaly, NPL
-16.879, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
-14.496, 2020-2039, miroc_esm, Annual Anomaly, NPL
-11.776, 2020-2039, mpi_esm_lr, Annual Anomaly, NPL
-8.6836, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
-8.892, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
-8.4375, 2020-2039, mri_esm1, Annual Anomaly, NPL
-8.6244, 2020-2039, noresm1_m, Annual Anomaly, NPL
-20.167, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
-11.014, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
1.65216, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
