Number of Frost Days (Tmin < 0°C) - (Days), Year, Model, Statistics, ISO3
-1.7704, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.2989, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.3104, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
-2.2476, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
-1.8196, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.116, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
-1.8612, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
-0.4408, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
-0.1063, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
-0.2441, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
-0.26, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
-0.8589, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
-0.1613, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
-0.0491, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
0.08918, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
0.02502, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
0.0023, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
-0.264, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
-0.1316, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
-15.151, 2040-2059, access1_0, Annual Anomaly, NPL
-15.915, 2040-2059, access1_3, Annual Anomaly, NPL
-18.043, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
-18.691, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
-20.304, 2040-2059, bnu_esm, Annual Anomaly, NPL
-25.762, 2040-2059, canesm2, Annual Anomaly, NPL
-13.703, 2040-2059, ccsm4, Annual Anomaly, NPL
-14.36, 2040-2059, cesm1_bgc, Annual Anomaly, NPL
-18.136, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
-22.017, 2040-2059, cmcc_cesm, Annual Anomaly, NPL
-19.996, 2040-2059, cmcc_cm, Annual Anomaly, NPL
-24.953, 2040-2059, cmcc_cms, Annual Anomaly, NPL
-17.338, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
-22.847, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
-31.063, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
-13.467, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
-11.574, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
-10.671, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
-13.129, 2040-2059, hadgem2_cc, Annual Anomaly, NPL
-13.327, 2040-2059, hadgem2_es, Annual Anomaly, NPL
-14.589, 2040-2059, inmcm4, Annual Anomaly, NPL
-24.408, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
-23.841, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
-16.626, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, NPL
-23.193, 2040-2059, miroc5, Annual Anomaly, NPL
-29.466, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
-23.646, 2040-2059, miroc_esm, Annual Anomaly, NPL
-20.307, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
-18.103, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
-17.13, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
-16.236, 2040-2059, mri_esm1, Annual Anomaly, NPL
-15.935, 2040-2059, noresm1_m, Annual Anomaly, NPL
-27.967, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
-19.073, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
-6.6812, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
