Number of Frost Days (Tmin < 0°C) - (Days), Year, Model, Statistics, ISO3
-1.925, 2060-2079, bnu_esm, Dec Anomaly, NPL
-3.8508, 2060-2079, canesm2, Jan Anomaly, NPL
-3.7157, 2060-2079, canesm2, Feb Anomaly, NPL
-1.8295, 2060-2079, canesm2, Mar Anomaly, NPL
-1.9316, 2060-2079, canesm2, Apr Anomaly, NPL
-2.7973, 2060-2079, canesm2, May Anomaly, NPL
-1.3325, 2060-2079, canesm2, Jun Anomaly, NPL
-0.079, 2060-2079, canesm2, Jul Anomaly, NPL
-0.0185, 2060-2079, canesm2, Aug Anomaly, NPL
-0.7322, 2060-2079, canesm2, Sep Anomaly, NPL
-3.4738, 2060-2079, canesm2, Oct Anomaly, NPL
-1.6788, 2060-2079, canesm2, Nov Anomaly, NPL
-3.8203, 2060-2079, canesm2, Dec Anomaly, NPL
-1.1608, 2060-2079, ccsm4, Jan Anomaly, NPL
-0.8758, 2060-2079, ccsm4, Feb Anomaly, NPL
-0.7639, 2060-2079, ccsm4, Mar Anomaly, NPL
-0.5167, 2060-2079, ccsm4, Apr Anomaly, NPL
-2.1157, 2060-2079, ccsm4, May Anomaly, NPL
-0.9851, 2060-2079, ccsm4, Jun Anomaly, NPL
-0.2027, 2060-2079, ccsm4, Jul Anomaly, NPL
-0.175, 2060-2079, ccsm4, Aug Anomaly, NPL
-0.9958, 2060-2079, ccsm4, Sep Anomaly, NPL
-1.095, 2060-2079, ccsm4, Oct Anomaly, NPL
-1.219, 2060-2079, ccsm4, Nov Anomaly, NPL
-0.6743, 2060-2079, ccsm4, Dec Anomaly, NPL
-1.1469, 2060-2079, cesm1_bgc, Jan Anomaly, NPL
-1.3068, 2060-2079, cesm1_bgc, Feb Anomaly, NPL
-0.9043, 2060-2079, cesm1_bgc, Mar Anomaly, NPL
-0.7853, 2060-2079, cesm1_bgc, Apr Anomaly, NPL
-1.7485, 2060-2079, cesm1_bgc, May Anomaly, NPL
-0.815, 2060-2079, cesm1_bgc, Jun Anomaly, NPL
-0.1617, 2060-2079, cesm1_bgc, Jul Anomaly, NPL
-0.1407, 2060-2079, cesm1_bgc, Aug Anomaly, NPL
-1.8831, 2060-2079, cesm1_bgc, Sep Anomaly, NPL
-1.4722, 2060-2079, cesm1_bgc, Oct Anomaly, NPL
-1.3359, 2060-2079, cesm1_bgc, Nov Anomaly, NPL
-1.1029, 2060-2079, cesm1_bgc, Dec Anomaly, NPL
-2.8277, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
-2.0081, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
-1.0359, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
-0.6124, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
-2.8079, 2060-2079, cesm1_cam5, May Anomaly, NPL
-1.0529, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
-0.2021, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
-0.1605, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
-1.5068, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
-2.0921, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
-1.6234, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
-1.277, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
-1.9323, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
-2.3756, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
-1.1183, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
-0.8596, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
-2.4919, 2060-2079, cnrm_cm5, May Anomaly, NPL
-1.5248, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
-0.1203, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
-0.0601, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
-1.0672, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
-1.7384, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
-1.4798, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
-2.5017, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
-2.7917, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
-2.8298, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
-0.8584, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
-1.8051, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
-2.711, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
-1.9953, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
-0.8578, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
-1.6308, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
-2.9482, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
-2.0007, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
-0.9788, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
-2.534, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
-4.1638, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
-2.7794, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
-2.0981, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
-2.1219, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
-4.0194, 2060-2079, gfdl_cm3, May Anomaly, NPL
-3.7241, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
-0.8073, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
-0.1841, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
-2.3001, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
-4.293, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
-2.4421, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
-4.0322, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
-0.8303, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
-0.5903, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
-1.2748, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
-0.2276, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
-0.7047, 2060-2079, gfdl_esm2g, May Anomaly, NPL
-1.1383, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
-0.4531, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
-0.4161, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
-1.4491, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
-0.5522, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
-1.1657, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
-1.3509, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
-1.0886, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
-0.2081, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
-0.7889, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
-0.5055, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
-1.2459, 2060-2079, gfdl_esm2m, May Anomaly, NPL
-0.9513, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
-0.3512, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
-0.5113, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
-1.813, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
-0.9638, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
-0.964, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
-1.0834, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
-0.645, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
-1.4963, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
-0.7363, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
-1.6381, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
-2.295, 2060-2079, hadgem2_ao, May Anomaly, NPL
-0.9859, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
-0.1225, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
-0.1658, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
-2.411, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
-0.8712, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
-1.1472, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
-1.6116, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
-1.3779, 2060-2079, hadgem2_cc, Jan Anomaly, NPL
-1.8407, 2060-2079, hadgem2_cc, Feb Anomaly, NPL
-0.5484, 2060-2079, hadgem2_cc, Mar Anomaly, NPL
-1.2176, 2060-2079, hadgem2_cc, Apr Anomaly, NPL
-1.5601, 2060-2079, hadgem2_cc, May Anomaly, NPL
-1.1798, 2060-2079, hadgem2_cc, Jun Anomaly, NPL
-0.3294, 2060-2079, hadgem2_cc, Jul Anomaly, NPL
-0.3597, 2060-2079, hadgem2_cc, Aug Anomaly, NPL
-2.0273, 2060-2079, hadgem2_cc, Sep Anomaly, NPL
-0.5091, 2060-2079, hadgem2_cc, Oct Anomaly, NPL
-1.332, 2060-2079, hadgem2_cc, Nov Anomaly, NPL
-1.2357, 2060-2079, hadgem2_cc, Dec Anomaly, NPL
-0.9022, 2060-2079, inmcm4, Jan Anomaly, NPL
-1.1397, 2060-2079, inmcm4, Feb Anomaly, NPL
-1.0703, 2060-2079, inmcm4, Mar Anomaly, NPL
-0.757, 2060-2079, inmcm4, Apr Anomaly, NPL
-1.5086, 2060-2079, inmcm4, May Anomaly, NPL
-1.5385, 2060-2079, inmcm4, Jun Anomaly, NPL
-0.3836, 2060-2079, inmcm4, Jul Anomaly, NPL
-0.1428, 2060-2079, inmcm4, Aug Anomaly, NPL
-1.0882, 2060-2079, inmcm4, Sep Anomaly, NPL
-0.9723, 2060-2079, inmcm4, Oct Anomaly, NPL
-0.654, 2060-2079, inmcm4, Nov Anomaly, NPL
0.08319, 2060-2079, inmcm4, Dec Anomaly, NPL
-2.7854, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
-1.9112, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
-1.6609, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
-1.246, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
-3.4111, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
-3.4211, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
-0.9476, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
-0.0207, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
-1.6899, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
-2.7952, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
-1.168, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
-2.3107, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
-2.5537, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
-2.0025, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
-1.3184, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
-1.2911, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
-3.2823, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
-3.6547, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
-1.0594, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
-0.1338, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
-1.9593, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
-3.7849, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.7067, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
-1.5903, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
-1.1072, 2060-2079, ipsl_cm5b_lr, Jan Anomaly, NPL
-1.591, 2060-2079, ipsl_cm5b_lr, Feb Anomaly, NPL
-0.6397, 2060-2079, ipsl_cm5b_lr, Mar Anomaly, NPL
-0.741, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
-1.6587, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
-1.8563, 2060-2079, ipsl_cm5b_lr, Jun Anomaly, NPL
-0.4913, 2060-2079, ipsl_cm5b_lr, Jul Anomaly, NPL
-0.1137, 2060-2079, ipsl_cm5b_lr, Aug Anomaly, NPL
-1.7666, 2060-2079, ipsl_cm5b_lr, Sep Anomaly, NPL
-1.3759, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
-0.9497, 2060-2079, ipsl_cm5b_lr, Nov Anomaly, NPL
-1.3779, 2060-2079, ipsl_cm5b_lr, Dec Anomaly, NPL
-2.2874, 2060-2079, miroc5, Jan Anomaly, NPL
-2.0221, 2060-2079, miroc5, Feb Anomaly, NPL
-1.3177, 2060-2079, miroc5, Mar Anomaly, NPL
-1.0745, 2060-2079, miroc5, Apr Anomaly, NPL
-4.0279, 2060-2079, miroc5, May Anomaly, NPL
-3.8603, 2060-2079, miroc5, Jun Anomaly, NPL
-1.0595, 2060-2079, miroc5, Jul Anomaly, NPL
-0.8523, 2060-2079, miroc5, Aug Anomaly, NPL
-2.2268, 2060-2079, miroc5, Sep Anomaly, NPL
-2.6203, 2060-2079, miroc5, Oct Anomaly, NPL
-0.3461, 2060-2079, miroc5, Nov Anomaly, NPL
-1.9485, 2060-2079, miroc5, Dec Anomaly, NPL
-5.3368, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
-3.4327, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
-1.8943, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
-1.3484, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
-3.286, 2060-2079, miroc_esm_chem, May Anomaly, NPL
-2.4541, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
-0.5941, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
-0.2669, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
-1.6765, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
-2.8413, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
-0.9462, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
-2.6174, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
-3.9919, 2060-2079, miroc_esm, Jan Anomaly, NPL
-2.545, 2060-2079, miroc_esm, Feb Anomaly, NPL
-2.0809, 2060-2079, miroc_esm, Mar Anomaly, NPL
-1.456, 2060-2079, miroc_esm, Apr Anomaly, NPL
-2.9283, 2060-2079, miroc_esm, May Anomaly, NPL
-2.6259, 2060-2079, miroc_esm, Jun Anomaly, NPL
-0.7653, 2060-2079, miroc_esm, Jul Anomaly, NPL
-0.6332, 2060-2079, miroc_esm, Aug Anomaly, NPL
-2.1268, 2060-2079, miroc_esm, Sep Anomaly, NPL
-3.0359, 2060-2079, miroc_esm, Oct Anomaly, NPL
-0.8271, 2060-2079, miroc_esm, Nov Anomaly, NPL
-2.7259, 2060-2079, miroc_esm, Dec Anomaly, NPL
-2.7972, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
-1.9222, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
-1.5018, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
-1.3517, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
-2.9051, 2060-2079, mpi_esm_lr, May Anomaly, NPL
-0.9181, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
-0.1881, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
-0.3838, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
-2.2408, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
-1.3215, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
-0.7134, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
-2.5992, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
-2.57, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
-2.0378, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
-1.4918, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
-1.0176, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
-2.0496, 2060-2079, mpi_esm_mr, May Anomaly, NPL
-1.1432, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
-0.2229, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
-0.4516, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
-1.6635, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
-1.7058, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
-0.992, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
-1.4652, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
-1.9714, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
-1.1731, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
-0.9703, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-0.7595, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
-2.1646, 2060-2079, mri_cgcm3, May Anomaly, NPL
-1.5745, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
-0.1431, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
-0.2134, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
-1.6534, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
-0.6016, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
-1.0335, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
-2.41, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
-2.227, 2060-2079, noresm1_m, Jan Anomaly, NPL
-1.5422, 2060-2079, noresm1_m, Feb Anomaly, NPL
-1.1874, 2060-2079, noresm1_m, Mar Anomaly, NPL
-0.4388, 2060-2079, noresm1_m, Apr Anomaly, NPL
-2.1619, 2060-2079, noresm1_m, May Anomaly, NPL
-1.3843, 2060-2079, noresm1_m, Jun Anomaly, NPL
-0.1314, 2060-2079, noresm1_m, Jul Anomaly, NPL
-0.1326, 2060-2079, noresm1_m, Aug Anomaly, NPL
-1.3523, 2060-2079, noresm1_m, Sep Anomaly, NPL
-1.1176, 2060-2079, noresm1_m, Oct Anomaly, NPL
-0.9352, 2060-2079, noresm1_m, Nov Anomaly, NPL
-1.6062, 2060-2079, noresm1_m, Dec Anomaly, NPL
-3.917, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-2.7679, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-2.0572, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-2.1419, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-4.2764, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-2.335, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.315, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3288, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-3.1724, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-4.5484, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-2.0087, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-3.4865, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
-2.0945, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
-1.5329, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.9989, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.8646, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
-2.2599, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
-1.7025, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.2982, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.3113, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
-2.373, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
-1.7422, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.0993, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
-1.5736, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
0.06459, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
-0.0952, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
-0.12, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
-0.0553, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
-0.5409, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
0.26332, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
0.05631, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
0.13074, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
0.06783, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
0.07453, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
-0.07, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
0.04038, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
-14.514, 2060-2079, access1_0, Annual Anomaly, NPL
-16.842, 2060-2079, access1_3, Annual Anomaly, NPL
-15.905, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
-16.792, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
-19.471, 2060-2079, bnu_esm, Annual Anomaly, NPL
-25.26, 2060-2079, canesm2, Annual Anomaly, NPL
-10.78, 2060-2079, ccsm4, Annual Anomaly, NPL
-12.803, 2060-2079, cesm1_bgc, Annual Anomaly, NPL
-17.207, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
-17.264, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
-23.942, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
-32.966, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
-10.153, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
-10.475, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
-13.484, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
-12.94, 2060-2079, hadgem2_cc, Annual Anomaly, NPL
-10.074, 2060-2079, inmcm4, Annual Anomaly, NPL
-23.368, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
-23.337, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
-13.669, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, NPL
-23.643, 2060-2079, miroc5, Annual Anomaly, NPL
-26.694, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
-25.741, 2060-2079, miroc_esm, Annual Anomaly, NPL
-18.846, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
-16.803, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
-14.671, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
-14.217, 2060-2079, noresm1_m, Annual Anomaly, NPL
-28.031, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
-17.537, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
-4.2043, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
