Number of Frost Days (Tmin < 0°C) - (Days), Year, Model, Statistics, ISO3
-2.6307, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
-3.9262, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
-5.2395, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
-4.4445, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
-2.2778, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
-3.6083, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
-4.7329, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
-2.582, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
-0.9346, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
-1.8442, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
-4.6003, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
-4.1676, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
-1.709, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
-4.0998, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
-6.9184, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
-4.6062, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
-4.1452, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
-5.4814, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
-7.4009, 2080-2099, gfdl_cm3, May Anomaly, NPL
-4.4458, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
-0.8114, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
-0.1841, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
-2.3732, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
-6.3577, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
-3.3029, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
-6.1221, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
-2.8935, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
-2.1732, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
-1.8358, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
-2.4129, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
-3.1861, 2080-2099, gfdl_esm2g, May Anomaly, NPL
-2.607, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
-0.6604, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
-0.5848, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
-3.3472, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
-2.9242, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
-2.5397, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
-2.5364, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
-2.566, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
-1.8182, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
-1.7352, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
-1.7316, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
-2.8144, 2080-2099, gfdl_esm2m, May Anomaly, NPL
-2.0575, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
-0.5916, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
-0.7587, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
-2.7818, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
-2.3964, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
-2.2517, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
-2.4999, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
-2.2874, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
-2.1675, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
-1.1297, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
-3.7485, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
-4.5253, 2080-2099, hadgem2_ao, May Anomaly, NPL
-1.1946, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
-0.1225, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
-0.1662, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
-3.2543, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
-2.9109, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
-1.652, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
-2.9682, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
-3.1376, 2080-2099, hadgem2_cc, Jan Anomaly, NPL
-2.8067, 2080-2099, hadgem2_cc, Feb Anomaly, NPL
-1.4959, 2080-2099, hadgem2_cc, Mar Anomaly, NPL
-3.5879, 2080-2099, hadgem2_cc, Apr Anomaly, NPL
-4.9543, 2080-2099, hadgem2_cc, May Anomaly, NPL
-1.4714, 2080-2099, hadgem2_cc, Jun Anomaly, NPL
-0.3438, 2080-2099, hadgem2_cc, Jul Anomaly, NPL
-0.374, 2080-2099, hadgem2_cc, Aug Anomaly, NPL
-3.4801, 2080-2099, hadgem2_cc, Sep Anomaly, NPL
-2.4694, 2080-2099, hadgem2_cc, Oct Anomaly, NPL
-1.8285, 2080-2099, hadgem2_cc, Nov Anomaly, NPL
-3.0015, 2080-2099, hadgem2_cc, Dec Anomaly, NPL
-2.9357, 2080-2099, hadgem2_es, Jan Anomaly, NPL
-2.6491, 2080-2099, hadgem2_es, Feb Anomaly, NPL
-1.0955, 2080-2099, hadgem2_es, Mar Anomaly, NPL
-3.791, 2080-2099, hadgem2_es, Apr Anomaly, NPL
-4.8987, 2080-2099, hadgem2_es, May Anomaly, NPL
-1.3497, 2080-2099, hadgem2_es, Jun Anomaly, NPL
-0.2831, 2080-2099, hadgem2_es, Jul Anomaly, NPL
-0.2944, 2080-2099, hadgem2_es, Aug Anomaly, NPL
-3.5321, 2080-2099, hadgem2_es, Sep Anomaly, NPL
-2.8798, 2080-2099, hadgem2_es, Oct Anomaly, NPL
-1.5647, 2080-2099, hadgem2_es, Nov Anomaly, NPL
-2.9268, 2080-2099, hadgem2_es, Dec Anomaly, NPL
-2.9037, 2080-2099, inmcm4, Jan Anomaly, NPL
-3.3127, 2080-2099, inmcm4, Feb Anomaly, NPL
-3.3688, 2080-2099, inmcm4, Mar Anomaly, NPL
-2.9533, 2080-2099, inmcm4, Apr Anomaly, NPL
-2.8587, 2080-2099, inmcm4, May Anomaly, NPL
-3.5208, 2080-2099, inmcm4, Jun Anomaly, NPL
-0.3723, 2080-2099, inmcm4, Jul Anomaly, NPL
-0.1579, 2080-2099, inmcm4, Aug Anomaly, NPL
-1.8494, 2080-2099, inmcm4, Sep Anomaly, NPL
-2.9184, 2080-2099, inmcm4, Oct Anomaly, NPL
-2.6724, 2080-2099, inmcm4, Nov Anomaly, NPL
-2.6231, 2080-2099, inmcm4, Dec Anomaly, NPL
-4.0665, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
-3.6722, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
-3.8021, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
-4.8542, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
-7.6791, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
-5.9212, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
-1.1008, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
-0.0207, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
-2.142, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
-7.1968, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
-3.893, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
-3.2157, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
-3.5659, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
-2.9719, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
-3.1772, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
-5.9649, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
-7.8554, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
-5.5907, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
-1.1124, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
-0.1338, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
-2.1729, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
-8.3638, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
-3.7606, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
-2.3759, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
-3.6979, 2080-2099, ipsl_cm5b_lr, Jan Anomaly, NPL
-2.7198, 2080-2099, ipsl_cm5b_lr, Feb Anomaly, NPL
-1.7314, 2080-2099, ipsl_cm5b_lr, Mar Anomaly, NPL
-1.8665, 2080-2099, ipsl_cm5b_lr, Apr Anomaly, NPL
-4.7835, 2080-2099, ipsl_cm5b_lr, May Anomaly, NPL
-4.0631, 2080-2099, ipsl_cm5b_lr, Jun Anomaly, NPL
-0.6535, 2080-2099, ipsl_cm5b_lr, Jul Anomaly, NPL
-0.1208, 2080-2099, ipsl_cm5b_lr, Aug Anomaly, NPL
-2.3067, 2080-2099, ipsl_cm5b_lr, Sep Anomaly, NPL
-4.9705, 2080-2099, ipsl_cm5b_lr, Oct Anomaly, NPL
-2.7244, 2080-2099, ipsl_cm5b_lr, Nov Anomaly, NPL
-3.1196, 2080-2099, ipsl_cm5b_lr, Dec Anomaly, NPL
-4.0095, 2080-2099, miroc5, Jan Anomaly, NPL
-2.9829, 2080-2099, miroc5, Feb Anomaly, NPL
-1.7793, 2080-2099, miroc5, Mar Anomaly, NPL
-2.5654, 2080-2099, miroc5, Apr Anomaly, NPL
-7.2304, 2080-2099, miroc5, May Anomaly, NPL
-4.2685, 2080-2099, miroc5, Jun Anomaly, NPL
-1.0686, 2080-2099, miroc5, Jul Anomaly, NPL
-0.9016, 2080-2099, miroc5, Aug Anomaly, NPL
-3.351, 2080-2099, miroc5, Sep Anomaly, NPL
-5.9246, 2080-2099, miroc5, Oct Anomaly, NPL
-1.3215, 2080-2099, miroc5, Nov Anomaly, NPL
-2.6141, 2080-2099, miroc5, Dec Anomaly, NPL
-8.1332, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
-5.6779, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
-3.8357, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
-4.3404, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
-6.7646, 2080-2099, miroc_esm_chem, May Anomaly, NPL
-2.9675, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
-0.6068, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
-0.2883, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
-2.0465, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
-6.3416, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
-2.5003, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
-3.9844, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
-6.3389, 2080-2099, miroc_esm, Jan Anomaly, NPL
-4.711, 2080-2099, miroc_esm, Feb Anomaly, NPL
-3.6388, 2080-2099, miroc_esm, Mar Anomaly, NPL
-3.7284, 2080-2099, miroc_esm, Apr Anomaly, NPL
-6.4957, 2080-2099, miroc_esm, May Anomaly, NPL
-3.298, 2080-2099, miroc_esm, Jun Anomaly, NPL
-0.7822, 2080-2099, miroc_esm, Jul Anomaly, NPL
-0.6888, 2080-2099, miroc_esm, Aug Anomaly, NPL
-2.6042, 2080-2099, miroc_esm, Sep Anomaly, NPL
-6.1443, 2080-2099, miroc_esm, Oct Anomaly, NPL
-2.22, 2080-2099, miroc_esm, Nov Anomaly, NPL
-3.623, 2080-2099, miroc_esm, Dec Anomaly, NPL
-5.5406, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
-4.1098, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
-2.9446, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
-4.221, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
-5.632, 2080-2099, mpi_esm_lr, May Anomaly, NPL
-1.403, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
-0.1999, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
-0.4194, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
-3.1005, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
-4.1193, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
-1.9811, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
-4.0567, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
-5.3097, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
-3.9813, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
-2.5425, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
-3.2843, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
-5.0499, 2080-2099, mpi_esm_mr, May Anomaly, NPL
-1.9156, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
-0.2496, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
-0.5064, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
-2.5145, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
-4.6247, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
-2.2608, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
-3.6192, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
-4.2912, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
-3.1075, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
-1.9572, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
-2.7871, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
-5.2488, 2080-2099, mri_cgcm3, May Anomaly, NPL
-2.2173, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
-0.1556, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
-0.2802, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
-3.8273, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
-3.8703, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
-1.9191, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
-4.7607, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
-4.3227, 2080-2099, mri_esm1, Jan Anomaly, NPL
-3.1089, 2080-2099, mri_esm1, Feb Anomaly, NPL
-1.8156, 2080-2099, mri_esm1, Mar Anomaly, NPL
-2.7276, 2080-2099, mri_esm1, Apr Anomaly, NPL
-4.9353, 2080-2099, mri_esm1, May Anomaly, NPL
-2.205, 2080-2099, mri_esm1, Jun Anomaly, NPL
-0.1386, 2080-2099, mri_esm1, Jul Anomaly, NPL
-0.3422, 2080-2099, mri_esm1, Aug Anomaly, NPL
-4.1495, 2080-2099, mri_esm1, Sep Anomaly, NPL
-3.402, 2080-2099, mri_esm1, Oct Anomaly, NPL
-2.004, 2080-2099, mri_esm1, Nov Anomaly, NPL
-4.0607, 2080-2099, mri_esm1, Dec Anomaly, NPL
-4.4099, 2080-2099, noresm1_m, Jan Anomaly, NPL
-2.9615, 2080-2099, noresm1_m, Feb Anomaly, NPL
-2.1881, 2080-2099, noresm1_m, Mar Anomaly, NPL
-2.0273, 2080-2099, noresm1_m, Apr Anomaly, NPL
-5.0583, 2080-2099, noresm1_m, May Anomaly, NPL
-2.1421, 2080-2099, noresm1_m, Jun Anomaly, NPL
-0.1677, 2080-2099, noresm1_m, Jul Anomaly, NPL
-0.1532, 2080-2099, noresm1_m, Aug Anomaly, NPL
-2.0, 2080-2099, noresm1_m, Sep Anomaly, NPL
-4.5547, 2080-2099, noresm1_m, Oct Anomaly, NPL
-1.8104, 2080-2099, noresm1_m, Nov Anomaly, NPL
-3.2574, 2080-2099, noresm1_m, Dec Anomaly, NPL
-5.6653, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-4.0171, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-3.5443, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-5.5882, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-7.1388, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-2.5822, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.3157, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3288, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-3.3329, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-7.7361, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-3.9792, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-4.398, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
-4.2438, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
-3.1576, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
-2.1352, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
-3.0152, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
-5.6262, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
