Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
2.38417, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
0.43192, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
0.89051, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
2.04111, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
1.58831, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
0.79448, 2040-2059, mpi_esm_mr, May Anomaly, NPL
1.07489, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
0.94879, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
1.04076, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
0.31998, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
0.87204, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
0.51321, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
0.29689, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
1.83018, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
0.9611, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
1.52251, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
1.35981, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
0.53495, 2040-2059, mri_cgcm3, May Anomaly, NPL
1.13046, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
0.76615, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
0.91076, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
0.78836, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
-0.2713, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
1.61986, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
1.31924, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
2.0168, 2040-2059, noresm1_m, Jan Anomaly, NPL
0.36098, 2040-2059, noresm1_m, Feb Anomaly, NPL
1.46173, 2040-2059, noresm1_m, Mar Anomaly, NPL
0.93156, 2040-2059, noresm1_m, Apr Anomaly, NPL
1.24453, 2040-2059, noresm1_m, May Anomaly, NPL
1.35422, 2040-2059, noresm1_m, Jun Anomaly, NPL
0.74606, 2040-2059, noresm1_m, Jul Anomaly, NPL
0.72995, 2040-2059, noresm1_m, Aug Anomaly, NPL
1.16491, 2040-2059, noresm1_m, Sep Anomaly, NPL
1.40857, 2040-2059, noresm1_m, Oct Anomaly, NPL
1.57743, 2040-2059, noresm1_m, Nov Anomaly, NPL
1.67267, 2040-2059, noresm1_m, Dec Anomaly, NPL
-1.4083, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.4743, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.982, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.6775, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.6609, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-0.8594, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.7433, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-1.2974, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.2016, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.4873, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.1162, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.2236, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
2.07697, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
1.64061, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
1.34337, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
1.30736, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
1.56072, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
1.38187, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
0.99348, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
1.15621, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
1.70411, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
1.66569, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
1.41322, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
1.63604, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
4.09604, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
4.01105, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
4.61585, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
3.34168, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
3.29756, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
2.79292, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
3.19105, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
3.51481, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
4.15578, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
4.035, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
4.34058, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
4.36484, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
2.24065, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
1.36083, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
1.81979, 2040-2059, bnu_esm, Annual Anomaly, NPL
3.06303, 2040-2059, canesm2, Annual Anomaly, NPL
1.20542, 2040-2059, ccsm4, Annual Anomaly, NPL
2.09596, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
1.56381, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
3.23314, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
2.03167, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
1.16054, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
0.52313, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
1.42063, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
1.68698, 2040-2059, hadgem2_es, Annual Anomaly, NPL
2.22198, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
3.23493, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
2.09345, 2040-2059, miroc5, Annual Anomaly, NPL
3.4079, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
1.38409, 2040-2059, miroc_esm, Annual Anomaly, NPL
3.11684, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
1.23364, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
1.59994, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
1.39794, 2040-2059, noresm1_m, Annual Anomaly, NPL
-1.4841, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
1.98057, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
4.15638, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
