FID,id_punto,agno,temp_max_anual,geom
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ca5,40335,1929,9.4,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ca6,40335,1930,9.16,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ca7,40335,1931,9.53,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ca8,40335,1932,9.65,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ca9,40335,1933,8.94,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7caa,40335,1934,9.21,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cab,40335,1935,8.78,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cac,40335,1936,8.15,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cad,40335,1937,8.46,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cae,40335,1938,9.01,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7caf,40335,1939,9.04,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cb0,40335,1940,8.95,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cb1,40335,1941,10.18,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cb2,40335,1942,9.69,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cb3,40335,1943,9.6,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cb4,40335,1944,9.32,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cb5,40335,1945,9.02,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cb6,40335,1946,9.71,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cb7,40335,1947,9.76,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cb8,40335,1948,9.45,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cb9,40335,1949,9.57,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cba,40335,1950,9.16,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cbb,40335,1951,9.68,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cbc,40335,1952,9.66,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cbd,40335,1953,10.11,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cbe,40335,1954,9.33,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cbf,40335,1955,9.1,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cc0,40335,1956,9.29,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cc1,40335,1957,9.1,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cc2,40335,1958,9.87,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cc3,40335,1959,9.58,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cc4,40335,1960,10.03,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cc5,40335,1961,9.05,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cc6,40335,1962,9.61,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cc7,40335,1963,9.88,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cc8,40335,1964,9.92,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cc9,40335,1965,9.45,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cca,40335,1966,10.4,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ccb,40335,1967,9.65,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ccc,40335,1968,9.41,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ccd,40335,1969,10.2,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cce,40335,1970,10.27,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ccf,40335,1971,9.51,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cd0,40335,1972,9.8,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cd1,40335,1973,9.38,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cd2,40335,1974,9.55,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cd3,40335,1975,8.77,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cd4,40335,1976,9.19,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cd5,40335,1977,9.08,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cd6,40335,1978,8.65,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cd7,40335,1979,8.83,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cd8,40335,1980,9.4,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cd9,40335,1981,9,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cda,40335,1982,8.6,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cdb,40335,1983,8.25,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cdc,40335,1984,9.78,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cdd,40335,1985,9.58,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cde,40335,1986,8.75,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cdf,40335,1987,10.01,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ce0,40335,1988,9.71,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ce1,40335,1989,8.5,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ce2,40335,1990,8.66,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ce3,40335,1991,8.57,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ce4,40335,1992,8.29,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ce5,40335,1993,8.9,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ce6,40335,1994,9.56,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ce7,40335,1995,9.14,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ce8,40335,1996,9.33,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ce9,40335,1997,8.62,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cea,40335,1998,9.39,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ceb,40335,1999,10.26,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cec,40335,2000,9.58,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7ced,40335,2001,9.77,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cee,40335,2002,9.87,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cef,40335,2003,9.75,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cf0,40335,2004,10.5,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cf1,40335,2005,9.7,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cf2,40335,2006,10.28,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cf3,40335,2007,10.31,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cf4,40335,2008,9.8,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cf5,40335,2009,10.34,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cf6,40335,2010,10.44,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cf7,40335,2011,9.53,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cf8,40335,2012,9.35,POINT (8933389.136160204 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cf9,40336,1901,5.23,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cfa,40336,1902,5.41,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cfb,40336,1903,5.19,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cfc,40336,1904,5.04,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cfd,40336,1905,4.2,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cfe,40336,1906,5.02,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7cff,40336,1907,4.82,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d00,40336,1908,5.56,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d01,40336,1909,5.55,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d02,40336,1910,4.8,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d03,40336,1911,4.8,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d04,40336,1912,4.55,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d05,40336,1913,4.15,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d06,40336,1914,4.43,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d07,40336,1915,5.32,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d08,40336,1916,5.28,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d09,40336,1917,3.9,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d0a,40336,1918,4.78,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d0b,40336,1919,4.1,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d0c,40336,1920,4.6,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d0d,40336,1921,4.7,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d0e,40336,1922,4.94,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d0f,40336,1923,5.29,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d10,40336,1924,5.3,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d11,40336,1925,4.78,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d12,40336,1926,4.54,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d13,40336,1927,4.65,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d14,40336,1928,5.27,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d15,40336,1929,5.1,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d16,40336,1930,4.88,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d17,40336,1931,5.24,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d18,40336,1932,5.34,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d19,40336,1933,4.69,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d1a,40336,1934,4.95,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d1b,40336,1935,4.62,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d1c,40336,1936,4,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d1d,40336,1937,4.3,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d1e,40336,1938,4.79,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d1f,40336,1939,4.8,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d20,40336,1940,4.75,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d21,40336,1941,5.91,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d22,40336,1942,5.42,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d23,40336,1943,5.37,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d24,40336,1944,5.1,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d25,40336,1945,4.78,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d26,40336,1946,5.47,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d27,40336,1947,5.52,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d28,40336,1948,5.19,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d29,40336,1949,5.33,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d2a,40336,1950,4.91,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d2b,40336,1951,5.42,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d2c,40336,1952,5.35,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d2d,40336,1953,5.8,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d2e,40336,1954,5.07,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d2f,40336,1955,4.88,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d30,40336,1956,5.1,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d31,40336,1957,4.85,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d32,40336,1958,5.6,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d33,40336,1959,5.24,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d34,40336,1960,5.73,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d35,40336,1961,4.89,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d36,40336,1962,5.35,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d37,40336,1963,5.65,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d38,40336,1964,5.71,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d39,40336,1965,5.27,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d3a,40336,1966,6.02,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d3b,40336,1967,5.31,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d3c,40336,1968,5.11,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d3d,40336,1969,5.99,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d3e,40336,1970,6.04,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d3f,40336,1971,5.26,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d40,40336,1972,5.49,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d41,40336,1973,5.06,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d42,40336,1974,5.2,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d43,40336,1975,4.46,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d44,40336,1976,4.87,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d45,40336,1977,4.82,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d46,40336,1978,4.31,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d47,40336,1979,4.53,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d48,40336,1980,5.1,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d49,40336,1981,4.75,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d4a,40336,1982,4.36,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d4b,40336,1983,4.06,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d4c,40336,1984,5.55,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d4d,40336,1985,5.35,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d4e,40336,1986,4.51,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d4f,40336,1987,5.57,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d50,40336,1988,5.45,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d51,40336,1989,4.3,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d52,40336,1990,4.59,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d53,40336,1991,4.46,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d54,40336,1992,4.21,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d55,40336,1993,4.85,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d56,40336,1994,5.37,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d57,40336,1995,4.95,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d58,40336,1996,5.15,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d59,40336,1997,4.45,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d5a,40336,1998,5.23,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d5b,40336,1999,5.96,POINT (8989048.88155684 3535725.659799159)
temp_max_anual_espacial_p.fid--5ff12b53_179f503477f_7d5c,40336,2000,5.37,POINT (8989048.88155684 3535725.659799159)
