FID,id_punto,agno,anomalia_temp_max_anual,geom
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b4e,40335,1941,0.81,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b4d,40335,1942,0.32,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b4c,40335,1943,0.23,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b4b,40335,1944,-0.04,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b4a,40335,1945,-0.34,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b49,40335,1946,0.34,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b48,40335,1947,0.39,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b47,40335,1948,0.08,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b46,40335,1949,0.2,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b45,40335,1950,-0.2,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b44,40335,1951,0.31,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b43,40335,1952,0.29,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b42,40335,1953,0.74,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b41,40335,1954,-0.03,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b40,40335,1955,-0.26,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b3f,40335,1956,-0.07,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b3e,40335,1957,-0.26,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b3d,40335,1958,0.5,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b3c,40335,1959,0.21,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b3b,40335,1960,0.66,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b3a,40335,1961,-0.31,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b39,40335,1962,0.24,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b38,40335,1963,0.51,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b37,40335,1964,0.55,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b36,40335,1965,0.08,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b35,40335,1966,1.03,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b34,40335,1967,0.28,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b33,40335,1968,0.04,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b32,40335,1969,0.83,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b31,40335,1970,0.9,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b30,40335,1971,0.14,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b2f,40335,1972,0.43,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b2e,40335,1973,0.01,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b2d,40335,1974,0.18,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b2c,40335,1975,-0.59,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b2b,40335,1976,-0.17,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b2a,40335,1977,-0.28,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b29,40335,1978,-0.71,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b28,40335,1979,-0.53,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b27,40335,1980,0.03,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b26,40335,1981,-0.36,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b25,40335,1982,-0.76,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b24,40335,1983,-1.11,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b23,40335,1984,0.41,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b22,40335,1985,0.21,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b21,40335,1986,-0.61,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b20,40335,1987,0.64,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b1f,40335,1988,0.34,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b1e,40335,1989,-0.86,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b1d,40335,1990,-0.7,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b1c,40335,1991,-0.79,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b1b,40335,1992,-1.07,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b1a,40335,1993,-0.46,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b19,40335,1994,0.19,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b18,40335,1995,-0.22,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b17,40335,1996,-0.03,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b16,40335,1997,-0.74,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b15,40335,1998,0.02,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b14,40335,1999,0.89,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b13,40335,2000,0.21,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b12,40335,2001,0.4,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b11,40335,2002,0.5,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b10,40335,2003,0.38,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b0f,40335,2004,1.13,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b0e,40335,2005,0.33,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b0d,40335,2006,0.91,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b0c,40335,2007,0.94,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b0b,40335,2008,0.43,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b0a,40335,2009,0.97,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b09,40335,2010,1.07,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b08,40335,2011,0.16,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b07,40335,2012,-0.01,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b06,40336,1901,0.12,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b05,40336,1902,0.3,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b04,40336,1903,0.08,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b03,40336,1904,-0.06,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b02,40336,1905,-0.9,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b01,40336,1906,-0.08,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4b00,40336,1907,-0.28,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4aff,40336,1908,0.45,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4afe,40336,1909,0.44,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4afd,40336,1910,-0.3,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4afc,40336,1911,-0.3,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4afb,40336,1912,-0.55,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4afa,40336,1913,-0.95,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4af9,40336,1914,-0.67,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4af8,40336,1915,0.21,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4af7,40336,1916,0.17,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4af6,40336,1917,-1.2,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4af5,40336,1918,-0.32,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4af4,40336,1919,-1,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4af3,40336,1920,-0.5,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4af2,40336,1921,-0.4,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4af1,40336,1922,-0.16,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4af0,40336,1923,0.18,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4aef,40336,1924,0.19,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4aee,40336,1925,-0.32,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4aed,40336,1926,-0.56,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4aec,40336,1927,-0.45,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4aeb,40336,1928,0.16,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4aea,40336,1929,0,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ae9,40336,1930,-0.22,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ae8,40336,1931,0.13,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ae7,40336,1932,0.23,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ae6,40336,1933,-0.41,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ae5,40336,1934,-0.15,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ae4,40336,1935,-0.48,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ae3,40336,1936,-1.1,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ae2,40336,1937,-0.8,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ae1,40336,1938,-0.31,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ae0,40336,1939,-0.3,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4adf,40336,1940,-0.35,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ade,40336,1941,0.8,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4add,40336,1942,0.31,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4adc,40336,1943,0.26,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4adb,40336,1944,0,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ada,40336,1945,-0.32,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ad9,40336,1946,0.36,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ad8,40336,1947,0.41,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ad7,40336,1948,0.08,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ad6,40336,1949,0.22,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ad5,40336,1950,-0.19,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ad4,40336,1951,0.31,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ad3,40336,1952,0.24,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ad2,40336,1953,0.69,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ad1,40336,1954,-0.03,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ad0,40336,1955,-0.22,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4acf,40336,1956,0,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ace,40336,1957,-0.25,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4acd,40336,1958,0.49,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4acc,40336,1959,0.13,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4acb,40336,1960,0.62,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4aca,40336,1961,-0.21,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ac9,40336,1962,0.24,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ac8,40336,1963,0.54,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ac7,40336,1964,0.6,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ac6,40336,1965,0.16,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ac5,40336,1966,0.91,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ac4,40336,1967,0.2,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ac3,40336,1968,0,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ac2,40336,1969,0.88,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ac1,40336,1970,0.93,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ac0,40336,1971,0.15,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4abf,40336,1972,0.38,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4abe,40336,1973,-0.04,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4abd,40336,1974,0.09,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4abc,40336,1975,-0.64,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4abb,40336,1976,-0.23,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4aba,40336,1977,-0.28,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ab9,40336,1978,-0.79,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_max_anual_espacial_p.fid--5ff12b53_179f5047d60_-4ab8,40336,1979,-0.57,POINT (8989048.88155684 3535725.659799159)
