Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
3.65092, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
3.20273, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
4.74542, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
6.68344, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
6.14951, 2080-2099, miroc_esm, Jan Anomaly, NPL
5.44882, 2080-2099, miroc_esm, Feb Anomaly, NPL
5.09123, 2080-2099, miroc_esm, Mar Anomaly, NPL
5.96512, 2080-2099, miroc_esm, Apr Anomaly, NPL
3.66014, 2080-2099, miroc_esm, May Anomaly, NPL
3.83329, 2080-2099, miroc_esm, Jun Anomaly, NPL
3.41823, 2080-2099, miroc_esm, Jul Anomaly, NPL
3.3348, 2080-2099, miroc_esm, Aug Anomaly, NPL
3.52079, 2080-2099, miroc_esm, Sep Anomaly, NPL
3.80466, 2080-2099, miroc_esm, Oct Anomaly, NPL
4.57739, 2080-2099, miroc_esm, Nov Anomaly, NPL
5.90523, 2080-2099, miroc_esm, Dec Anomaly, NPL
3.4137, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
3.1361, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
3.91385, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
2.69872, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
2.45405, 2080-2099, mri_cgcm3, May Anomaly, NPL
2.32294, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
2.24304, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
2.13456, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
2.22348, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
2.00645, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
3.20808, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
3.85755, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
4.35632, 2080-2099, noresm1_m, Jan Anomaly, NPL
3.29164, 2080-2099, noresm1_m, Feb Anomaly, NPL
3.6924, 2080-2099, noresm1_m, Mar Anomaly, NPL
3.19313, 2080-2099, noresm1_m, Apr Anomaly, NPL
2.93963, 2080-2099, noresm1_m, May Anomaly, NPL
3.37778, 2080-2099, noresm1_m, Jun Anomaly, NPL
1.76886, 2080-2099, noresm1_m, Jul Anomaly, NPL
1.99664, 2080-2099, noresm1_m, Aug Anomaly, NPL
3.50545, 2080-2099, noresm1_m, Sep Anomaly, NPL
3.99818, 2080-2099, noresm1_m, Oct Anomaly, NPL
3.87783, 2080-2099, noresm1_m, Nov Anomaly, NPL
4.05758, 2080-2099, noresm1_m, Dec Anomaly, NPL
1.58014, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
1.88168, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
2.38244, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
2.14453, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
1.52115, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
0.67535, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
0.29742, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.366, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
0.98846, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
1.11381, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
0.13744, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
1.28685, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
4.69273, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
4.31885, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
4.29634, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
3.94267, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
3.67527, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
3.29685, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
2.30802, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
2.42222, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
3.75708, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
4.06968, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
4.16372, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
4.43886, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
6.69444, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
6.33567, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
7.03508, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
5.50977, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
5.46947, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
4.82986, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
4.66496, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
5.06628, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
6.0952, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
6.44263, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
6.89957, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
6.93888, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
2.60826, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
3.40406, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
3.38287, 2080-2099, ccsm4, Annual Anomaly, NPL
5.13614, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
4.55168, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
6.33142, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
2.2432, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
2.13754, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
3.66106, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
3.90305, 2080-2099, hadgem2_es, Annual Anomaly, NPL
3.90087, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
5.78985, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
4.48477, 2080-2099, miroc5, Annual Anomaly, NPL
6.69823, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
5.93735, 2080-2099, miroc_esm, Annual Anomaly, NPL
3.55232, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
4.25938, 2080-2099, noresm1_m, Annual Anomaly, NPL
1.67839, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
4.79611, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
6.87264, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
