Maximum Length of Consecutive Wet Spell - (Days), Year, Model, Statistics, ISO3
-0.5354, 2080-2099, miroc5, Mar Anomaly, NPL
0.82027, 2080-2099, miroc5, Apr Anomaly, NPL
0.93798, 2080-2099, miroc5, May Anomaly, NPL
3.05115, 2080-2099, miroc5, Jun Anomaly, NPL
6.34355, 2080-2099, miroc5, Jul Anomaly, NPL
5.81573, 2080-2099, miroc5, Aug Anomaly, NPL
0.37718, 2080-2099, miroc5, Sep Anomaly, NPL
-3.7237, 2080-2099, miroc5, Oct Anomaly, NPL
-0.3308, 2080-2099, miroc5, Nov Anomaly, NPL
-0.4435, 2080-2099, miroc5, Dec Anomaly, NPL
0.5308, 2080-2099, miroc_esm, Jan Anomaly, NPL
-0.5897, 2080-2099, miroc_esm, Feb Anomaly, NPL
0.41216, 2080-2099, miroc_esm, Mar Anomaly, NPL
0.30441, 2080-2099, miroc_esm, Apr Anomaly, NPL
0.08021, 2080-2099, miroc_esm, May Anomaly, NPL
4.30206, 2080-2099, miroc_esm, Jun Anomaly, NPL
7.49069, 2080-2099, miroc_esm, Jul Anomaly, NPL
6.9918, 2080-2099, miroc_esm, Aug Anomaly, NPL
4.3468, 2080-2099, miroc_esm, Sep Anomaly, NPL
3.42799, 2080-2099, miroc_esm, Oct Anomaly, NPL
-0.7687, 2080-2099, miroc_esm, Nov Anomaly, NPL
0.85328, 2080-2099, miroc_esm, Dec Anomaly, NPL
-0.4405, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
-0.8093, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
-0.1031, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
0.24758, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
-0.6551, 2080-2099, mpi_esm_lr, May Anomaly, NPL
0.84319, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
-0.3446, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
-1.1472, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
-7.0701, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
-0.5411, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
-0.5792, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
-0.3592, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
-0.6145, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
-0.8475, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
-0.0925, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
0.24944, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
-1.0201, 2080-2099, mpi_esm_mr, May Anomaly, NPL
-2.5182, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
-5.1407, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
-9.4023, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
-3.9058, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
-1.7438, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
0.10883, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
0.34421, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
-0.019, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
0.1336, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
0.16159, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
0.50645, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
-0.2005, 2080-2099, mri_cgcm3, May Anomaly, NPL
-0.3208, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
-1.6204, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
-5.5471, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
-1.1512, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
0.39308, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
-0.702, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
-1.0185, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
-0.4827, 2080-2099, noresm1_m, Jan Anomaly, NPL
0.23426, 2080-2099, noresm1_m, Feb Anomaly, NPL
0.97766, 2080-2099, noresm1_m, Mar Anomaly, NPL
-1.4248, 2080-2099, noresm1_m, Apr Anomaly, NPL
0.73923, 2080-2099, noresm1_m, May Anomaly, NPL
-0.3898, 2080-2099, noresm1_m, Jun Anomaly, NPL
1.38426, 2080-2099, noresm1_m, Jul Anomaly, NPL
2.30384, 2080-2099, noresm1_m, Aug Anomaly, NPL
8.08814, 2080-2099, noresm1_m, Sep Anomaly, NPL
12.7219, 2080-2099, noresm1_m, Oct Anomaly, NPL
-0.2838, 2080-2099, noresm1_m, Nov Anomaly, NPL
-0.2498, 2080-2099, noresm1_m, Dec Anomaly, NPL
-1.2077, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.2002, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.2001, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.6661, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.4323, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-10.366, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-20.698, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-35.984, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-47.618, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-14.001, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.5793, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.4304, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
0.10948, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.2344, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
0.03184, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
0.02644, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.3836, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
0.58396, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.0568, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
-1.4957, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
-1.1347, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
5.28627, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.1975, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.2432, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
1.50361, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
2.87528, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
6.31181, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
8.91093, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
18.048, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
19.856, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
25.1934, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
29.8115, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
43.0844, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
44.22, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
3.97496, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
2.09494, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
1.76613, 2080-2099, access1_0, Annual Anomaly, NPL
4.58987, 2080-2099, access1_3, Annual Anomaly, NPL
-4.737, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
4.24928, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
3.90542, 2080-2099, bnu_esm, Annual Anomaly, NPL
-1.0599, 2080-2099, canesm2, Annual Anomaly, NPL
-6.3336, 2080-2099, ccsm4, Annual Anomaly, NPL
-12.831, 2080-2099, cesm1_bgc, Annual Anomaly, NPL
-7.8088, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
10.3848, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
0.19876, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
22.1526, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
-7.1006, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
-4.514, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
7.00875, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
-5.4366, 2080-2099, hadgem2_cc, Annual Anomaly, NPL
3.46764, 2080-2099, inmcm4, Annual Anomaly, NPL
4.70682, 2080-2099, miroc5, Annual Anomaly, NPL
7.07813, 2080-2099, miroc_esm, Annual Anomaly, NPL
-2.2492, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
-9.4227, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
-4.3678, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
5.35461, 2080-2099, noresm1_m, Annual Anomaly, NPL
-46.16, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
-0.7302, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
36.2189, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
