Maximum of Daily Max-Temperature - (Celsius), Year, Model, Statistics, ISO3
4.91307, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
4.63018, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
5.40606, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
5.24933, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
4.89749, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
4.45649, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
4.10878, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
3.88164, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
4.33776, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
2.00068, 2040-2059, access1_0, Annual Anomaly, NPL
2.39813, 2040-2059, access1_3, Annual Anomaly, NPL
2.12304, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
2.60764, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
2.98695, 2040-2059, bnu_esm, Annual Anomaly, NPL
3.94485, 2040-2059, canesm2, Annual Anomaly, NPL
2.68485, 2040-2059, ccsm4, Annual Anomaly, NPL
2.44326, 2040-2059, cesm1_bgc, Annual Anomaly, NPL
2.63638, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
2.95956, 2040-2059, cmcc_cesm, Annual Anomaly, NPL
2.23063, 2040-2059, cmcc_cm, Annual Anomaly, NPL
3.12621, 2040-2059, cmcc_cms, Annual Anomaly, NPL
2.0514, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
2.34204, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
4.36462, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
3.13359, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
2.97191, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
1.93708, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
2.87637, 2040-2059, hadgem2_cc, Annual Anomaly, NPL
2.69581, 2040-2059, hadgem2_es, Annual Anomaly, NPL
1.14812, 2040-2059, inmcm4, Annual Anomaly, NPL
2.60838, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
2.1931, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
1.6793, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, NPL
2.67338, 2040-2059, miroc5, Annual Anomaly, NPL
2.84755, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
1.9694, 2040-2059, miroc_esm, Annual Anomaly, NPL
2.46134, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
2.88046, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
2.2617, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
2.05888, 2040-2059, mri_esm1, Annual Anomaly, NPL
1.4715, 2040-2059, noresm1_m, Annual Anomaly, NPL
-0.5401, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
2.60891, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
5.41617, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
