Maximum of Daily Max-Temperature - (Celsius), Year, Model, Statistics, ISO3
2.17624, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
2.87674, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
1.73241, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
1.44783, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
1.68303, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
1.90857, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
2.31365, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
1.58585, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
2.94151, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
2.13366, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
2.05161, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
2.60304, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
2.56566, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
2.80299, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
1.38183, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
1.2653, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
1.36523, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
1.63585, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
2.07108, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
1.58408, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
2.39691, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
1.22557, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
2.10807, 2040-2059, miroc5, Jan Anomaly, NPL
1.818, 2040-2059, miroc5, Feb Anomaly, NPL
0.91307, 2040-2059, miroc5, Mar Anomaly, NPL
1.85365, 2040-2059, miroc5, Apr Anomaly, NPL
1.44915, 2040-2059, miroc5, May Anomaly, NPL
2.09352, 2040-2059, miroc5, Jun Anomaly, NPL
0.68936, 2040-2059, miroc5, Jul Anomaly, NPL
1.11623, 2040-2059, miroc5, Aug Anomaly, NPL
1.07447, 2040-2059, miroc5, Sep Anomaly, NPL
0.98331, 2040-2059, miroc5, Oct Anomaly, NPL
1.33288, 2040-2059, miroc5, Nov Anomaly, NPL
1.78877, 2040-2059, miroc5, Dec Anomaly, NPL
3.18965, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
2.90578, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
2.51446, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
4.28493, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
2.88583, 2040-2059, miroc_esm_chem, May Anomaly, NPL
1.96344, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
0.4039, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
1.12891, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
1.44376, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
1.43742, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
1.15858, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
2.24645, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
0.9681, 2040-2059, miroc_esm, Jan Anomaly, NPL
1.47031, 2040-2059, miroc_esm, Feb Anomaly, NPL
1.55438, 2040-2059, miroc_esm, Mar Anomaly, NPL
2.081, 2040-2059, miroc_esm, Apr Anomaly, NPL
1.81878, 2040-2059, miroc_esm, May Anomaly, NPL
2.01289, 2040-2059, miroc_esm, Jun Anomaly, NPL
0.07606, 2040-2059, miroc_esm, Jul Anomaly, NPL
0.56074, 2040-2059, miroc_esm, Aug Anomaly, NPL
1.05792, 2040-2059, miroc_esm, Sep Anomaly, NPL
1.17052, 2040-2059, miroc_esm, Oct Anomaly, NPL
2.28753, 2040-2059, miroc_esm, Nov Anomaly, NPL
1.54205, 2040-2059, miroc_esm, Dec Anomaly, NPL
0.52665, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
1.38692, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
1.18453, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
1.36509, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
0.73787, 2040-2059, mri_cgcm3, May Anomaly, NPL
1.36103, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
1.19807, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
0.7668, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
0.61423, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
0.90663, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
1.00339, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
1.7706, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
1.28666, 2040-2059, noresm1_m, Jan Anomaly, NPL
1.46308, 2040-2059, noresm1_m, Feb Anomaly, NPL
1.38671, 2040-2059, noresm1_m, Mar Anomaly, NPL
2.02008, 2040-2059, noresm1_m, Apr Anomaly, NPL
2.51609, 2040-2059, noresm1_m, May Anomaly, NPL
0.80315, 2040-2059, noresm1_m, Jun Anomaly, NPL
0.3849, 2040-2059, noresm1_m, Jul Anomaly, NPL
0.21443, 2040-2059, noresm1_m, Aug Anomaly, NPL
0.90292, 2040-2059, noresm1_m, Sep Anomaly, NPL
0.21169, 2040-2059, noresm1_m, Oct Anomaly, NPL
1.42245, 2040-2059, noresm1_m, Nov Anomaly, NPL
0.70418, 2040-2059, noresm1_m, Dec Anomaly, NPL
-1.3155, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.9912, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.1048, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.2309, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-1.5749, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-1.3715, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.0199, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.6669, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.2284, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.3955, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.3656, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.497, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
1.40889, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
1.77899, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
1.84719, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
2.07876, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
2.23911, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
1.86337, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
1.1622, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
1.47439, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
1.48329, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
1.49986, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
1.51527, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
1.72614, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
3.58716, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
3.63381, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
4.12557, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
4.39872, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
3.90894, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
4.61622, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
5.25608, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
4.57542, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
4.46294, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
3.70567, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
3.4965, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
3.39661, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
2.14983, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
1.78336, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
1.90794, 2040-2059, ccsm4, Annual Anomaly, NPL
1.06346, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
1.4814, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
2.69221, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
1.65456, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
1.94132, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
0.47696, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
1.83528, 2040-2059, hadgem2_es, Annual Anomaly, NPL
1.55629, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
1.2631, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
1.71717, 2040-2059, miroc5, Annual Anomaly, NPL
1.78122, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
1.59598, 2040-2059, miroc_esm, Annual Anomaly, NPL
1.32218, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
1.26049, 2040-2059, noresm1_m, Annual Anomaly, NPL
-1.6802, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
2.15874, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
4.43383, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
