FID,id_punto,agno,anomalia_etp_anual,geom
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ea9,40339,2002,-40.35,POINT (9156028.117746752 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eaa,40339,2003,-28.35,POINT (9156028.117746752 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eab,40339,2004,7.64,POINT (9156028.117746752 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eac,40339,2005,-7.35,POINT (9156028.117746752 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ead,40339,2006,-4.35,POINT (9156028.117746752 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eae,40339,2007,13.64,POINT (9156028.117746752 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eaf,40339,2008,-1.35,POINT (9156028.117746752 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eb0,40339,2009,1.64,POINT (9156028.117746752 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eb1,40339,2010,-4.35,POINT (9156028.117746752 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eb2,40339,2011,-10.35,POINT (9156028.117746752 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eb3,40339,2012,-1.35,POINT (9156028.117746752 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eb4,40340,2001,-13.67,POINT (9211687.863143386 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eb5,40340,2002,-34.67,POINT (9211687.863143386 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eb6,40340,2003,-22.67,POINT (9211687.863143386 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eb7,40340,2004,-1.67,POINT (9211687.863143386 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eb8,40340,2005,-10.67,POINT (9211687.863143386 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eb9,40340,2006,-1.67,POINT (9211687.863143386 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eba,40340,2007,19.32,POINT (9211687.863143386 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ebb,40340,2008,-7.67,POINT (9211687.863143386 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ebc,40340,2009,7.32,POINT (9211687.863143386 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ebd,40340,2010,13.32,POINT (9211687.863143386 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ebe,40340,2011,-10.67,POINT (9211687.863143386 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ebf,40340,2012,-1.67,POINT (9211687.863143386 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ec0,40341,2001,-10.76,POINT (9267347.608540025 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ec1,40341,2002,-31.76,POINT (9267347.608540025 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ec2,40341,2003,-19.76,POINT (9267347.608540025 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ec3,40341,2004,1.23,POINT (9267347.608540025 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ec4,40341,2005,-10.76,POINT (9267347.608540025 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ec5,40341,2006,-1.76,POINT (9267347.608540025 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ec6,40341,2007,19.23,POINT (9267347.608540025 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ec7,40341,2008,-1.76,POINT (9267347.608540025 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ec8,40341,2009,4.23,POINT (9267347.608540025 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ec9,40341,2010,16.23,POINT (9267347.608540025 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eca,40341,2011,-10.76,POINT (9267347.608540025 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ecb,40341,2012,-1.76,POINT (9267347.608540025 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ecc,40342,2001,-9.17,POINT (9323007.353936663 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ecd,40342,2002,-30.17,POINT (9323007.353936663 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ece,40342,2003,-12.17,POINT (9323007.353936663 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ecf,40342,2004,2.82,POINT (9323007.353936663 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ed0,40342,2005,-9.17,POINT (9323007.353936663 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ed1,40342,2006,-12.17,POINT (9323007.353936663 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ed2,40342,2007,14.82,POINT (9323007.353936663 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ed3,40342,2008,-6.17,POINT (9323007.353936663 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ed4,40342,2009,2.82,POINT (9323007.353936663 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ed5,40342,2010,8.82,POINT (9323007.353936663 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ed6,40342,2011,-15.17,POINT (9323007.353936663 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ed7,40342,2012,-3.17,POINT (9323007.353936663 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ed8,40343,2001,-16.47,POINT (9378667.099333297 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ed9,40343,2002,-40.47,POINT (9378667.099333297 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eda,40343,2003,-19.47,POINT (9378667.099333297 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7edb,40343,2004,-4.47,POINT (9378667.099333297 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7edc,40343,2005,-19.47,POINT (9378667.099333297 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7edd,40343,2006,-19.47,POINT (9378667.099333297 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ede,40343,2007,7.52,POINT (9378667.099333297 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7edf,40343,2008,-10.47,POINT (9378667.099333297 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ee0,40343,2009,4.52,POINT (9378667.099333297 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ee1,40343,2010,10.52,POINT (9378667.099333297 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ee2,40343,2011,-25.47,POINT (9378667.099333297 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ee3,40343,2012,-4.47,POINT (9378667.099333297 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ee4,40344,2001,-8.14,POINT (9434326.844729934 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ee5,40344,2002,-38.14,POINT (9434326.844729934 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ee6,40344,2003,-23.14,POINT (9434326.844729934 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ee7,40344,2004,-11.14,POINT (9434326.844729934 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ee8,40344,2005,-26.14,POINT (9434326.844729934 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ee9,40344,2006,-14.14,POINT (9434326.844729934 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eea,40344,2007,12.85,POINT (9434326.844729934 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eeb,40344,2008,-8.14,POINT (9434326.844729934 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eec,40344,2009,6.85,POINT (9434326.844729934 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eed,40344,2010,9.85,POINT (9434326.844729934 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eee,40344,2011,-20.14,POINT (9434326.844729934 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eef,40344,2012,-5.14,POINT (9434326.844729934 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ef0,40345,2001,-7.18,POINT (9489986.590126572 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ef1,40345,2002,-43.18,POINT (9489986.590126572 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ef2,40345,2003,-22.18,POINT (9489986.590126572 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ef3,40345,2004,-16.18,POINT (9489986.590126572 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ef4,40345,2005,-28.18,POINT (9489986.590126572 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ef5,40345,2006,-22.18,POINT (9489986.590126572 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ef6,40345,2007,1.81,POINT (9489986.590126572 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ef7,40345,2008,-16.18,POINT (9489986.590126572 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ef8,40345,2009,7.81,POINT (9489986.590126572 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7ef9,40345,2010,-1.18,POINT (9489986.590126572 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7efa,40345,2011,-16.18,POINT (9489986.590126572 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7efb,40345,2012,-7.18,POINT (9489986.590126572 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7efc,40346,2001,-7.68,POINT (9545646.335523209 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7efd,40346,2002,-31.68,POINT (9545646.335523209 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7efe,40346,2003,-13.68,POINT (9545646.335523209 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7eff,40346,2004,-16.68,POINT (9545646.335523209 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f00,40346,2005,-31.68,POINT (9545646.335523209 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f01,40346,2006,-25.68,POINT (9545646.335523209 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f02,40346,2007,4.31,POINT (9545646.335523209 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f03,40346,2008,-22.68,POINT (9545646.335523209 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f04,40346,2009,13.31,POINT (9545646.335523209 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f05,40346,2010,1.31,POINT (9545646.335523209 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f06,40346,2011,-19.68,POINT (9545646.335523209 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f07,40346,2012,-1.68,POINT (9545646.335523209 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f08,40347,2001,1.33,POINT (9601306.080919845 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f09,40347,2002,-28.66,POINT (9601306.080919845 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f0a,40347,2003,-10.66,POINT (9601306.080919845 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f0b,40347,2004,-13.66,POINT (9601306.080919845 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f0c,40347,2005,-31.66,POINT (9601306.080919845 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f0d,40347,2006,-19.66,POINT (9601306.080919845 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f0e,40347,2007,4.33,POINT (9601306.080919845 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f0f,40347,2008,-25.66,POINT (9601306.080919845 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f10,40347,2009,7.33,POINT (9601306.080919845 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f11,40347,2010,10.33,POINT (9601306.080919845 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f12,40347,2011,-22.66,POINT (9601306.080919845 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f13,40347,2012,-7.66,POINT (9601306.080919845 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f14,40348,2001,-3.89,POINT (9656965.826316481 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f15,40348,2002,-30.89,POINT (9656965.826316481 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f16,40348,2003,-6.89,POINT (9656965.826316481 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f17,40348,2004,-12.89,POINT (9656965.826316481 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f18,40348,2005,-24.89,POINT (9656965.826316481 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f19,40348,2006,-27.89,POINT (9656965.826316481 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f1a,40348,2007,8.1,POINT (9656965.826316481 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f1b,40348,2008,-21.89,POINT (9656965.826316481 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f1c,40348,2009,14.1,POINT (9656965.826316481 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f1d,40348,2010,5.1,POINT (9656965.826316481 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f1e,40348,2011,-18.89,POINT (9656965.826316481 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f1f,40348,2012,-3.89,POINT (9656965.826316481 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f20,40349,2001,-10.15,POINT (9712625.57171312 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f21,40349,2002,-34.15,POINT (9712625.57171312 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f22,40349,2003,-13.15,POINT (9712625.57171312 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f23,40349,2004,-10.15,POINT (9712625.57171312 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f24,40349,2005,-34.15,POINT (9712625.57171312 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f25,40349,2006,-34.15,POINT (9712625.57171312 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f26,40349,2007,4.84,POINT (9712625.57171312 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f27,40349,2008,-25.15,POINT (9712625.57171312 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f28,40349,2009,4.84,POINT (9712625.57171312 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f29,40349,2010,-4.15,POINT (9712625.57171312 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f2a,40349,2011,-22.15,POINT (9712625.57171312 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f2b,40349,2012,-7.15,POINT (9712625.57171312 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f2c,40350,2001,-11.23,POINT (9768285.317109756 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f2d,40350,2002,-38.23,POINT (9768285.317109756 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f2e,40350,2003,-26.23,POINT (9768285.317109756 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f2f,40350,2004,-20.23,POINT (9768285.317109756 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f30,40350,2005,-38.23,POINT (9768285.317109756 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f31,40350,2006,-35.23,POINT (9768285.317109756 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f32,40350,2007,3.76,POINT (9768285.317109756 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f33,40350,2008,-35.23,POINT (9768285.317109756 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f34,40350,2009,9.76,POINT (9768285.317109756 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f35,40350,2010,-14.23,POINT (9768285.317109756 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f36,40350,2011,-26.23,POINT (9768285.317109756 3535725.659799159)
anomalias_etp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_7f37,40350,2012,-5.23,POINT (9768285.317109756 3535725.659799159)
