FID,id_punto,agno,seasonality_index,geom
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b58,40338,2012,0.78,POINT (9100368.372350115 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b57,40339,2001,0.64,POINT (9156028.117746752 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b56,40339,2002,0.57,POINT (9156028.117746752 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b55,40339,2003,0.57,POINT (9156028.117746752 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b54,40339,2004,0.45,POINT (9156028.117746752 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b53,40339,2005,0.57,POINT (9156028.117746752 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b52,40339,2006,0.77,POINT (9156028.117746752 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b51,40339,2007,0.71,POINT (9156028.117746752 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b50,40339,2008,0.91,POINT (9156028.117746752 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b4f,40339,2009,0.88,POINT (9156028.117746752 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b4e,40339,2010,0.78,POINT (9156028.117746752 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b4d,40339,2011,0.82,POINT (9156028.117746752 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b4c,40339,2012,0.74,POINT (9156028.117746752 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b4b,40340,2001,0.63,POINT (9211687.863143386 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b4a,40340,2002,0.58,POINT (9211687.863143386 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b49,40340,2003,0.6,POINT (9211687.863143386 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b48,40340,2004,0.45,POINT (9211687.863143386 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b47,40340,2005,0.54,POINT (9211687.863143386 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b46,40340,2006,0.77,POINT (9211687.863143386 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b45,40340,2007,0.69,POINT (9211687.863143386 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b44,40340,2008,0.93,POINT (9211687.863143386 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b43,40340,2009,0.93,POINT (9211687.863143386 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b42,40340,2010,0.8,POINT (9211687.863143386 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b41,40340,2011,0.85,POINT (9211687.863143386 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b40,40340,2012,0.76,POINT (9211687.863143386 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b3f,40341,2001,0.63,POINT (9267347.608540025 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b3e,40341,2002,0.61,POINT (9267347.608540025 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b3d,40341,2003,0.63,POINT (9267347.608540025 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b3c,40341,2004,0.47,POINT (9267347.608540025 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b3b,40341,2005,0.54,POINT (9267347.608540025 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b3a,40341,2006,0.76,POINT (9267347.608540025 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b39,40341,2007,0.66,POINT (9267347.608540025 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b38,40341,2008,0.93,POINT (9267347.608540025 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b37,40341,2009,0.9,POINT (9267347.608540025 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b36,40341,2010,0.83,POINT (9267347.608540025 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b35,40341,2011,0.86,POINT (9267347.608540025 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b34,40341,2012,0.79,POINT (9267347.608540025 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b33,40342,2001,0.62,POINT (9323007.353936663 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b32,40342,2002,0.61,POINT (9323007.353936663 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b31,40342,2003,0.63,POINT (9323007.353936663 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b30,40342,2004,0.45,POINT (9323007.353936663 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b2f,40342,2005,0.53,POINT (9323007.353936663 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b2e,40342,2006,0.73,POINT (9323007.353936663 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b2d,40342,2007,0.64,POINT (9323007.353936663 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b2c,40342,2008,0.91,POINT (9323007.353936663 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b2b,40342,2009,0.89,POINT (9323007.353936663 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b2a,40342,2010,0.82,POINT (9323007.353936663 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b29,40342,2011,0.83,POINT (9323007.353936663 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b28,40342,2012,0.79,POINT (9323007.353936663 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b27,40343,2001,0.62,POINT (9378667.099333297 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b26,40343,2002,0.62,POINT (9378667.099333297 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b25,40343,2003,0.63,POINT (9378667.099333297 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b24,40343,2004,0.43,POINT (9378667.099333297 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b23,40343,2005,0.51,POINT (9378667.099333297 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b22,40343,2006,0.7,POINT (9378667.099333297 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b21,40343,2007,0.62,POINT (9378667.099333297 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b20,40343,2008,0.88,POINT (9378667.099333297 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b1f,40343,2009,0.88,POINT (9378667.099333297 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b1e,40343,2010,0.8,POINT (9378667.099333297 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b1d,40343,2011,0.82,POINT (9378667.099333297 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b1c,40343,2012,0.79,POINT (9378667.099333297 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b1b,40344,2001,0.66,POINT (9434326.844729934 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b1a,40344,2002,0.65,POINT (9434326.844729934 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b19,40344,2003,0.62,POINT (9434326.844729934 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b18,40344,2004,0.45,POINT (9434326.844729934 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b17,40344,2005,0.52,POINT (9434326.844729934 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b16,40344,2006,0.68,POINT (9434326.844729934 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b15,40344,2007,0.6,POINT (9434326.844729934 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b14,40344,2008,0.88,POINT (9434326.844729934 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b13,40344,2009,0.89,POINT (9434326.844729934 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b12,40344,2010,0.82,POINT (9434326.844729934 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b11,40344,2011,0.85,POINT (9434326.844729934 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b10,40344,2012,0.82,POINT (9434326.844729934 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b0f,40345,2001,0.68,POINT (9489986.590126572 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b0e,40345,2002,0.67,POINT (9489986.590126572 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b0d,40345,2003,0.62,POINT (9489986.590126572 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b0c,40345,2004,0.45,POINT (9489986.590126572 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b0b,40345,2005,0.52,POINT (9489986.590126572 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b0a,40345,2006,0.66,POINT (9489986.590126572 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b09,40345,2007,0.58,POINT (9489986.590126572 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b08,40345,2008,0.88,POINT (9489986.590126572 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b07,40345,2009,0.89,POINT (9489986.590126572 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b06,40345,2010,0.82,POINT (9489986.590126572 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b05,40345,2011,0.87,POINT (9489986.590126572 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b04,40345,2012,0.84,POINT (9489986.590126572 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b03,40346,2001,0.76,POINT (9545646.335523209 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b02,40346,2002,0.73,POINT (9545646.335523209 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b01,40346,2003,0.69,POINT (9545646.335523209 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7b00,40346,2004,0.51,POINT (9545646.335523209 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7aff,40346,2005,0.62,POINT (9545646.335523209 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7afe,40346,2006,0.69,POINT (9545646.335523209 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7afd,40346,2007,0.57,POINT (9545646.335523209 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7afc,40346,2008,0.93,POINT (9545646.335523209 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7afb,40346,2009,0.91,POINT (9545646.335523209 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7afa,40346,2010,0.91,POINT (9545646.335523209 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7af9,40346,2011,0.9,POINT (9545646.335523209 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7af8,40346,2012,0.95,POINT (9545646.335523209 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7af7,40347,2001,0.85,POINT (9601306.080919845 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7af6,40347,2002,0.8,POINT (9601306.080919845 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7af5,40347,2003,0.76,POINT (9601306.080919845 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7af4,40347,2004,0.6,POINT (9601306.080919845 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7af3,40347,2005,0.73,POINT (9601306.080919845 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7af2,40347,2006,0.74,POINT (9601306.080919845 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7af1,40347,2007,0.61,POINT (9601306.080919845 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7af0,40347,2008,0.97,POINT (9601306.080919845 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7aef,40347,2009,0.97,POINT (9601306.080919845 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7aee,40347,2010,1,POINT (9601306.080919845 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7aed,40347,2011,0.92,POINT (9601306.080919845 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7aec,40347,2012,1.05,POINT (9601306.080919845 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7aeb,40348,2001,0.89,POINT (9656965.826316481 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7aea,40348,2002,0.84,POINT (9656965.826316481 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ae9,40348,2003,0.82,POINT (9656965.826316481 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ae8,40348,2004,0.65,POINT (9656965.826316481 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ae7,40348,2005,0.78,POINT (9656965.826316481 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ae6,40348,2006,0.76,POINT (9656965.826316481 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ae5,40348,2007,0.65,POINT (9656965.826316481 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ae4,40348,2008,1,POINT (9656965.826316481 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ae3,40348,2009,1.02,POINT (9656965.826316481 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ae2,40348,2010,1.04,POINT (9656965.826316481 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ae1,40348,2011,0.93,POINT (9656965.826316481 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ae0,40348,2012,1.1,POINT (9656965.826316481 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7adf,40349,2001,0.94,POINT (9712625.57171312 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ade,40349,2002,0.89,POINT (9712625.57171312 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7add,40349,2003,0.87,POINT (9712625.57171312 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7adc,40349,2004,0.7,POINT (9712625.57171312 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7adb,40349,2005,0.82,POINT (9712625.57171312 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ada,40349,2006,0.78,POINT (9712625.57171312 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ad9,40349,2007,0.71,POINT (9712625.57171312 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ad8,40349,2008,1.02,POINT (9712625.57171312 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ad7,40349,2009,1.07,POINT (9712625.57171312 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ad6,40349,2010,1.08,POINT (9712625.57171312 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ad5,40349,2011,0.94,POINT (9712625.57171312 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ad4,40349,2012,1.15,POINT (9712625.57171312 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ad3,40350,2001,0.97,POINT (9768285.317109756 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ad2,40350,2002,0.92,POINT (9768285.317109756 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ad1,40350,2003,0.92,POINT (9768285.317109756 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ad0,40350,2004,0.73,POINT (9768285.317109756 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7acf,40350,2005,0.84,POINT (9768285.317109756 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ace,40350,2006,0.81,POINT (9768285.317109756 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7acd,40350,2007,0.77,POINT (9768285.317109756 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7acc,40350,2008,1.03,POINT (9768285.317109756 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7acb,40350,2009,1.11,POINT (9768285.317109756 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7aca,40350,2010,1.1,POINT (9768285.317109756 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ac9,40350,2011,0.95,POINT (9768285.317109756 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ac8,40350,2012,1.19,POINT (9768285.317109756 3535725.659799159)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ac7,40665,2001,0.83,POINT (8933389.136160204 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ac6,40665,2002,0.86,POINT (8933389.136160204 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ac5,40665,2003,0.78,POINT (8933389.136160204 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ac4,40665,2004,0.9,POINT (8933389.136160204 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ac3,40665,2005,0.87,POINT (8933389.136160204 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ac2,40665,2006,0.96,POINT (8933389.136160204 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ac1,40665,2007,0.7,POINT (8933389.136160204 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ac0,40665,2008,1.1,POINT (8933389.136160204 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7abf,40665,2009,0.96,POINT (8933389.136160204 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7abe,40665,2010,1.01,POINT (8933389.136160204 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7abd,40665,2011,1,POINT (8933389.136160204 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7abc,40665,2012,1.1,POINT (8933389.136160204 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7abb,40666,2001,0.79,POINT (8989048.88155684 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7aba,40666,2002,0.77,POINT (8989048.88155684 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ab9,40666,2003,0.72,POINT (8989048.88155684 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ab8,40666,2004,0.78,POINT (8989048.88155684 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ab7,40666,2005,0.78,POINT (8989048.88155684 3471454.9819268296)
seasonality_index_espacial_p.fid--5ff12b53_17a375593c2_-7ab6,40666,2006,0.94,POINT (8989048.88155684 3471454.9819268296)
