FID,id_punto,agno,pre_anual,geom
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_389b,40336,2016,1059.4,POINT (8989048.88155684 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_389c,40336,2017,1129.4,POINT (8989048.88155684 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_389d,40336,2018,1194.8,POINT (8989048.88155684 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_389e,40336,2019,1100.2,POINT (8989048.88155684 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_389f,40336,2020,1095.4,POINT (8989048.88155684 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38a0,40337,2001,429.8,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38a1,40337,2002,498,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38a2,40337,2003,547.2,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38a3,40337,2004,341.4,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38a4,40337,2005,439.2,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38a5,40337,2006,488.2,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38a6,40337,2007,551.2,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38a7,40337,2008,438.2,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38a8,40337,2009,416.3,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38a9,40337,2010,477.2,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38aa,40337,2011,645.2,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38ab,40337,2012,487.5,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38ac,40337,2013,432,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38ad,40337,2014,331.4,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38ae,40337,2015,356.6,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38af,40337,2016,270,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38b0,40337,2017,322.4,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38b1,40337,2018,331.1,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38b2,40337,2019,354.1,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38b3,40337,2020,295.1,POINT (9044708.626953477 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38b4,40338,2001,495.9,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38b5,40338,2002,566.6,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38b6,40338,2003,613.3,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38b7,40338,2004,430.8,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38b8,40338,2005,510.9,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38b9,40338,2006,577.4,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38ba,40338,2007,606.4,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38bb,40338,2008,533.1,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38bc,40338,2009,449.2,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38bd,40338,2010,581,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38be,40338,2011,712.8,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38bf,40338,2012,537.5,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38c0,40338,2013,432,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38c1,40338,2014,331.4,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38c2,40338,2015,356.6,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38c3,40338,2016,270,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38c4,40338,2017,322.4,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38c5,40338,2018,331.1,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38c6,40338,2019,354.1,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38c7,40338,2020,295.1,POINT (9100368.372350115 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38c8,40339,2001,507.6,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38c9,40339,2002,576.9,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38ca,40339,2003,619.8,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38cb,40339,2004,470.7,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38cc,40339,2005,523.8,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38cd,40339,2006,590.3,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38ce,40339,2007,606.1,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38cf,40339,2008,559.7,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38d0,40339,2009,420.5,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38d1,40339,2010,615.8,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38d2,40339,2011,684.3,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38d3,40339,2012,530.7,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38d4,40339,2013,806.9,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38d5,40339,2014,675.6,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38d6,40339,2015,661.2,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38d7,40339,2016,618.5,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38d8,40339,2017,650.7,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38d9,40339,2018,608.3,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38da,40339,2019,759.5,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38db,40339,2020,532.1,POINT (9156028.117746752 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38dc,40340,2001,569.3,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38dd,40340,2002,639.2,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38de,40340,2003,685.1,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38df,40340,2004,558.8,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38e0,40340,2005,589.9,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38e1,40340,2006,668.2,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38e2,40340,2007,658,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38e3,40340,2008,636.7,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38e4,40340,2009,461.2,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38e5,40340,2010,691.6,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38e6,40340,2011,747,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38e7,40340,2012,571.5,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38e8,40340,2013,806.9,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38e9,40340,2014,675.6,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38ea,40340,2015,661.2,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38eb,40340,2016,618.5,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38ec,40340,2017,650.7,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38ed,40340,2018,608.3,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38ee,40340,2019,759.5,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38ef,40340,2020,532.1,POINT (9211687.863143386 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38f0,40341,2001,618.6,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38f1,40341,2002,687.9,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38f2,40341,2003,739.5,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38f3,40341,2004,636.5,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38f4,40341,2005,637,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38f5,40341,2006,707,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38f6,40341,2007,696.7,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38f7,40341,2008,671.8,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38f8,40341,2009,512.8,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38f9,40341,2010,709.1,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38fa,40341,2011,811.2,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38fb,40341,2012,594.1,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38fc,40341,2013,535,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38fd,40341,2014,403.1,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38fe,40341,2015,470.1,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_38ff,40341,2016,350.1,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3900,40341,2017,483.3,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3901,40341,2018,420.8,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3902,40341,2019,502.5,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3903,40341,2020,375.8,POINT (9267347.608540025 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3904,40342,2001,623.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3905,40342,2002,695.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3906,40342,2003,748.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3907,40342,2004,671.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3908,40342,2005,641.7,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3909,40342,2006,689.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_390a,40342,2007,695.4,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_390b,40342,2008,645.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_390c,40342,2009,522.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_390d,40342,2010,673.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_390e,40342,2011,804.4,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_390f,40342,2012,575.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3910,40342,2013,535,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3911,40342,2014,403.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3912,40342,2015,470.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3913,40342,2016,350.1,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3914,40342,2017,483.3,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3915,40342,2018,420.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3916,40342,2019,502.5,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3917,40342,2020,375.8,POINT (9323007.353936663 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3918,40343,2001,622.7,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3919,40343,2002,687.9,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_391a,40343,2003,734.8,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_391b,40343,2004,691.4,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_391c,40343,2005,640,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_391d,40343,2006,660.1,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_391e,40343,2007,678.6,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_391f,40343,2008,609.8,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3920,40343,2009,521.4,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3921,40343,2010,628.6,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3922,40343,2011,783.4,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3923,40343,2012,547,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3924,40343,2013,269.3,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3925,40343,2014,224.3,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3926,40343,2015,272.4,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3927,40343,2016,192.1,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3928,40343,2017,265.3,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3929,40343,2018,363.6,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_392a,40343,2019,245.9,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_392b,40343,2020,305.2,POINT (9378667.099333297 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_392c,40344,2001,673.5,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_392d,40344,2002,721.3,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_392e,40344,2003,752.5,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_392f,40344,2004,752,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3930,40344,2005,680.7,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3931,40344,2006,682.1,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3932,40344,2007,703.1,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3933,40344,2008,623.4,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3934,40344,2009,558.4,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3935,40344,2010,629.8,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3936,40344,2011,823,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3937,40344,2012,558.2,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3938,40344,2013,269.3,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3939,40344,2014,224.3,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_393a,40344,2015,272.4,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_393b,40344,2016,192.1,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_393c,40344,2017,265.3,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_393d,40344,2018,363.6,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_393e,40344,2019,245.9,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_393f,40344,2020,305.2,POINT (9434326.844729934 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3940,40345,2001,696.3,POINT (9489986.590126572 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3941,40345,2002,740.4,POINT (9489986.590126572 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3942,40345,2003,756,POINT (9489986.590126572 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3943,40345,2004,793,POINT (9489986.590126572 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3944,40345,2005,699.5,POINT (9489986.590126572 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3945,40345,2006,687.7,POINT (9489986.590126572 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3946,40345,2007,712.3,POINT (9489986.590126572 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3947,40345,2008,614.9,POINT (9489986.590126572 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3948,40345,2009,579.1,POINT (9489986.590126572 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_3949,40345,2010,613.3,POINT (9489986.590126572 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_394a,40345,2011,838.8,POINT (9489986.590126572 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_394b,40345,2012,551.9,POINT (9489986.590126572 3535725.659799159)
pre_anual_espacial_p.fid--5ff12b53_17a374f8fe9_394c,40345,2013,338.6,POINT (9489986.590126572 3535725.659799159)
