FID,id_punto,agno,temp_min_anual,geom
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_608d,40336,2010,-6.54,POINT (8989048.88155684 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_608e,40336,2011,-6.85,POINT (8989048.88155684 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_608f,40336,2012,-6.67,POINT (8989048.88155684 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6090,40337,2001,-10.17,POINT (9044708.626953477 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6091,40337,2002,-10.15,POINT (9044708.626953477 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6092,40337,2003,-10.64,POINT (9044708.626953477 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6093,40337,2004,-10.01,POINT (9044708.626953477 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6094,40337,2005,-10.53,POINT (9044708.626953477 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6095,40337,2006,-9.71,POINT (9044708.626953477 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6096,40337,2007,-10.16,POINT (9044708.626953477 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6097,40337,2008,-10.01,POINT (9044708.626953477 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6098,40337,2009,-10.05,POINT (9044708.626953477 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6099,40337,2010,-9.95,POINT (9044708.626953477 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_609a,40337,2011,-10.21,POINT (9044708.626953477 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_609b,40337,2012,-10.01,POINT (9044708.626953477 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_609c,40338,2001,-7.65,POINT (9100368.372350115 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_609d,40338,2002,-7.66,POINT (9100368.372350115 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_609e,40338,2003,-8.12,POINT (9100368.372350115 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_609f,40338,2004,-7.53,POINT (9100368.372350115 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60a0,40338,2005,-7.99,POINT (9100368.372350115 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60a1,40338,2006,-7.26,POINT (9100368.372350115 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60a2,40338,2007,-7.63,POINT (9100368.372350115 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60a3,40338,2008,-7.5,POINT (9100368.372350115 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60a4,40338,2009,-7.64,POINT (9100368.372350115 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60a5,40338,2010,-7.45,POINT (9100368.372350115 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60a6,40338,2011,-7.73,POINT (9100368.372350115 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60a7,40338,2012,-7.52,POINT (9100368.372350115 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60a8,40339,2001,-9.24,POINT (9156028.117746752 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60a9,40339,2002,-9.25,POINT (9156028.117746752 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60aa,40339,2003,-9.7,POINT (9156028.117746752 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60ab,40339,2004,-9.15,POINT (9156028.117746752 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60ac,40339,2005,-9.55,POINT (9156028.117746752 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60ad,40339,2006,-8.86,POINT (9156028.117746752 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60ae,40339,2007,-9.2,POINT (9156028.117746752 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60af,40339,2008,-9.04,POINT (9156028.117746752 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60b0,40339,2009,-9.31,POINT (9156028.117746752 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60b1,40339,2010,-9.07,POINT (9156028.117746752 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60b2,40339,2011,-9.33,POINT (9156028.117746752 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60b3,40339,2012,-9.08,POINT (9156028.117746752 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60b4,40340,2001,-7.88,POINT (9211687.863143386 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60b5,40340,2002,-7.91,POINT (9211687.863143386 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60b6,40340,2003,-8.31,POINT (9211687.863143386 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60b7,40340,2004,-7.84,POINT (9211687.863143386 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60b8,40340,2005,-8.15,POINT (9211687.863143386 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60b9,40340,2006,-7.56,POINT (9211687.863143386 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60ba,40340,2007,-7.85,POINT (9211687.863143386 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60bb,40340,2008,-7.74,POINT (9211687.863143386 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60bc,40340,2009,-8.07,POINT (9211687.863143386 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60bd,40340,2010,-7.76,POINT (9211687.863143386 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60be,40340,2011,-8.01,POINT (9211687.863143386 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60bf,40340,2012,-7.81,POINT (9211687.863143386 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60c0,40341,2001,-7.64,POINT (9267347.608540025 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60c1,40341,2002,-7.7,POINT (9267347.608540025 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60c2,40341,2003,-8.06,POINT (9267347.608540025 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60c3,40341,2004,-7.63,POINT (9267347.608540025 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60c4,40341,2005,-7.93,POINT (9267347.608540025 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60c5,40341,2006,-7.43,POINT (9267347.608540025 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60c6,40341,2007,-7.74,POINT (9267347.608540025 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60c7,40341,2008,-7.62,POINT (9267347.608540025 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60c8,40341,2009,-7.96,POINT (9267347.608540025 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60c9,40341,2010,-7.65,POINT (9267347.608540025 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60ca,40341,2011,-7.94,POINT (9267347.608540025 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60cb,40341,2012,-7.76,POINT (9267347.608540025 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60cc,40342,2001,-9.51,POINT (9323007.353936663 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60cd,40342,2002,-9.63,POINT (9323007.353936663 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60ce,40342,2003,-9.96,POINT (9323007.353936663 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60cf,40342,2004,-9.55,POINT (9323007.353936663 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60d0,40342,2005,-9.8,POINT (9323007.353936663 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60d1,40342,2006,-9.4,POINT (9323007.353936663 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60d2,40342,2007,-9.72,POINT (9323007.353936663 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60d3,40342,2008,-9.65,POINT (9323007.353936663 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60d4,40342,2009,-9.94,POINT (9323007.353936663 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60d5,40342,2010,-9.61,POINT (9323007.353936663 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60d6,40342,2011,-9.93,POINT (9323007.353936663 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60d7,40342,2012,-9.84,POINT (9323007.353936663 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60d8,40343,2001,-11.48,POINT (9378667.099333297 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60d9,40343,2002,-11.6,POINT (9378667.099333297 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60da,40343,2003,-11.94,POINT (9378667.099333297 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60db,40343,2004,-11.55,POINT (9378667.099333297 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60dc,40343,2005,-11.73,POINT (9378667.099333297 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60dd,40343,2006,-11.4,POINT (9378667.099333297 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60de,40343,2007,-11.75,POINT (9378667.099333297 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60df,40343,2008,-11.7,POINT (9378667.099333297 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60e0,40343,2009,-11.96,POINT (9378667.099333297 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60e1,40343,2010,-11.61,POINT (9378667.099333297 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60e2,40343,2011,-11.98,POINT (9378667.099333297 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60e3,40343,2012,-11.95,POINT (9378667.099333297 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60e4,40344,2001,-11.58,POINT (9434326.844729934 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60e5,40344,2002,-11.68,POINT (9434326.844729934 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60e6,40344,2003,-12,POINT (9434326.844729934 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60e7,40344,2004,-11.64,POINT (9434326.844729934 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60e8,40344,2005,-11.77,POINT (9434326.844729934 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60e9,40344,2006,-11.5,POINT (9434326.844729934 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60ea,40344,2007,-11.84,POINT (9434326.844729934 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60eb,40344,2008,-11.81,POINT (9434326.844729934 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60ec,40344,2009,-12.04,POINT (9434326.844729934 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60ed,40344,2010,-11.75,POINT (9434326.844729934 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60ee,40344,2011,-12.09,POINT (9434326.844729934 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60ef,40344,2012,-12.1,POINT (9434326.844729934 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60f0,40345,2001,-12.21,POINT (9489986.590126572 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60f1,40345,2002,-12.33,POINT (9489986.590126572 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60f2,40345,2003,-12.67,POINT (9489986.590126572 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60f3,40345,2004,-12.3,POINT (9489986.590126572 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60f4,40345,2005,-12.4,POINT (9489986.590126572 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60f5,40345,2006,-12.15,POINT (9489986.590126572 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60f6,40345,2007,-12.53,POINT (9489986.590126572 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60f7,40345,2008,-12.55,POINT (9489986.590126572 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60f8,40345,2009,-12.7,POINT (9489986.590126572 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60f9,40345,2010,-12.43,POINT (9489986.590126572 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60fa,40345,2011,-12.79,POINT (9489986.590126572 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60fb,40345,2012,-12.87,POINT (9489986.590126572 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60fc,40346,2001,-11.31,POINT (9545646.335523209 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60fd,40346,2002,-11.5,POINT (9545646.335523209 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60fe,40346,2003,-11.78,POINT (9545646.335523209 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_60ff,40346,2004,-11.4,POINT (9545646.335523209 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6100,40346,2005,-11.45,POINT (9545646.335523209 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6101,40346,2006,-11.27,POINT (9545646.335523209 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6102,40346,2007,-11.65,POINT (9545646.335523209 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6103,40346,2008,-11.72,POINT (9545646.335523209 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6104,40346,2009,-11.82,POINT (9545646.335523209 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6105,40346,2010,-11.5,POINT (9545646.335523209 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6106,40346,2011,-11.91,POINT (9545646.335523209 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6107,40346,2012,-12.09,POINT (9545646.335523209 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6108,40347,2001,-9.87,POINT (9601306.080919845 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6109,40347,2002,-10.07,POINT (9601306.080919845 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_610a,40347,2003,-10.35,POINT (9601306.080919845 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_610b,40347,2004,-9.95,POINT (9601306.080919845 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_610c,40347,2005,-10,POINT (9601306.080919845 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_610d,40347,2006,-9.87,POINT (9601306.080919845 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_610e,40347,2007,-10.24,POINT (9601306.080919845 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_610f,40347,2008,-10.33,POINT (9601306.080919845 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6110,40347,2009,-10.41,POINT (9601306.080919845 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6111,40347,2010,-10.15,POINT (9601306.080919845 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6112,40347,2011,-10.54,POINT (9601306.080919845 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6113,40347,2012,-10.72,POINT (9601306.080919845 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6114,40348,2001,-9.56,POINT (9656965.826316481 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6115,40348,2002,-9.75,POINT (9656965.826316481 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6116,40348,2003,-10,POINT (9656965.826316481 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6117,40348,2004,-9.59,POINT (9656965.826316481 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6118,40348,2005,-9.63,POINT (9656965.826316481 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6119,40348,2006,-9.59,POINT (9656965.826316481 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_611a,40348,2007,-9.94,POINT (9656965.826316481 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_611b,40348,2008,-10.05,POINT (9656965.826316481 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_611c,40348,2009,-10.15,POINT (9656965.826316481 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_611d,40348,2010,-9.87,POINT (9656965.826316481 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_611e,40348,2011,-10.25,POINT (9656965.826316481 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_611f,40348,2012,-10.51,POINT (9656965.826316481 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6120,40349,2001,-10.25,POINT (9712625.57171312 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6121,40349,2002,-10.39,POINT (9712625.57171312 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6122,40349,2003,-10.66,POINT (9712625.57171312 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6123,40349,2004,-10.2,POINT (9712625.57171312 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6124,40349,2005,-10.26,POINT (9712625.57171312 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6125,40349,2006,-10.28,POINT (9712625.57171312 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6126,40349,2007,-10.64,POINT (9712625.57171312 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6127,40349,2008,-10.8,POINT (9712625.57171312 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6128,40349,2009,-10.85,POINT (9712625.57171312 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6129,40349,2010,-10.58,POINT (9712625.57171312 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_612a,40349,2011,-10.97,POINT (9712625.57171312 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_612b,40349,2012,-11.26,POINT (9712625.57171312 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_612c,40350,2001,-11.26,POINT (9768285.317109756 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_612d,40350,2002,-11.43,POINT (9768285.317109756 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_612e,40350,2003,-11.67,POINT (9768285.317109756 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_612f,40350,2004,-11.18,POINT (9768285.317109756 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6130,40350,2005,-11.21,POINT (9768285.317109756 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6131,40350,2006,-11.3,POINT (9768285.317109756 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6132,40350,2007,-11.69,POINT (9768285.317109756 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6133,40350,2008,-11.87,POINT (9768285.317109756 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6134,40350,2009,-11.9,POINT (9768285.317109756 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6135,40350,2010,-11.63,POINT (9768285.317109756 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6136,40350,2011,-12.06,POINT (9768285.317109756 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6137,40350,2012,-12.35,POINT (9768285.317109756 3535725.659799159)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6138,40665,2001,11.98,POINT (8933389.136160204 3471454.9819268296)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6139,40665,2002,12.05,POINT (8933389.136160204 3471454.9819268296)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_613a,40665,2003,11.5,POINT (8933389.136160204 3471454.9819268296)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_613b,40665,2004,12.19,POINT (8933389.136160204 3471454.9819268296)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_613c,40665,2005,11.56,POINT (8933389.136160204 3471454.9819268296)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_613d,40665,2006,12.51,POINT (8933389.136160204 3471454.9819268296)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_613e,40665,2007,11.86,POINT (8933389.136160204 3471454.9819268296)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_613f,40665,2008,12.05,POINT (8933389.136160204 3471454.9819268296)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6140,40665,2009,12.35,POINT (8933389.136160204 3471454.9819268296)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6141,40665,2010,12.31,POINT (8933389.136160204 3471454.9819268296)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6142,40665,2011,11.83,POINT (8933389.136160204 3471454.9819268296)
temp_min_anual_espacial_p.fid--5ff12b53_17a374f8fe9_6143,40665,2012,12.05,POINT (8933389.136160204 3471454.9819268296)
