FID,id_punto,agno,anomalia_temp_anual,geom
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5688,40335,2017,-0.2,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5689,40335,2018,-0.69,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_568a,40335,2019,-0.84,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_568b,40335,2020,-1.06,POINT (8933389.136160204 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_568c,40336,2001,0.85,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_568d,40336,2002,0.92,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_568e,40336,2003,0.62,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_568f,40336,2004,1.31,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5690,40336,2005,0.62,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5691,40336,2006,1.35,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5692,40336,2007,1.14,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5693,40336,2008,0.97,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5694,40336,2009,1.25,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5695,40336,2010,1.34,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5696,40336,2011,0.73,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5697,40336,2012,0.75,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5698,40336,2013,-4.02,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5699,40336,2014,-2.08,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_569a,40336,2015,-1.26,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_569b,40336,2016,-0.61,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_569c,40336,2017,-1.13,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_569d,40336,2018,-1.67,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_569e,40336,2019,-1.76,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_569f,40336,2020,-1.97,POINT (8989048.88155684 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56a0,40337,2001,0.91,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56a1,40337,2002,0.94,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56a2,40337,2003,0.67,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56a3,40337,2004,1.32,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56a4,40337,2005,0.69,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56a5,40337,2006,1.36,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56a6,40337,2007,1.24,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56a7,40337,2008,1.05,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56a8,40337,2009,1.23,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56a9,40337,2010,1.39,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56aa,40337,2011,0.79,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56ab,40337,2012,0.84,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56ac,40337,2013,-5.02,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56ad,40337,2014,-3.07,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56ae,40337,2015,-2.15,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56af,40337,2016,-1.5,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56b0,40337,2017,-2.07,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56b1,40337,2018,-2.63,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56b2,40337,2019,-2.71,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56b3,40337,2020,-2.9,POINT (9044708.626953477 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56b4,40338,2001,0.96,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56b5,40338,2002,0.96,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56b6,40338,2003,0.71,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56b7,40338,2004,1.31,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56b8,40338,2005,0.73,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56b9,40338,2006,1.36,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56ba,40338,2007,1.31,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56bb,40338,2008,1.11,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56bc,40338,2009,1.21,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56bd,40338,2010,1.43,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56be,40338,2011,0.83,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56bf,40338,2012,0.9,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56c0,40338,2013,-4.54,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56c1,40338,2014,-2.78,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56c2,40338,2015,-1.82,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56c3,40338,2016,-1.19,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56c4,40338,2017,-1.77,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56c5,40338,2018,-2.34,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56c6,40338,2019,-2.43,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56c7,40338,2020,-2.58,POINT (9100368.372350115 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56c8,40339,2001,1,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56c9,40339,2002,0.97,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56ca,40339,2003,0.74,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56cb,40339,2004,1.3,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56cc,40339,2005,0.78,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56cd,40339,2006,1.36,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56ce,40339,2007,1.38,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56cf,40339,2008,1.19,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56d0,40339,2009,1.16,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56d1,40339,2010,1.46,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56d2,40339,2011,0.88,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56d3,40339,2012,0.98,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56d4,40339,2013,-3.74,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56d5,40339,2014,-2.36,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56d6,40339,2015,-1.4,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56d7,40339,2016,-0.8,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56d8,40339,2017,-1.37,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56d9,40339,2018,-1.91,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56da,40339,2019,-2.02,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56db,40339,2020,-2.2,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56dc,40340,2001,1.05,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56dd,40340,2002,0.98,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56de,40340,2003,0.8,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56df,40340,2004,1.29,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56e0,40340,2005,0.83,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56e1,40340,2006,1.34,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56e2,40340,2007,1.4,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56e3,40340,2008,1.18,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56e4,40340,2009,1.16,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56e5,40340,2010,1.48,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56e6,40340,2011,0.9,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56e7,40340,2012,0.98,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56e8,40340,2013,-1.54,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56e9,40340,2014,-0.78,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56ea,40340,2015,0.1,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56eb,40340,2016,0.68,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56ec,40340,2017,0.15,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56ed,40340,2018,-0.38,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56ee,40340,2019,-0.47,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56ef,40340,2020,-0.67,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56f0,40341,2001,1.13,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56f1,40341,2002,1.02,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56f2,40341,2003,0.88,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56f3,40341,2004,1.33,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56f4,40341,2005,0.87,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56f5,40341,2006,1.35,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56f6,40341,2007,1.4,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56f7,40341,2008,1.16,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56f8,40341,2009,1.17,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56f9,40341,2010,1.48,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56fa,40341,2011,0.87,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56fb,40341,2012,0.94,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56fc,40341,2013,0.74,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56fd,40341,2014,0.98,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56fe,40341,2015,1.56,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_56ff,40341,2016,2.1,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5700,40341,2017,1.73,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5701,40341,2018,1.32,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5702,40341,2019,1.22,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5703,40341,2020,0.92,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5704,40342,2001,1.19,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5705,40342,2002,1.01,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5706,40342,2003,0.92,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5707,40342,2004,1.33,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5708,40342,2005,0.91,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5709,40342,2006,1.32,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_570a,40342,2007,1.36,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_570b,40342,2008,1.08,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_570c,40342,2009,1.14,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_570d,40342,2010,1.49,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_570e,40342,2011,0.83,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_570f,40342,2012,0.85,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5710,40342,2013,0.72,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5711,40342,2014,0.19,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5712,40342,2015,0.13,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5713,40342,2016,0.39,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5714,40342,2017,0.28,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5715,40342,2018,0.38,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5716,40342,2019,0.54,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5717,40342,2020,0.24,POINT (9323007.353936663 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5718,40343,2001,1.23,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5719,40343,2002,1.04,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_571a,40343,2003,0.93,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_571b,40343,2004,1.3,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_571c,40343,2005,0.93,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_571d,40343,2006,1.3,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_571e,40343,2007,1.35,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_571f,40343,2008,1.04,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5720,40343,2009,1.17,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5721,40343,2010,1.5,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5722,40343,2011,0.79,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5723,40343,2012,0.77,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5724,40343,2013,-0.11,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5725,40343,2014,-0.64,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5726,40343,2015,-0.74,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5727,40343,2016,-0.8,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5728,40343,2017,-0.74,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5729,40343,2018,-0.4,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_572a,40343,2019,-0.13,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_572b,40343,2020,-0.29,POINT (9378667.099333297 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_572c,40344,2001,1.19,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_572d,40344,2002,1.03,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_572e,40344,2003,0.91,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_572f,40344,2004,1.24,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5730,40344,2005,0.91,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5731,40344,2006,1.25,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5732,40344,2007,1.33,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5733,40344,2008,0.97,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5734,40344,2009,1.17,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5735,40344,2010,1.46,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5736,40344,2011,0.75,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5737,40344,2012,0.71,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5738,40344,2013,-1.76,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_5739,40344,2014,-2.29,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_573a,40344,2015,-2.54,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_573b,40344,2016,-2.58,POINT (9434326.844729934 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_17a374f8fe9_573c,40344,2017,-2.59,POINT (9434326.844729934 3535725.659799159)
