Number of Tropical Nights  (Tmin > 20°C) - (Days), Year, Model, Statistics, ISO3
5.14643, 2080-2099, cesm1_bgc, Apr Anomaly, NPL
6.80219, 2080-2099, cesm1_bgc, May Anomaly, NPL
4.10637, 2080-2099, cesm1_bgc, Jun Anomaly, NPL
4.537, 2080-2099, cesm1_bgc, Jul Anomaly, NPL
4.22442, 2080-2099, cesm1_bgc, Aug Anomaly, NPL
7.78863, 2080-2099, cesm1_bgc, Sep Anomaly, NPL
4.60947, 2080-2099, cesm1_bgc, Oct Anomaly, NPL
0.44472, 2080-2099, cesm1_bgc, Nov Anomaly, NPL
0.01751, 2080-2099, cesm1_bgc, Dec Anomaly, NPL
0.00151, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
0.10203, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
2.14286, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
6.62193, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
7.42677, 2080-2099, cesm1_cam5, May Anomaly, NPL
4.81338, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
5.2581, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
5.29925, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
7.34399, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
7.44102, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
1.29353, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
0.04072, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
0.07996, 2080-2099, cmcc_cesm, Jan Anomaly, NPL
0.38597, 2080-2099, cmcc_cesm, Feb Anomaly, NPL
2.99635, 2080-2099, cmcc_cesm, Mar Anomaly, NPL
7.7305, 2080-2099, cmcc_cesm, Apr Anomaly, NPL
9.48205, 2080-2099, cmcc_cesm, May Anomaly, NPL
5.42779, 2080-2099, cmcc_cesm, Jun Anomaly, NPL
3.72984, 2080-2099, cmcc_cesm, Jul Anomaly, NPL
4.14169, 2080-2099, cmcc_cesm, Aug Anomaly, NPL
7.51884, 2080-2099, cmcc_cesm, Sep Anomaly, NPL
6.67377, 2080-2099, cmcc_cesm, Oct Anomaly, NPL
0.69324, 2080-2099, cmcc_cesm, Nov Anomaly, NPL
0.06594, 2080-2099, cmcc_cesm, Dec Anomaly, NPL
0.00194, 2080-2099, cmcc_cm, Jan Anomaly, NPL
0.28071, 2080-2099, cmcc_cm, Feb Anomaly, NPL
4.15706, 2080-2099, cmcc_cm, Mar Anomaly, NPL
8.68203, 2080-2099, cmcc_cm, Apr Anomaly, NPL
8.20537, 2080-2099, cmcc_cm, May Anomaly, NPL
5.3512, 2080-2099, cmcc_cm, Jun Anomaly, NPL
7.51582, 2080-2099, cmcc_cm, Jul Anomaly, NPL
9.45291, 2080-2099, cmcc_cm, Aug Anomaly, NPL
8.64191, 2080-2099, cmcc_cm, Sep Anomaly, NPL
5.38084, 2080-2099, cmcc_cm, Oct Anomaly, NPL
1.30665, 2080-2099, cmcc_cm, Nov Anomaly, NPL
0.02596, 2080-2099, cmcc_cm, Dec Anomaly, NPL
0.00328, 2080-2099, cmcc_cms, Jan Anomaly, NPL
0.2883, 2080-2099, cmcc_cms, Feb Anomaly, NPL
3.53239, 2080-2099, cmcc_cms, Mar Anomaly, NPL
9.16209, 2080-2099, cmcc_cms, Apr Anomaly, NPL
9.40503, 2080-2099, cmcc_cms, May Anomaly, NPL
5.08354, 2080-2099, cmcc_cms, Jun Anomaly, NPL
4.98435, 2080-2099, cmcc_cms, Jul Anomaly, NPL
5.92238, 2080-2099, cmcc_cms, Aug Anomaly, NPL
8.85486, 2080-2099, cmcc_cms, Sep Anomaly, NPL
8.44588, 2080-2099, cmcc_cms, Oct Anomaly, NPL
1.55094, 2080-2099, cmcc_cms, Nov Anomaly, NPL
0.06835, 2080-2099, cmcc_cms, Dec Anomaly, NPL
9.4E-4, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
0.22536, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
1.61345, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
4.69857, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
8.26506, 2080-2099, cnrm_cm5, May Anomaly, NPL
3.93414, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
3.27203, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
3.77265, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
6.75732, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
4.74938, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
0.0951, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
0.02435, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
0.00165, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
0.06856, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
1.73763, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
6.20773, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
8.60879, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
4.21651, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
3.91079, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
3.92775, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
8.91237, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
6.13262, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
0.82963, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
0.02067, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
0.10059, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
0.32736, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
2.54313, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
7.75069, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
11.2284, 2080-2099, gfdl_cm3, May Anomaly, NPL
7.42237, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
5.00134, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
5.29288, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
7.90845, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
10.6068, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
1.8971, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
0.12065, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
0.00193, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
0.0465, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
0.95177, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
3.73021, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
5.39874, 2080-2099, gfdl_esm2g, May Anomaly, NPL
3.68539, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
2.89011, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
2.64883, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
5.97395, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
4.82515, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
0.48976, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
2.4E-4, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
0.00198, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
0.05399, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
0.77604, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
2.76937, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
5.2935, 2080-2099, gfdl_esm2m, May Anomaly, NPL
2.91524, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
2.33362, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
2.66477, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
5.58485, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
4.07818, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
0.31492, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
0.0222, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
1.27486, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
5.42366, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
8.00443, 2080-2099, hadgem2_ao, May Anomaly, NPL
3.18734, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
2.32169, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
2.5085, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
6.79553, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
5.49701, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
0.51565, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
9.2E-4, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
0.00105, 2080-2099, hadgem2_cc, Jan Anomaly, NPL
0.1673, 2080-2099, hadgem2_cc, Feb Anomaly, NPL
2.36543, 2080-2099, hadgem2_cc, Mar Anomaly, NPL
6.05933, 2080-2099, hadgem2_cc, Apr Anomaly, NPL
9.50314, 2080-2099, hadgem2_cc, May Anomaly, NPL
4.70198, 2080-2099, hadgem2_cc, Jun Anomaly, NPL
3.18153, 2080-2099, hadgem2_cc, Jul Anomaly, NPL
3.52626, 2080-2099, hadgem2_cc, Aug Anomaly, NPL
7.43476, 2080-2099, hadgem2_cc, Sep Anomaly, NPL
5.85343, 2080-2099, hadgem2_cc, Oct Anomaly, NPL
0.79703, 2080-2099, hadgem2_cc, Nov Anomaly, NPL
0.02372, 2080-2099, hadgem2_cc, Dec Anomaly, NPL
0.01294, 2080-2099, hadgem2_es, Jan Anomaly, NPL
0.19963, 2080-2099, hadgem2_es, Feb Anomaly, NPL
2.04174, 2080-2099, hadgem2_es, Mar Anomaly, NPL
6.94369, 2080-2099, hadgem2_es, Apr Anomaly, NPL
9.51527, 2080-2099, hadgem2_es, May Anomaly, NPL
4.37017, 2080-2099, hadgem2_es, Jun Anomaly, NPL
3.7928, 2080-2099, hadgem2_es, Jul Anomaly, NPL
3.38365, 2080-2099, hadgem2_es, Aug Anomaly, NPL
7.23953, 2080-2099, hadgem2_es, Sep Anomaly, NPL
6.6964, 2080-2099, hadgem2_es, Oct Anomaly, NPL
0.85946, 2080-2099, hadgem2_es, Nov Anomaly, NPL
0.03153, 2080-2099, hadgem2_es, Dec Anomaly, NPL
0.17904, 2080-2099, inmcm4, Jan Anomaly, NPL
0.10508, 2080-2099, inmcm4, Feb Anomaly, NPL
0.40261, 2080-2099, inmcm4, Mar Anomaly, NPL
1.92895, 2080-2099, inmcm4, Apr Anomaly, NPL
4.06804, 2080-2099, inmcm4, May Anomaly, NPL
5.16764, 2080-2099, inmcm4, Jun Anomaly, NPL
2.42283, 2080-2099, inmcm4, Jul Anomaly, NPL
2.23082, 2080-2099, inmcm4, Aug Anomaly, NPL
3.694, 2080-2099, inmcm4, Sep Anomaly, NPL
5.21053, 2080-2099, inmcm4, Oct Anomaly, NPL
2.26052, 2080-2099, inmcm4, Nov Anomaly, NPL
0.41321, 2080-2099, inmcm4, Dec Anomaly, NPL
0.01833, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
0.35089, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
2.59455, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
5.64086, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
9.08456, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
7.88148, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
7.06688, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
6.98912, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
8.35758, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
10.2517, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
3.2655, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
0.1415, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
0.01473, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
0.14287, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
2.3491, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
7.51912, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
9.91534, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
8.16174, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
6.78909, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
6.89001, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
9.18748, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
10.3646, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
3.04499, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
0.08274, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
0.003, 2080-2099, ipsl_cm5b_lr, Jan Anomaly, NPL
0.09573, 2080-2099, ipsl_cm5b_lr, Feb Anomaly, NPL
1.32337, 2080-2099, ipsl_cm5b_lr, Mar Anomaly, NPL
3.43212, 2080-2099, ipsl_cm5b_lr, Apr Anomaly, NPL
7.02781, 2080-2099, ipsl_cm5b_lr, May Anomaly, NPL
6.88699, 2080-2099, ipsl_cm5b_lr, Jun Anomaly, NPL
5.02905, 2080-2099, ipsl_cm5b_lr, Jul Anomaly, NPL
5.6213, 2080-2099, ipsl_cm5b_lr, Aug Anomaly, NPL
8.37439, 2080-2099, ipsl_cm5b_lr, Sep Anomaly, NPL
6.67066, 2080-2099, ipsl_cm5b_lr, Oct Anomaly, NPL
1.69817, 2080-2099, ipsl_cm5b_lr, Nov Anomaly, NPL
0.07938, 2080-2099, ipsl_cm5b_lr, Dec Anomaly, NPL
0.03775, 2080-2099, miroc5, Feb Anomaly, NPL
1.57402, 2080-2099, miroc5, Mar Anomaly, NPL
5.0993, 2080-2099, miroc5, Apr Anomaly, NPL
8.23395, 2080-2099, miroc5, May Anomaly, NPL
5.39057, 2080-2099, miroc5, Jun Anomaly, NPL
6.104, 2080-2099, miroc5, Jul Anomaly, NPL
8.4106, 2080-2099, miroc5, Aug Anomaly, NPL
8.4007, 2080-2099, miroc5, Sep Anomaly, NPL
5.86471, 2080-2099, miroc5, Oct Anomaly, NPL
0.94426, 2080-2099, miroc5, Nov Anomaly, NPL
0.02588, 2080-2099, miroc5, Dec Anomaly, NPL
0.25793, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
0.70216, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
2.87985, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
7.70196, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
10.627, 2080-2099, miroc_esm_chem, May Anomaly, NPL
6.2538, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
4.54888, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
4.66024, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
7.16143, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
10.3814, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
3.03419, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
0.59938, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
0.07611, 2080-2099, miroc_esm, Jan Anomaly, NPL
0.39747, 2080-2099, miroc_esm, Feb Anomaly, NPL
2.23397, 2080-2099, miroc_esm, Mar Anomaly, NPL
6.81229, 2080-2099, miroc_esm, Apr Anomaly, NPL
10.0442, 2080-2099, miroc_esm, May Anomaly, NPL
6.12247, 2080-2099, miroc_esm, Jun Anomaly, NPL
4.22513, 2080-2099, miroc_esm, Jul Anomaly, NPL
4.68097, 2080-2099, miroc_esm, Aug Anomaly, NPL
7.66989, 2080-2099, miroc_esm, Sep Anomaly, NPL
9.80629, 2080-2099, miroc_esm, Oct Anomaly, NPL
2.83775, 2080-2099, miroc_esm, Nov Anomaly, NPL
0.22084, 2080-2099, miroc_esm, Dec Anomaly, NPL
3.2E-4, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
0.08633, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
2.40863, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
7.85526, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
7.73257, 2080-2099, mpi_esm_lr, May Anomaly, NPL
4.55218, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
5.56033, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
5.63476, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
9.08134, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
6.42908, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
1.07198, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
0.02149, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
0.0018, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
0.03263, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
1.50975, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
6.26085, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
7.9712, 2080-2099, mpi_esm_mr, May Anomaly, NPL
4.57149, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
4.86913, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
5.09085, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
7.51184, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
6.79911, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
1.18592, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
0.02769, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
0.00311, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
0.09137, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
1.76011, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
5.90512, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
5.84445, 2080-2099, mri_cgcm3, May Anomaly, NPL
3.2285, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
3.83767, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
4.80493, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
7.67211, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
3.3483, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
0.30157, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
7.0E-4, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
0.06341, 2080-2099, mri_esm1, Feb Anomaly, NPL
1.85653, 2080-2099, mri_esm1, Mar Anomaly, NPL
5.48019, 2080-2099, mri_esm1, Apr Anomaly, NPL
5.32701, 2080-2099, mri_esm1, May Anomaly, NPL
3.29109, 2080-2099, mri_esm1, Jun Anomaly, NPL
3.82582, 2080-2099, mri_esm1, Jul Anomaly, NPL
5.29714, 2080-2099, mri_esm1, Aug Anomaly, NPL
7.4239, 2080-2099, mri_esm1, Sep Anomaly, NPL
2.81072, 2080-2099, mri_esm1, Oct Anomaly, NPL
0.41222, 2080-2099, mri_esm1, Nov Anomaly, NPL
0.00743, 2080-2099, mri_esm1, Dec Anomaly, NPL
0.00345, 2080-2099, noresm1_m, Jan Anomaly, NPL
0.01197, 2080-2099, noresm1_m, Feb Anomaly, NPL
0.89292, 2080-2099, noresm1_m, Mar Anomaly, NPL
4.46642, 2080-2099, noresm1_m, Apr Anomaly, NPL
8.55124, 2080-2099, noresm1_m, May Anomaly, NPL
3.19584, 2080-2099, noresm1_m, Jun Anomaly, NPL
3.16384, 2080-2099, noresm1_m, Jul Anomaly, NPL
3.20608, 2080-2099, noresm1_m, Aug Anomaly, NPL
5.5805, 2080-2099, noresm1_m, Sep Anomaly, NPL
7.19929, 2080-2099, noresm1_m, Oct Anomaly, NPL
0.7742, 2080-2099, noresm1_m, Nov Anomaly, NPL
0.12255, 2080-2099, noresm1_m, Dec Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
0.00722, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
0.71826, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
3.10452, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
5.31173, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
2.86458, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
1.27139, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
1.89556, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
4.50292, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
3.35492, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
0.2881, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
1.8E-4, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
0.00165, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
0.08448, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
1.64737, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
5.8867, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
8.37819, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
4.51836, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
4.02491, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
4.05869, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
7.40409, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
6.31498, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
0.94932, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
0.03007, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
0.10481, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
0.3932, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
3.25191, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
9.3796, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
10.4881, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
6.51437, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
5.68543, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
6.52849, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
10.1138, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
11.4583, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
