YEAR,MONTH,DAY,TAVG
1984,11,26,12.95
1984,11,27,13.75
1984,11,29,14.6
1984,12,3,14.5
1984,12,7,14.2
1984,12,11,12.25
1984,12,24,13
1984,12,25,13.2
1984,12,26,12.85
1984,12,27,10.55
1984,12,31,11.65
1985,1,4,10.8
1985,1,6,9.7
1985,1,14,9.85
1985,1,15,9.2
1985,1,16,9.15
1985,1,17,11.85
1985,1,18,10.85
1985,1,23,11.7
1985,1,24,11.95
1985,1,26,13.2
1985,1,31,12.3
1985,2,1,12.35
1985,2,7,9.75
1985,2,9,9.3
1985,2,10,10.25
1985,2,12,11.3
1985,2,13,12.9
1985,2,14,13
1985,2,15,12.55
1985,2,17,10.35
1985,2,18,11.6
1985,2,19,11.65
1985,2,20,12.65
1985,2,21,13.2
1985,2,23,13.9
1985,2,24,14.6
1985,2,25,14.1
1985,2,26,14.1
1985,2,27,15
1985,2,28,14.25
1985,3,2,15.15
1985,3,3,15.8
1985,3,5,18.2
1985,3,6,17.45
1985,3,11,17.65
1985,3,12,18.45
1985,3,13,18.9
1985,3,14,18.6
1985,3,31,21
1985,4,1,21.45
1985,4,3,20.5
1985,4,4,21.05
1985,4,5,20.7
1985,4,6,26.25
1985,4,7,20.7
1985,4,8,17.6
1985,4,10,19.3
1985,4,13,22.25
1985,4,14,21.75
1985,4,16,21.4
1985,4,17,21.3
1985,4,19,19.55
1985,4,20,20.6
1985,4,21,21.8
1985,4,23,20.5
1985,4,28,20.4
1985,4,29,20
1985,4,30,20.05
1985,5,1,18.75
1985,5,5,18.65
1985,5,8,20.2
1985,5,9,21.6
1985,5,10,21.4
1985,5,12,18.5
1985,5,16,21.7
1985,5,17,22.55
1985,5,19,20.35
1985,5,21,19.05
1985,5,22,21.15
1985,5,24,21.9
1985,5,30,23.2
1985,5,31,22.6
1985,6,2,21.75
1985,6,3,21.65
1985,6,4,21.75
1985,6,5,21.3
1985,6,10,20.85
1985,6,14,22.05
1985,6,15,21.85
1985,6,16,21.4
1985,6,18,21.9
1985,6,20,22.5
1985,6,21,22.85
1985,6,22,22.15
1985,6,23,22.4
1985,6,25,23.55
1985,6,26,22.85
1985,6,27,22.5
1985,6,28,22.7
1985,7,1,22.05
1985,7,3,21.95
1985,7,6,21.95
1985,7,7,22.25
1985,7,8,21.7
1985,7,10,20.9
1985,7,11,21.25
1985,7,12,21.3
1985,7,13,21.3
1985,7,14,20.7
1985,7,15,21
1985,7,18,21.6
1985,7,19,20.85
1985,8,3,21.9
1985,8,5,22.6
1985,8,8,22.5
1985,8,11,22.35
1985,8,12,22.4
1985,8,13,23.15
1985,8,15,22.75
1985,8,16,22.6
1985,8,17,22.3
1985,8,18,21.95
1985,8,19,21.9
1985,8,20,23.05
1985,8,29,23.25
1985,9,1,21.25
1985,9,2,20.95
1985,9,3,20.7
1985,9,5,20.8
1985,9,11,21.3
1985,9,12,22.5
1985,9,14,21.05
1985,9,15,20.3
1985,9,23,19.95
1985,9,24,19.65
1985,9,25,19.15
1985,9,26,20.3
1985,9,30,19.9
1985,10,6,20.4
1985,10,8,19.6
1985,10,9,18.9
1985,10,13,20.2
1985,10,15,23.25
1985,10,19,17.3
1985,10,20,18.3
1985,10,22,19.7
1985,10,23,18.95
1985,10,24,17.75
1985,10,28,15.7
1985,10,30,16
1985,11,3,16.75
1985,11,5,14.4
1985,11,8,14.2
1985,11,10,11.9
1985,11,11,14
1985,11,13,15.9
1985,11,14,16.4
1985,11,16,17.6
1985,11,17,16.25
1985,11,18,15.6
1985,11,19,14.9
1985,11,20,13.85
1985,11,21,14.85
1985,11,24,13.65
1985,11,26,15.3
1985,11,27,14.7
1985,11,29,13.9
1985,11,30,14
1985,12,1,13.95
1985,12,2,13.5
1985,12,4,13.8
1985,12,5,14.55
1985,12,6,14.15
1985,12,8,14.1
1985,12,12,12.15
1985,12,13,11.95
1985,12,14,13.7
1985,12,15,13.95
1985,12,16,15
1985,12,18,13.9
1985,12,20,10.9
1985,12,24,9.2
1985,12,25,13.45
1985,12,26,11.9
1986,1,1,10.6
1986,1,2,11.2
1986,1,6,12.1
1986,1,7,12.45
1986,1,8,12.4
1986,1,10,12.35
1986,1,11,12.55
1986,1,12,11.6
1986,1,13,11.8
1986,1,15,11.6
1986,1,18,10.8
1986,1,20,12.25
1986,1,22,12.2
1986,1,26,12.45
1986,1,27,12.65
1986,1,30,12.9
1986,1,31,13.35
1986,2,2,11.2
1986,2,5,12.65
1986,2,6,12.65
1986,2,7,12.45
1986,2,8,13
1986,2,9,13.75
1986,2,14,13.35
1986,2,18,11.65
1986,3,6,13.95
1986,3,8,14.25
1986,3,12,18.1
1986,3,14,18.5
1986,3,15,19.7
1986,3,18,16.15
1986,3,19,17.95
1986,3,24,19.5
1986,3,25,19.35
1986,3,26,18.5
1986,3,27,19.2
1986,3,28,19.25
1986,4,1,20.7
1986,4,2,21.35
1986,4,3,20.95
1986,4,4,17.1
1986,4,7,16.7
1986,4,8,17.55
1986,4,10,17.15
1986,4,11,18.5
1986,4,14,19.6
1986,4,15,19
1986,4,16,20.3
1986,4,17,22.3
1986,4,20,20.85
1986,4,28,17.25
1986,4,30,17.05
1986,5,2,17.95
1986,5,3,19.75
1986,5,4,18.25
1986,5,9,20.45
1986,5,10,21.65
1986,5,13,18.7
1986,5,14,19.4
1986,5,20,20.15
1986,5,21,19.9
1986,5,23,20.85
1986,5,25,21.05
1986,5,29,20.85
1986,5,30,21.45
1986,5,31,20.45
1986,6,1,21.15
1986,6,2,21.15
1986,6,6,21.9
1986,6,10,22.65
1986,6,12,21.95
1986,6,14,22.2
1986,6,17,22.35
1986,6,18,21.9
1986,6,19,22.7
1986,6,20,22.6
1986,6,22,24.95
1986,6,24,23.15
1986,6,25,23.3
1986,7,8,20.4
1986,7,9,22.1
1986,7,17,20.9
1986,7,19,22.2
1986,7,21,22.1
1986,7,23,21.7
1986,7,24,21.45
1986,7,25,20.4
1986,8,1,20.2
1986,8,2,19.9
1986,8,9,23.55
1986,8,10,24.15
1986,8,11,24.2
1986,8,16,21.6
1986,8,17,23.9
1986,8,18,22.05
1986,8,20,22.4
1986,8,21,21.55
1986,8,29,21.95
1986,9,2,20.7
1986,9,16,20.15
1986,9,17,20.1
1986,9,18,20.35
1986,9,28,17.9
1986,9,29,18.75
1986,9,30,18.4
1986,10,6,17.55
1986,10,10,17.75
1986,10,11,17.7
1986,10,12,17.85
1986,10,13,17.5
1986,10,23,17.95
1986,10,24,17.75
1986,10,26,16.55
1986,11,13,14.3
1986,11,22,15.05
1986,11,24,14.1
1986,11,26,14.45
1986,11,29,14.05
1986,11,30,14.7
1986,12,10,13.4
1986,12,11,13.05
1986,12,12,12
1986,12,17,10.6
1986,12,19,11.35
1986,12,20,12.05
1986,12,26,12.15
1987,1,3,9.3
1987,1,4,11.1
1987,2,9,12.75
1987,2,10,12.55
1987,2,12,12.45
1987,2,13,14.2
1987,2,18,13.5
1987,2,19,14.15
1987,2,21,14.6
1987,3,1,12.5
1987,3,16,13.75
1987,3,17,14.4
1987,3,18,14.75
1987,3,23,17
1987,3,24,17.5
1987,3,26,19.4
1987,3,28,19.3
1987,3,29,20.3
1987,3,30,18.75
1987,4,1,18.25
1987,4,6,20.7
1987,4,9,19.3
1987,4,16,20.65
1987,4,27,13.8
1987,5,9,17.95
1987,5,10,19.55
1987,5,22,22.25
1987,6,3,21.35
1987,6,5,21.2
1987,6,6,21.4
1987,6,9,22.7
1987,6,12,22.3
1987,6,16,22.95
1987,6,18,23
1987,6,20,20.75
1987,7,8,22.05
1987,7,21,22.4
1987,7,22,23
1987,7,24,20.55
1987,8,8,25.95
1987,8,30,21.6
1987,9,3,21.95
1987,9,14,21.95
1987,9,15,20.95
1987,9,16,21.25
1987,9,20,20.55
1987,9,24,20.65
1987,10,2,19.4
1987,10,9,18.95
1987,10,10,18.55
1987,10,18,19.7
1987,10,29,17.05
1987,10,31,16.75
1987,11,1,16
1987,11,4,16.9
1987,11,5,17.2
1987,11,6,17.8
1987,11,9,17.85
1987,11,10,16.1
1987,11,14,16.25
1987,11,16,16.85
1987,11,18,15.65
1987,11,19,15.15
1987,11,29,14.65
1987,11,30,15.15
1987,12,6,13.9
1987,12,18,13.05
1987,12,27,12.55
1987,12,28,12.15
1987,12,29,12.35
1988,1,2,12.5
1988,1,3,12.75
1988,1,4,12.05
1988,1,7,12.1
1988,1,10,10.6
1988,1,14,12
1988,1,16,10.7
1988,1,18,11.4
1988,1,19,11.05
1988,2,12,14.7
1988,2,15,13.05
1988,2,17,12.85
1988,2,20,13.5
1988,3,8,16.15
1988,3,26,18.8
1988,4,5,21.7
1988,4,6,23.25
1988,4,8,22.35
1988,4,10,22.8
1988,4,21,18.2
1988,4,25,20.15
1988,4,28,21.25
1988,4,29,20.3
1988,5,31,21.25
1988,6,3,21.8
1988,6,5,20.8
1988,6,7,22.9
1988,6,18,21.25
1988,6,22,21.6
1988,8,17,22.25
1988,8,24,20.55
1988,10,2,20.6
1988,10,13,20.8
1988,10,24,18.05
1988,10,30,18.1
1988,10,31,16.75
1988,11,1,17.1
1988,11,24,16.05
1988,12,22,13.2
1988,12,27,11.05
1989,1,4,10.8
1989,1,14,9.55
1989,1,21,9.95
1989,2,5,13.4
1989,2,7,14
1989,3,4,14.85
1989,3,13,13.6
1989,4,4,18.4
1989,4,10,21.1
1989,4,14,20.7
1989,4,23,24
1989,5,7,25.3
1989,5,9,23.75
1989,5,10,23.7
1989,5,16,20.95
1989,5,23,20.95
1989,5,24,23.3
1989,6,1,20.95
1989,6,5,20.9
1989,6,26,21.6
1989,6,28,21.25
1989,7,14,19.45
1989,7,17,20.2
1989,8,4,22
1989,9,8,21.15
1989,9,11,21.4
1989,9,13,21.7
1989,9,15,21.45
1989,9,16,20.9
1989,9,23,20.3
1989,9,28,17.95
1989,10,7,20.25
1989,10,8,19.8
1989,10,10,19.4
1989,10,17,20
1989,10,18,18.5
1989,11,3,14.8
1989,11,5,14.9
1989,11,28,14.55
1989,12,3,15
1989,12,5,12.85
1989,12,17,12.8
1989,12,19,11.35
1989,12,20,11.4
1989,12,22,11.65
1989,12,24,10.95
1989,12,25,11.6
1990,1,5,11.5
1990,1,12,12.85
1990,2,18,11.7
1990,3,2,13.55
1990,3,6,13.3
1990,3,7,13
1990,3,8,12.45
1990,3,9,13.6
1990,3,16,16.9
1990,3,21,16.55
1990,5,7,20.4
1990,6,13,22.3
1990,6,15,22.6
1990,7,3,23.15
1990,7,4,21.8
1990,7,5,21.8
1990,7,8,21.6
1990,7,13,21.8
1990,7,16,21.6
1990,7,17,21.45
1990,7,18,21.3
1990,7,24,22.85
1990,9,25,18
1990,10,1,19.95
1990,10,2,20.05
1990,10,3,20.25
1990,10,19,19
1990,10,30,17.45
1990,10,31,17.65
1990,11,5,17.3
1990,11,12,18.45
1990,11,19,16.4
1990,11,27,15.05
1990,12,28,12.15
1991,1,1,9.35
1991,1,15,9.55
1991,1,21,7.05
1991,1,27,13.55
1991,1,28,14.8
1991,2,1,13.05
1991,2,4,11.35
1991,2,10,13.4
1991,2,11,13.45
1991,2,15,13.45
1991,2,18,14.1
1991,2,20,15.15
1991,7,12,21.95
1991,7,22,23.3
1991,7,25,23.4
1991,8,13,22.85
1991,8,16,22.1
1991,8,19,22.85
1991,8,30,22.7
1991,8,31,21.9
1991,9,2,21.45
1991,9,10,18.35
1991,9,18,21.1
1991,9,21,21.2
1991,9,22,21.75
1991,9,25,21.55
1991,9,26,20.35
1991,9,27,20.4
1991,10,4,21.5
1991,10,6,20.15
1991,10,13,20.35
1991,10,19,19.45
1991,10,23,19.55
1991,11,5,15.9
1991,11,11,17.4
1991,11,17,16.55
1991,11,19,15.5
1991,12,2,10.95
1991,12,5,13.05
1991,12,17,15.45
1991,12,18,15.9
1991,12,20,13.85
1991,12,24,10.45
1991,12,25,10.25
1991,12,29,8.75
1991,12,30,6.9
1992,1,2,8.25
1992,1,15,10.05
1992,1,16,11.3
1992,1,26,12.95
1992,1,27,13.8
1992,2,2,9.25
1992,2,21,12.2
1992,3,3,14.65
1992,3,13,17.1
1992,3,18,16.65
1992,3,19,17.3
1992,3,20,18.45
1992,3,27,19.75
1992,3,28,20.1
1992,4,3,19.3
1992,5,27,20
1992,6,4,23.8
1992,6,26,22.2
1992,7,3,22
1992,8,1,22.65
1992,8,6,21.65
1992,8,12,23.5
1992,8,13,24
1992,8,18,23.65
1992,8,28,22.15
1992,9,2,24.5
1992,9,8,22.65
1992,9,15,20.4
1992,9,16,21.35
1992,9,17,20.15
1992,9,20,21.45
1992,10,5,20.5
1992,10,18,19.25
1992,11,8,16.25
1992,11,12,16.7
1992,11,22,16.4
1992,11,25,13.85
1992,11,27,13.95
1992,12,1,14.75
1992,12,7,12.8
1992,12,17,12.7
1992,12,26,11.7
1992,12,29,11.25
1993,3,3,16
1993,3,8,16.65
1993,3,20,15.6
1993,3,23,16.25
1993,3,25,16.85
1993,3,28,14.6
1993,4,4,19.75
1993,4,5,20.4
1993,4,12,16.8
1993,4,23,19.55
1993,4,25,17
1993,4,27,19.85
1993,5,2,21.4
1993,5,8,20.65
1993,5,10,19.3
1993,5,11,19.6
1993,5,19,19.3
1993,5,22,21.4
1993,5,28,20
1993,5,31,21.2
1993,6,1,22.05
1993,6,3,21.4
1993,6,8,21.85
1993,6,9,21.9
1993,6,11,21.65
1993,6,16,23.4
1993,7,6,23.05
1993,7,11,23.5
1993,7,19,20.9
1993,7,22,21.05
1993,7,23,22.75
1993,7,25,23
1993,8,8,20.45
1993,8,11,23.5
1993,8,12,22.4
1993,8,14,23
1993,8,17,22.95
1993,8,22,21.45
1993,8,25,22.35
1993,8,26,22.65
1993,8,27,21.75
1993,8,30,22.2
1993,8,31,22.3
1993,9,2,20.65
1993,9,6,22.15
1993,9,12,22.05
1993,12,10,15.55
1994,1,5,14.05
1994,1,13,15.75
1994,1,19,11.1
1994,1,31,13.5
1994,2,4,13.1
1994,2,6,13.65
1994,2,7,13.75
1994,2,11,11.55
1994,3,4,16.3
1994,3,8,16.65
1994,3,9,16.55
1994,3,22,21.7
1994,3,24,19.1
1994,3,29,17.15
1994,4,7,21.15
1994,4,17,20.95
1994,5,24,23.35
1994,6,1,23.4
1994,7,10,24.85
1994,7,11,25.15
1994,7,13,25.85
1994,8,4,24.75
1994,8,20,24
1994,9,14,23.2
1994,11,18,16.35
1994,12,3,14.65
1994,12,5,15.3
1994,12,15,13.45
1994,12,22,13.95
1994,12,23,13.9
1994,12,25,13.25
1994,12,28,13.4
1995,1,1,10.6
1995,1,12,14.15
1995,2,27,13.6
1995,3,19,19.6
1995,3,26,21.75
1995,4,26,24.25
1995,5,11,23.6
1995,5,21,23.6
1995,5,30,25.95
1995,6,23,23.25
1995,9,3,24.75
1995,9,29,19.95
1995,10,12,19.15
1995,10,27,19.55
1995,10,28,19.9
1995,11,3,18.05
1995,11,9,18.75
1995,11,13,19.15
1995,11,14,18.4
1995,11,19,17.55
1995,11,20,16.4
1995,11,23,16
1995,11,28,14.85
1995,11,29,14.45
1995,11,30,14.6
1995,12,5,13.25
1995,12,8,14.85
1995,12,10,14.1
1995,12,13,14.15
1995,12,21,13.35
1995,12,28,13.05
1995,12,30,13.25
1996,1,10,13
1996,1,15,10.4
1996,2,8,13.75
1996,2,15,15.4
1996,3,27,17.05
1996,3,31,20.5
1996,4,14,22.75
1996,4,27,19.75
1996,5,1,21.9
1996,5,7,23.6
1996,5,16,21.95
1996,5,21,22.55
1996,5,25,25.35
1996,5,27,23.35
1996,6,3,22.05
1996,6,29,24.4
1996,6,30,23.35
1996,7,11,22.3
1996,7,25,25.65
1996,7,29,23.75
1996,8,8,24.2
1996,8,9,24.5
1996,8,10,24.15
1996,8,28,23.7
1996,8,31,21.65
1996,9,9,23.1
1996,9,13,24.75
1996,9,18,23.1
1996,9,27,23.85
1996,10,8,20.7
1996,10,17,19.4
1996,11,1,19.95
1996,11,8,18.65
1996,12,2,15.2
1997,2,12,11.55
1997,3,20,19
1998,6,1,25.1
