Number of Hot Days (Tmax > 35°C) - (Days), Year, Model, Statistics, ISO3
2.18573, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
4.42288, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
2.65776, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
1.77852, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
1.38108, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
0.35302, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
0.21346, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
0.02404, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
0.07699, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
0.8281, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
2.51709, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
4.26952, 2060-2079, gfdl_cm3, May Anomaly, NPL
2.59989, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
1.67226, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
2.08577, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
1.14468, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
0.37428, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
0.06564, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
0.00903, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
0.04706, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
0.30238, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
1.63734, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
2.8105, 2060-2079, gfdl_esm2g, May Anomaly, NPL
1.61345, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
0.83669, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
0.65777, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
0.17521, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
0.01966, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
0.00443, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
0.44683, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
1.59509, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
4.59148, 2060-2079, gfdl_esm2m, May Anomaly, NPL
3.78556, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
2.19018, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
1.73468, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
0.4779, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
0.05873, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
0.29365, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
1.81972, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
1.77417, 2060-2079, hadgem2_ao, May Anomaly, NPL
0.73962, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
0.77546, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
1.2744, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
1.56796, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
0.52868, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
8.1E-4, 2060-2079, hadgem2_es, Feb Anomaly, NPL
0.22677, 2060-2079, hadgem2_es, Mar Anomaly, NPL
1.48793, 2060-2079, hadgem2_es, Apr Anomaly, NPL
2.16307, 2060-2079, hadgem2_es, May Anomaly, NPL
3.47346, 2060-2079, hadgem2_es, Jun Anomaly, NPL
2.18127, 2060-2079, hadgem2_es, Jul Anomaly, NPL
2.51245, 2060-2079, hadgem2_es, Aug Anomaly, NPL
2.51857, 2060-2079, hadgem2_es, Sep Anomaly, NPL
0.96426, 2060-2079, hadgem2_es, Oct Anomaly, NPL
0.00277, 2060-2079, hadgem2_es, Nov Anomaly, NPL
0.01365, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
0.34589, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
2.06047, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
3.56469, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
3.45185, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
2.80644, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
2.30934, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
1.75278, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
0.44479, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
4.2E-4, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
0.34857, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
2.02059, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
2.76943, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
2.5961, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
2.37038, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
1.12585, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
1.26428, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
0.42898, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
3.9E-4, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
0.00284, 2060-2079, miroc5, Feb Anomaly, NPL
0.81369, 2060-2079, miroc5, Mar Anomaly, NPL
2.00822, 2060-2079, miroc5, Apr Anomaly, NPL
3.02042, 2060-2079, miroc5, May Anomaly, NPL
2.2236, 2060-2079, miroc5, Jun Anomaly, NPL
-0.3298, 2060-2079, miroc5, Jul Anomaly, NPL
0.31289, 2060-2079, miroc5, Aug Anomaly, NPL
0.23224, 2060-2079, miroc5, Sep Anomaly, NPL
0.13414, 2060-2079, miroc5, Oct Anomaly, NPL
3.9E-4, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
0.00151, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
0.74139, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
3.46731, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
6.37497, 2060-2079, miroc_esm_chem, May Anomaly, NPL
4.20383, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
0.02955, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
0.94103, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
1.13549, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
0.67726, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
0.04608, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
0.00112, 2060-2079, miroc_esm, Feb Anomaly, NPL
0.4767, 2060-2079, miroc_esm, Mar Anomaly, NPL
3.29965, 2060-2079, miroc_esm, Apr Anomaly, NPL
4.48505, 2060-2079, miroc_esm, May Anomaly, NPL
1.40051, 2060-2079, miroc_esm, Jun Anomaly, NPL
-0.6835, 2060-2079, miroc_esm, Jul Anomaly, NPL
0.17423, 2060-2079, miroc_esm, Aug Anomaly, NPL
1.4379, 2060-2079, miroc_esm, Sep Anomaly, NPL
0.52065, 2060-2079, miroc_esm, Oct Anomaly, NPL
0.00444, 2060-2079, miroc_esm, Nov Anomaly, NPL
0.26273, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
1.68529, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
2.17954, 2060-2079, mri_cgcm3, May Anomaly, NPL
1.33019, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
0.64512, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
0.241, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
0.22095, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
0.02547, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
0.0011, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
1.4E-4, 2060-2079, noresm1_m, Feb Anomaly, NPL
0.22152, 2060-2079, noresm1_m, Mar Anomaly, NPL
2.27584, 2060-2079, noresm1_m, Apr Anomaly, NPL
2.98914, 2060-2079, noresm1_m, May Anomaly, NPL
1.35751, 2060-2079, noresm1_m, Jun Anomaly, NPL
0.69511, 2060-2079, noresm1_m, Jul Anomaly, NPL
0.24033, 2060-2079, noresm1_m, Aug Anomaly, NPL
0.64399, 2060-2079, noresm1_m, Sep Anomaly, NPL
0.07712, 2060-2079, noresm1_m, Oct Anomaly, NPL
0.00182, 2060-2079, noresm1_m, Nov Anomaly, NPL
3.9E-4, 2060-2079, noresm1_m, Dec Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
0.07623, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
0.13574, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-1.2455, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-1.1591, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.3424, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.401, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.1064, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0299, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
0.00156, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
0.42658, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
2.37926, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
4.31722, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
1.898, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
0.46109, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
0.95715, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
0.95912, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
0.29294, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
0.0012, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
0.01208, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
0.06615, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
1.7185, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
4.42791, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
6.65227, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
7.94507, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
7.2079, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
5.3442, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
4.35657, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
1.56349, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
0.06894, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
0.00367, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
13.6545, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
11.5138, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
11.446, 2060-2079, ccsm4, Annual Anomaly, NPL
11.8609, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
13.2103, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
15.6673, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
8.1001, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
14.8849, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
8.3559, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
14.7918, 2060-2079, hadgem2_es, Annual Anomaly, NPL
16.7503, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
12.9246, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
8.41826, 2060-2079, miroc5, Annual Anomaly, NPL
17.6214, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
11.116, 2060-2079, miroc_esm, Annual Anomaly, NPL
6.58944, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
8.50295, 2060-2079, noresm1_m, Annual Anomaly, NPL
0.79649, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
11.0537, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
28.197, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
