Number of Hot Days (Tmax > 35°C) - (Days), Year, Model, Statistics, ISO3
0.18898, 2060-2079, canesm2, Mar Anomaly, NPL
1.70571, 2060-2079, canesm2, Apr Anomaly, NPL
3.7543, 2060-2079, canesm2, May Anomaly, NPL
2.6442, 2060-2079, canesm2, Jun Anomaly, NPL
2.32914, 2060-2079, canesm2, Jul Anomaly, NPL
1.48488, 2060-2079, canesm2, Aug Anomaly, NPL
0.97483, 2060-2079, canesm2, Sep Anomaly, NPL
0.12965, 2060-2079, canesm2, Oct Anomaly, NPL
0.00343, 2060-2079, canesm2, Nov Anomaly, NPL
0.00742, 2060-2079, ccsm4, Feb Anomaly, NPL
0.2551, 2060-2079, ccsm4, Mar Anomaly, NPL
1.21325, 2060-2079, ccsm4, Apr Anomaly, NPL
2.91673, 2060-2079, ccsm4, May Anomaly, NPL
2.51133, 2060-2079, ccsm4, Jun Anomaly, NPL
0.50237, 2060-2079, ccsm4, Jul Anomaly, NPL
0.32308, 2060-2079, ccsm4, Aug Anomaly, NPL
0.11784, 2060-2079, ccsm4, Sep Anomaly, NPL
0.03996, 2060-2079, ccsm4, Oct Anomaly, NPL
0.00526, 2060-2079, ccsm4, Nov Anomaly, NPL
0.02775, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
0.50888, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
1.54655, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
2.62238, 2060-2079, cesm1_cam5, May Anomaly, NPL
1.46509, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
0.54343, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
0.38136, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
0.3526, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
0.08072, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
0.00468, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
0.00862, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
0.77879, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
2.27203, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
1.47711, 2060-2079, cnrm_cm5, May Anomaly, NPL
1.33994, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
0.49273, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
0.32901, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
0.10323, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
0.03721, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
3.5E-4, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
0.09002, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
1.36187, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
3.638, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
3.06106, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
3.31433, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
1.63537, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
0.27722, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
0.07541, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
1.7E-4, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
0.00939, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
0.05542, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
0.46607, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
1.93221, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
4.11287, 2060-2079, gfdl_cm3, May Anomaly, NPL
2.75469, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
1.1809, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
1.09326, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
0.70371, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
0.30173, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
0.05378, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
-0.0026, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
0.30206, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
0.8929, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
0.79966, 2060-2079, gfdl_esm2g, May Anomaly, NPL
1.07156, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
0.40347, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
0.53321, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
0.05457, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
2.4E-4, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
0.00103, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
-0.0059, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
0.14342, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
0.47695, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
2.0574, 2060-2079, gfdl_esm2m, May Anomaly, NPL
1.40525, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
1.77677, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
0.98898, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
0.22905, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
0.03915, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
0.11481, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
0.8651, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
0.76239, 2060-2079, hadgem2_ao, May Anomaly, NPL
-0.092, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
0.04056, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
0.64919, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
0.61928, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
0.05293, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
0.059, 2060-2079, hadgem2_es, Mar Anomaly, NPL
0.68807, 2060-2079, hadgem2_es, Apr Anomaly, NPL
1.93957, 2060-2079, hadgem2_es, May Anomaly, NPL
2.21991, 2060-2079, hadgem2_es, Jun Anomaly, NPL
1.44125, 2060-2079, hadgem2_es, Jul Anomaly, NPL
1.74981, 2060-2079, hadgem2_es, Aug Anomaly, NPL
1.59398, 2060-2079, hadgem2_es, Sep Anomaly, NPL
0.49522, 2060-2079, hadgem2_es, Oct Anomaly, NPL
0.04812, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
1.03947, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
1.71252, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
1.9264, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
1.44567, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
0.54904, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
0.9816, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
0.12206, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
0.10376, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
1.09387, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
1.4305, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
1.96426, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
2.21228, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
0.78827, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
0.62301, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
0.23207, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
0.0011, 2060-2079, miroc5, Feb Anomaly, NPL
0.16822, 2060-2079, miroc5, Mar Anomaly, NPL
2.15773, 2060-2079, miroc5, Apr Anomaly, NPL
2.6967, 2060-2079, miroc5, May Anomaly, NPL
1.38893, 2060-2079, miroc5, Jun Anomaly, NPL
0.05441, 2060-2079, miroc5, Jul Anomaly, NPL
0.30283, 2060-2079, miroc5, Aug Anomaly, NPL
0.24348, 2060-2079, miroc5, Sep Anomaly, NPL
0.08923, 2060-2079, miroc5, Oct Anomaly, NPL
0.00132, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
0.24766, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
2.03755, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
4.2357, 2060-2079, miroc_esm_chem, May Anomaly, NPL
2.47923, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
0.15195, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
0.30919, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
1.02856, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
0.72397, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
-0.0105, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
0.00117, 2060-2079, miroc_esm, Feb Anomaly, NPL
0.37549, 2060-2079, miroc_esm, Mar Anomaly, NPL
2.11591, 2060-2079, miroc_esm, Apr Anomaly, NPL
3.13822, 2060-2079, miroc_esm, May Anomaly, NPL
1.08691, 2060-2079, miroc_esm, Jun Anomaly, NPL
-0.6674, 2060-2079, miroc_esm, Jul Anomaly, NPL
-0.1559, 2060-2079, miroc_esm, Aug Anomaly, NPL
0.57572, 2060-2079, miroc_esm, Sep Anomaly, NPL
0.87854, 2060-2079, miroc_esm, Oct Anomaly, NPL
0.02895, 2060-2079, miroc_esm, Nov Anomaly, NPL
0.00157, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
0.34318, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
1.16552, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
1.4862, 2060-2079, mpi_esm_lr, May Anomaly, NPL
1.78697, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
1.90608, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
0.87645, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
0.44135, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
0.13388, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
0.18955, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
1.00177, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
2.13663, 2060-2079, mpi_esm_mr, May Anomaly, NPL
2.05297, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
1.89482, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
0.75639, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
0.49796, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
0.09756, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
-0.016, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
1.02645, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
1.02246, 2060-2079, mri_cgcm3, May Anomaly, NPL
1.47866, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
1.37007, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
0.94221, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
0.52779, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
0.0265, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
0.0614, 2060-2079, noresm1_m, Mar Anomaly, NPL
1.03542, 2060-2079, noresm1_m, Apr Anomaly, NPL
1.82637, 2060-2079, noresm1_m, May Anomaly, NPL
0.83516, 2060-2079, noresm1_m, Jun Anomaly, NPL
0.23388, 2060-2079, noresm1_m, Jul Anomaly, NPL
0.0322, 2060-2079, noresm1_m, Aug Anomaly, NPL
0.19273, 2060-2079, noresm1_m, Sep Anomaly, NPL
0.08438, 2060-2079, noresm1_m, Oct Anomaly, NPL
0.00447, 2060-2079, noresm1_m, Nov Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.0352, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.4645, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-1.858, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-1.9431, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.4029, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.482, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.2802, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0593, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
1.7E-4, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
0.25512, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
1.32885, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
2.74722, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
1.87475, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
0.86863, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
0.50323, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
0.42924, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
0.11765, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
0.0, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
5.2E-4, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
0.02202, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
1.31561, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
3.92325, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
4.97828, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
7.48701, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
7.41737, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
4.38292, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
2.72327, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
1.197, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
0.03824, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
8.47301, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
7.01015, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
7.63912, 2060-2079, bnu_esm, Annual Anomaly, NPL
13.2164, 2060-2079, canesm2, Annual Anomaly, NPL
7.89239, 2060-2079, ccsm4, Annual Anomaly, NPL
7.53348, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
6.83887, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
13.4538, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
12.664, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
4.05511, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
7.11207, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
2.86878, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
9.70177, 2060-2079, hadgem2_es, Annual Anomaly, NPL
7.82491, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
8.44806, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
7.10266, 2060-2079, miroc5, Annual Anomaly, NPL
11.2051, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
7.37701, 2060-2079, miroc_esm, Annual Anomaly, NPL
8.14295, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
8.62987, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
6.3781, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
4.30603, 2060-2079, noresm1_m, Annual Anomaly, NPL
-2.0828, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
8.43048, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
23.3146, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
