Number of Tropical Nights  (Tmin > 20°C) - (Days), Year, Model, Statistics, ISO3
1.61544, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
3.92235, 2040-2059, miroc_esm_chem, May Anomaly, NPL
3.16755, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
0.98556, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
1.11233, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
3.46021, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
1.97991, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
0.45759, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
0.05395, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
2.4E-4, 2040-2059, miroc_esm, Jan Anomaly, NPL
2.4E-4, 2040-2059, miroc_esm, Feb Anomaly, NPL
0.07921, 2040-2059, miroc_esm, Mar Anomaly, NPL
1.09028, 2040-2059, miroc_esm, Apr Anomaly, NPL
3.05338, 2040-2059, miroc_esm, May Anomaly, NPL
2.95031, 2040-2059, miroc_esm, Jun Anomaly, NPL
1.17352, 2040-2059, miroc_esm, Jul Anomaly, NPL
1.64098, 2040-2059, miroc_esm, Aug Anomaly, NPL
3.48157, 2040-2059, miroc_esm, Sep Anomaly, NPL
1.89708, 2040-2059, miroc_esm, Oct Anomaly, NPL
0.46114, 2040-2059, miroc_esm, Nov Anomaly, NPL
0.01931, 2040-2059, miroc_esm, Dec Anomaly, NPL
1.7E-4, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
0.1787, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
1.22297, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
2.21103, 2040-2059, mpi_esm_lr, May Anomaly, NPL
0.96269, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
1.46138, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
1.99648, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
2.85454, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
0.81598, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
0.01772, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
1.7E-4, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
0.09666, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
1.02584, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
2.10459, 2040-2059, mpi_esm_mr, May Anomaly, NPL
1.44771, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
1.28434, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
1.96894, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
1.86033, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
0.50231, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
0.03262, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
0.00505, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
0.10969, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
1.22333, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
1.54386, 2040-2059, mri_cgcm3, May Anomaly, NPL
1.1022, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
0.65579, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
2.06947, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
1.86692, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
0.12215, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
-0.0081, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
1.4E-4, 2040-2059, noresm1_m, Jan Anomaly, NPL
0.00198, 2040-2059, noresm1_m, Feb Anomaly, NPL
0.00278, 2040-2059, noresm1_m, Mar Anomaly, NPL
1.02154, 2040-2059, noresm1_m, Apr Anomaly, NPL
2.77339, 2040-2059, noresm1_m, May Anomaly, NPL
1.10577, 2040-2059, noresm1_m, Jun Anomaly, NPL
0.32122, 2040-2059, noresm1_m, Jul Anomaly, NPL
0.64513, 2040-2059, noresm1_m, Aug Anomaly, NPL
1.88634, 2040-2059, noresm1_m, Sep Anomaly, NPL
1.01048, 2040-2059, noresm1_m, Oct Anomaly, NPL
0.07563, 2040-2059, noresm1_m, Nov Anomaly, NPL
0.00294, 2040-2059, noresm1_m, Dec Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.0E-4, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
0.00782, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.4297, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-1.8104, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.6356, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-2.247, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-1.4681, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
0.13413, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.0025, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
1.2E-4, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
0.15588, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
1.06364, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
2.8593, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
2.21286, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
0.93818, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
1.54498, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
2.7498, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
1.28418, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
0.06572, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
4.8E-4, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
0.01492, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
0.43902, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
2.63939, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
5.21355, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
3.39191, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
3.96032, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
4.80683, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
6.70686, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
4.49433, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
0.65884, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
0.026, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
13.3847, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
9.43554, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
12.027, 2040-2059, bnu_esm, Annual Anomaly, NPL
16.1669, 2040-2059, canesm2, Annual Anomaly, NPL
15.7954, 2040-2059, ccsm4, Annual Anomaly, NPL
15.7932, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
10.9059, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
12.3972, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
25.0545, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
5.79461, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
8.58379, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
7.79787, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
11.064, 2040-2059, hadgem2_es, Annual Anomaly, NPL
12.1583, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
18.4481, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
18.4119, 2040-2059, miroc5, Annual Anomaly, NPL
16.8876, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
15.8487, 2040-2059, miroc_esm, Annual Anomaly, NPL
11.7227, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
10.3234, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
8.68897, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
8.84739, 2040-2059, noresm1_m, Annual Anomaly, NPL
-2.4798, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
12.2017, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
28.9615, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
