 YEAR     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC     MAM     JJA     SON     DJF     ANN
 1945    42.0    24.5    20.6   121.7    66.4   144.3   309.5   330.2   302.4   117.6     3.7     7.4   208.7   784.0   423.6    51.1  1490.3
 1946     5.1    38.5    26.6   129.8   151.4   211.7   408.2   259.8   166.4    95.6    16.5    10.1   307.9   879.6   278.5    54.0  1519.8
 1947    19.9    24.0    41.8    55.6    84.6   127.0   402.0   295.7   192.6    44.1     3.6     7.7   182.0   824.6   240.3    44.5  1298.6
 1948     9.3    27.5    45.6    61.9    92.1   197.0   320.7   337.0   189.2    71.2    35.0     6.7   199.6   854.7   295.3    83.2  1393.1
 1949     9.4    67.1    16.1   112.4   125.6   194.7   372.3   319.4   201.1    87.8     5.2     6.8   254.0   886.5   294.1    55.1  1517.9
 1950    25.1    23.2    52.3    16.2    78.4   277.9   353.1   381.3   148.8    18.1     2.6     7.1   146.9  1012.3   169.5    46.8  1384.0
 1951    16.8    22.9    39.5    31.4    66.3   165.8   326.5   330.8   130.0    37.5    23.1     3.6   137.2   823.0   190.6    41.7  1194.2
 1952    11.1    27.0    69.1    46.3    96.5   207.1   297.5   281.7   207.0    14.1     9.8    10.2   211.9   786.3   231.0    54.1  1277.5
 1953    33.6    10.4    52.2    42.8    59.3   183.5   408.5   244.0   212.9    25.5     4.5     4.9   154.3   836.0   243.0    73.6  1282.3
 1954    21.2    47.5    17.6    21.4    64.4   212.3   388.4   360.8   150.9    24.4     2.2    13.0   103.4   961.6   177.5    45.7  1324.2
 1955    21.1    11.6    26.1    58.7    51.3   201.3   378.5   329.4   166.3    47.7     3.0     6.5   136.1   909.2   217.0    56.4  1301.4
 1956    29.2    20.7    36.7    31.0   148.1   320.5   230.8   258.2   157.3   121.1    18.3     8.2   215.8   809.5   296.7    79.3  1380.2
 1957    68.7     2.4    35.6    20.0    31.4    91.1   350.7   289.1    97.9    26.5     5.6    33.2    87.0   730.8   129.9    73.0  1052.0
 1958    32.5     7.3    20.1    45.2    43.4    94.8   272.4   382.5   125.7    67.8     1.4    12.3   108.7   749.7   194.9    81.7  1105.3
 1959    52.8    16.6    42.9    32.2    70.8   172.8   254.1   250.3   204.5    95.6     5.9     0.1   145.9   677.2   306.1    13.9  1198.7
 1960     7.5     6.4    67.6    33.0    97.5   147.4   315.7   231.4   152.2    62.3     3.4     1.7   198.1   694.5   217.9    98.7  1126.1
 1961    37.7    59.3    26.7    22.2    54.0   246.2   266.4   369.7   155.7   116.0     5.5    22.1   102.9   882.3   277.2   139.6  1381.5
 1962    58.1    59.3    52.1    71.7    79.1   243.4   362.1   371.4   207.6    14.6     0.6     9.1   202.9   976.8   222.8    31.3  1529.2
 1963     8.3    13.9    91.0    67.2    80.4   188.2   334.7   321.1   183.9    46.9    40.2    13.0   238.5   843.9   271.0    27.6  1388.7
 1964     5.6     9.0    15.3    62.2    86.9   126.2   437.9   244.1   185.3    24.6     2.3    12.0   164.3   808.1   212.2    51.4  1211.3
 1965    11.5    27.8    52.9    34.1    36.5   164.4   366.3   324.2    99.8    50.2    31.9     0.7   123.5   854.8   181.8    63.2  1200.2
 1966    29.4    33.1     3.4    15.2    61.2   136.0   356.3   308.4   113.1    20.1     4.8    10.6    79.8   800.8   138.0    45.9  1091.6
 1967    20.9    14.5    52.9    46.7    56.9   140.7   271.9   306.3   197.7    18.6     2.4     6.1   156.5   719.0   218.7    70.1  1135.7
 1968    48.5    15.5    58.7    38.2    38.7   232.9   301.0   276.4   166.2   112.7     4.8     6.7   135.6   810.3   283.7    22.3  1300.3
 1969     9.1     6.5    53.7    77.7    45.7   148.9   350.0   232.6   167.2    10.6     8.1     5.8   177.1   731.5   185.8    71.7  1115.9
 1970    27.7    38.2    33.2    25.6   105.5   230.7   345.0   273.2   169.5    42.1     4.1     3.4   164.3   848.9   215.7    42.9  1298.2
 1971    10.9    28.6    31.5   160.4   126.3   332.3   271.2   283.8   143.8   128.7    16.5     0.4   318.1   887.4   289.0    52.5  1534.4
 1972     7.2    44.9    34.9    40.7    55.3   196.1   279.2   193.3   229.4    54.4    21.6     2.4   131.0   668.6   305.4   105.5  1159.5
 1973    50.7    52.5    45.9    21.0   103.6   299.5   233.3   276.4   226.4   181.8    14.8     0.1   170.5   809.3   423.0    36.0  1506.0
 1974    20.5    15.4    36.5    42.8    86.1   161.4   373.2   318.8   176.4    46.0     1.4    16.0   165.4   853.4   223.8    94.5  1294.5
 1975    41.5    36.9    33.5    27.0    82.9   303.3   312.0   259.5   268.9    58.5     0.1     0.5   143.4   874.9   327.4    49.7  1424.6
 1976    18.8    30.4     5.9    50.1   115.4   225.1   269.5   306.0   162.9    26.4     0.3     1.0   171.3   800.6   189.6    32.7  1211.7
 1977    18.0    13.7    15.7   100.1   123.9   123.4   283.0   276.5   109.6    60.6    19.7    41.3   239.7   682.9   189.9    96.2  1185.5
 1978    11.9    43.0    85.0    76.0   130.2   250.9   312.0   251.6   177.1    45.4    29.5    10.0   291.3   814.5   252.0    79.4  1422.7
 1979    15.3    54.2    13.0    64.4    73.1   168.1   318.6   283.8   100.8    58.9    27.8    57.7   150.5   770.6   187.4    91.6  1235.7
 1980     7.1    26.9    58.1    18.0   110.6   209.9   336.9   275.0   190.9    31.6     1.6     5.3   186.7   821.8   224.1    49.0  1271.8
 1981    31.0    12.8    73.1    74.3   112.0   146.4   327.8   275.5   196.2     2.2    42.7     7.0   259.4   749.7   241.1    77.1  1301.0
 1982    35.3    34.8    86.8    65.9    76.2   151.1   243.8   251.9   157.8    24.2    27.8    12.3   228.9   646.9   209.8    64.9  1167.9
 1983    35.7    17.0    27.6    82.5   150.1   107.1   325.1   255.1   260.1   117.2     9.3    29.8   260.2   687.3   386.6    86.6  1416.5
 1984    27.4    29.5    15.2    55.1   109.1   232.2   345.7   221.4   256.3    18.2     0.9    12.1   179.4   799.3   275.5    37.8  1323.1
 1985    17.5     8.3    11.4    41.2   109.2   143.7   375.1   258.5   269.6   146.6     3.2    67.7   161.8   777.3   419.4   100.0  1451.8
 1986     1.8    30.5    31.5    81.2   115.0   175.1   276.5   249.4   194.5    61.2     9.7    62.0   227.6   701.0   265.5   108.6  1288.4
 1987     8.5    38.0    49.4    73.6    79.6   126.7   373.5   311.6   166.2    97.2     0.9    20.8   202.6   811.8   264.3    66.6  1346.1
 1988     6.3    39.5    82.7    70.1    99.3   152.9   381.3   336.0   124.1     7.1     9.4    68.8   252.1   870.2   140.7   152.9  1377.6
 1989    62.0    22.2    30.1     8.5   116.6   149.6   322.3   255.8   212.0    20.7    19.0     5.5   155.2   727.6   251.7    88.9  1224.2
 1990     2.1    81.2    91.8    60.4   142.4   188.6   331.9   260.0   170.7    43.0     2.0    20.7   294.7   780.4   215.8    71.3  1394.9
 1991    28.5    22.1    44.9    60.1    74.0   212.8   179.9   320.0   168.7     9.6    14.9    21.2   179.1   712.6   193.2    68.3  1156.6
 1992    22.8    24.3    22.2    43.9    83.3   113.1   260.9   251.8   139.5    39.1    16.1     6.5   149.5   625.8   194.7    52.6  1023.6
 1993    24.8    21.3    51.2    63.9   113.2   147.1   228.8   209.7   205.7    12.2     3.8     3.3   228.2   585.6   221.7    90.3  1085.0
 1994    36.8    50.2    17.4    44.1    85.1   179.2   257.2   283.4   150.8    10.1    17.2     4.5   146.5   719.8   178.1    91.2  1135.9
 1995    42.0    44.7    32.7    33.1    51.3   189.0   250.5   312.8   169.5    16.3    24.3    15.4   117.2   752.3   210.1   117.1  1181.7
 1996    60.1    41.6    27.5    43.4    44.0   217.3   265.1   292.5   141.9    55.5     2.1     3.4   114.9   774.8   199.5    47.3  1194.3
 1997    30.5    13.4    32.1   141.0    99.9   172.3   318.1   247.3   224.3    27.7    12.8   108.4   273.0   737.8   264.8   138.3  1427.9
 1998     4.9    25.0    75.2    72.1    63.6   206.8   354.6   360.6   188.2    81.7    14.7     3.6   210.9   922.1   284.5    33.4  1451.0
 1999    17.5    12.2     9.6    23.2   135.6   201.9   453.5   310.6   235.6    86.0     2.9     8.3   168.4   966.0   324.5    51.4  1497.0
 2000    11.8    31.3    30.3    59.4   210.8   228.9   310.6   346.7   205.2     9.3    10.4     3.8   300.5   886.2   224.8    42.0  1458.4
 2001    14.9    23.3    21.9    59.6   230.7   200.6   373.0   265.9   116.9    35.1     2.6     6.7   312.3   839.5   154.7    72.3  1351.3
 2002    24.4    41.3    72.9    54.8    93.1   131.9   338.0   350.0   169.4    52.9    21.4     6.9   220.8   819.9   243.7   122.7  1357.0
 2003    30.1    85.7    56.3    40.0    50.0   164.9   374.3   227.2   239.2    30.5     8.7    20.1   146.2   766.4   278.4    52.4  1326.9
 2004    20.4    11.9    29.1    71.1   140.4   171.5   398.7   188.8   185.4    68.1    31.1     8.4   240.7   758.9   284.6    70.0  1324.9
 2005    37.8    23.8    56.1    31.9    57.9   128.0   272.6   224.5   159.4    61.7     4.2    10.0   145.9   625.1   225.2    32.2  1067.8
 2006    11.0    11.3    48.1    79.7   133.4   177.0   290.1   195.3   159.6    35.4    22.0    16.5   261.2   662.4   217.0   105.8  1179.4
 2007     5.5    83.8    55.6    47.5   106.6   165.0   234.9   240.3   238.6    15.6     7.9     4.5   209.6   640.2   262.2    28.9  1205.8
 2008    12.3    12.1    33.0    36.8   149.7   315.7   343.7   250.4   156.9    25.2     2.3     9.8   219.5   909.8   184.4    33.1  1348.0
 2009     5.8    17.4    33.4    26.3   185.9    85.5   226.4   247.7   149.1    74.1    13.0    10.0   245.7   559.6   236.2    50.3  1074.6
 2010    10.7    29.7    31.6    37.3   120.7    90.5   278.0   336.8   288.4    52.3     5.6     6.8   189.6   705.2   346.3    86.8  1288.2
 2011    12.5    67.4    26.4    47.8   197.4   248.9   392.3   300.2   285.3    16.9     5.9     6.5   271.7   941.5   308.0    77.7  1607.6
 2012    28.8    42.5    36.9    61.8    42.2   131.9   342.6   276.4   280.1    21.5     3.8    11.7   140.8   750.8   305.3   102.8  1279.9
 2013    25.8    65.3    26.3    57.4    60.7   263.6   312.5   253.1   120.1   114.0     2.5     8.8   144.4   829.2   236.7    58.6  1310.3
 2014    12.4    37.4    26.8    19.6    48.0    70.3   126.5   125.0    89.5    41.9     2.5    10.9    94.4   321.8   133.9    85.2   610.9
 2015    29.4    44.8    70.1    84.6    62.5   164.6   302.5   355.0   117.8    46.1     9.8    12.2   217.3   822.1   173.7    46.3  1299.5
 2016     6.6    27.4    30.3    23.6   109.0   227.6   390.3   151.6   231.1    65.9     7.6    12.3   162.9   769.5   304.6    42.3  1283.2
 2017    19.2    10.9    83.2    83.7   137.7   137.1   302.8   295.2   139.3    47.6     8.0    12.9   304.6   735.1   194.9    39.1  1277.6
 2018    15.8    10.3    38.8    67.0   123.3   202.3   294.7   289.2   161.3    40.2    22.4    14.8   229.2   786.1   223.9  -999.0  1280.3
