Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
7.7506, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
7.70548, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
6.75268, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
6.49231, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
6.71285, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
7.91087, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
8.24716, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
8.64414, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
9.29972, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
4.38773, 2080-2099, access1_0, Annual Anomaly, NPL
4.2352, 2080-2099, access1_3, Annual Anomaly, NPL
5.37705, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
5.91163, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
7.48064, 2080-2099, bnu_esm, Annual Anomaly, NPL
9.85979, 2080-2099, canesm2, Annual Anomaly, NPL
4.73525, 2080-2099, ccsm4, Annual Anomaly, NPL
5.83285, 2080-2099, cesm1_bgc, Annual Anomaly, NPL
7.44319, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
6.77103, 2080-2099, cmcc_cesm, Annual Anomaly, NPL
8.20146, 2080-2099, cmcc_cm, Annual Anomaly, NPL
8.79281, 2080-2099, cmcc_cms, Annual Anomaly, NPL
4.60853, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
7.32465, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
8.15755, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
3.84765, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
3.20863, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
5.34592, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
5.52532, 2080-2099, hadgem2_cc, Annual Anomaly, NPL
6.00925, 2080-2099, hadgem2_es, Annual Anomaly, NPL
2.88894, 2080-2099, inmcm4, Annual Anomaly, NPL
7.95495, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
9.00199, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
5.36563, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, NPL
6.1829, 2080-2099, miroc5, Annual Anomaly, NPL
11.9682, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
11.0506, 2080-2099, miroc_esm, Annual Anomaly, NPL
8.08293, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
7.34326, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
6.10808, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
5.63684, 2080-2099, mri_esm1, Annual Anomaly, NPL
6.23197, 2080-2099, noresm1_m, Annual Anomaly, NPL
3.10841, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
6.59761, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
9.504, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
