Minimum of Daily Min-Temperature - (Celsius), Year, Model, Statistics, ISO3
4.35125, 2060-2079, cmcc_cms, Sep Anomaly, NPL
5.34801, 2060-2079, cmcc_cms, Oct Anomaly, NPL
5.64911, 2060-2079, cmcc_cms, Nov Anomaly, NPL
6.24372, 2060-2079, cmcc_cms, Dec Anomaly, NPL
3.24295, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
3.86936, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
3.98255, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
4.58729, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
4.44068, 2060-2079, cnrm_cm5, May Anomaly, NPL
3.46251, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
3.02947, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
2.89678, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
3.31447, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
3.97447, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
4.39167, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
4.58559, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
4.85267, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
5.06406, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
4.54532, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
4.23922, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
3.88436, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
4.27437, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
3.5653, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
3.49035, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
4.05613, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
3.51811, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
4.74029, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
4.85452, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
6.81926, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
6.26712, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
5.81773, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
6.05146, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
7.13189, 2060-2079, gfdl_cm3, May Anomaly, NPL
7.20265, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
6.76681, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
7.1973, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
7.23067, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
5.89256, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
5.4371, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
7.53975, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
3.42186, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
2.42729, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
3.81124, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
2.4314, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
2.58436, 2060-2079, gfdl_esm2g, May Anomaly, NPL
1.87002, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
2.65091, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
1.9021, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
3.04272, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
3.87408, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
3.69937, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
2.65287, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
3.06867, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
2.59945, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
3.48593, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
2.44997, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
2.89671, 2060-2079, gfdl_esm2m, May Anomaly, NPL
2.33066, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
2.1622, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
1.96381, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
2.58118, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
3.2903, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
3.35294, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
2.16134, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
2.75043, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
4.28297, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
4.76747, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
4.14551, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
3.61523, 2060-2079, hadgem2_ao, May Anomaly, NPL
2.56395, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
2.42106, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
2.52767, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
4.44113, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
3.38367, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
3.83831, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
3.77254, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
4.59334, 2060-2079, hadgem2_cc, Jan Anomaly, NPL
4.13685, 2060-2079, hadgem2_cc, Feb Anomaly, NPL
4.02651, 2060-2079, hadgem2_cc, Mar Anomaly, NPL
3.3963, 2060-2079, hadgem2_cc, Apr Anomaly, NPL
3.65441, 2060-2079, hadgem2_cc, May Anomaly, NPL
3.57054, 2060-2079, hadgem2_cc, Jun Anomaly, NPL
3.33919, 2060-2079, hadgem2_cc, Jul Anomaly, NPL
3.53883, 2060-2079, hadgem2_cc, Aug Anomaly, NPL
4.20107, 2060-2079, hadgem2_cc, Sep Anomaly, NPL
4.25635, 2060-2079, hadgem2_cc, Oct Anomaly, NPL
3.91519, 2060-2079, hadgem2_cc, Nov Anomaly, NPL
4.21937, 2060-2079, hadgem2_cc, Dec Anomaly, NPL
4.12532, 2060-2079, hadgem2_es, Jan Anomaly, NPL
3.83809, 2060-2079, hadgem2_es, Feb Anomaly, NPL
4.42872, 2060-2079, hadgem2_es, Mar Anomaly, NPL
4.44231, 2060-2079, hadgem2_es, Apr Anomaly, NPL
3.58813, 2060-2079, hadgem2_es, May Anomaly, NPL
2.98935, 2060-2079, hadgem2_es, Jun Anomaly, NPL
3.29592, 2060-2079, hadgem2_es, Jul Anomaly, NPL
3.19117, 2060-2079, hadgem2_es, Aug Anomaly, NPL
4.60245, 2060-2079, hadgem2_es, Sep Anomaly, NPL
4.05059, 2060-2079, hadgem2_es, Oct Anomaly, NPL
3.49433, 2060-2079, hadgem2_es, Nov Anomaly, NPL
3.23002, 2060-2079, hadgem2_es, Dec Anomaly, NPL
2.59062, 2060-2079, inmcm4, Jan Anomaly, NPL
2.31345, 2060-2079, inmcm4, Feb Anomaly, NPL
2.04377, 2060-2079, inmcm4, Mar Anomaly, NPL
5.39367, 2060-2079, inmcm4, Apr Anomaly, NPL
3.71582, 2060-2079, inmcm4, May Anomaly, NPL
4.18763, 2060-2079, inmcm4, Jun Anomaly, NPL
4.20832, 2060-2079, inmcm4, Jul Anomaly, NPL
3.03309, 2060-2079, inmcm4, Aug Anomaly, NPL
3.35209, 2060-2079, inmcm4, Sep Anomaly, NPL
3.673, 2060-2079, inmcm4, Oct Anomaly, NPL
2.96833, 2060-2079, inmcm4, Nov Anomaly, NPL
1.50871, 2060-2079, inmcm4, Dec Anomaly, NPL
5.89823, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
6.45688, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
6.48456, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
5.98607, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
4.70483, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
4.56087, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
4.09589, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
3.71258, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
5.10917, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
6.45093, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
6.19545, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
7.33781, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
6.4117, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
6.36642, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
7.18014, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
7.30707, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
5.84464, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
4.17194, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
4.4793, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
3.85481, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
5.08261, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
5.83734, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
5.80004, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
5.5774, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
2.09666, 2060-2079, ipsl_cm5b_lr, Jan Anomaly, NPL
4.67664, 2060-2079, ipsl_cm5b_lr, Feb Anomaly, NPL
3.54574, 2060-2079, ipsl_cm5b_lr, Mar Anomaly, NPL
4.40715, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
2.91487, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
3.62552, 2060-2079, ipsl_cm5b_lr, Jun Anomaly, NPL
3.38262, 2060-2079, ipsl_cm5b_lr, Jul Anomaly, NPL
3.40944, 2060-2079, ipsl_cm5b_lr, Aug Anomaly, NPL
3.71241, 2060-2079, ipsl_cm5b_lr, Sep Anomaly, NPL
4.43494, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
5.92598, 2060-2079, ipsl_cm5b_lr, Nov Anomaly, NPL
4.51003, 2060-2079, ipsl_cm5b_lr, Dec Anomaly, NPL
4.28341, 2060-2079, miroc5, Jan Anomaly, NPL
4.43715, 2060-2079, miroc5, Feb Anomaly, NPL
4.05529, 2060-2079, miroc5, Mar Anomaly, NPL
4.53715, 2060-2079, miroc5, Apr Anomaly, NPL
5.13726, 2060-2079, miroc5, May Anomaly, NPL
3.94403, 2060-2079, miroc5, Jun Anomaly, NPL
2.50088, 2060-2079, miroc5, Jul Anomaly, NPL
2.31206, 2060-2079, miroc5, Aug Anomaly, NPL
3.09198, 2060-2079, miroc5, Sep Anomaly, NPL
3.39028, 2060-2079, miroc5, Oct Anomaly, NPL
3.76432, 2060-2079, miroc5, Nov Anomaly, NPL
3.64374, 2060-2079, miroc5, Dec Anomaly, NPL
7.85656, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
7.96897, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
7.46229, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
7.66509, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
5.91203, 2060-2079, miroc_esm_chem, May Anomaly, NPL
4.341, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
3.95759, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
3.2389, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
4.04359, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
3.87161, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
5.12263, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
7.98342, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
7.01583, 2060-2079, miroc_esm, Jan Anomaly, NPL
6.33185, 2060-2079, miroc_esm, Feb Anomaly, NPL
6.40677, 2060-2079, miroc_esm, Mar Anomaly, NPL
7.06134, 2060-2079, miroc_esm, Apr Anomaly, NPL
4.27172, 2060-2079, miroc_esm, May Anomaly, NPL
4.17171, 2060-2079, miroc_esm, Jun Anomaly, NPL
3.08687, 2060-2079, miroc_esm, Jul Anomaly, NPL
3.61272, 2060-2079, miroc_esm, Aug Anomaly, NPL
4.25217, 2060-2079, miroc_esm, Sep Anomaly, NPL
4.48545, 2060-2079, miroc_esm, Oct Anomaly, NPL
4.91754, 2060-2079, miroc_esm, Nov Anomaly, NPL
6.97466, 2060-2079, miroc_esm, Dec Anomaly, NPL
4.8614, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
5.32971, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
4.44281, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
4.80454, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
4.32196, 2060-2079, mpi_esm_lr, May Anomaly, NPL
3.7898, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
2.92746, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
2.98707, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
3.81357, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
3.44344, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
4.67866, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
5.70776, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
3.47867, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
5.61417, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
6.39264, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
4.68528, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
4.20504, 2060-2079, mpi_esm_mr, May Anomaly, NPL
3.93519, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
3.51027, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
3.52824, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
3.33717, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
4.07504, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
3.54972, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
4.04371, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
4.65325, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
4.4105, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
5.3679, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
3.50567, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
2.92374, 2060-2079, mri_cgcm3, May Anomaly, NPL
2.81039, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
2.48158, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
2.81006, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
2.91312, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
3.49005, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
3.97085, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
5.74241, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
3.69341, 2060-2079, mri_esm1, Jan Anomaly, NPL
4.0694, 2060-2079, mri_esm1, Feb Anomaly, NPL
5.12381, 2060-2079, mri_esm1, Mar Anomaly, NPL
3.62935, 2060-2079, mri_esm1, Apr Anomaly, NPL
2.64384, 2060-2079, mri_esm1, May Anomaly, NPL
3.00222, 2060-2079, mri_esm1, Jun Anomaly, NPL
2.18866, 2060-2079, mri_esm1, Jul Anomaly, NPL
2.73293, 2060-2079, mri_esm1, Aug Anomaly, NPL
3.28081, 2060-2079, mri_esm1, Sep Anomaly, NPL
4.24458, 2060-2079, mri_esm1, Oct Anomaly, NPL
3.66323, 2060-2079, mri_esm1, Nov Anomaly, NPL
4.03009, 2060-2079, mri_esm1, Dec Anomaly, NPL
5.46315, 2060-2079, noresm1_m, Jan Anomaly, NPL
3.72071, 2060-2079, noresm1_m, Feb Anomaly, NPL
4.6319, 2060-2079, noresm1_m, Mar Anomaly, NPL
2.83591, 2060-2079, noresm1_m, Apr Anomaly, NPL
3.56511, 2060-2079, noresm1_m, May Anomaly, NPL
3.26279, 2060-2079, noresm1_m, Jun Anomaly, NPL
2.11952, 2060-2079, noresm1_m, Jul Anomaly, NPL
2.51833, 2060-2079, noresm1_m, Aug Anomaly, NPL
3.72113, 2060-2079, noresm1_m, Sep Anomaly, NPL
3.8169, 2060-2079, noresm1_m, Oct Anomaly, NPL
3.85564, 2060-2079, noresm1_m, Nov Anomaly, NPL
4.6471, 2060-2079, noresm1_m, Dec Anomaly, NPL
1.4167, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
1.56985, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
2.0325, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
1.29518, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
1.46385, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
1.02621, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
1.11533, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
0.71948, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
1.60078, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
2.37375, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
1.48705, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
1.86268, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
4.9056, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
4.69756, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
4.92024, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
4.4807, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
4.21071, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
3.69077, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
3.0402, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
3.07876, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
3.86136, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
4.13184, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
4.06799, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
4.58876, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
7.08665, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
6.93876, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
7.35545, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
