Number of Summer Days (Tmax > 25°C) - (Days), Year, Model, Statistics, ISO3
4.54976, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
2.94509, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
1.73001, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
2.18459, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
4.12598, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
4.53077, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
4.37082, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
4.11128, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
3.78753, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
1.71716, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
11.931, 2020-2039, access1_0, Annual Anomaly, NPL
8.25624, 2020-2039, access1_3, Annual Anomaly, NPL
11.8966, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
9.70053, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
16.1109, 2020-2039, bnu_esm, Annual Anomaly, NPL
19.1578, 2020-2039, canesm2, Annual Anomaly, NPL
14.9929, 2020-2039, ccsm4, Annual Anomaly, NPL
15.5337, 2020-2039, cesm1_bgc, Annual Anomaly, NPL
14.5683, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
12.2149, 2020-2039, cmcc_cesm, Annual Anomaly, NPL
10.1937, 2020-2039, cmcc_cm, Annual Anomaly, NPL
17.3366, 2020-2039, cmcc_cms, Annual Anomaly, NPL
10.6568, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
5.1526, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
18.4183, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
15.4459, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
15.5253, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
6.53298, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
15.4659, 2020-2039, hadgem2_cc, Annual Anomaly, NPL
16.1641, 2020-2039, hadgem2_es, Annual Anomaly, NPL
5.87005, 2020-2039, inmcm4, Annual Anomaly, NPL
17.0432, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
17.2057, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
8.40953, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NPL
12.1536, 2020-2039, miroc5, Annual Anomaly, NPL
20.1045, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
13.2077, 2020-2039, miroc_esm, Annual Anomaly, NPL
15.9152, 2020-2039, mpi_esm_lr, Annual Anomaly, NPL
11.4527, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
5.58185, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
4.12224, 2020-2039, mri_esm1, Annual Anomaly, NPL
12.005, 2020-2039, noresm1_m, Annual Anomaly, NPL
-1.1776, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
12.6683, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
26.6544, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
