Number of Summer Days (Tmax > 25°C) - (Days), Year, Model, Statistics, ISO3
0.57147, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
0.16808, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
2.33639, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
0.73479, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
0.14512, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
0.81434, 2040-2059, bnu_esm, Jan Anomaly, NPL
1.38198, 2040-2059, bnu_esm, Feb Anomaly, NPL
2.82024, 2040-2059, bnu_esm, Mar Anomaly, NPL
2.31892, 2040-2059, bnu_esm, Apr Anomaly, NPL
0.36311, 2040-2059, bnu_esm, May Anomaly, NPL
1.72385, 2040-2059, bnu_esm, Jun Anomaly, NPL
1.37895, 2040-2059, bnu_esm, Jul Anomaly, NPL
0.64945, 2040-2059, bnu_esm, Aug Anomaly, NPL
0.85172, 2040-2059, bnu_esm, Sep Anomaly, NPL
1.29273, 2040-2059, bnu_esm, Oct Anomaly, NPL
1.41112, 2040-2059, bnu_esm, Nov Anomaly, NPL
1.12413, 2040-2059, bnu_esm, Dec Anomaly, NPL
1.42553, 2040-2059, canesm2, Jan Anomaly, NPL
1.09514, 2040-2059, canesm2, Feb Anomaly, NPL
2.56033, 2040-2059, canesm2, Mar Anomaly, NPL
1.10904, 2040-2059, canesm2, Apr Anomaly, NPL
1.61718, 2040-2059, canesm2, May Anomaly, NPL
1.88195, 2040-2059, canesm2, Jun Anomaly, NPL
2.1364, 2040-2059, canesm2, Jul Anomaly, NPL
3.05547, 2040-2059, canesm2, Aug Anomaly, NPL
2.43777, 2040-2059, canesm2, Sep Anomaly, NPL
1.72668, 2040-2059, canesm2, Oct Anomaly, NPL
2.87793, 2040-2059, canesm2, Nov Anomaly, NPL
2.52609, 2040-2059, canesm2, Dec Anomaly, NPL
1.05415, 2040-2059, ccsm4, Jan Anomaly, NPL
1.3375, 2040-2059, ccsm4, Feb Anomaly, NPL
3.44893, 2040-2059, ccsm4, Mar Anomaly, NPL
1.37651, 2040-2059, ccsm4, Apr Anomaly, NPL
0.70335, 2040-2059, ccsm4, May Anomaly, NPL
1.25465, 2040-2059, ccsm4, Jun Anomaly, NPL
2.06606, 2040-2059, ccsm4, Jul Anomaly, NPL
1.76759, 2040-2059, ccsm4, Aug Anomaly, NPL
2.33423, 2040-2059, ccsm4, Sep Anomaly, NPL
2.0511, 2040-2059, ccsm4, Oct Anomaly, NPL
2.66413, 2040-2059, ccsm4, Nov Anomaly, NPL
1.46947, 2040-2059, ccsm4, Dec Anomaly, NPL
0.87024, 2040-2059, cesm1_bgc, Jan Anomaly, NPL
1.08135, 2040-2059, cesm1_bgc, Feb Anomaly, NPL
1.98475, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
1.14063, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
0.7996, 2040-2059, cesm1_bgc, May Anomaly, NPL
1.44003, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
2.24447, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
1.86013, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
2.68783, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
1.57573, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
2.8209, 2040-2059, cesm1_bgc, Nov Anomaly, NPL
0.95632, 2040-2059, cesm1_bgc, Dec Anomaly, NPL
1.77901, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
2.76091, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
2.14479, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
1.82336, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
1.18934, 2040-2059, cesm1_cam5, May Anomaly, NPL
2.72774, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
2.94532, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
2.40267, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
3.13357, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
2.61179, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
3.95831, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
2.27706, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
0.24387, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
2.36776, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
2.43367, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
2.21161, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
0.82253, 2040-2059, cnrm_cm5, May Anomaly, NPL
0.43282, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
1.10914, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
1.51055, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
1.28554, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
1.40625, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
1.57568, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
0.22413, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
0.48319, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
1.78693, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
3.85067, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
2.47848, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
0.87033, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
1.01223, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
1.87192, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
1.76005, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
0.91028, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
0.92931, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
1.8829, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
0.75756, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
1.03458, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
1.4507, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
1.74859, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
2.7927, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
2.4865, 2040-2059, gfdl_cm3, May Anomaly, NPL
1.97376, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
2.58988, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
3.00588, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
3.65737, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
4.27187, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
4.01453, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
1.92108, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
0.84387, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
1.31379, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
2.76545, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
1.46768, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
0.69499, 2040-2059, gfdl_esm2g, May Anomaly, NPL
1.42883, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
2.18363, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
1.52743, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
2.57493, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
3.18585, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
1.93024, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
0.90916, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
0.69418, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
1.09643, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
1.73422, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
1.2461, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
1.23013, 2040-2059, gfdl_esm2m, May Anomaly, NPL
1.40978, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
2.3308, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
2.63015, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
2.37395, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
2.43271, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
1.44476, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
0.44403, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
0.41779, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
1.60645, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
3.93028, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
2.52891, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
0.83058, 2040-2059, hadgem2_ao, May Anomaly, NPL
0.70641, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
1.26254, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
1.34655, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
1.86056, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
3.25034, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
3.39356, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
1.02938, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
0.99546, 2040-2059, hadgem2_cc, Jan Anomaly, NPL
1.95649, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
3.54529, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
2.31358, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
1.6355, 2040-2059, hadgem2_cc, May Anomaly, NPL
1.50568, 2040-2059, hadgem2_cc, Jun Anomaly, NPL
1.15894, 2040-2059, hadgem2_cc, Jul Anomaly, NPL
1.05978, 2040-2059, hadgem2_cc, Aug Anomaly, NPL
1.6269, 2040-2059, hadgem2_cc, Sep Anomaly, NPL
3.40241, 2040-2059, hadgem2_cc, Oct Anomaly, NPL
3.80257, 2040-2059, hadgem2_cc, Nov Anomaly, NPL
1.7236, 2040-2059, hadgem2_cc, Dec Anomaly, NPL
1.16504, 2040-2059, inmcm4, Jan Anomaly, NPL
2.09048, 2040-2059, inmcm4, Feb Anomaly, NPL
2.73027, 2040-2059, inmcm4, Mar Anomaly, NPL
2.11058, 2040-2059, inmcm4, Apr Anomaly, NPL
0.32805, 2040-2059, inmcm4, May Anomaly, NPL
-0.058, 2040-2059, inmcm4, Jun Anomaly, NPL
0.71291, 2040-2059, inmcm4, Jul Anomaly, NPL
0.94006, 2040-2059, inmcm4, Aug Anomaly, NPL
0.9915, 2040-2059, inmcm4, Sep Anomaly, NPL
1.04075, 2040-2059, inmcm4, Oct Anomaly, NPL
0.38583, 2040-2059, inmcm4, Nov Anomaly, NPL
0.13486, 2040-2059, inmcm4, Dec Anomaly, NPL
1.52825, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
1.10311, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
3.79805, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
3.28616, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
1.95993, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
0.43526, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
0.54714, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
1.67807, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
2.47321, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
3.33575, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
3.36847, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
1.79203, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
0.5585, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
1.86496, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
4.17582, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
3.40659, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
1.60941, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
1.2148, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
1.50222, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
2.31185, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
2.99536, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
3.6939, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
3.74736, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
0.99966, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
0.06638, 2040-2059, ipsl_cm5b_lr, Jan Anomaly, NPL
0.46869, 2040-2059, ipsl_cm5b_lr, Feb Anomaly, NPL
0.87765, 2040-2059, ipsl_cm5b_lr, Mar Anomaly, NPL
1.52016, 2040-2059, ipsl_cm5b_lr, Apr Anomaly, NPL
0.94314, 2040-2059, ipsl_cm5b_lr, May Anomaly, NPL
0.93868, 2040-2059, ipsl_cm5b_lr, Jun Anomaly, NPL
0.30609, 2040-2059, ipsl_cm5b_lr, Jul Anomaly, NPL
0.52317, 2040-2059, ipsl_cm5b_lr, Aug Anomaly, NPL
0.9261, 2040-2059, ipsl_cm5b_lr, Sep Anomaly, NPL
2.47939, 2040-2059, ipsl_cm5b_lr, Oct Anomaly, NPL
1.04371, 2040-2059, ipsl_cm5b_lr, Nov Anomaly, NPL
0.24127, 2040-2059, ipsl_cm5b_lr, Dec Anomaly, NPL
1.2402, 2040-2059, miroc5, Jan Anomaly, NPL
1.83108, 2040-2059, miroc5, Feb Anomaly, NPL
4.46906, 2040-2059, miroc5, Mar Anomaly, NPL
2.57304, 2040-2059, miroc5, Apr Anomaly, NPL
0.82242, 2040-2059, miroc5, May Anomaly, NPL
1.01376, 2040-2059, miroc5, Jun Anomaly, NPL
0.74048, 2040-2059, miroc5, Jul Anomaly, NPL
1.55484, 2040-2059, miroc5, Aug Anomaly, NPL
1.31965, 2040-2059, miroc5, Sep Anomaly, NPL
1.01577, 2040-2059, miroc5, Oct Anomaly, NPL
2.52474, 2040-2059, miroc5, Nov Anomaly, NPL
1.10075, 2040-2059, miroc5, Dec Anomaly, NPL
1.26722, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
1.69092, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
3.06343, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
3.73194, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
2.10689, 2040-2059, miroc_esm_chem, May Anomaly, NPL
1.61519, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
0.68114, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
1.05332, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
1.34059, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
1.58049, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
2.65196, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
1.25694, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
0.9309, 2040-2059, miroc_esm, Jan Anomaly, NPL
1.61864, 2040-2059, miroc_esm, Feb Anomaly, NPL
2.91675, 2040-2059, miroc_esm, Mar Anomaly, NPL
2.77492, 2040-2059, miroc_esm, Apr Anomaly, NPL
1.47318, 2040-2059, miroc_esm, May Anomaly, NPL
0.85702, 2040-2059, miroc_esm, Jun Anomaly, NPL
-0.1647, 2040-2059, miroc_esm, Jul Anomaly, NPL
0.55158, 2040-2059, miroc_esm, Aug Anomaly, NPL
1.39066, 2040-2059, miroc_esm, Sep Anomaly, NPL
2.48648, 2040-2059, miroc_esm, Oct Anomaly, NPL
1.81717, 2040-2059, miroc_esm, Nov Anomaly, NPL
1.16116, 2040-2059, miroc_esm, Dec Anomaly, NPL
0.97537, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
1.98476, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
4.60833, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
2.59797, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
1.04574, 2040-2059, mpi_esm_lr, May Anomaly, NPL
0.71361, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
2.12334, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
2.45481, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
2.26679, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
2.62488, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
2.85802, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
1.28637, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
0.31318, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
1.46416, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
1.83332, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
1.59856, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
1.35349, 2040-2059, mpi_esm_mr, May Anomaly, NPL
1.41552, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
2.26484, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
2.54546, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
1.83995, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
2.94361, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
1.75786, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
0.50157, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
0.00307, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
0.45792, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
3.57585, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
1.90012, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
0.64868, 2040-2059, mri_cgcm3, May Anomaly, NPL
0.39078, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
0.97786, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
1.0256, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
1.01039, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
-0.1799, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
0.2205, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
0.0288, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
0.89873, 2040-2059, noresm1_m, Jan Anomaly, NPL
2.03112, 2040-2059, noresm1_m, Feb Anomaly, NPL
3.324, 2040-2059, noresm1_m, Mar Anomaly, NPL
2.5678, 2040-2059, noresm1_m, Apr Anomaly, NPL
0.61778, 2040-2059, noresm1_m, May Anomaly, NPL
0.93053, 2040-2059, noresm1_m, Jun Anomaly, NPL
1.66095, 2040-2059, noresm1_m, Jul Anomaly, NPL
1.76282, 2040-2059, noresm1_m, Aug Anomaly, NPL
2.80242, 2040-2059, noresm1_m, Sep Anomaly, NPL
1.81679, 2040-2059, noresm1_m, Oct Anomaly, NPL
2.96728, 2040-2059, noresm1_m, Nov Anomaly, NPL
1.41121, 2040-2059, noresm1_m, Dec Anomaly, NPL
-0.1155, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.4221, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.0338, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
0.09103, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-1.2255, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-1.2733, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.1034, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-1.2022, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.6441, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-1.2098, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.3911, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.1573, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
0.87011, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
1.37776, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
2.76564, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
2.21422, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
1.13691, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
0.89893, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
1.21386, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
1.64358, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
1.90638, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
2.62044, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
2.65708, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
1.04353, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
2.05097, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
3.31285, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
6.05246, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
3.83828, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
2.00836, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
2.48424, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
4.59663, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
5.15855, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
4.78889, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
4.72061, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
4.82447, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
2.59177, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
21.1788, 2040-2059, access1_0, Annual Anomaly, NPL
14.0413, 2040-2059, access1_3, Annual Anomaly, NPL
18.0984, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
11.4159, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
16.1305, 2040-2059, bnu_esm, Annual Anomaly, NPL
24.4495, 2040-2059, canesm2, Annual Anomaly, NPL
21.5277, 2040-2059, ccsm4, Annual Anomaly, NPL
19.462, 2040-2059, cesm1_bgc, Annual Anomaly, NPL
29.7539, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
15.6194, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
18.5938, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
30.9474, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
20.8259, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
19.0672, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
21.1278, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
23.5962, 2040-2059, hadgem2_cc, Annual Anomaly, NPL
12.5723, 2040-2059, inmcm4, Annual Anomaly, NPL
25.3054, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
28.0804, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
10.3344, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, NPL
20.2058, 2040-2059, miroc5, Annual Anomaly, NPL
22.0423, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
17.8097, 2040-2059, miroc_esm, Annual Anomaly, NPL
25.5331, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
19.8364, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
10.0663, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
22.7914, 2040-2059, noresm1_m, Annual Anomaly, NPL
4.35546, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
19.8666, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
35.3031, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
