Number of Ice Days (Tmax < 0°C) - (Days), Year, Model, Statistics, ISO3
-3.5347, 2060-2079, cmcc_cms, Feb Anomaly, NPL
-1.8997, 2060-2079, cmcc_cms, Mar Anomaly, NPL
-0.2202, 2060-2079, cmcc_cms, Apr Anomaly, NPL
-0.0038, 2060-2079, cmcc_cms, May Anomaly, NPL
-0.1839, 2060-2079, cmcc_cms, Oct Anomaly, NPL
-1.4852, 2060-2079, cmcc_cms, Nov Anomaly, NPL
-4.9896, 2060-2079, cmcc_cms, Dec Anomaly, NPL
-3.1927, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
-2.2381, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
-0.9436, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
-0.2142, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
-0.0102, 2060-2079, cnrm_cm5, May Anomaly, NPL
-0.0521, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
-2.0189, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
-4.5215, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
-3.3925, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
-4.3862, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
-2.9436, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
-0.3825, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
-0.0017, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
-0.0497, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
-2.4363, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
-3.6325, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
-6.6782, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
-4.6588, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
-2.5911, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
-0.5889, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
-0.0376, 2060-2079, gfdl_cm3, May Anomaly, NPL
-0.0309, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
-1.3158, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
-6.2205, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
-4.3025, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
-2.8583, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
-2.4956, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
-0.264, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
-0.0015, 2060-2079, gfdl_esm2g, May Anomaly, NPL
-0.0276, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
-0.3405, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
-2.3119, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
-4.5884, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
-4.0975, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
-3.3002, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
-1.9707, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
-0.3282, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
-0.0631, 2060-2079, gfdl_esm2m, May Anomaly, NPL
-0.019, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
-0.2192, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
-2.8671, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
-3.6046, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
-2.9497, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
-3.2454, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
-2.0667, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
-0.2864, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
-0.0014, 2060-2079, hadgem2_ao, May Anomaly, NPL
-0.0537, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
-1.8424, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
-4.2033, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
-5.1145, 2060-2079, hadgem2_cc, Jan Anomaly, NPL
-3.6247, 2060-2079, hadgem2_cc, Feb Anomaly, NPL
-1.8993, 2060-2079, hadgem2_cc, Mar Anomaly, NPL
-0.1632, 2060-2079, hadgem2_cc, Apr Anomaly, NPL
-0.0783, 2060-2079, hadgem2_cc, Oct Anomaly, NPL
-1.7175, 2060-2079, hadgem2_cc, Nov Anomaly, NPL
-4.3313, 2060-2079, hadgem2_cc, Dec Anomaly, NPL
-4.2448, 2060-2079, hadgem2_es, Jan Anomaly, NPL
-3.8592, 2060-2079, hadgem2_es, Feb Anomaly, NPL
-2.0474, 2060-2079, hadgem2_es, Mar Anomaly, NPL
-0.2419, 2060-2079, hadgem2_es, Apr Anomaly, NPL
-3.0E-4, 2060-2079, hadgem2_es, May Anomaly, NPL
-0.0368, 2060-2079, hadgem2_es, Oct Anomaly, NPL
-1.3235, 2060-2079, hadgem2_es, Nov Anomaly, NPL
-3.3808, 2060-2079, hadgem2_es, Dec Anomaly, NPL
-2.6466, 2060-2079, inmcm4, Jan Anomaly, NPL
-3.3694, 2060-2079, inmcm4, Feb Anomaly, NPL
-1.7034, 2060-2079, inmcm4, Mar Anomaly, NPL
-0.1415, 2060-2079, inmcm4, Apr Anomaly, NPL
-0.1182, 2060-2079, inmcm4, Oct Anomaly, NPL
-1.6939, 2060-2079, inmcm4, Nov Anomaly, NPL
-2.9236, 2060-2079, inmcm4, Dec Anomaly, NPL
-5.7994, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
-4.2248, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
-3.0809, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.5338, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.0289, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
-0.1803, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
-2.6409, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
-5.7096, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
-5.0104, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
-4.162, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
-2.9693, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.8915, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
-0.044, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
-0.1054, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
-1.8568, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
-4.1523, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
-2.5141, 2060-2079, ipsl_cm5b_lr, Jan Anomaly, NPL
-3.1686, 2060-2079, ipsl_cm5b_lr, Feb Anomaly, NPL
-1.7514, 2060-2079, ipsl_cm5b_lr, Mar Anomaly, NPL
-0.799, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
-0.026, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
-0.2257, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
-2.6175, 2060-2079, ipsl_cm5b_lr, Nov Anomaly, NPL
-3.5963, 2060-2079, ipsl_cm5b_lr, Dec Anomaly, NPL
-4.4415, 2060-2079, miroc5, Jan Anomaly, NPL
-3.6528, 2060-2079, miroc5, Feb Anomaly, NPL
-2.4486, 2060-2079, miroc5, Mar Anomaly, NPL
-0.2589, 2060-2079, miroc5, Apr Anomaly, NPL
-0.002, 2060-2079, miroc5, May Anomaly, NPL
-0.003, 2060-2079, miroc5, Oct Anomaly, NPL
-0.7639, 2060-2079, miroc5, Nov Anomaly, NPL
-3.5422, 2060-2079, miroc5, Dec Anomaly, NPL
-7.3184, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
-5.4459, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
-2.0075, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
-0.1688, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
-0.0071, 2060-2079, miroc_esm_chem, May Anomaly, NPL
-0.006, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
-1.2796, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
-6.0519, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
-5.6651, 2060-2079, miroc_esm, Jan Anomaly, NPL
-4.2952, 2060-2079, miroc_esm, Feb Anomaly, NPL
-1.521, 2060-2079, miroc_esm, Mar Anomaly, NPL
-0.1818, 2060-2079, miroc_esm, Apr Anomaly, NPL
-0.0049, 2060-2079, miroc_esm, May Anomaly, NPL
-0.0037, 2060-2079, miroc_esm, Oct Anomaly, NPL
-1.3449, 2060-2079, miroc_esm, Nov Anomaly, NPL
-5.2503, 2060-2079, miroc_esm, Dec Anomaly, NPL
-3.8191, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
-3.0437, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
-1.5585, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
-0.1633, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
-3.0E-4, 2060-2079, mpi_esm_lr, May Anomaly, NPL
-0.0278, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
-0.949, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
-3.8751, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
-3.4899, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
-3.809, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
-2.0343, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
-0.1926, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
-3.0E-4, 2060-2079, mpi_esm_mr, May Anomaly, NPL
-0.0064, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
-0.8984, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
-3.2277, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
-2.9255, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
-3.6706, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
-2.5163, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-0.3169, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
-3.0E-4, 2060-2079, mri_cgcm3, May Anomaly, NPL
-0.0841, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
-2.4527, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
-5.0773, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
-2.4029, 2060-2079, mri_esm1, Jan Anomaly, NPL
-2.9216, 2060-2079, mri_esm1, Feb Anomaly, NPL
-2.283, 2060-2079, mri_esm1, Mar Anomaly, NPL
-0.2296, 2060-2079, mri_esm1, Apr Anomaly, NPL
-3.0E-4, 2060-2079, mri_esm1, May Anomaly, NPL
-0.1204, 2060-2079, mri_esm1, Oct Anomaly, NPL
-2.1052, 2060-2079, mri_esm1, Nov Anomaly, NPL
-4.1713, 2060-2079, mri_esm1, Dec Anomaly, NPL
-4.1763, 2060-2079, noresm1_m, Jan Anomaly, NPL
-3.7837, 2060-2079, noresm1_m, Feb Anomaly, NPL
-3.2421, 2060-2079, noresm1_m, Mar Anomaly, NPL
-0.3081, 2060-2079, noresm1_m, Apr Anomaly, NPL
-0.0519, 2060-2079, noresm1_m, Oct Anomaly, NPL
-2.1539, 2060-2079, noresm1_m, Nov Anomaly, NPL
-4.1249, 2060-2079, noresm1_m, Dec Anomaly, NPL
-5.9561, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-4.7338, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-2.5117, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.2942, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.0047, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
0.0, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0696, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.9951, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-5.6278, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
-4.3559, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
-3.6184, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
-2.247, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.2836, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.0047, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
0.0, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
0.0, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
0.0, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
0.0, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.0692, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.8259, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
-4.7424, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
-2.0188, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
-2.4044, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
-1.6899, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
-0.2379, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
-0.0044, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
-0.053, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
-1.2451, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
-2.224, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
-17.366, 2060-2079, access1_0, Annual Anomaly, NPL
-18.772, 2060-2079, access1_3, Annual Anomaly, NPL
-15.241, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
-11.889, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
-17.002, 2060-2079, bnu_esm, Annual Anomaly, NPL
-19.597, 2060-2079, canesm2, Annual Anomaly, NPL
-15.858, 2060-2079, ccsm4, Annual Anomaly, NPL
-14.4, 2060-2079, cesm1_bgc, Annual Anomaly, NPL
-12.837, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
-16.079, 2060-2079, cmcc_cesm, Annual Anomaly, NPL
-16.228, 2060-2079, cmcc_cm, Annual Anomaly, NPL
-17.32, 2060-2079, cmcc_cms, Annual Anomaly, NPL
-13.19, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
-17.225, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
-22.122, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
-17.19, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
-16.47, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
-14.092, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
-16.366, 2060-2079, hadgem2_cc, Annual Anomaly, NPL
-14.616, 2060-2079, hadgem2_es, Annual Anomaly, NPL
-12.596, 2060-2079, inmcm4, Annual Anomaly, NPL
-22.199, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
-19.192, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
-14.698, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, NPL
-15.113, 2060-2079, miroc5, Annual Anomaly, NPL
-22.283, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
-18.26, 2060-2079, miroc_esm, Annual Anomaly, NPL
-13.43, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
-13.656, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
-17.051, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
-14.229, 2060-2079, mri_esm1, Annual Anomaly, NPL
-17.841, 2060-2079, noresm1_m, Annual Anomaly, NPL
-21.2, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
-17.332, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
-10.752, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
