Number of Ice Days (Tmax < 0°C) - (Days), Year, Model, Statistics, ISO3
-0.0417, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
-0.834, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
-1.3506, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
-3.0699, 2040-2059, cmcc_cesm, Jan Anomaly, NPL
-2.2844, 2040-2059, cmcc_cesm, Feb Anomaly, NPL
-1.0958, 2040-2059, cmcc_cesm, Mar Anomaly, NPL
-0.289, 2040-2059, cmcc_cesm, Apr Anomaly, NPL
-0.0115, 2040-2059, cmcc_cesm, May Anomaly, NPL
-0.0015, 2040-2059, cmcc_cesm, Jun Anomaly, NPL
-0.0026, 2040-2059, cmcc_cesm, Sep Anomaly, NPL
-0.0637, 2040-2059, cmcc_cesm, Oct Anomaly, NPL
-1.3473, 2040-2059, cmcc_cesm, Nov Anomaly, NPL
-2.7322, 2040-2059, cmcc_cesm, Dec Anomaly, NPL
-2.7734, 2040-2059, cmcc_cm, Jan Anomaly, NPL
-2.6967, 2040-2059, cmcc_cm, Feb Anomaly, NPL
-1.1881, 2040-2059, cmcc_cm, Mar Anomaly, NPL
-0.1907, 2040-2059, cmcc_cm, Apr Anomaly, NPL
-0.0088, 2040-2059, cmcc_cm, May Anomaly, NPL
-0.0566, 2040-2059, cmcc_cm, Oct Anomaly, NPL
-1.0583, 2040-2059, cmcc_cm, Nov Anomaly, NPL
-2.7231, 2040-2059, cmcc_cm, Dec Anomaly, NPL
-3.4677, 2040-2059, cmcc_cms, Jan Anomaly, NPL
-3.3743, 2040-2059, cmcc_cms, Feb Anomaly, NPL
-1.7005, 2040-2059, cmcc_cms, Mar Anomaly, NPL
-0.1946, 2040-2059, cmcc_cms, Apr Anomaly, NPL
-0.0038, 2040-2059, cmcc_cms, May Anomaly, NPL
-0.1414, 2040-2059, cmcc_cms, Oct Anomaly, NPL
-1.3824, 2040-2059, cmcc_cms, Nov Anomaly, NPL
-4.2268, 2040-2059, cmcc_cms, Dec Anomaly, NPL
-2.8135, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
-2.4482, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
-0.9691, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
-0.2266, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
-0.0102, 2040-2059, cnrm_cm5, May Anomaly, NPL
-0.0292, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
-1.5643, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
-2.3831, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
-2.5396, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
-2.6704, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
-2.1136, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
-0.3103, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
-0.001, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
-0.0305, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
-1.9607, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
-2.8425, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
-4.5466, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
-3.8576, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
-2.4317, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-0.5136, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
-0.0157, 2040-2059, gfdl_cm3, May Anomaly, NPL
-0.0309, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
-1.2748, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
-4.794, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
-2.679, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
-1.4669, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
-1.6349, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
-0.1658, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
-0.0015, 2040-2059, gfdl_esm2g, May Anomaly, NPL
-0.0249, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
-0.275, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
-1.8984, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
-3.7284, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
-2.5512, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
-2.0443, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
-1.1846, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
-0.1305, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
-0.0627, 2040-2059, gfdl_esm2m, May Anomaly, NPL
-0.019, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
-0.1872, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
-2.073, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
-2.3698, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
-1.5302, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
-1.9148, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
-1.3087, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
-0.2056, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
-0.0014, 2040-2059, hadgem2_ao, May Anomaly, NPL
-0.051, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
-1.5594, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
-2.4586, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
-3.6578, 2040-2059, hadgem2_cc, Jan Anomaly, NPL
-3.0029, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
-1.6297, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
-0.1433, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
-0.0779, 2040-2059, hadgem2_cc, Oct Anomaly, NPL
-1.5846, 2040-2059, hadgem2_cc, Nov Anomaly, NPL
-3.2848, 2040-2059, hadgem2_cc, Dec Anomaly, NPL
-2.3247, 2040-2059, hadgem2_es, Jan Anomaly, NPL
-1.9744, 2040-2059, hadgem2_es, Feb Anomaly, NPL
-1.5487, 2040-2059, hadgem2_es, Mar Anomaly, NPL
-0.2054, 2040-2059, hadgem2_es, Apr Anomaly, NPL
0.003, 2040-2059, hadgem2_es, May Anomaly, NPL
-0.0361, 2040-2059, hadgem2_es, Oct Anomaly, NPL
-1.1445, 2040-2059, hadgem2_es, Nov Anomaly, NPL
-2.3244, 2040-2059, hadgem2_es, Dec Anomaly, NPL
-0.8665, 2040-2059, inmcm4, Jan Anomaly, NPL
-0.8577, 2040-2059, inmcm4, Feb Anomaly, NPL
-0.6304, 2040-2059, inmcm4, Mar Anomaly, NPL
-0.1637, 2040-2059, inmcm4, Apr Anomaly, NPL
-0.0986, 2040-2059, inmcm4, Oct Anomaly, NPL
-0.9507, 2040-2059, inmcm4, Nov Anomaly, NPL
-1.2213, 2040-2059, inmcm4, Dec Anomaly, NPL
-4.6269, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
-3.0124, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
-2.4081, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.3846, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.0282, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
-0.1758, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
-2.3388, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
-4.1764, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
-3.1764, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
-3.4126, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
-2.454, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.864, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
-0.044, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
-0.104, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
-1.4661, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
-2.9273, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
-1.0019, 2040-2059, ipsl_cm5b_lr, Jan Anomaly, NPL
-1.1896, 2040-2059, ipsl_cm5b_lr, Feb Anomaly, NPL
-0.9478, 2040-2059, ipsl_cm5b_lr, Mar Anomaly, NPL
-0.5343, 2040-2059, ipsl_cm5b_lr, Apr Anomaly, NPL
-0.0242, 2040-2059, ipsl_cm5b_lr, May Anomaly, NPL
-0.2259, 2040-2059, ipsl_cm5b_lr, Oct Anomaly, NPL
-1.5717, 2040-2059, ipsl_cm5b_lr, Nov Anomaly, NPL
-1.8975, 2040-2059, ipsl_cm5b_lr, Dec Anomaly, NPL
-2.6136, 2040-2059, miroc5, Jan Anomaly, NPL
-2.8326, 2040-2059, miroc5, Feb Anomaly, NPL
-2.0851, 2040-2059, miroc5, Mar Anomaly, NPL
-0.2404, 2040-2059, miroc5, Apr Anomaly, NPL
-0.002, 2040-2059, miroc5, May Anomaly, NPL
-0.0093, 2040-2059, miroc5, Oct Anomaly, NPL
-0.6886, 2040-2059, miroc5, Nov Anomaly, NPL
-2.2606, 2040-2059, miroc5, Dec Anomaly, NPL
-5.9301, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
-4.4511, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
-1.7612, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
-0.1609, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
-0.0071, 2040-2059, miroc_esm_chem, May Anomaly, NPL
-0.0056, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
-1.1157, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
-4.7821, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
-3.9441, 2040-2059, miroc_esm, Jan Anomaly, NPL
-2.3999, 2040-2059, miroc_esm, Feb Anomaly, NPL
-1.2197, 2040-2059, miroc_esm, Mar Anomaly, NPL
-0.1695, 2040-2059, miroc_esm, Apr Anomaly, NPL
-0.0049, 2040-2059, miroc_esm, May Anomaly, NPL
0.00297, 2040-2059, miroc_esm, Oct Anomaly, NPL
-1.1574, 2040-2059, miroc_esm, Nov Anomaly, NPL
-3.8997, 2040-2059, miroc_esm, Dec Anomaly, NPL
-3.0083, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
-2.3305, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
-1.2209, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
-0.1363, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
-0.0319, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
-0.7865, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
-2.9689, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
-2.558, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
-2.6038, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
-1.2186, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
-0.134, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
-3.0E-4, 2040-2059, mpi_esm_mr, May Anomaly, NPL
-0.0096, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
-0.6801, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
-2.181, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
-1.0039, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
-1.6903, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
-1.946, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
-0.2598, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
-3.0E-4, 2040-2059, mri_cgcm3, May Anomaly, NPL
-0.0613, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
-1.9571, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
-3.1255, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
-2.2303, 2040-2059, mri_esm1, Jan Anomaly, NPL
-2.1557, 2040-2059, mri_esm1, Feb Anomaly, NPL
-1.7291, 2040-2059, mri_esm1, Mar Anomaly, NPL
-0.166, 2040-2059, mri_esm1, Apr Anomaly, NPL
-3.0E-4, 2040-2059, mri_esm1, May Anomaly, NPL
-0.1006, 2040-2059, mri_esm1, Oct Anomaly, NPL
-1.3693, 2040-2059, mri_esm1, Nov Anomaly, NPL
-2.1155, 2040-2059, mri_esm1, Dec Anomaly, NPL
-2.0121, 2040-2059, noresm1_m, Jan Anomaly, NPL
-2.7925, 2040-2059, noresm1_m, Feb Anomaly, NPL
-2.6286, 2040-2059, noresm1_m, Mar Anomaly, NPL
-0.2738, 2040-2059, noresm1_m, Apr Anomaly, NPL
-0.0507, 2040-2059, noresm1_m, Oct Anomaly, NPL
-1.5572, 2040-2059, noresm1_m, Nov Anomaly, NPL
-2.6698, 2040-2059, noresm1_m, Dec Anomaly, NPL
-4.4105, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-3.6909, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-2.2127, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.2843, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.0047, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0692, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.8738, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-4.5463, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
-2.9682, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
-2.5034, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
-1.7296, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.249, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.0047, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.0616, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.5193, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
-3.3308, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
-0.5385, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
-0.641, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
-0.811, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
-0.0898, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
-0.0036, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
-0.0104, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
-0.5176, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
-0.6392, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
-12.806, 2040-2059, access1_0, Annual Anomaly, NPL
-13.876, 2040-2059, access1_3, Annual Anomaly, NPL
-11.566, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
-6.6791, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
-13.421, 2040-2059, bnu_esm, Annual Anomaly, NPL
-13.12, 2040-2059, canesm2, Annual Anomaly, NPL
-11.033, 2040-2059, ccsm4, Annual Anomaly, NPL
-9.1259, 2040-2059, cesm1_bgc, Annual Anomaly, NPL
-7.7177, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
-10.903, 2040-2059, cmcc_cesm, Annual Anomaly, NPL
-10.698, 2040-2059, cmcc_cm, Annual Anomaly, NPL
-14.491, 2040-2059, cmcc_cms, Annual Anomaly, NPL
-10.438, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
-12.468, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
-17.465, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
-11.875, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
-10.622, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
-8.6729, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
-12.918, 2040-2059, hadgem2_cc, Annual Anomaly, NPL
-9.2112, 2040-2059, hadgem2_es, Annual Anomaly, NPL
-4.7891, 2040-2059, inmcm4, Annual Anomaly, NPL
-17.151, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
-14.448, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
-7.3933, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, NPL
-10.732, 2040-2059, miroc5, Annual Anomaly, NPL
-18.22, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
-12.785, 2040-2059, miroc_esm, Annual Anomaly, NPL
-10.491, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
-9.384, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
-10.037, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
-9.8657, 2040-2059, mri_esm1, Annual Anomaly, NPL
-11.984, 2040-2059, noresm1_m, Annual Anomaly, NPL
-16.763, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
-12.491, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
-4.0831, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
