Number of Tropical Nights  (Tmin > 20°C) - (Days), Year, Model, Statistics, ISO3
28.8959, 2060-2079, bnu_esm, Annual Anomaly, NPL
34.5023, 2060-2079, canesm2, Annual Anomaly, NPL
34.3145, 2060-2079, ccsm4, Annual Anomaly, NPL
30.9685, 2060-2079, cesm1_bgc, Annual Anomaly, NPL
37.0632, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
34.4948, 2060-2079, cmcc_cesm, Annual Anomaly, NPL
41.6148, 2060-2079, cmcc_cm, Annual Anomaly, NPL
39.6229, 2060-2079, cmcc_cms, Annual Anomaly, NPL
26.0984, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
31.3427, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
47.5481, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
20.3277, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
19.5043, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
23.7589, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
27.7044, 2060-2079, hadgem2_cc, Annual Anomaly, NPL
28.0949, 2060-2079, hadgem2_es, Annual Anomaly, NPL
22.4992, 2060-2079, inmcm4, Annual Anomaly, NPL
44.0887, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
50.0987, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
32.7626, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, NPL
38.6795, 2060-2079, miroc5, Annual Anomaly, NPL
38.0865, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
37.3538, 2060-2079, miroc_esm, Annual Anomaly, NPL
35.3544, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
35.7362, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
25.3854, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
25.4631, 2060-2079, mri_esm1, Annual Anomaly, NPL
25.4123, 2060-2079, noresm1_m, Annual Anomaly, NPL
19.3224, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
29.6347, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
48.5748, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
