Maximum Length of Consecutive Dry Spell - (Days), Year, Model, Statistics, ISO3
-1.128, 2080-2099, bnu_esm, Apr Anomaly, NPL
-4.0163, 2080-2099, bnu_esm, May Anomaly, NPL
-4.003, 2080-2099, bnu_esm, Jun Anomaly, NPL
-2.1443, 2080-2099, bnu_esm, Jul Anomaly, NPL
-0.6653, 2080-2099, bnu_esm, Aug Anomaly, NPL
-2.9449, 2080-2099, bnu_esm, Sep Anomaly, NPL
-5.1187, 2080-2099, bnu_esm, Oct Anomaly, NPL
-0.7956, 2080-2099, bnu_esm, Nov Anomaly, NPL
0.20174, 2080-2099, bnu_esm, Dec Anomaly, NPL
2.39333, 2080-2099, canesm2, Jan Anomaly, NPL
-2.829, 2080-2099, canesm2, Feb Anomaly, NPL
-1.4933, 2080-2099, canesm2, Mar Anomaly, NPL
-2.7734, 2080-2099, canesm2, Apr Anomaly, NPL
4.12877, 2080-2099, canesm2, May Anomaly, NPL
-2.616, 2080-2099, canesm2, Jun Anomaly, NPL
-4.4525, 2080-2099, canesm2, Jul Anomaly, NPL
-0.6559, 2080-2099, canesm2, Aug Anomaly, NPL
-0.6411, 2080-2099, canesm2, Sep Anomaly, NPL
-5.2808, 2080-2099, canesm2, Oct Anomaly, NPL
-2.3676, 2080-2099, canesm2, Nov Anomaly, NPL
5.61782, 2080-2099, canesm2, Dec Anomaly, NPL
-0.429, 2080-2099, ccsm4, Jan Anomaly, NPL
5.59671, 2080-2099, ccsm4, Feb Anomaly, NPL
9.20794, 2080-2099, ccsm4, Mar Anomaly, NPL
6.54779, 2080-2099, ccsm4, Apr Anomaly, NPL
0.56375, 2080-2099, ccsm4, May Anomaly, NPL
-0.3403, 2080-2099, ccsm4, Jun Anomaly, NPL
0.15965, 2080-2099, ccsm4, Jul Anomaly, NPL
0.0582, 2080-2099, ccsm4, Aug Anomaly, NPL
0.45161, 2080-2099, ccsm4, Sep Anomaly, NPL
-0.0765, 2080-2099, ccsm4, Oct Anomaly, NPL
0.99392, 2080-2099, ccsm4, Nov Anomaly, NPL
6.81397, 2080-2099, ccsm4, Dec Anomaly, NPL
-0.2919, 2080-2099, cesm1_bgc, Jan Anomaly, NPL
-2.0764, 2080-2099, cesm1_bgc, Feb Anomaly, NPL
1.27985, 2080-2099, cesm1_bgc, Mar Anomaly, NPL
-0.2948, 2080-2099, cesm1_bgc, Apr Anomaly, NPL
-1.1718, 2080-2099, cesm1_bgc, May Anomaly, NPL
2.37602, 2080-2099, cesm1_bgc, Jun Anomaly, NPL
0.53093, 2080-2099, cesm1_bgc, Jul Anomaly, NPL
0.28502, 2080-2099, cesm1_bgc, Aug Anomaly, NPL
-0.4356, 2080-2099, cesm1_bgc, Sep Anomaly, NPL
1.72214, 2080-2099, cesm1_bgc, Oct Anomaly, NPL
0.5849, 2080-2099, cesm1_bgc, Nov Anomaly, NPL
2.71878, 2080-2099, cesm1_bgc, Dec Anomaly, NPL
2.44348, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
3.48802, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
2.65129, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
4.6454, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
1.06901, 2080-2099, cesm1_cam5, May Anomaly, NPL
0.09639, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
-1.4095, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
0.24231, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
0.02683, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
-0.6477, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
-0.3602, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
-4.5091, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
5.16541, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
4.43165, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
3.18894, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
3.97418, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
-3.1665, 2080-2099, cnrm_cm5, May Anomaly, NPL
-1.2485, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
-0.5372, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
-0.0541, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
-0.4075, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
-4.3589, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
-0.3903, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
0.39665, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
4.6538, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
7.27953, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
9.93823, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
3.72503, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
3.62696, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
3.31553, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
9.48939, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
-3.0504, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
-9.7026, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
-12.244, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
-11.157, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
-3.6274, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
5.49894, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
0.68393, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
4.98044, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
-3.5511, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
5.91618, 2080-2099, gfdl_cm3, May Anomaly, NPL
1.5875, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
-1.3663, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
-0.3924, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
-1.9724, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
-3.4214, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
0.42785, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
10.411, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
0.20956, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
3.35263, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
0.95772, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
3.37991, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
3.23714, 2080-2099, gfdl_esm2g, May Anomaly, NPL
-1.5228, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
1.05001, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
0.07617, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
0.75394, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
0.38212, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
1.98653, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
2.19926, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
-5.1043, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
-0.1397, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
6.13372, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
1.45616, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
3.50583, 2080-2099, gfdl_esm2m, May Anomaly, NPL
3.31697, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
-0.4461, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
1.23567, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
0.47826, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
-1.4708, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
-0.0311, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
-2.1828, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
4.31039, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
3.18641, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
2.25636, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
3.62452, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
1.33119, 2080-2099, hadgem2_ao, May Anomaly, NPL
-0.1219, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
-0.0686, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
-0.1201, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
0.23167, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
2.44314, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
7.64069, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
6.07884, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
5.17633, 2080-2099, hadgem2_cc, Jan Anomaly, NPL
0.78339, 2080-2099, hadgem2_cc, Feb Anomaly, NPL
1.15885, 2080-2099, hadgem2_cc, Mar Anomaly, NPL
1.27207, 2080-2099, hadgem2_cc, Apr Anomaly, NPL
2.7079, 2080-2099, hadgem2_cc, May Anomaly, NPL
2.07137, 2080-2099, hadgem2_cc, Jun Anomaly, NPL
0.0071, 2080-2099, hadgem2_cc, Jul Anomaly, NPL
-0.1515, 2080-2099, hadgem2_cc, Aug Anomaly, NPL
0.0285, 2080-2099, hadgem2_cc, Sep Anomaly, NPL
4.24345, 2080-2099, hadgem2_cc, Oct Anomaly, NPL
13.7112, 2080-2099, hadgem2_cc, Nov Anomaly, NPL
9.28968, 2080-2099, hadgem2_cc, Dec Anomaly, NPL
-1.8671, 2080-2099, inmcm4, Jan Anomaly, NPL
1.97769, 2080-2099, inmcm4, Feb Anomaly, NPL
1.58802, 2080-2099, inmcm4, Mar Anomaly, NPL
1.57293, 2080-2099, inmcm4, Apr Anomaly, NPL
-0.3583, 2080-2099, inmcm4, May Anomaly, NPL
-0.1628, 2080-2099, inmcm4, Jun Anomaly, NPL
-0.3694, 2080-2099, inmcm4, Jul Anomaly, NPL
-0.086, 2080-2099, inmcm4, Aug Anomaly, NPL
-0.0254, 2080-2099, inmcm4, Sep Anomaly, NPL
-0.5959, 2080-2099, inmcm4, Oct Anomaly, NPL
-0.0582, 2080-2099, inmcm4, Nov Anomaly, NPL
2.16429, 2080-2099, inmcm4, Dec Anomaly, NPL
3.51808, 2080-2099, miroc5, Jan Anomaly, NPL
-3.5715, 2080-2099, miroc5, Feb Anomaly, NPL
0.81852, 2080-2099, miroc5, Mar Anomaly, NPL
0.27715, 2080-2099, miroc5, Apr Anomaly, NPL
1.84498, 2080-2099, miroc5, May Anomaly, NPL
-0.2109, 2080-2099, miroc5, Jun Anomaly, NPL
-1.4101, 2080-2099, miroc5, Jul Anomaly, NPL
0.20205, 2080-2099, miroc5, Aug Anomaly, NPL
-0.1247, 2080-2099, miroc5, Sep Anomaly, NPL
-1.0635, 2080-2099, miroc5, Oct Anomaly, NPL
-2.3642, 2080-2099, miroc5, Nov Anomaly, NPL
0.36123, 2080-2099, miroc5, Dec Anomaly, NPL
-5.175, 2080-2099, miroc_esm, Jan Anomaly, NPL
-1.4532, 2080-2099, miroc_esm, Feb Anomaly, NPL
-2.2968, 2080-2099, miroc_esm, Mar Anomaly, NPL
-2.3667, 2080-2099, miroc_esm, Apr Anomaly, NPL
0.56992, 2080-2099, miroc_esm, May Anomaly, NPL
-0.9778, 2080-2099, miroc_esm, Jun Anomaly, NPL
-0.7326, 2080-2099, miroc_esm, Jul Anomaly, NPL
-0.2339, 2080-2099, miroc_esm, Aug Anomaly, NPL
-0.5755, 2080-2099, miroc_esm, Sep Anomaly, NPL
0.46292, 2080-2099, miroc_esm, Oct Anomaly, NPL
-1.1884, 2080-2099, miroc_esm, Nov Anomaly, NPL
-4.4733, 2080-2099, miroc_esm, Dec Anomaly, NPL
2.57578, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
5.97851, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
3.69335, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
1.41218, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
2.67497, 2080-2099, mpi_esm_lr, May Anomaly, NPL
-1.457, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
0.6756, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
0.15775, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
-1.1038, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
-0.5954, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
0.19112, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
6.8366, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
3.50358, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
5.76894, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
3.26808, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
3.38969, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
-0.2511, 2080-2099, mpi_esm_mr, May Anomaly, NPL
1.39467, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
-0.3684, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
0.25074, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
-1.237, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
-1.6236, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
-2.4728, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
-2.8151, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
-1.7882, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
-1.8005, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
-0.2609, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
-1.3831, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
-1.0571, 2080-2099, mri_cgcm3, May Anomaly, NPL
-1.205, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
2.8061, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
-1.4027, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
1.88519, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
-1.3014, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
3.25894, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
1.29796, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
8.81919, 2080-2099, noresm1_m, Jan Anomaly, NPL
2.44367, 2080-2099, noresm1_m, Feb Anomaly, NPL
-0.8334, 2080-2099, noresm1_m, Mar Anomaly, NPL
4.81244, 2080-2099, noresm1_m, Apr Anomaly, NPL
3.48821, 2080-2099, noresm1_m, May Anomaly, NPL
3.01101, 2080-2099, noresm1_m, Jun Anomaly, NPL
-0.7424, 2080-2099, noresm1_m, Jul Anomaly, NPL
-0.2144, 2080-2099, noresm1_m, Aug Anomaly, NPL
0.19074, 2080-2099, noresm1_m, Sep Anomaly, NPL
-3.0989, 2080-2099, noresm1_m, Oct Anomaly, NPL
1.84571, 2080-2099, noresm1_m, Nov Anomaly, NPL
5.7931, 2080-2099, noresm1_m, Dec Anomaly, NPL
-10.222, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-10.616, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-12.909, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-12.324, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-15.319, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-10.847, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.5838, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.6687, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.541, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-6.4833, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-7.3572, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-9.2659, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
1.25868, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
1.18761, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
1.52883, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
1.47043, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
1.08317, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
-0.062, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.1496, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.0698, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
-0.697, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.76, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
1.55993, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
3.21082, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
15.3375, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
16.8861, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
19.2936, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
17.6864, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
18.13, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
24.6072, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
24.835, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
8.18784, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
11.1408, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
7.85811, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
9.05064, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
14.0954, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
17.6043, 2080-2099, access1_0, Annual Anomaly, NPL
4.71488, 2080-2099, access1_3, Annual Anomaly, NPL
3.52187, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
2.44769, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
-2.9541, 2080-2099, bnu_esm, Annual Anomaly, NPL
-1.9522, 2080-2099, canesm2, Annual Anomaly, NPL
6.28766, 2080-2099, ccsm4, Annual Anomaly, NPL
-0.6233, 2080-2099, cesm1_bgc, Annual Anomaly, NPL
4.7007, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
6.19308, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
2.93187, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
8.47349, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
3.70135, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
2.03686, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
9.08254, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
13.2832, 2080-2099, hadgem2_cc, Annual Anomaly, NPL
0.7137, 2080-2099, inmcm4, Annual Anomaly, NPL
1.31474, 2080-2099, miroc5, Annual Anomaly, NPL
-4.3996, 2080-2099, miroc_esm, Annual Anomaly, NPL
4.47826, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
3.8267, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
-2.6197, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
8.54405, 2080-2099, noresm1_m, Annual Anomaly, NPL
-14.343, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
1.40249, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
25.6822, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
