Maximum Length of Consecutive Dry Spell - (Days), Year, Model, Statistics, ISO3
-1.4036, 2080-2099, ccsm4, Oct Anomaly, NPL
1.84993, 2080-2099, ccsm4, Nov Anomaly, NPL
7.58297, 2080-2099, ccsm4, Dec Anomaly, NPL
3.46229, 2080-2099, cesm1_bgc, Jan Anomaly, NPL
-1.6954, 2080-2099, cesm1_bgc, Feb Anomaly, NPL
-2.221, 2080-2099, cesm1_bgc, Mar Anomaly, NPL
-0.6276, 2080-2099, cesm1_bgc, Apr Anomaly, NPL
-2.5119, 2080-2099, cesm1_bgc, May Anomaly, NPL
-0.4975, 2080-2099, cesm1_bgc, Jun Anomaly, NPL
1.56857, 2080-2099, cesm1_bgc, Jul Anomaly, NPL
0.15617, 2080-2099, cesm1_bgc, Aug Anomaly, NPL
0.32504, 2080-2099, cesm1_bgc, Sep Anomaly, NPL
-2.5191, 2080-2099, cesm1_bgc, Oct Anomaly, NPL
0.14408, 2080-2099, cesm1_bgc, Nov Anomaly, NPL
6.04802, 2080-2099, cesm1_bgc, Dec Anomaly, NPL
-2.7551, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
0.87317, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
-2.535, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
-4.1084, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
-4.4935, 2080-2099, cesm1_cam5, May Anomaly, NPL
1.32363, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
-1.5127, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
0.15859, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
0.07428, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
-1.8984, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
-4.9609, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
-8.0033, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
3.21811, 2080-2099, cmcc_cesm, Jan Anomaly, NPL
5.94826, 2080-2099, cmcc_cesm, Feb Anomaly, NPL
4.94254, 2080-2099, cmcc_cesm, Mar Anomaly, NPL
3.4562, 2080-2099, cmcc_cesm, Apr Anomaly, NPL
-1.8683, 2080-2099, cmcc_cesm, May Anomaly, NPL
3.56843, 2080-2099, cmcc_cesm, Jun Anomaly, NPL
5.29181, 2080-2099, cmcc_cesm, Jul Anomaly, NPL
1.3006, 2080-2099, cmcc_cesm, Aug Anomaly, NPL
-0.6102, 2080-2099, cmcc_cesm, Sep Anomaly, NPL
-9.5276, 2080-2099, cmcc_cesm, Oct Anomaly, NPL
-1.7023, 2080-2099, cmcc_cesm, Nov Anomaly, NPL
2.1461, 2080-2099, cmcc_cesm, Dec Anomaly, NPL
8.45729, 2080-2099, cmcc_cm, Jan Anomaly, NPL
12.9473, 2080-2099, cmcc_cm, Feb Anomaly, NPL
15.6842, 2080-2099, cmcc_cm, Mar Anomaly, NPL
8.88457, 2080-2099, cmcc_cm, Apr Anomaly, NPL
5.90047, 2080-2099, cmcc_cm, May Anomaly, NPL
-5.029, 2080-2099, cmcc_cm, Jun Anomaly, NPL
1.85467, 2080-2099, cmcc_cm, Jul Anomaly, NPL
1.24585, 2080-2099, cmcc_cm, Aug Anomaly, NPL
0.88338, 2080-2099, cmcc_cm, Sep Anomaly, NPL
-0.9554, 2080-2099, cmcc_cm, Oct Anomaly, NPL
4.23522, 2080-2099, cmcc_cm, Nov Anomaly, NPL
12.0733, 2080-2099, cmcc_cm, Dec Anomaly, NPL
10.0924, 2080-2099, cmcc_cms, Jan Anomaly, NPL
10.3167, 2080-2099, cmcc_cms, Feb Anomaly, NPL
20.7093, 2080-2099, cmcc_cms, Mar Anomaly, NPL
10.0654, 2080-2099, cmcc_cms, Apr Anomaly, NPL
2.55513, 2080-2099, cmcc_cms, May Anomaly, NPL
-1.7172, 2080-2099, cmcc_cms, Jun Anomaly, NPL
3.39093, 2080-2099, cmcc_cms, Jul Anomaly, NPL
0.3747, 2080-2099, cmcc_cms, Aug Anomaly, NPL
-1.8505, 2080-2099, cmcc_cms, Sep Anomaly, NPL
-3.2294, 2080-2099, cmcc_cms, Oct Anomaly, NPL
2.89867, 2080-2099, cmcc_cms, Nov Anomaly, NPL
11.4355, 2080-2099, cmcc_cms, Dec Anomaly, NPL
4.58648, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
5.51955, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
0.18251, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
0.64354, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
-4.4595, 2080-2099, cnrm_cm5, May Anomaly, NPL
-2.1211, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
-0.0522, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
-0.2074, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
-0.8653, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
-3.7996, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
0.09768, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
2.23647, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
0.81246, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
8.89294, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
9.78729, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
6.74573, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
0.16493, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
-7.8098, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
-2.1247, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
-8.5016, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
-11.933, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
-9.226, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
-10.537, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
-2.8184, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
11.2336, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
19.1361, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
13.502, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
5.09993, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
6.3772, 2080-2099, gfdl_cm3, May Anomaly, NPL
-2.2848, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
-3.496, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
-0.354, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
-2.0599, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
-5.0236, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
2.23849, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
13.4629, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
9.33025, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
7.81813, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
-0.3999, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
1.61855, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
3.14413, 2080-2099, gfdl_esm2g, May Anomaly, NPL
-8.9403, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
-2.5056, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
1.24258, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
0.08792, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
-1.1104, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
-0.6839, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
1.22155, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
-2.8334, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
3.6385, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
1.56588, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
-0.8682, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
5.64733, 2080-2099, gfdl_esm2m, May Anomaly, NPL
3.11236, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
-0.4946, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
1.05025, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
0.8128, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
-1.6934, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
-0.7279, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
-3.1236, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
13.482, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
4.81975, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
1.40934, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
1.94095, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
-0.2528, 2080-2099, hadgem2_ao, May Anomaly, NPL
1.22433, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
-0.1052, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
-0.05, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
-1.2815, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
-0.9069, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
7.17357, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
15.1058, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
17.0683, 2080-2099, hadgem2_cc, Jan Anomaly, NPL
7.46626, 2080-2099, hadgem2_cc, Feb Anomaly, NPL
2.78433, 2080-2099, hadgem2_cc, Mar Anomaly, NPL
1.26574, 2080-2099, hadgem2_cc, Apr Anomaly, NPL
1.7488, 2080-2099, hadgem2_cc, May Anomaly, NPL
3.7551, 2080-2099, hadgem2_cc, Jun Anomaly, NPL
0.0049, 2080-2099, hadgem2_cc, Jul Anomaly, NPL
-0.1645, 2080-2099, hadgem2_cc, Aug Anomaly, NPL
-0.5377, 2080-2099, hadgem2_cc, Sep Anomaly, NPL
4.95483, 2080-2099, hadgem2_cc, Oct Anomaly, NPL
17.2984, 2080-2099, hadgem2_cc, Nov Anomaly, NPL
24.5675, 2080-2099, hadgem2_cc, Dec Anomaly, NPL
12.5366, 2080-2099, hadgem2_es, Jan Anomaly, NPL
6.25203, 2080-2099, hadgem2_es, Feb Anomaly, NPL
2.42074, 2080-2099, hadgem2_es, Mar Anomaly, NPL
2.47562, 2080-2099, hadgem2_es, Apr Anomaly, NPL
0.10151, 2080-2099, hadgem2_es, May Anomaly, NPL
2.12363, 2080-2099, hadgem2_es, Jun Anomaly, NPL
0.13889, 2080-2099, hadgem2_es, Jul Anomaly, NPL
0.26473, 2080-2099, hadgem2_es, Aug Anomaly, NPL
-1.2381, 2080-2099, hadgem2_es, Sep Anomaly, NPL
2.80213, 2080-2099, hadgem2_es, Oct Anomaly, NPL
14.2486, 2080-2099, hadgem2_es, Nov Anomaly, NPL
22.1797, 2080-2099, hadgem2_es, Dec Anomaly, NPL
2.23369, 2080-2099, miroc5, Jan Anomaly, NPL
2.57271, 2080-2099, miroc5, Feb Anomaly, NPL
1.08601, 2080-2099, miroc5, Mar Anomaly, NPL
-0.7259, 2080-2099, miroc5, Apr Anomaly, NPL
1.97064, 2080-2099, miroc5, May Anomaly, NPL
-1.6048, 2080-2099, miroc5, Jun Anomaly, NPL
-1.5751, 2080-2099, miroc5, Jul Anomaly, NPL
0.08223, 2080-2099, miroc5, Aug Anomaly, NPL
-1.1774, 2080-2099, miroc5, Sep Anomaly, NPL
-3.6598, 2080-2099, miroc5, Oct Anomaly, NPL
-5.8299, 2080-2099, miroc5, Nov Anomaly, NPL
-1.9889, 2080-2099, miroc5, Dec Anomaly, NPL
13.3789, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
9.79585, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
10.6651, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
12.388, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
11.4511, 2080-2099, mpi_esm_lr, May Anomaly, NPL
7.1646, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
2.32836, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
0.22877, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
-1.4791, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
0.03997, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
1.08027, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
10.6061, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
-1.5872, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
-7.5712, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
-4.4917, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
-0.6944, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
-1.3672, 2080-2099, mri_cgcm3, May Anomaly, NPL
-5.7025, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
-1.5752, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
-4.4057, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
-3.5187, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
-3.5161, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
1.94096, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
3.05274, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
-1.5737, 2080-2099, mri_esm1, Jan Anomaly, NPL
0.19602, 2080-2099, mri_esm1, Feb Anomaly, NPL
-1.5155, 2080-2099, mri_esm1, Mar Anomaly, NPL
-4.5923, 2080-2099, mri_esm1, Apr Anomaly, NPL
0.059, 2080-2099, mri_esm1, May Anomaly, NPL
-0.0917, 2080-2099, mri_esm1, Jun Anomaly, NPL
-3.1134, 2080-2099, mri_esm1, Jul Anomaly, NPL
-4.218, 2080-2099, mri_esm1, Aug Anomaly, NPL
-4.3622, 2080-2099, mri_esm1, Sep Anomaly, NPL
-0.9409, 2080-2099, mri_esm1, Oct Anomaly, NPL
9.14576, 2080-2099, mri_esm1, Nov Anomaly, NPL
-0.3623, 2080-2099, mri_esm1, Dec Anomaly, NPL
4.72516, 2080-2099, noresm1_m, Jan Anomaly, NPL
5.47895, 2080-2099, noresm1_m, Feb Anomaly, NPL
2.54793, 2080-2099, noresm1_m, Mar Anomaly, NPL
4.80862, 2080-2099, noresm1_m, Apr Anomaly, NPL
3.65358, 2080-2099, noresm1_m, May Anomaly, NPL
3.09653, 2080-2099, noresm1_m, Jun Anomaly, NPL
-1.3238, 2080-2099, noresm1_m, Jul Anomaly, NPL
-0.0709, 2080-2099, noresm1_m, Aug Anomaly, NPL
-0.3128, 2080-2099, noresm1_m, Sep Anomaly, NPL
-3.7376, 2080-2099, noresm1_m, Oct Anomaly, NPL
1.26575, 2080-2099, noresm1_m, Nov Anomaly, NPL
2.43494, 2080-2099, noresm1_m, Dec Anomaly, NPL
-7.2263, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-8.7532, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-12.683, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-13.642, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-16.816, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-10.506, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.7172, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.6427, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.7571, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-6.5226, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-4.6742, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-4.8688, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
4.88334, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
3.43368, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
1.13261, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
1.71299, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
0.98315, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
-0.1492, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
0.00552, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
0.09079, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
-0.3345, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
-1.075, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
2.8845, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
7.42117, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
20.8513, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
20.9679, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
21.2702, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
18.4388, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
18.6633, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
20.2974, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
19.2313, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
6.48863, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
7.92263, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
7.96663, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
14.1034, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
21.428, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
23.0704, 2080-2099, access1_0, Annual Anomaly, NPL
7.21629, 2080-2099, access1_3, Annual Anomaly, NPL
-0.0873, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
-5.1455, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
7.09292, 2080-2099, bnu_esm, Annual Anomaly, NPL
-1.3798, 2080-2099, canesm2, Annual Anomaly, NPL
7.6765, 2080-2099, ccsm4, Annual Anomaly, NPL
1.41001, 2080-2099, cesm1_bgc, Annual Anomaly, NPL
-6.3017, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
3.83837, 2080-2099, cmcc_cesm, Annual Anomaly, NPL
12.2775, 2080-2099, cmcc_cm, Annual Anomaly, NPL
15.7199, 2080-2099, cmcc_cms, Annual Anomaly, NPL
5.21115, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
-1.0834, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
22.4146, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
7.02399, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
0.28483, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
17.7282, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
28.6471, 2080-2099, hadgem2_cc, Annual Anomaly, NPL
23.968, 2080-2099, hadgem2_es, Annual Anomaly, NPL
7.74024, 2080-2099, inmcm4, Annual Anomaly, NPL
-0.0099, 2080-2099, miroc5, Annual Anomaly, NPL
17.2686, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
-7.8753, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
-1.8194, 2080-2099, mri_esm1, Annual Anomaly, NPL
6.23135, 2080-2099, noresm1_m, Annual Anomaly, NPL
-8.6572, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
5.70148, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
29.917, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
