Maximum Length of Consecutive Wet Spell - (Days), Year, Model, Statistics, ISO3
0.44996, 2060-2079, bcc_csm1_1, Nov Anomaly, NPL
0.47863, 2060-2079, bcc_csm1_1, Dec Anomaly, NPL
0.19914, 2060-2079, bnu_esm, Jan Anomaly, NPL
-0.8397, 2060-2079, bnu_esm, Feb Anomaly, NPL
0.14512, 2060-2079, bnu_esm, Mar Anomaly, NPL
0.27895, 2060-2079, bnu_esm, Apr Anomaly, NPL
-1.1131, 2060-2079, bnu_esm, May Anomaly, NPL
-1.2681, 2060-2079, bnu_esm, Jun Anomaly, NPL
-3.3235, 2060-2079, bnu_esm, Jul Anomaly, NPL
-8.5814, 2060-2079, bnu_esm, Aug Anomaly, NPL
-5.5484, 2060-2079, bnu_esm, Sep Anomaly, NPL
5.90536, 2060-2079, bnu_esm, Oct Anomaly, NPL
0.08006, 2060-2079, bnu_esm, Nov Anomaly, NPL
1.23268, 2060-2079, bnu_esm, Dec Anomaly, NPL
0.44294, 2060-2079, canesm2, Jan Anomaly, NPL
0.23027, 2060-2079, canesm2, Feb Anomaly, NPL
0.65281, 2060-2079, canesm2, Mar Anomaly, NPL
1.18467, 2060-2079, canesm2, Apr Anomaly, NPL
-0.7875, 2060-2079, canesm2, May Anomaly, NPL
-1.1475, 2060-2079, canesm2, Jun Anomaly, NPL
-1.0678, 2060-2079, canesm2, Jul Anomaly, NPL
-6.3044, 2060-2079, canesm2, Aug Anomaly, NPL
-11.635, 2060-2079, canesm2, Sep Anomaly, NPL
3.11368, 2060-2079, canesm2, Oct Anomaly, NPL
-0.1138, 2060-2079, canesm2, Nov Anomaly, NPL
-0.7532, 2060-2079, canesm2, Dec Anomaly, NPL
0.35736, 2060-2079, ccsm4, Jan Anomaly, NPL
-0.7887, 2060-2079, ccsm4, Feb Anomaly, NPL
-0.5744, 2060-2079, ccsm4, Mar Anomaly, NPL
-0.4645, 2060-2079, ccsm4, Apr Anomaly, NPL
-0.8015, 2060-2079, ccsm4, May Anomaly, NPL
-3.5132, 2060-2079, ccsm4, Jun Anomaly, NPL
-4.6152, 2060-2079, ccsm4, Jul Anomaly, NPL
-4.4763, 2060-2079, ccsm4, Aug Anomaly, NPL
-5.3996, 2060-2079, ccsm4, Sep Anomaly, NPL
-7.3683, 2060-2079, ccsm4, Oct Anomaly, NPL
-0.2394, 2060-2079, ccsm4, Nov Anomaly, NPL
-1.8187, 2060-2079, ccsm4, Dec Anomaly, NPL
0.07461, 2060-2079, cesm1_bgc, Jan Anomaly, NPL
0.15531, 2060-2079, cesm1_bgc, Feb Anomaly, NPL
0.14153, 2060-2079, cesm1_bgc, Mar Anomaly, NPL
-0.2456, 2060-2079, cesm1_bgc, Apr Anomaly, NPL
-0.2693, 2060-2079, cesm1_bgc, May Anomaly, NPL
-3.9815, 2060-2079, cesm1_bgc, Jun Anomaly, NPL
-5.5509, 2060-2079, cesm1_bgc, Jul Anomaly, NPL
-7.3129, 2060-2079, cesm1_bgc, Aug Anomaly, NPL
-13.119, 2060-2079, cesm1_bgc, Sep Anomaly, NPL
-0.3025, 2060-2079, cesm1_bgc, Oct Anomaly, NPL
-0.2849, 2060-2079, cesm1_bgc, Nov Anomaly, NPL
-0.6378, 2060-2079, cesm1_bgc, Dec Anomaly, NPL
-0.3841, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
0.38447, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
0.6218, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
0.08839, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
-0.5311, 2060-2079, cesm1_cam5, May Anomaly, NPL
-5.9193, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
-6.9395, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
-7.2246, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
-9.0529, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
-5.2388, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
-0.6191, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
-0.4889, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
0.56779, 2060-2079, cmcc_cesm, Jan Anomaly, NPL
-0.3604, 2060-2079, cmcc_cesm, Feb Anomaly, NPL
-0.7276, 2060-2079, cmcc_cesm, Mar Anomaly, NPL
0.01474, 2060-2079, cmcc_cesm, Apr Anomaly, NPL
-0.3481, 2060-2079, cmcc_cesm, May Anomaly, NPL
-2.1977, 2060-2079, cmcc_cesm, Jun Anomaly, NPL
-6.7543, 2060-2079, cmcc_cesm, Jul Anomaly, NPL
-10.279, 2060-2079, cmcc_cesm, Aug Anomaly, NPL
-6.6935, 2060-2079, cmcc_cesm, Sep Anomaly, NPL
0.60083, 2060-2079, cmcc_cesm, Oct Anomaly, NPL
-0.8211, 2060-2079, cmcc_cesm, Nov Anomaly, NPL
0.35703, 2060-2079, cmcc_cesm, Dec Anomaly, NPL
-0.8543, 2060-2079, cmcc_cm, Jan Anomaly, NPL
-1.1344, 2060-2079, cmcc_cm, Feb Anomaly, NPL
0.24895, 2060-2079, cmcc_cm, Mar Anomaly, NPL
-0.7372, 2060-2079, cmcc_cm, Apr Anomaly, NPL
0.99908, 2060-2079, cmcc_cm, May Anomaly, NPL
-0.16, 2060-2079, cmcc_cm, Jun Anomaly, NPL
-4.5153, 2060-2079, cmcc_cm, Jul Anomaly, NPL
-9.9502, 2060-2079, cmcc_cm, Aug Anomaly, NPL
-8.7136, 2060-2079, cmcc_cm, Sep Anomaly, NPL
-0.4758, 2060-2079, cmcc_cm, Oct Anomaly, NPL
-0.8391, 2060-2079, cmcc_cm, Nov Anomaly, NPL
-1.204, 2060-2079, cmcc_cm, Dec Anomaly, NPL
-0.447, 2060-2079, cmcc_cms, Jan Anomaly, NPL
-0.0091, 2060-2079, cmcc_cms, Feb Anomaly, NPL
-1.5993, 2060-2079, cmcc_cms, Mar Anomaly, NPL
-1.441, 2060-2079, cmcc_cms, Apr Anomaly, NPL
-1.729, 2060-2079, cmcc_cms, May Anomaly, NPL
-3.1935, 2060-2079, cmcc_cms, Jun Anomaly, NPL
-7.1146, 2060-2079, cmcc_cms, Jul Anomaly, NPL
-7.4544, 2060-2079, cmcc_cms, Aug Anomaly, NPL
-8.6041, 2060-2079, cmcc_cms, Sep Anomaly, NPL
-1.1908, 2060-2079, cmcc_cms, Oct Anomaly, NPL
-0.5249, 2060-2079, cmcc_cms, Nov Anomaly, NPL
-0.6574, 2060-2079, cmcc_cms, Dec Anomaly, NPL
-0.8149, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
0.18184, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
-0.1082, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
0.83117, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
3.82063, 2060-2079, cnrm_cm5, May Anomaly, NPL
1.92882, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
3.40527, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
2.55852, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
2.43243, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
2.5333, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
-0.5943, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
-0.0138, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
-0.4139, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
-0.1323, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
-0.1815, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
0.26779, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
0.60417, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
0.70045, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
-0.7304, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
3.06781, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
9.01241, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
5.34762, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
0.96631, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
0.22806, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
0.01323, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
0.45227, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
0.88369, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
0.96602, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
2.48334, 2060-2079, gfdl_cm3, May Anomaly, NPL
4.42188, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
8.47219, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
11.1056, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
18.7032, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
31.226, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
-0.0251, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
-0.8606, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
-0.0309, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
-0.4175, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
-0.8269, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
-0.3889, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
-0.3511, 2060-2079, gfdl_esm2g, May Anomaly, NPL
-3.6982, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
-3.9222, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
-7.014, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
-12.315, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
-6.7684, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
0.79464, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
-0.1406, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
0.12943, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
-0.5943, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
0.14697, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
-0.1561, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
-0.19, 2060-2079, gfdl_esm2m, May Anomaly, NPL
0.32201, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
-0.9504, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
-6.0637, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
-7.9011, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
-2.3183, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
0.9214, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
0.70837, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
-0.166, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
-0.9087, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
-1.7136, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
-0.8142, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
1.1968, 2060-2079, hadgem2_ao, May Anomaly, NPL
0.12657, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
-1.2103, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
-1.4833, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
-0.2984, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
19.4537, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
-1.5037, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
-1.0195, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
-0.8838, 2060-2079, hadgem2_cc, Jan Anomaly, NPL
-1.0203, 2060-2079, hadgem2_cc, Feb Anomaly, NPL
-0.5451, 2060-2079, hadgem2_cc, Mar Anomaly, NPL
-2.3098, 2060-2079, hadgem2_cc, Apr Anomaly, NPL
-2.7706, 2060-2079, hadgem2_cc, May Anomaly, NPL
-2.4425, 2060-2079, hadgem2_cc, Jun Anomaly, NPL
-4.3809, 2060-2079, hadgem2_cc, Jul Anomaly, NPL
-4.9855, 2060-2079, hadgem2_cc, Aug Anomaly, NPL
2.08875, 2060-2079, hadgem2_cc, Sep Anomaly, NPL
1.96409, 2060-2079, hadgem2_cc, Oct Anomaly, NPL
-1.7268, 2060-2079, hadgem2_cc, Nov Anomaly, NPL
-1.1635, 2060-2079, hadgem2_cc, Dec Anomaly, NPL
-1.1675, 2060-2079, hadgem2_es, Jan Anomaly, NPL
-1.6379, 2060-2079, hadgem2_es, Feb Anomaly, NPL
-0.6418, 2060-2079, hadgem2_es, Mar Anomaly, NPL
-1.5032, 2060-2079, hadgem2_es, Apr Anomaly, NPL
-3.197, 2060-2079, hadgem2_es, May Anomaly, NPL
-5.2667, 2060-2079, hadgem2_es, Jun Anomaly, NPL
-7.9808, 2060-2079, hadgem2_es, Jul Anomaly, NPL
-11.009, 2060-2079, hadgem2_es, Aug Anomaly, NPL
-11.542, 2060-2079, hadgem2_es, Sep Anomaly, NPL
2.31617, 2060-2079, hadgem2_es, Oct Anomaly, NPL
-1.5883, 2060-2079, hadgem2_es, Nov Anomaly, NPL
-0.8511, 2060-2079, hadgem2_es, Dec Anomaly, NPL
-0.5562, 2060-2079, miroc5, Jan Anomaly, NPL
0.29633, 2060-2079, miroc5, Feb Anomaly, NPL
0.19169, 2060-2079, miroc5, Mar Anomaly, NPL
1.66117, 2060-2079, miroc5, Apr Anomaly, NPL
1.03363, 2060-2079, miroc5, May Anomaly, NPL
3.65841, 2060-2079, miroc5, Jun Anomaly, NPL
5.89209, 2060-2079, miroc5, Jul Anomaly, NPL
2.99476, 2060-2079, miroc5, Aug Anomaly, NPL
-2.1954, 2060-2079, miroc5, Sep Anomaly, NPL
-2.4981, 2060-2079, miroc5, Oct Anomaly, NPL
0.37896, 2060-2079, miroc5, Nov Anomaly, NPL
0.07135, 2060-2079, miroc5, Dec Anomaly, NPL
0.144, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
-0.7482, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
-0.5922, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
-1.1971, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
-0.8681, 2060-2079, mpi_esm_lr, May Anomaly, NPL
-2.3733, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
-5.4241, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
-9.1595, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
-8.7883, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
-3.9764, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
-0.8064, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
-0.5378, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
-0.0564, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
-0.7362, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
-0.7296, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
-0.0213, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
-2.0352, 2060-2079, mpi_esm_mr, May Anomaly, NPL
-4.359, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
-7.7131, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
-10.546, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
-3.2994, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
1.40431, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
0.15226, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
0.40512, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
0.17003, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
-0.1696, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
-0.0265, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-0.3281, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
1.2243, 2060-2079, mri_cgcm3, May Anomaly, NPL
0.68729, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
1.77281, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
-2.2378, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
-0.0129, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
-0.676, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
-0.6099, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
-1.1626, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
-0.0398, 2060-2079, mri_esm1, Jan Anomaly, NPL
-0.0594, 2060-2079, mri_esm1, Feb Anomaly, NPL
-0.3662, 2060-2079, mri_esm1, Mar Anomaly, NPL
0.32919, 2060-2079, mri_esm1, Apr Anomaly, NPL
0.53553, 2060-2079, mri_esm1, May Anomaly, NPL
1.17071, 2060-2079, mri_esm1, Jun Anomaly, NPL
1.63243, 2060-2079, mri_esm1, Jul Anomaly, NPL
1.13817, 2060-2079, mri_esm1, Aug Anomaly, NPL
-0.7284, 2060-2079, mri_esm1, Sep Anomaly, NPL
0.90445, 2060-2079, mri_esm1, Oct Anomaly, NPL
-0.5624, 2060-2079, mri_esm1, Nov Anomaly, NPL
0.14502, 2060-2079, mri_esm1, Dec Anomaly, NPL
-0.0428, 2060-2079, noresm1_m, Jan Anomaly, NPL
0.48949, 2060-2079, noresm1_m, Feb Anomaly, NPL
-0.7986, 2060-2079, noresm1_m, Mar Anomaly, NPL
-1.5695, 2060-2079, noresm1_m, Apr Anomaly, NPL
-0.2779, 2060-2079, noresm1_m, May Anomaly, NPL
-1.5481, 2060-2079, noresm1_m, Jun Anomaly, NPL
-1.1852, 2060-2079, noresm1_m, Jul Anomaly, NPL
-0.9119, 2060-2079, noresm1_m, Aug Anomaly, NPL
1.03411, 2060-2079, noresm1_m, Sep Anomaly, NPL
10.1947, 2060-2079, noresm1_m, Oct Anomaly, NPL
0.75202, 2060-2079, noresm1_m, Nov Anomaly, NPL
0.55426, 2060-2079, noresm1_m, Dec Anomaly, NPL
-1.0184, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.4112, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.463, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.7469, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.5758, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-8.8192, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-20.951, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-36.371, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-49.874, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-15.063, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.9278, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.66, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
-0.2477, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.3465, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.1764, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.2124, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.3309, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
-1.3485, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
-2.0643, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
-6.8867, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
-10.745, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
-1.9135, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.7512, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.7342, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
1.62737, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
2.47548, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
6.53681, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
12.4713, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
23.1355, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
24.8716, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
27.2243, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
31.2979, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
41.3441, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
43.5463, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
2.13299, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
1.61764, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
-1.4342, 2060-2079, access1_0, Annual Anomaly, NPL
5.10628, 2060-2079, access1_3, Annual Anomaly, NPL
-4.0626, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
1.80054, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
-7.2687, 2060-2079, bnu_esm, Annual Anomaly, NPL
-10.579, 2060-2079, canesm2, Annual Anomaly, NPL
-5.5931, 2060-2079, ccsm4, Annual Anomaly, NPL
-11.559, 2060-2079, cesm1_bgc, Annual Anomaly, NPL
-9.4048, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
-11.664, 2060-2079, cmcc_cesm, Annual Anomaly, NPL
-9.8424, 2060-2079, cmcc_cm, Annual Anomaly, NPL
-9.4895, 2060-2079, cmcc_cms, Annual Anomaly, NPL
3.86097, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
4.74374, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
20.5343, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
-12.32, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
-7.6603, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
-0.737, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
-1.7273, 2060-2079, hadgem2_cc, Annual Anomaly, NPL
-10.011, 2060-2079, hadgem2_es, Annual Anomaly, NPL
0.42142, 2060-2079, miroc5, Annual Anomaly, NPL
-9.7131, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
-9.9442, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
-1.587, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
1.45161, 2060-2079, mri_esm1, Annual Anomaly, NPL
0.94987, 2060-2079, noresm1_m, Annual Anomaly, NPL
-48.059, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
-9.5763, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
35.8772, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
