Maximum Length of Consecutive Wet Spell - (Days), Year, Model, Statistics, ISO3
-0.5777, 2060-2079, ccsm4, Mar Anomaly, NPL
0.3501, 2060-2079, ccsm4, Apr Anomaly, NPL
-1.6137, 2060-2079, ccsm4, May Anomaly, NPL
-2.9378, 2060-2079, ccsm4, Jun Anomaly, NPL
-2.0398, 2060-2079, ccsm4, Jul Anomaly, NPL
-0.2796, 2060-2079, ccsm4, Aug Anomaly, NPL
-2.2781, 2060-2079, ccsm4, Sep Anomaly, NPL
-11.373, 2060-2079, ccsm4, Oct Anomaly, NPL
-0.2837, 2060-2079, ccsm4, Nov Anomaly, NPL
-1.747, 2060-2079, ccsm4, Dec Anomaly, NPL
-0.7152, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
0.14292, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
0.56073, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
-0.182, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
-2.1615, 2060-2079, cesm1_cam5, May Anomaly, NPL
-1.7426, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
-2.9453, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
-2.0225, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
-4.9199, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
-5.1465, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
0.47986, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
-0.1454, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
-1.1366, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
0.10048, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
-0.7246, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
0.27933, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
1.90599, 2060-2079, cnrm_cm5, May Anomaly, NPL
2.1562, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
3.57563, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
4.28246, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
2.51715, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
-5.1692, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
-0.3729, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
-0.099, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
-0.2425, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
0.79826, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
0.48599, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
0.20195, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
0.6667, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
-0.8347, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
-3.2919, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
-1.2376, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
5.56464, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
3.66062, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
-0.2839, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
0.10069, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
0.32204, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
-0.0877, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
0.32161, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
0.09646, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
-0.3563, 2060-2079, gfdl_cm3, May Anomaly, NPL
2.62361, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
4.97856, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
7.54257, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
17.6205, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
29.7985, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
-0.2663, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
-0.9636, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
-0.7399, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
-0.2548, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
0.12416, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
0.01113, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
-0.9667, 2060-2079, gfdl_esm2g, May Anomaly, NPL
-0.8525, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
-2.0482, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
-3.4456, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
-2.6325, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
-6.891, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
3.76229, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
-0.4395, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
0.80509, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
-0.701, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
0.615, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
-1.0295, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
-1.041, 2060-2079, gfdl_esm2m, May Anomaly, NPL
-2.2909, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
-4.7366, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
-8.0892, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
-10.282, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
-4.9778, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
-0.3558, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
1.20098, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
-0.4592, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
-0.5576, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
-0.3323, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
-1.3645, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
-1.6943, 2060-2079, hadgem2_ao, May Anomaly, NPL
-3.1136, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
1.92624, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
2.23716, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
6.52798, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
7.64372, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
-1.3472, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
-0.2203, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
-0.0628, 2060-2079, hadgem2_es, Jan Anomaly, NPL
-0.5658, 2060-2079, hadgem2_es, Feb Anomaly, NPL
0.37531, 2060-2079, hadgem2_es, Mar Anomaly, NPL
1.25259, 2060-2079, hadgem2_es, Apr Anomaly, NPL
0.42384, 2060-2079, hadgem2_es, May Anomaly, NPL
-4.3761, 2060-2079, hadgem2_es, Jun Anomaly, NPL
-6.904, 2060-2079, hadgem2_es, Jul Anomaly, NPL
-6.9124, 2060-2079, hadgem2_es, Aug Anomaly, NPL
-9.4177, 2060-2079, hadgem2_es, Sep Anomaly, NPL
2.25748, 2060-2079, hadgem2_es, Oct Anomaly, NPL
-0.5964, 2060-2079, hadgem2_es, Nov Anomaly, NPL
-0.619, 2060-2079, hadgem2_es, Dec Anomaly, NPL
-0.3767, 2060-2079, miroc5, Jan Anomaly, NPL
-0.2814, 2060-2079, miroc5, Feb Anomaly, NPL
0.56822, 2060-2079, miroc5, Mar Anomaly, NPL
0.49601, 2060-2079, miroc5, Apr Anomaly, NPL
-0.2137, 2060-2079, miroc5, May Anomaly, NPL
-0.0672, 2060-2079, miroc5, Jun Anomaly, NPL
2.48916, 2060-2079, miroc5, Jul Anomaly, NPL
1.79031, 2060-2079, miroc5, Aug Anomaly, NPL
1.08057, 2060-2079, miroc5, Sep Anomaly, NPL
7.98659, 2060-2079, miroc5, Oct Anomaly, NPL
-0.1225, 2060-2079, miroc5, Nov Anomaly, NPL
-0.0896, 2060-2079, miroc5, Dec Anomaly, NPL
0.76176, 2060-2079, miroc_esm, Jan Anomaly, NPL
-0.8943, 2060-2079, miroc_esm, Feb Anomaly, NPL
0.17348, 2060-2079, miroc_esm, Mar Anomaly, NPL
0.85611, 2060-2079, miroc_esm, Apr Anomaly, NPL
0.44675, 2060-2079, miroc_esm, May Anomaly, NPL
4.26285, 2060-2079, miroc_esm, Jun Anomaly, NPL
9.1522, 2060-2079, miroc_esm, Jul Anomaly, NPL
16.4076, 2060-2079, miroc_esm, Aug Anomaly, NPL
13.7859, 2060-2079, miroc_esm, Sep Anomaly, NPL
1.59479, 2060-2079, miroc_esm, Oct Anomaly, NPL
-1.4009, 2060-2079, miroc_esm, Nov Anomaly, NPL
0.39191, 2060-2079, miroc_esm, Dec Anomaly, NPL
0.39978, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
-0.9879, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
-0.1709, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
0.43825, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
0.12975, 2060-2079, mpi_esm_lr, May Anomaly, NPL
-1.0587, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
-3.9202, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
-7.5155, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
-8.1829, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
1.65645, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
0.1493, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
-0.3845, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
-0.1393, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
-0.7763, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
0.09942, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
0.88086, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
-0.876, 2060-2079, mpi_esm_mr, May Anomaly, NPL
-3.3215, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
-5.8491, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
-10.563, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
-5.5509, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
-2.002, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
0.40335, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
0.55002, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
0.45092, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
-0.4816, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
0.33942, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
0.36891, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
0.61258, 2060-2079, mri_cgcm3, May Anomaly, NPL
0.02002, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
-2.4207, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
-5.2447, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
-1.372, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
-0.7325, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
0.00871, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
-0.2899, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
0.01569, 2060-2079, noresm1_m, Jan Anomaly, NPL
0.55142, 2060-2079, noresm1_m, Feb Anomaly, NPL
0.16495, 2060-2079, noresm1_m, Mar Anomaly, NPL
-0.5043, 2060-2079, noresm1_m, Apr Anomaly, NPL
0.12746, 2060-2079, noresm1_m, May Anomaly, NPL
0.92227, 2060-2079, noresm1_m, Jun Anomaly, NPL
2.15926, 2060-2079, noresm1_m, Jul Anomaly, NPL
2.10253, 2060-2079, noresm1_m, Aug Anomaly, NPL
5.33161, 2060-2079, noresm1_m, Sep Anomaly, NPL
1.28194, 2060-2079, noresm1_m, Oct Anomaly, NPL
-0.9176, 2060-2079, noresm1_m, Nov Anomaly, NPL
-0.9554, 2060-2079, noresm1_m, Dec Anomaly, NPL
-1.1746, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.4715, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.3928, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.7671, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.5464, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-9.844, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-22.271, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-36.297, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-47.669, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-13.758, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.6949, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.5215, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
-0.0027, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.3492, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.169, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.1758, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.936, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
-1.513, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
-3.8825, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
-5.4948, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
-8.4241, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
1.9352, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.152, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.4201, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
1.63495, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
2.28248, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
4.8736, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
8.8394, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
15.0869, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
16.3343, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
20.8239, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
26.6411, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
38.023, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
42.6315, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
2.68898, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
1.48595, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
-4.7256, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
1.57788, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
-2.0367, 2060-2079, bnu_esm, Annual Anomaly, NPL
-6.0814, 2060-2079, canesm2, Annual Anomaly, NPL
-2.8927, 2060-2079, ccsm4, Annual Anomaly, NPL
-4.4748, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
3.74396, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
0.39996, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
16.8393, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
-4.324, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
-9.4147, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
3.80673, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
-6.6456, 2060-2079, hadgem2_es, Annual Anomaly, NPL
2.69685, 2060-2079, miroc5, Annual Anomaly, NPL
16.3216, 2060-2079, miroc_esm, Annual Anomaly, NPL
-6.5095, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
-10.945, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
-4.195, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
1.77407, 2060-2079, noresm1_m, Annual Anomaly, NPL
-47.694, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
-9.6831, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
32.4158, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
