Maximum Length of Consecutive Wet Spell - (Days), Year, Model, Statistics, ISO3
2.21787, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
-0.0913, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
-0.8755, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
-3.5639, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
-0.0749, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
-0.014, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
-0.6733, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
-0.2169, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
0.14138, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
0.1326, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
0.93602, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
-0.3542, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
-1.4546, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
0.41649, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
7.64361, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
2.88776, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
-0.0062, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
-0.3967, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
0.38213, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
0.57648, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
0.45671, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-0.3215, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
0.09705, 2040-2059, gfdl_cm3, May Anomaly, NPL
4.7099, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
7.01178, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
9.22523, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
18.7561, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
24.7824, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
0.13917, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
-0.7725, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
-0.5328, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
0.13178, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
0.14308, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
0.3463, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
0.9847, 2040-2059, gfdl_esm2g, May Anomaly, NPL
1.94162, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
1.19574, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
-0.034, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
-3.7746, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
-10.332, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
0.00838, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
0.69941, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
0.70213, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
-0.5142, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
-0.0764, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
-0.5972, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
-1.244, 2040-2059, gfdl_esm2m, May Anomaly, NPL
-2.9976, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
-8.2353, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
-12.028, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
-8.1476, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
4.23383, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
0.52808, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
1.26316, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
-0.0245, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
-1.1036, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
-2.3057, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
-2.3106, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
-0.2237, 2040-2059, hadgem2_ao, May Anomaly, NPL
1.78331, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
3.42182, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
5.87033, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
11.3992, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
25.9967, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
-1.3051, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
-0.5766, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
-0.7897, 2040-2059, hadgem2_es, Jan Anomaly, NPL
-0.7836, 2040-2059, hadgem2_es, Feb Anomaly, NPL
-1.1237, 2040-2059, hadgem2_es, Mar Anomaly, NPL
-0.2224, 2040-2059, hadgem2_es, Apr Anomaly, NPL
-0.2228, 2040-2059, hadgem2_es, May Anomaly, NPL
-6.1275, 2040-2059, hadgem2_es, Jun Anomaly, NPL
-7.5245, 2040-2059, hadgem2_es, Jul Anomaly, NPL
-8.2694, 2040-2059, hadgem2_es, Aug Anomaly, NPL
-8.7054, 2040-2059, hadgem2_es, Sep Anomaly, NPL
2.914, 2040-2059, hadgem2_es, Oct Anomaly, NPL
-1.1509, 2040-2059, hadgem2_es, Nov Anomaly, NPL
-0.2608, 2040-2059, hadgem2_es, Dec Anomaly, NPL
-0.5879, 2040-2059, miroc5, Jan Anomaly, NPL
-0.0386, 2040-2059, miroc5, Feb Anomaly, NPL
0.14106, 2040-2059, miroc5, Mar Anomaly, NPL
0.42267, 2040-2059, miroc5, Apr Anomaly, NPL
0.50148, 2040-2059, miroc5, May Anomaly, NPL
0.48354, 2040-2059, miroc5, Jun Anomaly, NPL
2.18186, 2040-2059, miroc5, Jul Anomaly, NPL
-0.0841, 2040-2059, miroc5, Aug Anomaly, NPL
-6.956, 2040-2059, miroc5, Sep Anomaly, NPL
-3.0321, 2040-2059, miroc5, Oct Anomaly, NPL
0.19083, 2040-2059, miroc5, Nov Anomaly, NPL
-0.2937, 2040-2059, miroc5, Dec Anomaly, NPL
0.89432, 2040-2059, miroc_esm, Jan Anomaly, NPL
-0.3968, 2040-2059, miroc_esm, Feb Anomaly, NPL
-0.627, 2040-2059, miroc_esm, Mar Anomaly, NPL
0.03516, 2040-2059, miroc_esm, Apr Anomaly, NPL
0.81151, 2040-2059, miroc_esm, May Anomaly, NPL
3.48507, 2040-2059, miroc_esm, Jun Anomaly, NPL
6.52794, 2040-2059, miroc_esm, Jul Anomaly, NPL
8.72266, 2040-2059, miroc_esm, Aug Anomaly, NPL
13.9696, 2040-2059, miroc_esm, Sep Anomaly, NPL
1.79694, 2040-2059, miroc_esm, Oct Anomaly, NPL
-0.4739, 2040-2059, miroc_esm, Nov Anomaly, NPL
0.56328, 2040-2059, miroc_esm, Dec Anomaly, NPL
-0.0035, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
-0.9091, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
0.0065, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
-0.0425, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
-0.1499, 2040-2059, mpi_esm_lr, May Anomaly, NPL
0.65132, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
-4.0589, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
-6.3299, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
-0.4547, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
-5.0141, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
-0.814, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
-0.4074, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
0.00612, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
-0.3971, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
0.20861, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
0.15018, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
-1.0292, 2040-2059, mpi_esm_mr, May Anomaly, NPL
-1.1383, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
-3.9642, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
-8.4846, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
-4.4663, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
-2.005, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
0.32707, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
0.37838, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
0.51585, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
0.24439, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
0.2772, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
0.00688, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
-0.4452, 2040-2059, mri_cgcm3, May Anomaly, NPL
-0.3225, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
-0.1466, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
-3.1556, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
-1.6711, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
-0.2541, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
-0.8255, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
-0.4877, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
0.31763, 2040-2059, noresm1_m, Jan Anomaly, NPL
0.97608, 2040-2059, noresm1_m, Feb Anomaly, NPL
0.14453, 2040-2059, noresm1_m, Mar Anomaly, NPL
-1.0542, 2040-2059, noresm1_m, Apr Anomaly, NPL
0.61864, 2040-2059, noresm1_m, May Anomaly, NPL
0.50078, 2040-2059, noresm1_m, Jun Anomaly, NPL
1.75003, 2040-2059, noresm1_m, Jul Anomaly, NPL
1.28391, 2040-2059, noresm1_m, Aug Anomaly, NPL
2.5151, 2040-2059, noresm1_m, Sep Anomaly, NPL
5.60594, 2040-2059, noresm1_m, Oct Anomaly, NPL
-0.2795, 2040-2059, noresm1_m, Nov Anomaly, NPL
-0.3551, 2040-2059, noresm1_m, Dec Anomaly, NPL
-1.1929, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.2867, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.2309, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.4954, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.498, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-10.264, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-21.276, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-35.483, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-48.86, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-13.692, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.7414, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.4793, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
-0.0075, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.1468, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.1633, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.3249, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.5868, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
-1.1811, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
-3.9897, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
-7.6565, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
-7.7036, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
1.13008, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.275, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.1083, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
1.90148, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
2.31737, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
4.11382, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
8.36746, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
16.2907, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
17.0352, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
20.4712, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
25.9465, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
39.7621, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
45.1838, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
3.00069, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
1.71806, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
-6.4567, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
0.9963, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
-3.432, 2040-2059, bnu_esm, Annual Anomaly, NPL
-1.6763, 2040-2059, canesm2, Annual Anomaly, NPL
-2.4724, 2040-2059, ccsm4, Annual Anomaly, NPL
-3.9355, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
0.08988, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
2.3152, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
18.6459, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
-5.191, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
-10.018, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
8.29547, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
-8.8051, 2040-2059, hadgem2_es, Annual Anomaly, NPL
-1.6376, 2040-2059, miroc5, Annual Anomaly, NPL
10.8815, 2040-2059, miroc_esm, Annual Anomaly, NPL
-6.2603, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
-8.4859, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
-2.3713, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
1.0365, 2040-2059, noresm1_m, Annual Anomaly, NPL
-47.192, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
-10.165, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
34.5335, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
