Local time in Bhairahawa,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.10.2016 17:45,30.8,743.8,752.8,-1.0,78,Wind blowing from the north-northwest,4,,,60%., ,,,,36.0,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,26.5,No precipitation,9,,,,
03.10.2016 14:45,35.3,744.8,754.0,-2.3,,Wind blowing from the west-southwest,4,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,,,,,,,
03.10.2016 11:45,34.0,747.1,756.4,-0.8,65,Wind blowing from the west-northwest,3,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,26.5,,,,,,
03.10.2016 08:45,29.2,747.9,757.1,,84,"Calm, no wind",0,,,40%., ,,,26.0,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,26.3,No precipitation,24,,,,
02.10.2016 17:45,30.1,745.9,755.1,-0.9,84,Wind blowing from the north-northeast,3,,,60%., ,,,,35.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",3.6,27.2,No precipitation,9,,,,
02.10.2016 14:45,35.5,746.8,755.9,-2.2,62,Wind blowing from the south-southwest,3,,,60%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,27.1,,,,,,
02.10.2016 11:45,34.2,749.0,758.2,-0.1,69,Wind blowing from the south,2,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,27.7,,,,,,
02.10.2016 08:45,29.8,749.1,758.3,1.1,83,Wind blowing from the north,3,,,20–30%., ,,,25.5,,,,600-1000,,,6.0,26.7,23,24,,,,
02.10.2016 05:45,25.8,748.0,757.2,,98,"Calm, no wind",0,,,60%.,Mist. ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",4.0,25.5,,,,,,
01.10.2016 17:45,31.2,745.1,754.3,-0.3,83,Wind blowing from the north,2,,,60%., ,,,,35.3,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7.0,27.9,No precipitation,9,,,,
01.10.2016 14:45,35.0,745.4,754.6,,62,Wind blowing from the south,2,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,26.7,,,,,,
01.10.2016 08:45,30.0,747.4,757.0,,81,Wind blowing from the east,2,,,"10%  or less, but not 0", ,,,25.6,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,26.4,No precipitation,24,,,,
30.09.2016 17:45,30.9,743.2,752.3,-0.3,86,Wind blowing from the north,3,,,40%., ,,,,35.0,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,28.3,No precipitation,9,,,,
30.09.2016 14:45,34.7,743.5,752.8,-2.2,63,Wind blowing from the south,2,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,26.7,,,,,,
30.09.2016 11:45,32.8,745.7,754.9,-0.1,69,Wind blowing from the south-east,3,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,26.5,,,,,,
30.09.2016 08:45,28.4,745.8,755.0,0.9,80,"Calm, no wind",0,,,40%., ,,,25.0,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,24.7,No precipitation,24,,,,
30.09.2016 05:45,24.8,744.9,754.1,,98,"Calm, no wind",0,,,50%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,24.4,,,,,,
29.09.2016 17:45,28.8,743.9,753.1,-0.2,86,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,31.7,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,26.3,No precipitation,9,,,,
29.09.2016 14:45,30.3,744.1,753.4,-1.7,81,Wind blowing from the south,2,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,26.6,,,,,,
29.09.2016 11:45,30.2,745.8,755.0,-0.5,73,Wind blowing from the north-northwest,2,,,70 – 80%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12.0,24.8,,,,,,
29.09.2016 08:45,23.8,746.3,755.5,,96,Wind blowing from the east-southeast,4,,,"90  or more, but not 100%","Drizzle, not freezing, intermittent, slight at time of observation. ",Drizzle.,Drizzle.,23.7,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,23.2,3,24,,,,
28.09.2016 08:45,24.8,746.8,756.1,0.3,95,Wind blowing from the east,2,,,"90  or more, but not 100%","Drizzle, not freezing, intermittent, slight at time of observation. ",Drizzle.,Drizzle.,23.4,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,23.9,6,24,,,,
28.09.2016 05:45,23.9,746.5,755.7,,98,Wind blowing from the east-southeast,2,,,100%.,"Drizzle, not freezing, intermittent, slight at time of observation. ",Rain.,Rain.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,23.5,,,,,,
27.09.2016 17:45,32.4,743.7,752.9,-0.8,69,Wind blowing from the south-southwest,2,,,20–30%., ,,,,34.9,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",9.0,26.0,No precipitation,9,,,,
27.09.2016 14:45,34.2,744.5,753.7,-2.4,62,Wind blowing from the south,4,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,26.0,,,,,,
27.09.2016 11:45,32.6,746.9,756.1,-0.2,64,Wind blowing from the south-east,3,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,25.0,,,,,,
27.09.2016 08:45,28.6,747.1,756.4,0.8,78,"Calm, no wind",0,,,20–30%., ,,,23.8,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,24.3,No precipitation,24,,,,
27.09.2016 05:45,24.8,746.3,755.5,,98,"Calm, no wind",0,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,24.4,,,,,,
26.09.2016 17:45,27.7,744.8,754.0,0.1,82,Wind blowing from the south,5,,,50%., ,,,,33.4,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,24.4,No precipitation,9,,,,
26.09.2016 14:45,32.7,744.7,753.9,-2.7,68,Wind blowing from the east-southeast,5,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,26.1,,,,,,
26.09.2016 11:45,29.5,747.4,756.7,0.4,76,Wind blowing from the south-southeast,5,,,70 – 80%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,24.9,,,,,,
26.09.2016 08:45,28.6,747.0,756.2,0.9,77,Wind blowing from the east-southeast,4,,,70 – 80%., ,,,24.5,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,24.2,No precipitation,24,,,,
26.09.2016 05:45,24.4,746.1,755.3,,92,Wind blowing from the east,2,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,23.0,,,,,,
25.09.2016 17:45,27.5,743.7,752.9,-0.4,83,Wind blowing from the east-southeast,5,,,70 – 80%., ,,,,31.3,Stratocumulus cumulogenitus.,40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,24.4,No precipitation,9,,,,
25.09.2016 14:45,28.9,744.1,753.4,-1.7,80,Wind blowing from the east-southeast,5,,,70 – 80%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,25.0,,,,,,
25.09.2016 11:45,29.2,745.8,755.0,0.2,76,Wind blowing from the south-southeast,6,,,70 – 80%., ,,,,,Stratocumulus cumulogenitus.,50%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,24.5,,,,,,
25.09.2016 08:45,26.2,745.6,754.8,0.0,91,"Calm, no wind",0,,,70 – 80%., ,,,24.4,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,24.6,4,24,,,,
25.09.2016 05:45,24.2,745.6,754.8,,96,"Calm, no wind",0,,,60%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,23.6,,,,,,
24.09.2016 17:45,28.1,743.1,752.3,-0.5,88,Wind blowing from the east,3,,,60%., ,,,,31.0,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,26.0,4,9,,,,
24.09.2016 14:45,28.5,743.6,752.8,-2.6,83,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,25.3,,,,,,
24.09.2016 11:45,26.4,746.2,755.3,0.4,92,Wind blowing from the east,2,,,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Rain.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5.0,25.0,,,,,,
24.09.2016 08:45,26.4,745.8,754.7,,90,Wind blowing from the east,3,,,"90  or more, but not 100%", ,,,25.4,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,24.7,No precipitation,24,,,,
23.09.2016 17:45,31.6,743.0,752.2,-0.4,75,Wind blowing from the west,2,,,70 – 80%., ,,,,34.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",10.0,26.6,No precipitation,9,,,,
23.09.2016 14:45,34.2,743.4,752.5,-2.6,63,Wind blowing from the south,3,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,26.2,,,,,,
23.09.2016 11:45,33.7,746.0,755.2,-0.5,65,Wind blowing from the east,3,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",7.0,26.3,,,,,,
23.09.2016 08:45,27.0,746.5,755.7,,94,Wind blowing from the east,2,,,60%., ,,,25.8,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,26.0,No precipitation,24,,,,
22.09.2016 17:45,31.4,745.6,754.8,-0.9,75,Wind blowing from the north-west,2,,,40%., ,,,,34.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,26.5,No precipitation,9,,,,
22.09.2016 14:45,33.7,746.5,755.7,-2.1,66,Wind blowing from the east-southeast,3,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,26.5,,,,,,
22.09.2016 11:45,32.5,748.6,757.9,-0.3,69,Wind blowing from the south-southeast,5,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,26.0,,,,,,
