Number of Frost Days (Tmin < 0°C) - (Days), Year, Model, Statistics, ISO3
-2.0042, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.7957, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.208, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-2.8639, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-2.004, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.3097, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3286, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-3.0332, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-3.5879, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.6837, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-2.922, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
-1.4214, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.7867, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.5824, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.2573, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
-1.1287, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
-1.138, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.2564, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.2662, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
-1.6521, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.9949, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.7187, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
-1.0519, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
0.80145, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
0.98325, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
0.27287, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
0.1348, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
0.0524, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
0.84249, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
0.24158, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
0.72003, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
1.21775, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
0.25906, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
0.42951, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
0.93041, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
-8.9568, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
-9.8382, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
-10.627, 2080-2099, bnu_esm, Annual Anomaly, NPL
-16.633, 2080-2099, canesm2, Annual Anomaly, NPL
-6.2415, 2080-2099, ccsm4, Annual Anomaly, NPL
-10.776, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
-13.394, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
-17.285, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
-27.463, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
-4.7422, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
-4.9419, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
-6.7585, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
-7.4827, 2080-2099, hadgem2_es, Annual Anomaly, NPL
-11.897, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
-11.506, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
-14.068, 2080-2099, miroc5, Annual Anomaly, NPL
-19.607, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
-17.772, 2080-2099, miroc_esm, Annual Anomaly, NPL
-7.6903, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
-5.58, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
-8.9636, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
-9.7988, 2080-2099, noresm1_m, Annual Anomaly, NPL
-22.031, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
-11.039, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
2.15984, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
