Number of Frost Days (Tmin < 0°C) - (Days), Year, Model, Statistics, ISO3
-1.6128, 2040-2059, miroc_esm, Oct Anomaly, NPL
-0.5456, 2040-2059, miroc_esm, Nov Anomaly, NPL
-1.9519, 2040-2059, miroc_esm, Dec Anomaly, NPL
-1.6734, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
-1.0387, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
-0.8026, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
-0.3964, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
-1.1841, 2040-2059, mri_cgcm3, May Anomaly, NPL
-1.0976, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
-0.1235, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
-0.1517, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
-1.7284, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
-0.4655, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
-0.7273, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
-2.2493, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
-1.9469, 2040-2059, noresm1_m, Jan Anomaly, NPL
-1.1693, 2040-2059, noresm1_m, Feb Anomaly, NPL
-1.1125, 2040-2059, noresm1_m, Mar Anomaly, NPL
-0.4652, 2040-2059, noresm1_m, Apr Anomaly, NPL
-1.9362, 2040-2059, noresm1_m, May Anomaly, NPL
-1.4191, 2040-2059, noresm1_m, Jun Anomaly, NPL
-0.06, 2040-2059, noresm1_m, Jul Anomaly, NPL
-0.0903, 2040-2059, noresm1_m, Aug Anomaly, NPL
-0.9219, 2040-2059, noresm1_m, Sep Anomaly, NPL
-0.5741, 2040-2059, noresm1_m, Oct Anomaly, NPL
-0.9253, 2040-2059, noresm1_m, Nov Anomaly, NPL
-0.8623, 2040-2059, noresm1_m, Dec Anomaly, NPL
-3.8329, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-2.3448, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.83, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.5591, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.5674, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-2.0274, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.2991, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3288, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.8349, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-3.5571, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.7253, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-3.1949, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
-1.8186, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
-1.1442, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.8067, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.5923, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
-1.7223, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
-1.1418, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.2084, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.2705, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
-1.5355, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
-1.2387, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.0472, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
-1.4899, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
-0.0968, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
0.57903, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
0.02468, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
-0.176, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
0.00107, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
0.78516, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
0.22167, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
0.79353, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
1.35791, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
0.31877, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
0.50103, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
0.68095, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
-12.641, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
-12.286, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
-12.222, 2040-2059, ccsm4, Annual Anomaly, NPL
-17.39, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
-15.444, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
-20.151, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
-8.992, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
-9.347, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
-6.3452, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
-8.5254, 2040-2059, hadgem2_es, Annual Anomaly, NPL
-14.832, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
-15.256, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
-13.316, 2040-2059, miroc5, Annual Anomaly, NPL
-21.546, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
-15.595, 2040-2059, miroc_esm, Annual Anomaly, NPL
-11.64, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
-11.483, 2040-2059, noresm1_m, Annual Anomaly, NPL
-23.378, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
-13.017, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
-1.0347, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
