Number of Very Hot Days (Tmax > 40°C) - (Days), Year, Model, Statistics, ISO3
8.56468, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
9.58818, 2060-2079, bnu_esm, Annual Anomaly, NPL
6.62928, 2060-2079, canesm2, Annual Anomaly, NPL
6.21145, 2060-2079, ccsm4, Annual Anomaly, NPL
4.11297, 2060-2079, cesm1_bgc, Annual Anomaly, NPL
2.73613, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
2.89639, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
10.501, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
8.60438, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
6.14606, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
7.09673, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
5.29212, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
2.67739, 2060-2079, hadgem2_cc, Annual Anomaly, NPL
1.28975, 2060-2079, inmcm4, Annual Anomaly, NPL
5.81485, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
4.63625, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
4.16621, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, NPL
4.70077, 2060-2079, miroc5, Annual Anomaly, NPL
4.26838, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
3.36069, 2060-2079, miroc_esm, Annual Anomaly, NPL
6.5234, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
6.5496, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
8.87408, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
3.73464, 2060-2079, noresm1_m, Annual Anomaly, NPL
0.06605, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
5.18796, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
13.7697, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
