Number of Very Hot Days (Tmax > 40°C) - (Days), Year, Model, Statistics, ISO3
0.03394, 2040-2059, bnu_esm, Mar Anomaly, NPL
0.27641, 2040-2059, bnu_esm, Apr Anomaly, NPL
0.78275, 2040-2059, bnu_esm, May Anomaly, NPL
1.99805, 2040-2059, bnu_esm, Jun Anomaly, NPL
0.35458, 2040-2059, bnu_esm, Jul Anomaly, NPL
0.0406, 2040-2059, bnu_esm, Aug Anomaly, NPL
-0.0014, 2040-2059, bnu_esm, Sep Anomaly, NPL
6.6E-4, 2040-2059, bnu_esm, Oct Anomaly, NPL
1.4E-4, 2040-2059, canesm2, Mar Anomaly, NPL
0.04915, 2040-2059, canesm2, Apr Anomaly, NPL
1.08425, 2040-2059, canesm2, May Anomaly, NPL
1.92447, 2040-2059, canesm2, Jun Anomaly, NPL
0.99595, 2040-2059, canesm2, Jul Anomaly, NPL
0.21972, 2040-2059, canesm2, Aug Anomaly, NPL
-0.0034, 2040-2059, canesm2, Sep Anomaly, NPL
0.01199, 2040-2059, ccsm4, Mar Anomaly, NPL
0.78933, 2040-2059, ccsm4, Apr Anomaly, NPL
1.44918, 2040-2059, ccsm4, May Anomaly, NPL
1.67965, 2040-2059, ccsm4, Jun Anomaly, NPL
-0.0406, 2040-2059, ccsm4, Jul Anomaly, NPL
0.00914, 2040-2059, ccsm4, Aug Anomaly, NPL
0.00198, 2040-2059, ccsm4, Sep Anomaly, NPL
0.00282, 2040-2059, ccsm4, Oct Anomaly, NPL
0.01412, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
0.49415, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
1.5644, 2040-2059, cesm1_bgc, May Anomaly, NPL
1.15049, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
0.15639, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
0.00499, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
7.9E-4, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
0.00113, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
0.10126, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
1.11202, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
0.48268, 2040-2059, cesm1_cam5, May Anomaly, NPL
0.40731, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
0.03809, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
0.01302, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
0.00352, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
0.0071, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
0.04102, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
1.22243, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
1.13858, 2040-2059, cnrm_cm5, May Anomaly, NPL
0.17784, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
0.03284, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
0.00778, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
9.3E-4, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
0.27744, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
2.2337, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
2.61761, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
1.48501, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
0.6459, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
0.22807, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
0.0794, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
1.41203, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
2.58735, 2040-2059, gfdl_cm3, May Anomaly, NPL
2.03456, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
0.44497, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
0.02052, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
0.01677, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
0.94876, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
1.77959, 2040-2059, gfdl_esm2g, May Anomaly, NPL
1.42672, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
0.59139, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
0.07379, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
0.00183, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
0.00815, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
0.42416, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
2.62566, 2040-2059, gfdl_esm2m, May Anomaly, NPL
1.99414, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
1.27811, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
0.18874, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
0.01536, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
0.00342, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
0.47432, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
0.49763, 2040-2059, hadgem2_ao, May Anomaly, NPL
0.23895, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
-0.0906, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
0.07984, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
0.03154, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
0.03602, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
0.61781, 2040-2059, hadgem2_cc, May Anomaly, NPL
0.93033, 2040-2059, hadgem2_cc, Jun Anomaly, NPL
0.065, 2040-2059, hadgem2_cc, Jul Anomaly, NPL
0.03732, 2040-2059, hadgem2_cc, Aug Anomaly, NPL
0.01867, 2040-2059, hadgem2_cc, Sep Anomaly, NPL
0.01753, 2040-2059, inmcm4, Mar Anomaly, NPL
0.90353, 2040-2059, inmcm4, Apr Anomaly, NPL
0.31743, 2040-2059, inmcm4, May Anomaly, NPL
0.00872, 2040-2059, inmcm4, Jun Anomaly, NPL
0.18783, 2040-2059, inmcm4, Jul Anomaly, NPL
9.1E-4, 2040-2059, inmcm4, Aug Anomaly, NPL
0.05963, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
0.75667, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
1.67112, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
1.11434, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
0.15, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
-0.0097, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
0.07348, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
0.59956, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
0.94694, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
0.60373, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
0.03058, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
0.01691, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
6.8E-4, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
0.00407, 2040-2059, ipsl_cm5b_lr, Apr Anomaly, NPL
0.11318, 2040-2059, ipsl_cm5b_lr, May Anomaly, NPL
0.57483, 2040-2059, ipsl_cm5b_lr, Jun Anomaly, NPL
0.99343, 2040-2059, ipsl_cm5b_lr, Jul Anomaly, NPL
0.59999, 2040-2059, ipsl_cm5b_lr, Aug Anomaly, NPL
0.38991, 2040-2059, ipsl_cm5b_lr, Sep Anomaly, NPL
1.4E-4, 2040-2059, ipsl_cm5b_lr, Oct Anomaly, NPL
0.00517, 2040-2059, miroc5, Mar Anomaly, NPL
0.92412, 2040-2059, miroc5, Apr Anomaly, NPL
1.63318, 2040-2059, miroc5, May Anomaly, NPL
0.36866, 2040-2059, miroc5, Jun Anomaly, NPL
-0.1387, 2040-2059, miroc5, Jul Anomaly, NPL
1.4E-4, 2040-2059, miroc5, Aug Anomaly, NPL
-4.0E-4, 2040-2059, miroc5, Sep Anomaly, NPL
0.00807, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
0.56528, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
1.76482, 2040-2059, miroc_esm_chem, May Anomaly, NPL
0.65706, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
0.05832, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
0.09101, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
0.034, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
-9.0E-4, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
0.00426, 2040-2059, miroc_esm, Mar Anomaly, NPL
0.34317, 2040-2059, miroc_esm, Apr Anomaly, NPL
0.95007, 2040-2059, miroc_esm, May Anomaly, NPL
0.14083, 2040-2059, miroc_esm, Jun Anomaly, NPL
-0.1532, 2040-2059, miroc_esm, Jul Anomaly, NPL
-0.0257, 2040-2059, miroc_esm, Aug Anomaly, NPL
0.00872, 2040-2059, miroc_esm, Sep Anomaly, NPL
8.4E-4, 2040-2059, miroc_esm, Oct Anomaly, NPL
0.00977, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
0.99971, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
2.09744, 2040-2059, mpi_esm_lr, May Anomaly, NPL
1.45269, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
0.54426, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
0.05159, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
0.00278, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
0.00799, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
0.56329, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
2.10456, 2040-2059, mpi_esm_mr, May Anomaly, NPL
2.34906, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
0.58696, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
0.07092, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
0.00526, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
0.01306, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
0.25947, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
1.16836, 2040-2059, mri_cgcm3, May Anomaly, NPL
1.75108, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
0.7972, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
-0.1213, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
-0.002, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
0.00352, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
0.00391, 2040-2059, noresm1_m, Mar Anomaly, NPL
0.29848, 2040-2059, noresm1_m, Apr Anomaly, NPL
1.0284, 2040-2059, noresm1_m, May Anomaly, NPL
1.17013, 2040-2059, noresm1_m, Jun Anomaly, NPL
0.34388, 2040-2059, noresm1_m, Jul Anomaly, NPL
0.01169, 2040-2059, noresm1_m, Aug Anomaly, NPL
0.00802, 2040-2059, noresm1_m, Sep Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.1824, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.9441, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-0.8344, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.263, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.0102, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.0016, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
0.01052, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
0.47644, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
1.21613, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
1.14109, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
0.23447, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
0.01939, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
0.00515, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
0.10406, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
1.80213, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
3.81222, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
4.87583, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
3.17182, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
1.26005, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
0.46242, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
0.01737, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
-0.0133, 2040-2059, access1_0, Annual Anomaly, NPL
1.67255, 2040-2059, access1_3, Annual Anomaly, NPL
4.5487, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
5.17383, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
3.48553, 2040-2059, bnu_esm, Annual Anomaly, NPL
4.27021, 2040-2059, canesm2, Annual Anomaly, NPL
3.90347, 2040-2059, ccsm4, Annual Anomaly, NPL
3.38648, 2040-2059, cesm1_bgc, Annual Anomaly, NPL
2.16502, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
2.6205, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
7.48869, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
6.57886, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
4.83888, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
6.53436, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
1.17624, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
1.62396, 2040-2059, hadgem2_cc, Annual Anomaly, NPL
1.43597, 2040-2059, inmcm4, Annual Anomaly, NPL
3.74205, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
2.2719, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
2.67557, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, NPL
2.79209, 2040-2059, miroc5, Annual Anomaly, NPL
3.17678, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
1.26897, 2040-2059, miroc_esm, Annual Anomaly, NPL
5.15997, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
5.68817, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
3.86864, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
2.86453, 2040-2059, noresm1_m, Annual Anomaly, NPL
-1.4922, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
3.45778, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
10.307, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
