Number of Very Hot Days (Tmax > 40°C) - (Days), Year, Model, Statistics, ISO3
0.10379, 2040-2059, hadgem2_es, Apr Anomaly, NPL
0.1654, 2040-2059, hadgem2_es, May Anomaly, NPL
1.30644, 2040-2059, hadgem2_es, Jun Anomaly, NPL
0.22501, 2040-2059, hadgem2_es, Jul Anomaly, NPL
0.17014, 2040-2059, hadgem2_es, Aug Anomaly, NPL
0.08149, 2040-2059, hadgem2_es, Sep Anomaly, NPL
2.8E-4, 2040-2059, hadgem2_es, Oct Anomaly, NPL
6.2E-4, 2040-2059, inmcm4, Feb Anomaly, NPL
0.07212, 2040-2059, inmcm4, Mar Anomaly, NPL
0.42021, 2040-2059, inmcm4, Apr Anomaly, NPL
0.57141, 2040-2059, inmcm4, May Anomaly, NPL
0.47168, 2040-2059, inmcm4, Jun Anomaly, NPL
0.02311, 2040-2059, inmcm4, Jul Anomaly, NPL
0.00409, 2040-2059, inmcm4, Aug Anomaly, NPL
0.1798, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
1.3772, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
1.93072, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
1.74476, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
0.38665, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
0.01095, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
8.4E-4, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
0.12549, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
0.9697, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
1.24421, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
0.87875, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
0.14979, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
0.02782, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
0.002, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
0.03557, 2040-2059, ipsl_cm5b_lr, Apr Anomaly, NPL
0.27486, 2040-2059, ipsl_cm5b_lr, May Anomaly, NPL
0.85725, 2040-2059, ipsl_cm5b_lr, Jun Anomaly, NPL
1.82411, 2040-2059, ipsl_cm5b_lr, Jul Anomaly, NPL
1.24092, 2040-2059, ipsl_cm5b_lr, Aug Anomaly, NPL
0.76202, 2040-2059, ipsl_cm5b_lr, Sep Anomaly, NPL
0.02304, 2040-2059, ipsl_cm5b_lr, Oct Anomaly, NPL
0.01552, 2040-2059, miroc5, Mar Anomaly, NPL
0.96013, 2040-2059, miroc5, Apr Anomaly, NPL
1.97319, 2040-2059, miroc5, May Anomaly, NPL
1.22027, 2040-2059, miroc5, Jun Anomaly, NPL
-0.1758, 2040-2059, miroc5, Jul Anomaly, NPL
4.2E-4, 2040-2059, miroc5, Aug Anomaly, NPL
2.8E-4, 2040-2059, miroc5, Sep Anomaly, NPL
0.05395, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
1.39839, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
3.1691, 2040-2059, miroc_esm_chem, May Anomaly, NPL
1.19989, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
0.15944, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
0.03755, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
0.10882, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
0.00459, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
0.00912, 2040-2059, miroc_esm, Mar Anomaly, NPL
0.87525, 2040-2059, miroc_esm, Apr Anomaly, NPL
1.64576, 2040-2059, miroc_esm, May Anomaly, NPL
0.96329, 2040-2059, miroc_esm, Jun Anomaly, NPL
-0.0861, 2040-2059, miroc_esm, Jul Anomaly, NPL
-0.0043, 2040-2059, miroc_esm, Aug Anomaly, NPL
0.0628, 2040-2059, miroc_esm, Sep Anomaly, NPL
0.00283, 2040-2059, miroc_esm, Oct Anomaly, NPL
0.03576, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
1.2699, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
2.07773, 2040-2059, mpi_esm_lr, May Anomaly, NPL
2.31369, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
1.02447, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
0.10543, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
0.00748, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
7.0E-4, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
0.01246, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
0.71054, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
2.31016, 2040-2059, mpi_esm_mr, May Anomaly, NPL
2.85339, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
1.19115, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
0.23525, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
0.03151, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
9.8E-4, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
0.001, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
0.40219, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
2.15142, 2040-2059, mri_cgcm3, May Anomaly, NPL
3.27301, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
1.83883, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
0.53744, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
0.1217, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
0.00841, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
0.00583, 2040-2059, mri_esm1, Mar Anomaly, NPL
0.28653, 2040-2059, mri_esm1, Apr Anomaly, NPL
1.40247, 2040-2059, mri_esm1, May Anomaly, NPL
2.69249, 2040-2059, mri_esm1, Jun Anomaly, NPL
1.50793, 2040-2059, mri_esm1, Jul Anomaly, NPL
0.45526, 2040-2059, mri_esm1, Aug Anomaly, NPL
0.07942, 2040-2059, mri_esm1, Sep Anomaly, NPL
0.00347, 2040-2059, mri_esm1, Oct Anomaly, NPL
0.00336, 2040-2059, noresm1_m, Mar Anomaly, NPL
0.57042, 2040-2059, noresm1_m, Apr Anomaly, NPL
2.2482, 2040-2059, noresm1_m, May Anomaly, NPL
1.07009, 2040-2059, noresm1_m, Jun Anomaly, NPL
0.14203, 2040-2059, noresm1_m, Jul Anomaly, NPL
0.00406, 2040-2059, noresm1_m, Aug Anomaly, NPL
0.00364, 2040-2059, noresm1_m, Sep Anomaly, NPL
0.00501, 2040-2059, noresm1_m, Oct Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.1458, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.7615, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-0.5667, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.2267, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.0104, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.0016, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
0.01328, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
0.72291, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
2.21886, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
2.0502, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
0.51447, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
0.11084, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
0.01926, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
5.6E-4, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
0.12949, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
1.83539, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
4.40916, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
5.99208, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
4.01414, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
1.14722, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
0.39811, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
0.0137, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
0.8785, 2040-2059, access1_0, Annual Anomaly, NPL
3.11468, 2040-2059, access1_3, Annual Anomaly, NPL
7.3484, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
8.59739, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
5.96761, 2040-2059, bnu_esm, Annual Anomaly, NPL
10.1203, 2040-2059, canesm2, Annual Anomaly, NPL
6.12007, 2040-2059, ccsm4, Annual Anomaly, NPL
5.74934, 2040-2059, cesm1_bgc, Annual Anomaly, NPL
4.55112, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
7.04878, 2040-2059, cmcc_cesm, Annual Anomaly, NPL
6.20914, 2040-2059, cmcc_cm, Annual Anomaly, NPL
7.91859, 2040-2059, cmcc_cms, Annual Anomaly, NPL
3.55106, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
7.01105, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
8.33406, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
6.92362, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
5.87417, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
1.46367, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
2.14895, 2040-2059, hadgem2_cc, Annual Anomaly, NPL
1.95485, 2040-2059, hadgem2_es, Annual Anomaly, NPL
1.56325, 2040-2059, inmcm4, Annual Anomaly, NPL
5.63095, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
3.39778, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
5.0178, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, NPL
3.994, 2040-2059, miroc5, Annual Anomaly, NPL
6.13093, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
3.46966, 2040-2059, miroc_esm, Annual Anomaly, NPL
6.83534, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
7.34466, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
8.33485, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
6.43085, 2040-2059, mri_esm1, Annual Anomaly, NPL
4.04686, 2040-2059, noresm1_m, Annual Anomaly, NPL
-0.9191, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
5.75381, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
13.6905, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
