Number of Summer Days (Tmax > 25°C) - (Days), Year, Model, Statistics, ISO3
3.83119, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
2.20221, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
3.0996, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
4.62523, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
5.16376, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
4.93238, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
5.61065, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
5.62226, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
2.95637, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
29.4665, 2040-2059, access1_0, Annual Anomaly, NPL
19.6019, 2040-2059, access1_3, Annual Anomaly, NPL
23.6319, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
17.3018, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
27.0627, 2040-2059, bnu_esm, Annual Anomaly, NPL
35.2309, 2040-2059, canesm2, Annual Anomaly, NPL
30.4773, 2040-2059, ccsm4, Annual Anomaly, NPL
26.6207, 2040-2059, cesm1_bgc, Annual Anomaly, NPL
37.3453, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
25.4759, 2040-2059, cmcc_cesm, Annual Anomaly, NPL
23.3635, 2040-2059, cmcc_cm, Annual Anomaly, NPL
34.2634, 2040-2059, cmcc_cms, Annual Anomaly, NPL
18.0467, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
16.6973, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
37.9622, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
25.1779, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
24.7614, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
17.1059, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
32.0367, 2040-2059, hadgem2_cc, Annual Anomaly, NPL
29.0123, 2040-2059, hadgem2_es, Annual Anomaly, NPL
12.7133, 2040-2059, inmcm4, Annual Anomaly, NPL
33.1253, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
34.2075, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
18.0154, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, NPL
23.5545, 2040-2059, miroc5, Annual Anomaly, NPL
35.4816, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
26.6126, 2040-2059, miroc_esm, Annual Anomaly, NPL
29.287, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
27.4502, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
18.1227, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
15.979, 2040-2059, mri_esm1, Annual Anomaly, NPL
25.7888, 2040-2059, noresm1_m, Annual Anomaly, NPL
9.5667, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
25.6054, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
41.8157, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
