Number of Ice Days (Tmax < 0°C) - (Days), Year, Model, Statistics, ISO3
-0.0376, 2040-2059, gfdl_cm3, May Anomaly, NPL
-0.0309, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
-1.1552, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
-3.1257, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
-1.4528, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
-0.7822, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
-1.4138, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
-0.1812, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
-0.0011, 2040-2059, gfdl_esm2g, May Anomaly, NPL
-0.014, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
-0.1996, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
-1.1267, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
-2.3351, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
-0.8484, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
-1.3059, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
-0.8204, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
-0.3223, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
-0.0623, 2040-2059, gfdl_esm2m, May Anomaly, NPL
-0.0194, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
-0.1492, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
-1.4005, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
-1.369, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
-0.63, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
-1.2457, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
-0.862, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
-0.2075, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
-0.001, 2040-2059, hadgem2_ao, May Anomaly, NPL
-0.0439, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
-0.8933, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
-1.6667, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
-1.9269, 2040-2059, hadgem2_es, Jan Anomaly, NPL
-1.7571, 2040-2059, hadgem2_es, Feb Anomaly, NPL
-1.2957, 2040-2059, hadgem2_es, Mar Anomaly, NPL
-0.1889, 2040-2059, hadgem2_es, Apr Anomaly, NPL
-3.0E-4, 2040-2059, hadgem2_es, May Anomaly, NPL
-0.0323, 2040-2059, hadgem2_es, Oct Anomaly, NPL
-1.1837, 2040-2059, hadgem2_es, Nov Anomaly, NPL
-1.833, 2040-2059, hadgem2_es, Dec Anomaly, NPL
-2.4615, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
-2.0945, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
-2.2022, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.34, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.0228, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
-0.152, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
-2.0721, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
-2.7297, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
-2.4911, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
-2.2995, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
-1.8831, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.6524, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
-0.0433, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
-0.0964, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
-1.2701, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
-2.2041, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
-1.2442, 2040-2059, miroc5, Jan Anomaly, NPL
-1.6835, 2040-2059, miroc5, Feb Anomaly, NPL
-1.0177, 2040-2059, miroc5, Mar Anomaly, NPL
-0.1241, 2040-2059, miroc5, Apr Anomaly, NPL
-0.002, 2040-2059, miroc5, May Anomaly, NPL
-0.0066, 2040-2059, miroc5, Oct Anomaly, NPL
-0.4987, 2040-2059, miroc5, Nov Anomaly, NPL
-2.1123, 2040-2059, miroc5, Dec Anomaly, NPL
-3.8593, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
-3.0325, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
-1.4846, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
-0.1601, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
-0.0071, 2040-2059, miroc_esm_chem, May Anomaly, NPL
-0.0056, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
-1.085, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
-3.7422, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
-1.4109, 2040-2059, miroc_esm, Jan Anomaly, NPL
-1.4496, 2040-2059, miroc_esm, Feb Anomaly, NPL
-0.7573, 2040-2059, miroc_esm, Mar Anomaly, NPL
-0.1418, 2040-2059, miroc_esm, Apr Anomaly, NPL
-0.0045, 2040-2059, miroc_esm, May Anomaly, NPL
-0.0034, 2040-2059, miroc_esm, Oct Anomaly, NPL
-0.9083, 2040-2059, miroc_esm, Nov Anomaly, NPL
-2.3005, 2040-2059, miroc_esm, Dec Anomaly, NPL
-1.0174, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
-1.7336, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
-1.5157, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
-0.1546, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
3.8E-4, 2040-2059, mri_cgcm3, May Anomaly, NPL
-0.0354, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
-1.6714, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
-2.9781, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
-0.7999, 2040-2059, noresm1_m, Jan Anomaly, NPL
-1.357, 2040-2059, noresm1_m, Feb Anomaly, NPL
-1.9055, 2040-2059, noresm1_m, Mar Anomaly, NPL
-0.2348, 2040-2059, noresm1_m, Apr Anomaly, NPL
-0.0249, 2040-2059, noresm1_m, Oct Anomaly, NPL
-1.1583, 2040-2059, noresm1_m, Nov Anomaly, NPL
-1.6654, 2040-2059, noresm1_m, Dec Anomaly, NPL
-3.3706, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-2.7351, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.9783, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.2747, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.0047, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0693, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.8433, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-3.581, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
-1.4664, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
-1.7136, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
-1.1863, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.1986, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.0043, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.0563, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.1858, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
-2.3695, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
0.53766, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
0.5285, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
-0.1201, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
-0.044, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
-0.0014, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
0.00425, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
0.07297, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
0.23097, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
0.79857, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
-8.9797, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
-3.4002, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
-4.6722, 2040-2059, ccsm4, Annual Anomaly, NPL
-4.3972, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
-7.3246, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
-12.38, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
-7.5069, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
-6.2979, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
-5.3162, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
-7.9187, 2040-2059, hadgem2_es, Annual Anomaly, NPL
-12.075, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
-10.94, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
-6.6895, 2040-2059, miroc5, Annual Anomaly, NPL
-13.369, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
-6.9658, 2040-2059, miroc_esm, Annual Anomaly, NPL
-9.1041, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
-7.1461, 2040-2059, noresm1_m, Annual Anomaly, NPL
-13.266, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
-8.2742, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
0.71131, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
