Number of Ice Days (Tmax < 0°C) - (Days), Year, Model, Statistics, ISO3
-0.5389, 2020-2039, canesm2, Apr Anomaly, NPL
-0.0098, 2020-2039, canesm2, May Anomaly, NPL
-3.0E-4, 2020-2039, canesm2, Jun Anomaly, NPL
-0.0112, 2020-2039, canesm2, Oct Anomaly, NPL
-0.4988, 2020-2039, canesm2, Nov Anomaly, NPL
-1.9742, 2020-2039, canesm2, Dec Anomaly, NPL
-1.0165, 2020-2039, ccsm4, Jan Anomaly, NPL
-1.0002, 2020-2039, ccsm4, Feb Anomaly, NPL
-1.2891, 2020-2039, ccsm4, Mar Anomaly, NPL
-0.2499, 2020-2039, ccsm4, Apr Anomaly, NPL
-0.009, 2020-2039, ccsm4, May Anomaly, NPL
-0.0269, 2020-2039, ccsm4, Oct Anomaly, NPL
-0.5749, 2020-2039, ccsm4, Nov Anomaly, NPL
-0.7357, 2020-2039, ccsm4, Dec Anomaly, NPL
-0.1816, 2020-2039, cesm1_bgc, Jan Anomaly, NPL
-0.79, 2020-2039, cesm1_bgc, Feb Anomaly, NPL
-0.975, 2020-2039, cesm1_bgc, Mar Anomaly, NPL
-0.0996, 2020-2039, cesm1_bgc, Apr Anomaly, NPL
-0.0128, 2020-2039, cesm1_bgc, May Anomaly, NPL
-0.0619, 2020-2039, cesm1_bgc, Oct Anomaly, NPL
-0.5975, 2020-2039, cesm1_bgc, Nov Anomaly, NPL
-1.0851, 2020-2039, cesm1_bgc, Dec Anomaly, NPL
-1.2633, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
-2.0466, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
-0.6318, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
-0.1595, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
-0.0018, 2020-2039, cesm1_cam5, May Anomaly, NPL
-0.03, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
-0.3096, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-1.0359, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
-1.5887, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
-1.1923, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
-0.3965, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
-0.1649, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
-0.0102, 2020-2039, cnrm_cm5, May Anomaly, NPL
0.1276, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
-0.9494, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
-1.599, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
-0.7825, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
-1.4387, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
-2.3249, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
-0.2873, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
-0.0017, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
-0.0105, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
-1.4889, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
-1.8153, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
-2.8925, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
-2.1658, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
-1.6208, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
-0.4221, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
-0.0376, 2020-2039, gfdl_cm3, May Anomaly, NPL
-0.0302, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
-0.8846, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
-2.196, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
-1.6052, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
-0.6098, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
-0.8078, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
-0.0337, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
-0.0011, 2020-2039, gfdl_esm2g, May Anomaly, NPL
-0.0222, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
-0.2972, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
-1.3627, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
-1.7999, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
-0.6504, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
-0.4609, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
0.03023, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
0.06335, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
-0.051, 2020-2039, gfdl_esm2m, May Anomaly, NPL
-0.0135, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
-0.1384, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
-1.0539, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
-0.2588, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
-1.9285, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
-1.7142, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
-1.4646, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
-0.2097, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
-0.0014, 2020-2039, hadgem2_ao, May Anomaly, NPL
-0.0084, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
-1.2577, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
-2.3842, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
-1.6466, 2020-2039, hadgem2_cc, Jan Anomaly, NPL
-1.7633, 2020-2039, hadgem2_cc, Feb Anomaly, NPL
-0.989, 2020-2039, hadgem2_cc, Mar Anomaly, NPL
-0.0582, 2020-2039, hadgem2_cc, Apr Anomaly, NPL
-0.0734, 2020-2039, hadgem2_cc, Oct Anomaly, NPL
-0.9866, 2020-2039, hadgem2_cc, Nov Anomaly, NPL
-1.0315, 2020-2039, hadgem2_cc, Dec Anomaly, NPL
-0.1703, 2020-2039, inmcm4, Jan Anomaly, NPL
-0.3455, 2020-2039, inmcm4, Feb Anomaly, NPL
-0.2592, 2020-2039, inmcm4, Mar Anomaly, NPL
-0.1262, 2020-2039, inmcm4, Apr Anomaly, NPL
7.5E-4, 2020-2039, inmcm4, May Anomaly, NPL
0.02705, 2020-2039, inmcm4, Oct Anomaly, NPL
0.23606, 2020-2039, inmcm4, Nov Anomaly, NPL
-0.0364, 2020-2039, inmcm4, Dec Anomaly, NPL
-2.2639, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
-1.2732, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
-1.3677, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.2393, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.0233, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
-0.0951, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
-1.6456, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
-1.7757, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
-2.1383, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
-1.7596, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
-1.3782, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.5673, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
-0.035, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
-0.1031, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.9794, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
-2.0633, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.383, 2020-2039, ipsl_cm5b_lr, Jan Anomaly, NPL
-0.6065, 2020-2039, ipsl_cm5b_lr, Feb Anomaly, NPL
0.57724, 2020-2039, ipsl_cm5b_lr, Mar Anomaly, NPL
-0.4014, 2020-2039, ipsl_cm5b_lr, Apr Anomaly, NPL
-0.0066, 2020-2039, ipsl_cm5b_lr, May Anomaly, NPL
-0.1573, 2020-2039, ipsl_cm5b_lr, Oct Anomaly, NPL
-0.2587, 2020-2039, ipsl_cm5b_lr, Nov Anomaly, NPL
-0.1039, 2020-2039, ipsl_cm5b_lr, Dec Anomaly, NPL
-0.9202, 2020-2039, miroc5, Jan Anomaly, NPL
-1.1083, 2020-2039, miroc5, Feb Anomaly, NPL
-1.1843, 2020-2039, miroc5, Mar Anomaly, NPL
-0.1215, 2020-2039, miroc5, Apr Anomaly, NPL
-0.002, 2020-2039, miroc5, May Anomaly, NPL
-0.0015, 2020-2039, miroc5, Oct Anomaly, NPL
-0.3619, 2020-2039, miroc5, Nov Anomaly, NPL
-0.9288, 2020-2039, miroc5, Dec Anomaly, NPL
-2.4545, 2020-2039, miroc_esm_chem, Jan Anomaly, NPL
-2.6227, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
-1.1683, 2020-2039, miroc_esm_chem, Mar Anomaly, NPL
-0.0877, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
-0.0071, 2020-2039, miroc_esm_chem, May Anomaly, NPL
-0.0018, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
-0.6457, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
-2.4989, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
-1.7615, 2020-2039, miroc_esm, Jan Anomaly, NPL
-1.6927, 2020-2039, miroc_esm, Feb Anomaly, NPL
-0.7208, 2020-2039, miroc_esm, Mar Anomaly, NPL
-0.1283, 2020-2039, miroc_esm, Apr Anomaly, NPL
-0.0049, 2020-2039, miroc_esm, May Anomaly, NPL
0.0011, 2020-2039, miroc_esm, Oct Anomaly, NPL
-0.931, 2020-2039, miroc_esm, Nov Anomaly, NPL
-2.0964, 2020-2039, miroc_esm, Dec Anomaly, NPL
-1.2294, 2020-2039, mpi_esm_lr, Jan Anomaly, NPL
-0.5694, 2020-2039, mpi_esm_lr, Feb Anomaly, NPL
-0.6009, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
-0.0825, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
-0.0292, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
-0.72, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
-2.0003, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
-0.6601, 2020-2039, mpi_esm_mr, Jan Anomaly, NPL
-2.2806, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
-0.4295, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
-0.1008, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
0.00113, 2020-2039, mpi_esm_mr, May Anomaly, NPL
0.05634, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
-0.274, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
-0.9504, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
-0.819, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
-0.9171, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
-1.0964, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
-0.1961, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
-0.0066, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
-0.9941, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
-1.794, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
-1.2134, 2020-2039, noresm1_m, Jan Anomaly, NPL
-1.1259, 2020-2039, noresm1_m, Feb Anomaly, NPL
-1.881, 2020-2039, noresm1_m, Mar Anomaly, NPL
-0.1863, 2020-2039, noresm1_m, Apr Anomaly, NPL
3.8E-4, 2020-2039, noresm1_m, May Anomaly, NPL
-0.0329, 2020-2039, noresm1_m, Oct Anomaly, NPL
-1.6748, 2020-2039, noresm1_m, Nov Anomaly, NPL
-1.3631, 2020-2039, noresm1_m, Dec Anomaly, NPL
-3.1294, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-2.5102, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.7695, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.2413, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.0047, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0667, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.6096, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-3.1594, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
-1.3472, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
-1.2222, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.8334, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.1499, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.0043, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.0435, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.0331, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
-1.6261, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
0.4448, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
0.54139, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
0.39215, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
0.11764, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
0.00868, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
0.00584, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
0.07369, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
0.76575, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
0.88781, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
-8.136, 2020-2039, access1_0, Annual Anomaly, NPL
-8.2687, 2020-2039, access1_3, Annual Anomaly, NPL
-6.0052, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
-2.976, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
-7.0981, 2020-2039, bnu_esm, Annual Anomaly, NPL
-7.0667, 2020-2039, canesm2, Annual Anomaly, NPL
-4.9025, 2020-2039, ccsm4, Annual Anomaly, NPL
-3.8038, 2020-2039, cesm1_bgc, Annual Anomaly, NPL
-5.4789, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
-5.7699, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
-8.1502, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
-10.249, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
-6.54, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
-2.5336, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
-8.6336, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
-6.3155, 2020-2039, hadgem2_cc, Annual Anomaly, NPL
-0.674, 2020-2039, inmcm4, Annual Anomaly, NPL
-8.684, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
-9.0246, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
-1.3406, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NPL
-4.6287, 2020-2039, miroc5, Annual Anomaly, NPL
-9.486, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
-7.3288, 2020-2039, miroc_esm, Annual Anomaly, NPL
-5.2372, 2020-2039, mpi_esm_lr, Annual Anomaly, NPL
-4.6247, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
-5.8337, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
-7.4774, 2020-2039, noresm1_m, Annual Anomaly, NPL
-11.515, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
-6.309, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
1.19753, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
