,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198201,63.98,84.35,4.12,49.39,8.84,-1.86,15.23,4.79,10.45,6.34,2.06,3.9,0.67,3.23,2.46,3.94,0.83,3.11
198202,36.45,84.07,4.43,53.54,8.64,-0.98,15.35,3.98,11.37,7.1,2.34,4.58,0.96,3.62,2.83,4.62,1.21,3.42
198203,43.99,84.07,5.72,52.17,12.87,2.6,19.73,7.42,12.31,12.31,2.6,4.86,0.9,3.96,3.07,4.98,1.13,3.84
198204,19.99,83.89,6.43,40.33,18.58,4.52,25.72,12.25,13.47,18.69,3.19,5.77,1.27,4.5,3.86,6.0,1.72,4.27
198205,23.23,83.93,7.54,39.1,21.67,6.72,28.69,15.2,13.49,22.63,3.12,5.87,1.11,4.76,3.68,6.06,1.39,4.67
198206,155.63,83.47,11.3,52.46,23.45,12.5,29.17,17.93,11.24,24.63,2.65,5.05,0.7,4.35,2.99,4.86,1.01,3.85
198207,289.02,83.44,14.38,68.89,23.12,16.38,27.6,19.26,8.34,24.14,2.55,5.07,0.63,4.43,2.96,5.06,1.01,4.05
198208,204.46,83.53,15.93,84.61,21.11,18.11,24.56,18.32,6.23,21.38,2.15,4.06,0.63,3.43,2.57,4.12,1.0,3.12
198209,156.83,83.84,13.19,78.86,19.1,14.86,23.41,15.75,7.66,18.6,2.22,4.08,0.8,3.28,2.71,4.25,1.18,3.07
198210,3.03,84.32,9.0,65.59,16.17,9.27,21.66,12.17,9.49,15.1,2.06,3.72,0.74,2.98,2.38,3.46,0.96,2.5
198211,10.55,84.3,5.57,52.24,12.21,2.19,18.45,8.32,10.14,9.95,2.0,3.92,0.69,3.23,2.32,3.79,0.85,2.94
198212,14.35,84.3,3.57,40.7,9.55,-3.51,16.61,5.54,11.07,6.54,2.31,4.65,0.93,3.71,2.82,4.88,1.24,3.63
198213,1021.51,83.96,8.46,56.52,16.32,6.78,22.22,11.79,10.43,15.66,2.44,4.62,0.83,3.79,2.88,4.67,1.13,3.54
198301,7.0,84.33,3.23,42.44,7.5,-4.79,14.3,3.35,10.95,5.18,2.1,4.45,0.69,3.76,2.41,4.23,0.89,3.34
198302,4.74,84.13,3.03,35.15,8.91,-5.65,16.24,3.9,12.33,7.33,2.48,4.9,0.86,4.04,2.91,4.8,1.04,3.75
198303,6.36,84.01,3.6,29.23,14.49,-3.67,22.65,8.17,14.48,13.91,3.36,6.51,1.36,5.14,4.12,6.84,1.84,5.0
198304,19.88,83.92,5.04,33.46,18.02,0.87,25.5,11.73,13.77,18.55,3.32,6.45,1.25,5.21,3.95,6.56,1.68,4.88
198305,37.34,83.83,7.3,37.0,22.17,6.24,29.09,15.33,13.76,23.44,2.96,5.74,0.77,4.97,3.33,5.59,0.91,4.68
198306,87.92,83.59,8.68,39.58,24.23,8.11,30.75,17.75,13.0,25.36,3.08,5.84,1.03,4.81,3.57,5.81,1.34,4.46
198307,157.23,83.57,14.7,67.83,23.6,16.85,28.59,19.6,8.99,25.19,2.59,5.2,0.68,4.53,2.87,4.93,1.07,3.86
198308,183.35,83.67,15.83,81.25,21.7,18.11,25.73,18.58,7.15,22.4,2.4,4.71,0.74,3.96,2.91,4.76,1.27,3.49
198309,299.53,83.84,14.93,86.06,19.84,17.15,23.36,17.17,6.19,19.94,2.21,4.13,0.8,3.33,2.79,4.32,1.33,2.99
198310,113.4,84.09,10.76,76.02,16.33,11.53,20.8,13.04,7.77,15.44,1.92,3.46,0.6,2.86,2.25,3.41,0.82,2.59
198311,0.0,84.44,5.94,56.64,12.06,3.03,18.03,8.2,9.83,9.44,1.92,3.43,0.71,2.72,2.18,3.11,0.81,2.3
198312,19.63,84.32,3.9,46.77,8.87,-2.57,15.3,5.13,10.17,5.66,1.96,3.71,0.75,2.96,2.32,3.66,0.98,2.68
198313,936.36,83.98,8.11,52.75,16.52,5.5,22.56,11.87,10.69,16.03,2.52,4.88,0.85,4.02,2.97,4.83,1.17,3.67
198401,7.72,84.12,3.26,43.01,7.34,-4.83,14.23,3.33,10.9,4.69,2.23,4.41,0.86,3.56,2.66,4.47,1.07,3.4
198402,40.11,84.12,3.47,39.55,9.41,-4.23,17.09,4.08,13.0,7.47,2.51,4.81,1.08,3.73,2.99,4.79,1.39,3.4
198403,3.24,84.01,4.44,32.56,15.95,-0.72,24.19,9.58,14.61,14.68,3.04,5.77,1.2,4.57,3.61,5.86,1.52,4.34
198404,7.31,83.86,4.9,27.92,20.09,0.7,28.06,12.91,15.15,20.54,3.41,6.23,1.4,4.83,4.13,6.53,1.87,4.66
198405,19.67,83.58,6.55,29.7,23.93,3.34,31.58,16.42,15.17,24.96,3.13,5.9,1.01,4.89,3.53,5.68,1.25,4.43
198406,210.94,83.32,14.15,66.71,23.16,16.24,28.1,18.9,9.2,24.69,2.51,4.92,0.6,4.33,2.76,4.62,0.91,3.7
198407,238.14,83.45,15.4,80.73,21.34,17.63,25.41,17.97,7.44,22.31,2.54,4.84,0.72,4.11,2.95,4.77,1.19,3.58
198408,214.03,83.53,15.59,81.51,21.39,17.83,25.22,18.36,6.86,21.9,2.17,4.29,0.55,3.74,2.58,4.23,0.88,3.34
198409,171.11,83.84,13.42,83.36,18.57,15.28,22.71,15.59,7.12,18.46,2.45,4.44,0.99,3.45,3.04,4.49,1.55,2.94
198410,23.36,84.14,8.43,58.61,16.73,7.97,22.36,12.54,9.81,15.1,2.02,3.58,0.64,2.94,2.33,3.44,0.82,2.62
198411,2.23,84.39,4.5,43.69,11.85,-0.41,18.53,7.74,10.79,9.18,2.08,3.89,0.7,3.19,2.37,3.6,0.83,2.77
198412,5.89,84.12,3.43,38.24,9.78,-4.23,17.1,5.58,11.52,6.78,2.32,4.5,0.99,3.51,2.81,4.65,1.28,3.37
198413,943.75,83.87,8.14,52.17,16.65,5.41,22.9,11.94,10.96,15.92,2.53,4.8,0.89,3.91,2.98,4.76,1.21,3.55
198501,35.11,84.26,3.59,46.44,7.68,-3.85,14.38,3.29,11.09,5.39,2.06,3.79,0.79,3.0,2.44,3.8,0.96,2.83
198502,0.53,83.75,2.54,27.99,10.16,-7.73,18.51,4.75,13.76,7.67,2.78,5.48,1.07,4.41,3.22,5.43,1.29,4.14
198503,0.17,83.93,3.15,21.74,16.89,-5.32,25.74,9.95,15.8,15.72,3.46,6.8,1.5,5.29,4.21,7.19,1.93,5.26
198504,13.72,83.75,4.65,25.99,20.7,-0.06,28.83,13.36,15.47,21.18,3.59,6.86,1.36,5.5,4.33,7.07,1.86,5.21
198505,43.15,83.67,5.89,28.3,23.02,2.69,30.54,15.48,15.07,23.96,3.22,6.07,1.08,4.99,3.7,6.01,1.42,4.59
198506,116.93,83.32,10.4,45.88,24.38,11.15,30.49,18.64,11.85,25.93,2.88,5.53,0.82,4.7,3.24,5.31,1.1,4.21
198507,222.83,83.54,14.71,76.22,21.62,16.93,25.97,18.18,7.79,22.87,2.69,4.92,0.87,4.05,3.13,4.92,1.47,3.45
198508,148.37,83.54,15.84,82.11,21.52,18.08,25.49,18.45,7.04,22.25,2.29,4.32,0.67,3.66,2.69,4.23,1.08,3.16
198509,241.23,83.82,14.22,85.21,19.22,16.37,22.9,16.44,6.46,19.44,2.33,4.28,0.9,3.38,2.96,4.47,1.44,3.03
198510,117.86,84.17,10.9,80.57,15.81,11.98,19.94,12.8,7.14,14.91,1.82,3.51,0.53,2.98,2.11,3.35,0.74,2.61
198511,0.0,84.25,6.45,62.74,11.68,4.07,17.54,7.96,9.58,9.31,1.96,3.74,0.69,3.05,2.25,3.52,0.84,2.68
198512,18.17,84.29,4.88,53.74,10.03,0.43,16.39,6.35,10.04,7.3,2.12,4.09,0.94,3.15,2.56,4.11,1.25,2.87
198513,958.08,83.86,8.14,53.26,16.93,5.48,23.08,12.18,10.9,16.37,2.6,4.94,0.93,4.01,3.07,4.95,1.28,3.67
198601,2.37,84.27,3.47,41.99,8.59,-4.03,15.4,4.41,10.99,5.68,2.12,4.03,0.91,3.12,2.47,3.87,1.14,2.73
198602,18.64,84.17,4.08,44.76,10.16,-1.98,17.24,5.26,11.97,8.56,2.53,4.87,1.02,3.85,2.98,4.84,1.29,3.54
198603,7.19,84.02,4.33,35.38,14.49,-1.04,22.45,8.16,14.29,13.88,3.15,5.87,1.34,4.54,3.8,6.04,1.7,4.34
198604,12.88,83.89,4.82,28.81,19.42,0.44,27.06,12.5,14.56,19.78,3.2,5.92,1.2,4.72,3.79,6.0,1.6,4.4
198605,20.94,83.76,5.36,27.84,21.69,1.37,29.04,14.35,14.7,22.72,3.09,5.88,0.81,5.07,3.48,5.72,1.0,4.71
198606,143.77,83.42,10.44,46.55,24.25,9.93,30.52,18.29,12.23,25.95,2.74,5.38,0.7,4.68,2.99,4.97,0.98,3.99
198607,295.71,83.52,15.28,80.8,21.23,17.5,24.99,18.16,6.83,21.96,2.72,5.05,0.91,4.13,3.32,5.25,1.54,3.71
198608,179.47,83.63,15.35,82.84,20.87,17.57,24.75,17.77,6.98,21.25,2.18,4.18,0.61,3.57,2.55,4.16,0.94,3.22
198609,114.79,83.93,12.81,76.5,19.33,14.77,23.78,15.89,7.89,19.53,2.01,3.9,0.53,3.37,2.36,3.82,0.77,3.05
198610,22.15,84.24,8.34,61.26,15.76,7.7,21.49,11.53,9.96,14.69,2.07,3.83,0.64,3.19,2.37,3.64,0.85,2.79
198611,0.51,84.34,4.29,39.08,12.83,-0.99,19.76,8.51,11.25,10.03,2.12,4.09,0.72,3.36,2.44,3.9,0.9,3.0
198612,31.76,84.44,3.66,43.04,9.1,-3.34,15.8,5.11,10.68,6.45,2.01,3.68,0.68,3.0,2.32,3.58,0.78,2.8
198613,850.17,83.97,7.71,50.82,16.5,4.87,22.71,11.69,11.01,15.9,2.49,4.72,0.84,3.88,2.91,4.65,1.12,3.52
198701,17.18,84.43,3.21,38.15,8.86,-4.96,16.03,4.39,11.64,6.04,2.11,4.07,0.69,3.38,2.41,3.91,0.85,3.06
198702,6.19,84.37,3.7,37.24,11.34,-3.03,18.76,6.31,12.46,9.77,2.49,4.92,0.97,3.95,2.89,4.78,1.18,3.61
198703,2.7,84.06,4.22,33.68,14.99,-1.17,22.88,8.86,14.02,14.59,3.06,5.94,1.06,4.88,3.61,5.96,1.42,4.54
198704,2.7,83.98,4.18,24.23,19.89,-1.83,27.88,12.66,15.22,20.46,3.27,6.25,1.01,5.23,3.82,6.25,1.37,4.88
198705,53.9,83.97,6.58,35.74,21.39,4.87,28.49,14.95,13.54,22.33,3.2,5.98,1.34,4.65,3.76,6.01,1.78,4.23
198706,20.22,83.49,7.63,31.07,25.78,6.67,32.84,18.69,14.14,27.44,3.03,5.77,0.77,5.0,3.35,5.41,1.05,4.36
198707,218.22,83.45,14.37,67.21,23.46,16.34,28.44,19.24,9.19,24.93,2.5,4.98,0.46,4.52,2.69,4.66,0.7,3.96
198708,194.81,83.58,15.49,78.48,21.91,17.73,26.38,18.48,7.89,22.88,2.34,4.81,0.53,4.28,2.71,4.71,0.87,3.83
198709,127.96,83.9,13.89,78.47,20.09,15.76,24.5,16.82,7.68,20.15,1.93,3.97,0.39,3.58,2.17,3.74,0.55,3.19
198710,80.86,84.24,8.17,59.29,16.31,7.64,22.14,12.2,9.94,14.97,2.14,4.1,0.61,3.49,2.46,3.92,0.85,3.07
198711,0.0,84.31,3.99,34.16,13.62,-2.45,20.78,9.25,11.53,9.92,1.98,3.89,0.7,3.19,2.23,3.64,0.88,2.75
198712,11.37,84.5,3.21,33.11,11.1,-5.16,18.43,7.0,11.43,7.23,1.95,4.1,0.72,3.37,2.18,3.77,0.88,2.89
198713,736.12,84.02,7.42,46.02,17.42,4.26,23.98,12.43,11.54,16.75,2.5,4.9,0.77,4.13,2.86,4.73,1.03,3.7
198801,60.7,84.28,3.39,38.97,9.44,-4.37,16.63,5.18,11.45,6.41,2.21,4.34,0.83,3.51,2.57,4.24,1.08,3.16
198802,8.5,84.16,3.73,36.33,11.88,-3.1,19.32,6.72,12.6,10.03,2.35,4.58,0.79,3.78,2.71,4.48,0.98,3.5
198803,28.5,83.93,4.49,36.06,14.86,-0.78,22.86,8.53,14.33,14.32,3.1,5.98,1.26,4.72,3.72,6.12,1.57,4.55
198804,20.97,84.01,4.57,24.87,20.85,-0.42,28.97,13.38,15.6,20.87,3.11,5.79,0.95,4.85,3.59,5.78,1.15,4.62
198805,29.66,83.67,5.98,27.54,23.81,2.91,31.47,16.15,15.32,24.64,3.12,5.98,0.94,5.04,3.51,5.81,1.16,4.65
198806,102.44,83.57,11.52,51.68,23.96,12.64,29.91,18.26,11.66,25.67,2.7,5.32,0.59,4.73,2.89,4.9,0.8,4.1
198807,528.56,83.55,16.49,86.07,21.4,18.71,24.93,18.58,6.35,22.08,2.56,4.7,0.9,3.8,3.1,4.87,1.5,3.37
198808,395.88,83.58,16.5,89.59,20.75,18.71,24.04,18.02,6.02,21.12,2.38,4.39,0.89,3.5,2.93,4.44,1.48,2.97
198809,60.4,83.86,15.25,86.81,20.02,17.38,23.83,16.99,6.83,20.08,2.16,4.06,0.77,3.29,2.65,4.08,1.2,2.89
198810,8.43,84.09,9.63,67.37,16.69,9.93,21.84,12.84,8.99,15.38,1.96,3.59,0.68,2.92,2.23,3.35,0.85,2.5
198811,0.0,84.45,5.61,50.5,12.9,2.43,19.19,8.76,10.43,10.6,2.01,3.57,0.8,2.77,2.33,3.36,0.98,2.38
198812,12.82,84.47,4.26,45.41,10.63,-1.17,16.78,6.94,9.85,7.86,1.9,3.75,0.67,3.08,2.22,3.59,0.88,2.71
198813,1256.88,83.97,8.47,53.53,17.27,6.1,23.31,12.54,10.77,16.6,2.46,4.67,0.84,3.83,2.87,4.59,1.14,3.45
198901,33.11,84.09,3.15,40.94,7.58,-5.33,14.84,3.37,11.47,4.76,2.33,4.56,0.89,3.67,2.8,4.7,1.18,3.52
198902,12.06,84.05,3.25,36.69,9.61,-4.81,17.61,4.14,13.46,8.17,3.21,6.17,1.51,4.66,4.04,6.61,2.02,4.6
198903,9.42,84.01,3.98,32.32,14.5,-2.31,22.44,8.43,14.0,13.72,3.13,6.01,1.29,4.72,3.79,6.24,1.7,4.54
198904,2.02,83.77,3.22,18.95,19.56,-4.9,28.45,11.59,16.86,19.61,4.01,7.53,1.79,5.74,4.95,8.07,2.37,5.71
198905,22.91,83.7,6.05,27.72,23.6,2.17,31.32,16.16,15.16,24.71,3.28,6.29,1.0,5.29,3.75,6.2,1.3,4.9
198906,167.36,83.56,12.19,56.39,23.57,13.68,29.19,18.32,10.88,25.27,2.65,5.17,0.58,4.6,2.91,4.84,0.84,4.0
198907,244.15,83.55,15.6,79.71,21.8,17.82,25.95,18.23,7.72,22.82,2.68,5.13,0.77,4.36,3.12,5.15,1.22,3.93
198908,196.34,83.65,15.65,84.42,20.88,17.89,24.71,17.78,6.93,21.52,2.32,4.24,0.86,3.39,2.8,4.16,1.45,2.71
198909,82.77,83.84,14.57,81.92,20.24,16.78,24.43,16.93,7.5,20.65,2.06,4.06,0.55,3.51,2.45,4.03,0.84,3.19
198910,4.4,84.18,7.91,52.25,17.37,6.88,23.59,12.68,10.91,16.2,2.15,3.87,0.76,3.11,2.44,3.55,0.91,2.64
198911,2.76,84.43,3.97,37.24,12.44,-2.11,19.71,7.88,11.83,10.22,2.32,4.55,0.87,3.68,2.71,4.45,1.1,3.35
198912,10.72,84.46,3.11,36.16,9.47,-5.29,16.45,5.51,10.94,6.58,2.03,4.1,0.62,3.48,2.28,3.76,0.82,2.93
198913,788.0,83.94,7.75,48.82,16.75,4.26,23.25,11.79,11.45,16.22,2.67,5.13,0.95,4.18,3.16,5.13,1.31,3.83
199001,0.37,84.22,2.93,29.28,11.25,-5.97,19.46,6.56,12.9,8.31,2.59,5.45,1.0,4.45,3.06,5.53,1.3,4.22
199002,53.36,84.16,4.31,47.8,10.13,-1.47,16.8,5.53,11.27,9.33,2.5,4.95,0.9,4.05,2.93,4.86,1.16,3.71
199003,5.65,84.16,4.34,38.35,13.31,-0.98,20.69,7.39,13.31,13.09,2.83,5.37,0.96,4.41,3.27,5.2,1.2,4.0
199004,9.31,83.78,4.1,24.7,19.56,-1.72,27.65,12.31,15.34,19.9,3.52,6.71,1.21,5.5,4.23,6.93,1.58,5.35
199005,39.66,83.72,8.33,39.1,23.34,7.93,29.92,16.75,13.17,24.72,2.89,5.62,0.69,4.93,3.22,5.38,0.9,4.48
199006,134.45,83.4,11.39,49.67,24.88,11.76,30.88,19.3,11.58,26.52,2.72,5.43,0.59,4.84,2.94,5.09,0.84,4.25
199007,466.7,83.41,16.19,84.79,21.34,18.41,24.79,18.61,6.19,22.07,2.41,4.72,0.63,4.09,2.78,4.68,1.02,3.66
199008,174.57,83.74,16.02,88.01,20.59,18.26,23.96,17.87,6.08,20.91,2.25,4.26,0.78,3.48,2.73,4.26,1.24,3.02
199009,143.76,83.86,15.0,87.82,19.57,17.21,23.09,16.87,6.22,19.68,2.04,3.89,0.74,3.15,2.53,3.94,1.18,2.76
199010,7.85,84.25,9.53,68.48,15.99,9.54,21.07,12.2,8.87,14.88,1.88,3.49,0.6,2.89,2.13,3.28,0.75,2.53
199011,0.05,84.39,5.53,47.0,13.81,2.17,20.29,9.51,10.78,11.19,1.99,3.46,0.71,2.74,2.32,3.29,0.88,2.41
199012,8.01,84.46,3.79,41.41,10.24,-2.74,16.83,6.45,10.38,7.16,1.99,3.79,0.7,3.09,2.36,3.78,0.94,2.85
199013,1043.74,83.96,8.48,53.94,17.03,6.08,22.98,12.48,10.5,16.51,2.47,4.76,0.79,3.97,2.87,4.68,1.08,3.6
199101,4.12,84.23,3.33,42.04,8.08,-4.52,15.05,3.84,11.21,5.79,2.16,4.39,0.67,3.72,2.47,4.23,0.82,3.41
199102,1.98,84.29,3.51,34.39,11.72,-3.86,19.32,6.32,13.0,10.27,2.69,5.08,1.15,3.93,3.25,5.21,1.44,3.77
199103,17.49,84.13,3.91,30.24,15.69,-2.33,23.67,9.39,14.28,15.14,2.9,5.45,1.01,4.43,3.46,5.54,1.23,4.31
199104,0.78,83.96,3.59,20.99,19.82,-3.54,27.97,12.5,15.47,20.2,3.32,6.26,1.03,5.23,3.92,6.32,1.32,5.0
199105,24.87,83.79,4.83,21.03,24.55,0.34,32.28,16.87,15.41,25.62,3.45,6.75,0.99,5.76,4.0,6.85,1.24,5.61
199106,44.73,83.5,11.69,52.47,24.14,13.09,29.99,18.85,11.14,26.02,2.73,5.45,0.72,4.73,3.0,5.08,0.95,4.14
199107,129.19,83.41,15.0,68.15,23.7,17.18,28.8,19.5,9.3,25.31,2.71,5.24,0.79,4.45,3.06,5.1,1.23,3.87
199108,215.95,83.55,15.86,82.33,21.49,18.11,25.5,18.53,6.98,22.24,2.59,4.91,0.89,4.02,3.19,5.0,1.58,3.41
199109,142.66,83.9,14.36,83.03,19.79,16.43,23.94,16.74,7.2,19.96,2.11,4.29,0.6,3.69,2.38,4.04,0.82,3.22
199110,0.92,84.14,7.76,53.53,16.85,6.81,23.19,12.57,10.62,15.51,2.15,4.21,0.62,3.59,2.4,3.88,0.73,3.16
199111,3.37,84.43,4.03,38.45,12.12,-2.07,19.09,7.95,11.14,9.63,2.14,4.29,0.75,3.54,2.46,4.1,0.93,3.17
199112,42.19,84.36,3.76,43.41,9.52,-3.13,16.18,5.75,10.43,6.76,1.99,4.08,0.61,3.47,2.31,3.91,0.8,3.11
199113,628.25,83.97,7.66,47.6,17.32,4.43,23.77,12.43,11.34,16.9,2.58,5.03,0.82,4.21,2.99,4.94,1.09,3.85
199201,2.76,84.4,3.44,39.61,9.17,-4.13,16.24,4.91,11.33,6.53,2.2,4.73,0.77,3.97,2.56,4.67,0.96,3.71
199202,2.06,84.06,3.13,36.48,9.09,-5.37,16.79,4.05,12.74,7.52,2.7,5.51,1.04,4.48,3.14,5.46,1.25,4.22
199203,1.71,84.03,3.61,26.56,15.92,-3.56,24.49,9.48,15.01,15.49,4.12,7.8,2.02,5.78,5.32,8.5,2.97,5.54
199204,0.24,83.99,3.59,19.8,20.57,-3.5,29.06,13.1,15.96,21.08,3.87,7.2,1.67,5.53,4.74,7.52,2.33,5.19
199205,20.4,83.79,5.56,28.66,22.25,1.75,29.57,15.19,14.38,23.42,3.24,6.22,0.99,5.23,3.71,6.09,1.3,4.79
199206,156.04,83.51,9.99,44.94,24.02,10.0,30.17,18.17,11.99,25.43,2.81,5.37,0.71,4.66,3.09,5.05,0.97,4.08
199207,178.39,83.55,14.15,71.9,22.02,16.21,26.66,18.09,8.56,22.98,2.83,5.29,0.87,4.42,3.35,5.32,1.4,3.93
199208,206.86,83.68,15.64,83.89,20.97,17.91,24.77,18.01,6.76,21.57,2.35,4.56,0.75,3.81,2.81,4.55,1.27,3.28
199209,140.42,83.86,13.96,81.47,19.61,16.03,23.92,16.3,7.61,19.7,2.11,4.06,0.68,3.39,2.45,3.87,1.0,2.87
199210,66.12,84.17,8.95,63.74,16.33,8.99,21.86,12.29,9.56,15.18,2.07,3.68,0.76,2.91,2.41,3.48,0.94,2.54
199211,1.45,84.46,5.65,51.0,12.88,2.5,19.44,8.69,10.75,10.67,2.02,3.82,0.71,3.11,2.3,3.6,0.83,2.76
199212,0.05,84.47,3.45,39.05,9.63,-3.97,16.56,5.7,10.86,6.5,2.06,4.13,0.74,3.39,2.35,3.9,0.94,2.97
199213,776.5,84.0,7.61,48.99,16.89,4.44,23.3,12.02,11.28,16.36,2.7,5.2,0.98,4.22,3.19,5.17,1.35,3.82
199301,8.15,84.19,3.39,41.69,8.38,-4.52,15.75,3.96,11.79,6.21,2.59,5.26,1.11,4.14,3.2,5.52,1.51,4.02
199302,6.0,84.23,3.35,32.51,11.81,-4.5,19.23,6.72,12.51,9.83,2.46,4.96,0.88,4.08,2.81,4.75,1.11,3.63
199303,37.11,84.13,3.8,34.62,12.96,-3.03,20.78,7.03,13.74,12.3,3.19,6.13,1.33,4.79,3.84,6.31,1.83,4.48
199304,7.43,84.05,4.6,28.12,19.06,-0.37,26.87,12.28,14.59,19.27,3.11,5.87,1.0,4.88,3.61,5.85,1.24,4.61
199305,32.13,83.76,5.98,28.6,23.2,2.67,30.65,15.83,14.82,24.29,3.1,6.11,0.82,5.29,3.48,5.94,0.98,4.96
199306,157.38,83.54,11.27,51.45,23.86,12.41,29.72,18.35,11.37,25.36,2.7,5.45,0.62,4.83,2.96,5.13,0.88,4.25
199307,137.79,83.46,15.32,72.95,22.91,17.57,27.7,18.91,8.78,24.39,3.0,5.52,0.9,4.62,3.41,5.42,1.37,4.05
199308,91.96,83.56,15.12,75.15,22.23,17.37,27.12,18.39,8.72,23.48,2.47,4.88,0.67,4.22,2.77,4.68,1.03,3.65
199309,111.81,83.88,13.88,82.25,19.42,16.04,23.42,16.49,6.93,19.79,2.19,4.34,0.71,3.62,2.73,4.43,1.16,3.27
199310,0.8,84.28,6.68,43.95,17.29,4.02,24.0,12.53,11.48,15.86,2.24,4.44,0.57,3.87,2.5,4.09,0.67,3.42
199311,0.12,84.35,3.98,33.87,13.72,-2.24,21.01,9.32,11.69,11.09,2.19,4.51,0.74,3.77,2.47,4.17,0.93,3.24
199312,0.01,84.43,2.29,23.86,10.83,-8.63,18.22,6.61,11.61,6.75,1.98,4.13,0.6,3.53,2.22,3.8,0.74,3.07
199313,590.68,83.99,7.5,45.83,17.16,3.94,23.73,12.23,11.5,16.58,2.6,5.14,0.83,4.31,3.0,5.01,1.12,3.89
199401,22.34,84.23,3.33,37.05,10.02,-4.84,17.61,5.46,12.15,7.83,2.42,4.91,0.97,3.94,2.88,4.94,1.29,3.65
199402,14.05,84.08,3.31,37.26,9.8,-4.77,17.52,4.5,13.02,8.61,2.74,5.59,0.99,4.6,3.2,5.53,1.27,4.27
199403,1.41,84.05,3.28,23.05,16.61,-4.58,25.29,9.87,15.42,15.86,3.36,6.66,1.28,5.38,3.97,6.74,1.66,5.07
199404,3.92,84.0,3.88,23.11,19.43,-2.71,27.38,12.41,14.98,20.16,3.3,6.61,1.07,5.54,3.88,6.64,1.39,5.25
199405,10.6,83.8,5.86,26.66,23.84,2.92,31.3,16.52,14.79,25.21,3.28,6.34,1.05,5.3,3.71,6.17,1.35,4.82
199406,97.25,83.38,11.45,49.81,24.9,11.71,30.76,19.38,11.38,26.83,2.82,5.57,0.51,5.06,2.98,5.13,0.72,4.41
199407,200.57,83.4,15.67,75.31,22.76,17.91,27.2,19.26,7.94,24.03,2.59,4.89,0.71,4.18,2.96,4.74,1.17,3.57
199408,140.48,83.62,15.84,80.81,21.8,18.08,25.87,18.73,7.14,22.52,2.37,4.65,0.67,3.98,2.81,4.66,1.11,3.55
199409,117.28,83.89,13.65,77.47,20.0,15.57,24.79,16.53,8.25,20.17,2.24,4.39,0.7,3.68,2.66,4.25,1.0,3.25
199410,3.02,84.28,7.13,50.04,16.64,5.57,23.21,11.88,11.33,15.34,2.25,4.34,0.67,3.67,2.57,4.09,0.87,3.21
199411,0.01,84.51,4.62,41.73,13.0,0.07,19.98,8.52,11.45,10.99,2.21,4.32,0.82,3.5,2.49,3.95,0.95,2.99
199412,0.0,84.42,2.9,32.15,9.79,-6.2,17.47,5.45,12.03,6.78,2.31,4.59,0.88,3.72,2.69,4.39,1.18,3.21
199413,610.92,83.97,7.6,46.26,17.42,4.11,24.07,12.42,11.65,17.07,2.66,5.24,0.86,4.38,3.07,5.1,1.16,3.94
