Number of Hot Days (Tmax > 35°C) - (Days), Year, Model, Statistics, ISO3
0.14341, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
0.07731, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
0.00157, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
0.00127, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
0.01358, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
0.84327, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
1.28221, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
1.04031, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
1.40529, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
-0.2491, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
-0.1875, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
0.03162, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
-0.0015, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
0.01773, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
0.46145, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
1.47541, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
2.69298, 2020-2039, gfdl_cm3, May Anomaly, NPL
1.10215, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
-0.0542, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
0.54842, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
0.19447, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
0.04991, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
0.26753, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
1.24072, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
1.83806, 2020-2039, gfdl_esm2g, May Anomaly, NPL
1.34044, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
0.18707, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
0.50046, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
0.11858, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
9.5E-4, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
0.02192, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
0.16775, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
1.37276, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
1.01601, 2020-2039, gfdl_esm2m, May Anomaly, NPL
0.94513, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
1.8576, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
0.98776, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
0.12333, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
4.9E-4, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
0.04362, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
0.13461, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
0.06202, 2020-2039, hadgem2_ao, May Anomaly, NPL
-0.8938, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
-0.4632, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
0.30352, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
0.38861, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
0.03669, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
-0.0104, 2020-2039, hadgem2_es, Mar Anomaly, NPL
0.36224, 2020-2039, hadgem2_es, Apr Anomaly, NPL
-0.1526, 2020-2039, hadgem2_es, May Anomaly, NPL
0.60318, 2020-2039, hadgem2_es, Jun Anomaly, NPL
0.79978, 2020-2039, hadgem2_es, Jul Anomaly, NPL
1.13408, 2020-2039, hadgem2_es, Aug Anomaly, NPL
1.02365, 2020-2039, hadgem2_es, Sep Anomaly, NPL
0.23368, 2020-2039, hadgem2_es, Oct Anomaly, NPL
0.15766, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
1.11558, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
2.10274, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
1.89784, 2020-2039, ipsl_cm5a_lr, Jun Anomaly, NPL
1.91653, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
1.06644, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
0.58711, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
-0.0262, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
0.04972, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
0.79319, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
0.65807, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
1.06854, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
1.55549, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
0.79569, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
0.40783, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
0.16103, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.0046, 2020-2039, miroc5, Mar Anomaly, NPL
0.94189, 2020-2039, miroc5, Apr Anomaly, NPL
0.97936, 2020-2039, miroc5, May Anomaly, NPL
1.32886, 2020-2039, miroc5, Jun Anomaly, NPL
-0.1998, 2020-2039, miroc5, Jul Anomaly, NPL
0.16732, 2020-2039, miroc5, Aug Anomaly, NPL
-0.0142, 2020-2039, miroc5, Sep Anomaly, NPL
0.00373, 2020-2039, miroc5, Oct Anomaly, NPL
0.00177, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
0.05211, 2020-2039, miroc_esm_chem, Mar Anomaly, NPL
0.68001, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
2.66206, 2020-2039, miroc_esm_chem, May Anomaly, NPL
1.2944, 2020-2039, miroc_esm_chem, Jun Anomaly, NPL
-0.3259, 2020-2039, miroc_esm_chem, Jul Anomaly, NPL
0.13582, 2020-2039, miroc_esm_chem, Aug Anomaly, NPL
0.10029, 2020-2039, miroc_esm_chem, Sep Anomaly, NPL
0.12933, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
0.00375, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
1.4E-4, 2020-2039, miroc_esm, Feb Anomaly, NPL
0.05103, 2020-2039, miroc_esm, Mar Anomaly, NPL
0.62511, 2020-2039, miroc_esm, Apr Anomaly, NPL
1.60473, 2020-2039, miroc_esm, May Anomaly, NPL
-0.2246, 2020-2039, miroc_esm, Jun Anomaly, NPL
0.29679, 2020-2039, miroc_esm, Jul Anomaly, NPL
-0.4332, 2020-2039, miroc_esm, Aug Anomaly, NPL
0.16452, 2020-2039, miroc_esm, Sep Anomaly, NPL
0.23616, 2020-2039, miroc_esm, Oct Anomaly, NPL
-0.0018, 2020-2039, miroc_esm, Nov Anomaly, NPL
0.07792, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
0.28737, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
0.33718, 2020-2039, mri_cgcm3, May Anomaly, NPL
1.01091, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
-0.567, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
-0.3284, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
0.04577, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
-0.1496, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
0.01991, 2020-2039, noresm1_m, Mar Anomaly, NPL
0.54217, 2020-2039, noresm1_m, Apr Anomaly, NPL
0.64594, 2020-2039, noresm1_m, May Anomaly, NPL
0.45842, 2020-2039, noresm1_m, Jun Anomaly, NPL
0.17476, 2020-2039, noresm1_m, Jul Anomaly, NPL
-0.0404, 2020-2039, noresm1_m, Aug Anomaly, NPL
0.14705, 2020-2039, noresm1_m, Sep Anomaly, NPL
-0.0047, 2020-2039, noresm1_m, Oct Anomaly, NPL
0.00296, 2020-2039, noresm1_m, Nov Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.0813, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.8287, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.2305, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-3.167, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.6992, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.623, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.3082, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0714, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
0.11268, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
0.60938, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
1.4291, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
0.59647, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.1695, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
0.20205, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
0.31146, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
0.0403, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
5.5E-4, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
0.02239, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
1.08604, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
3.31843, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
4.60638, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
6.83238, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
6.63297, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
4.1516, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
3.09917, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
1.13348, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
0.02691, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
8.75225, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
6.26448, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
7.56596, 2020-2039, ccsm4, Annual Anomaly, NPL
4.51866, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
4.17954, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
6.48674, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
5.49379, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
6.49279, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
-0.3695, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
3.80339, 2020-2039, hadgem2_es, Annual Anomaly, NPL
8.81773, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
5.48958, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
3.20232, 2020-2039, miroc5, Annual Anomaly, NPL
4.7336, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
2.32178, 2020-2039, miroc_esm, Annual Anomaly, NPL
0.71435, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
1.946, 2020-2039, noresm1_m, Annual Anomaly, NPL
-6.4123, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
3.8178, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
20.0491, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
