Local time in Surkhet,T,Po,P,Pa,U,DD,Ff,N,W1,Tn,Tx,Nh,H,VV,Td,RRR,tR
03.06.2016 11:45,30.4,698.6,753.9,-0.2,66,Wind blowing from the south,2,50%.,Thunderstorm(s) with or without precipitation.,,,50%.,300-600,7,23.4,,
03.06.2016 08:45,24.3,698.8,754.1,1.6,87,Wind blowing from the north,3,100%.,Thunderstorm(s) with or without precipitation.,,,40%.,100-200,5,22,0.7,24
03.06.2016 05:45,24.4,697.2,752.8,,90,Wind blowing from the north,1,100%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,70 – 80%.,200-300,6,22.7,,
02.06.2016 17:45,30.6,695.7,751.3,-1.3,66,"Calm, no wind",0,40%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,31.4,40%.,200-300,6,23.6,0.7,9
02.06.2016 14:45,30.3,697,752.4,-1.8,66,Wind blowing from the north-west,3,"90  or more, but not 100%",Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,40%.,200-300,7,23.3,,
02.06.2016 11:45,26.1,698.8,754.3,0.2,79,Wind blowing from the south-southeast,2,"90  or more, but not 100%",Thunderstorm(s) with or without precipitation.,,,50%.,200-300,8,22.2,,
02.06.2016 08:45,22.2,698.6,754,2.2,92,Wind blowing from the south,2,100%.,Thunderstorm(s) with or without precipitation.,21,,40%.,100-200,6,20.8,12,24
02.06.2016 05:45,25.4,696.4,751.6,,84,"Calm, no wind",0,100%.,Thunderstorm(s) with or without precipitation.,,,20–30%.,200-300,6,22.5,,
01.06.2016 17:45,31.5,695.2,750.4,-0.9,56,Wind blowing from the west,3,40%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,33.3,40%.,200-300,7,21.8,No precipitation,9
01.06.2016 14:45,32.2,696.1,751.3,,55,Wind blowing from the west,3,60%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,60%.,200-300,9,22.1,,
01.06.2016 08:45,28,697.7,753,0.8,64,Wind blowing from the west-southwest,2,20–30%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,22.7,,"10%  or less, but not 0",300-600,8,20.6,No precipitation,24
01.06.2016 05:45,23.4,696.9,752.3,,82,Wind blowing from the south,1,60%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,60%.,300-600,10,20.1,,
31.05.2016 17:45,31.3,695,750.4,-0.8,50,Wind blowing from the west,2,"10%  or less, but not 0",Cloud covering 1/2 or less of the sky throughout the appropriate period.,,33.1,"10%  or less, but not 0",600-1000,12,19.7,No precipitation,9
31.05.2016 14:45,32.7,695.8,751.5,-1.2,47,Wind blowing from the west-southwest,5,40%.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,40%.,300-600,12,19.9,,
31.05.2016 11:45,31.2,697,752.7,-0.3,48,Wind blowing from the south-west,4,40%.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,40%.,300-600,12,19,,
31.05.2016 08:45,27.4,697.3,753,1.1,64,Wind blowing from the south-east,2,"10%  or less, but not 0",Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,,"10%  or less, but not 0",300-600,12,20,No precipitation,24
31.05.2016 05:45,20.5,696.2,752,,91,Wind blowing from the north,2,no clouds,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,15,18.9,,
30.05.2016 17:45,29.3,695.2,751,-0.7,61,Wind blowing from the west,3,40%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32.1,40%.,300-600,10,21.1,No precipitation,9
30.05.2016 14:45,31.4,695.9,751.9,-1.6,51,Wind blowing from the south,6,50%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,40%.,200-300,10,20.1,,
30.05.2016 11:45,28.5,697.5,753.5,0.3,63,Wind blowing from the west-northwest,2,60%.,Rain.,,,40%.,200-300,9,20.7,,
30.05.2016 08:45,24.2,697.2,753.2,2.2,76,Wind blowing from the west,2,50%.,Rain.,18,,20–30%.,100-200,7,19.7,41,24
30.05.2016 05:45,18.7,695,750.8,,95,Wind blowing from the south,3,"90  or more, but not 100%",Thunderstorm(s) with or without precipitation.,,,60%.,100-200,4,17.9,,
29.05.2016 17:45,28.9,695,750.8,-1.5,53,Wind blowing from the east,2,20–30%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,28.9,20–30%.,200-300,8,18.5,No precipitation,9
29.05.2016 14:45,29.3,696.5,751.9,,57,Wind blowing from the west,3,50%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,50%.,200-300,10,19.8,,
29.05.2016 08:45,23.2,696.1,751.6,0.8,75,Wind blowing from the south,3,70 – 80%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,19.3,,60%.,200-300,10,18.4,4,24
29.05.2016 05:45,20,695.3,750.7,,92,Wind blowing from the north,1,70 – 80%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,50%.,300-600,15,18.6,,
28.05.2016 17:45,29.3,693.7,748.6,-0.5,63,Wind blowing from the north-west,4,"90  or more, but not 100%",Thunderstorm(s) with or without precipitation.,,33.9,60%.,200-300,7,21.5,0.2,9
28.05.2016 14:45,32.8,694.2,749.6,-2.4,50,Wind blowing from the south,3,50%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,50%.,300-600,7,20.9,,
28.05.2016 11:45,29.2,696.6,752,-0.4,49,Wind blowing from the south-east,3,50%.,Thunderstorm(s) with or without precipitation.,,,50%.,300-600,7,17.4,,
28.05.2016 08:45,25,697,752.5,1.2,67,Wind blowing from the north-east,2,70 – 80%.,Thunderstorm(s) with or without precipitation.,20,,40%.,200-300,7,18.4,2,24
28.05.2016 05:45,20.8,695.8,751.1,,93,Wind blowing from the east,2,60%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,20–30%.,300-600,8,19.6,,
27.05.2016 17:45,31.8,693.1,747.7,-0.9,51,Wind blowing from the west-southwest,3,50%.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,34.9,50%.,300-600,7,20.3,No precipitation,9
27.05.2016 14:45,34.5,694,749.2,-1.1,44,Wind blowing from the south-southwest,3,40%.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,40%.,300-600,8,20.4,,
27.05.2016 11:45,32,695.1,750.4,-0.5,47,Wind blowing from the north-west,3,40%.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,40%.,300-600,8,19.3,,
27.05.2016 08:45,28.7,695.6,750.9,1,58,Wind blowing from the south-southeast,3,20–30%.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,,20–30%.,300-600,7,19.7,No precipitation,24
27.05.2016 05:45,21.7,694.6,750.4,,90,Wind blowing from the north-northwest,2,"10%  or less, but not 0",Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"10%  or less, but not 0",600-1000,10,19.9,,
26.05.2016 17:45,31.4,692.8,747.9,-0.9,45,Wind blowing from the west,3,20–30%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,34.2,20–30%.,600-1000,7,18.2,No precipitation,9
26.05.2016 14:45,32.8,693.7,748.8,-1.5,44,Wind blowing from the west,4,60%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,50%.,300-600,9,18.9,,
26.05.2016 11:45,30,695.2,751,-0.5,42,Wind blowing from the east-southeast,2,"10%  or less, but not 0",Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"10%  or less, but not 0",300-600,10,15.9,,
26.05.2016 08:45,24.6,695.7,751.5,1.4,62,Wind blowing from the east-southeast,3,"10%  or less, but not 0",Cloud covering more than 1/2 of the sky throughout the appropriate period.,18,,"10%  or less, but not 0",300-600,10,16.7,5,24
26.05.2016 05:45,18.6,694.3,749.8,,89,Wind blowing from the north-east,2,50%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,50%.,300-600,15,16.8,,
25.05.2016 17:45,26.3,691.5,746.5,,56,Wind blowing from the west-northwest,2,20–30%.,Thunderstorm(s) with or without precipitation.,,32.3,20–30%.,1500-2000,10,16.7,5,9
25.05.2016 11:45,31.1,693.1,747.8,-0.7,56,Wind blowing from the west,4,60%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,60%.,300-600,7,21.3,,
25.05.2016 08:45,28.4,693.8,748.5,0.6,58,Wind blowing from the south,3,20–30%.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,,20–30%.,300-600,7,19.3,No precipitation,24
25.05.2016 05:45,22,693.2,747.9,,89,Wind blowing from the north,1,40%.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,20–30%.,200-300,12,20.1,,
24.05.2016 17:45,31.6,692.4,747.1,-1,52,Wind blowing from the west-southwest,3,"10%  or less, but not 0",Cloud covering more than 1/2 of the sky throughout the appropriate period.,,33.9,"10%  or less, but not 0",1000-1500,12,20.5,No precipitation,9
24.05.2016 14:45,32.4,693.4,748.1,-1.7,50,Wind blowing from the south,4,70 – 80%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,50%.,300-600,10,20.6,,
24.05.2016 11:45,31.3,695.1,750.7,-1.3,47,Wind blowing from the south-southwest,4,"10%  or less, but not 0",Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"10%  or less, but not 0",600-1000,10,18.8,,
24.05.2016 08:45,26.6,696.4,752,1.1,68,"Calm, no wind",0,20–30%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,21.5,,"10%  or less, but not 0",300-600,10,20.1,19,24
24.05.2016 05:45,22.2,695.3,750.7,,89,Wind blowing from the north,1,70 – 80%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,20–30%.,200-300,10,20.2,,
23.05.2016 17:45,27.1,693.1,748,-1.7,64,Wind blowing from the west,2,40%.,Thunderstorm(s) with or without precipitation.,,29.8,"10%  or less, but not 0",1500-2000,15,19.6,19,9
23.05.2016 14:45,23.2,694.8,749.9,-3.2,83,Wind blowing from the west,4,"90  or more, but not 100%",Thunderstorm(s) with or without precipitation.,,,60%.,300-600,7,20.1,,
23.05.2016 11:45,19.8,698,753.1,2.7,94,Wind blowing from the east,4,100%.,Thunderstorm(s) with or without precipitation.,,,70 – 80%.,200-300,5,18.8,,
23.05.2016 08:45,29.2,695.3,750.4,1,64,Wind blowing from the south,2,"90  or more, but not 100%",Cloud covering more than 1/2 of the sky throughout the appropriate period.,23.5,,50%.,300-600,7,21.8,No precipitation,24
23.05.2016 05:45,24.3,694.3,749.6,,85,"Calm, no wind",0,20–30%.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,20–30%.,600-1000,8,21.7,,
22.05.2016 17:45,30.5,691.9,746.5,-0.3,58,Wind blowing from the east,2,70 – 80%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,34,50%.,300-600,7,21.4,No precipitation,9
22.05.2016 14:45,33,692.2,746.9,-1.3,53,Wind blowing from the west-southwest,3,50%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,50%.,300-600,7,22.1,,
22.05.2016 11:45,30.4,693.5,748.2,-1.4,59,Wind blowing from the north,4,"90  or more, but not 100%",Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,60%.,200-300,7,21.6,,
22.05.2016 08:45,27,694.9,750.2,1.5,72,Wind blowing from the south,4,60%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,22.4,,40%.,200-300,7,21.6,No precipitation,24
22.05.2016 05:45,22.8,693.4,748.5,,92,Wind blowing from the north,2,70 – 80%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,50%.,200-300,10,21.5,,
21.05.2016 17:45,30.4,691.6,746.7,-1,57,Wind blowing from the south,2,20–30%.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,33.9,20–30%.,600-1000,12,21,No precipitation,9
21.05.2016 14:45,33.6,692.6,747.7,-1.7,41,Wind blowing from the west-southwest,4,40%.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,20–30%.,300-600,10,18.6,,
21.05.2016 11:45,29.6,694.3,750,-0.7,52,Wind blowing from the south-southeast,3,60%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,50%.,300-600,10,18.6,,
21.05.2016 08:45,23,695,750.7,2.3,81,Wind blowing from the east,2,70 – 80%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,18.6,,50%.,300-600,10,19.6,6,24
21.05.2016 05:45,20.7,692.7,747,,92,Wind blowing from the west-southwest,2,70 – 80%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,20–30%.,600-1000,10,19.3,,
20.05.2016 17:45,31.2,691.7,746,-1,56,Wind blowing from the east-southeast,1,"90  or more, but not 100%",Drizzle.,,33.8,60%.,300-600,7,21.3,Trace of precipitation,9
20.05.2016 14:45,32.2,692.7,747,,54,Wind blowing from the east-southeast,4,"90  or more, but not 100%",Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,60%.,300-600,8,21.7,,
20.05.2016 05:45,22.6,695.3,750,,89,Wind blowing from the north,1,60%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,20–30%.,600-1000,10,20.7,,
19.05.2016 14:45,36.4,693.8,748.5,-1.6,42,Wind blowing from the west-northwest,4,70 – 80%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,50%.,600-1000,7,21.4,,
19.05.2016 11:45,35.8,695.4,750.1,-1,42,Wind blowing from the west,5,40%.,Visibility reduced.,,,20–30%.,600-1000,0.7,21,,
19.05.2016 08:45,30.6,696.4,751,1.2,50,Wind blowing from the south-southeast,3,no clouds,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23,,,,7,18.9,No precipitation,24
19.05.2016 05:45,23.5,695.2,749.7,,73,Wind blowing from the north,2,"10%  or less, but not 0",Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"10%  or less, but not 0",1500-2000,10,18.3,,
18.05.2016 17:45,35.7,693.1,746.3,0,36,Wind blowing from the south,2,no clouds,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,38.2,,,10,18.3,No precipitation,9
18.05.2016 14:45,37.5,693.1,746.3,-1,30,Wind blowing from the south-west,5,"10%  or less, but not 0",Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"10%  or less, but not 0",600-1000,6,17.1,,
18.05.2016 11:45,35.8,694.1,748.6,-1.5,32,Wind blowing from the west,4,no clouds,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,7,16.8,,
18.05.2016 08:45,31.2,695.6,750.1,1.2,35,Wind blowing from the north-northwest,3,no clouds,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.1,,,,8,13.9,No precipitation,24
18.05.2016 05:45,23.6,694.4,749.5,,58,Wind blowing from the north,2,no clouds,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,10,14.9,,
17.05.2016 17:45,35.6,692.2,746.7,-0.5,25,Wind blowing from the west-northwest,4,40%.,Thunderstorm(s) with or without precipitation.,,39.9,40%.,300-600,10,12.9,Trace of precipitation,9
17.05.2016 14:45,39.7,692.7,747.1,-1.8,24,Wind blowing from the west-southwest,7,40%.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,40%.,600-1000,8,15.7,,
17.05.2016 11:45,36.8,694.5,749.6,-1.2,30,Wind blowing from the west,3,20–30%.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,20–30%.,600-1000,8,16.3,,
17.05.2016 08:45,30.8,695.7,750.8,1,41,Wind blowing from the south-southeast,2,no clouds,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,,,,8,16,No precipitation,24
17.05.2016 05:45,21.5,694.7,749.8,,69,Wind blowing from the north,1,no clouds,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,10,15.5,,
16.05.2016 17:45,35.5,694,749.2,-0.9,31,Wind blowing from the west-southwest,3,no clouds,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,37.9,,,10,16,No precipitation,9
16.05.2016 14:45,37.5,694.9,750.1,-1.3,27,Wind blowing from the west,4,"10%  or less, but not 0",Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"10%  or less, but not 0",600-1000,10,15.7,,
16.05.2016 11:45,34.3,696.2,751.3,-0.7,38,Wind blowing from the west-northwest,3,"10%  or less, but not 0",Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"10%  or less, but not 0",1000-1500,10,18.1,,
16.05.2016 08:45,28,696.9,752,1.1,50,Wind blowing from the west-southwest,2,no clouds,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20,,,,10,16.5,5,24
16.05.2016 05:45,20.5,695.8,751,,84,Wind blowing from the north,2,no clouds,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,12,17.6,,
15.05.2016 17:45,32,696.1,751.3,-0.3,52,Wind blowing from the west-northwest,2,"10%  or less, but not 0",Thunderstorm(s) with or without precipitation.,,37.3,"10%  or less, but not 0",600-1000,8,21,4,9
15.05.2016 14:45,36.6,696.4,751.5,-1.8,38,Wind blowing from the west,7,20–30%.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,20–30%.,600-1000,7,20,,
15.05.2016 11:45,34.5,698.2,753.4,-0.8,40,Wind blowing from the west-southwest,4,"10%  or less, but not 0",Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"10%  or less, but not 0",600-1000,8,19,,
15.05.2016 08:45,29.8,699,754.1,1.4,42,Wind blowing from the west-northwest,2,no clouds,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20,,,,8,15.5,No precipitation,24
15.05.2016 05:45,21.6,697.6,752.7,,70,"Calm, no wind",0,"10%  or less, but not 0",Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"10%  or less, but not 0",600-1000,10,15.9,,
14.05.2016 17:45,34.4,695.5,750.6,-0.8,43,Wind blowing from the west,3,40%.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,37.4,20–30%.,300-600,7,19.9,No precipitation,9
14.05.2016 14:45,36.8,696.3,751.6,-1.4,34,Wind blowing from the west,4,40%.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,40%.,600-1000,10,18.6,,
14.05.2016 11:45,33.6,697.7,753,-0.8,37,Wind blowing from the east,2,no clouds,,,,,,10,17,,
14.05.2016 08:45,27.6,698.5,753.7,1.2,49,Wind blowing from the west-northwest,3,no clouds,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,,,,9,15.8,Trace of precipitation,24
14.05.2016 05:45,20.4,697.3,752.5,,74,"Calm, no wind",0,20–30%.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,20–30%.,2000-2500,10,15.5,,
13.05.2016 17:45,32.8,694.5,749.8,,44,Wind blowing from the west,4,20–30%.,Thunderstorm(s) with or without precipitation.,,35.4,20–30%.,300-600,7,19,Trace of precipitation,9
11.05.2016 17:45,31.4,696.4,751.9,-0.8,45,Wind blowing from the west,2,40%.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,34.6,20–30%.,600-1000,10,17.9,No precipitation,9
11.05.2016 14:45,33.1,697.2,752.6,-4.3,36,Wind blowing from the south,5,40%.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,20–30%.,600-1000,10,16.3,,
11.05.2016 11:45,27.3,701.5,756.9,0.6,60,Wind blowing from the west-northwest,4,70 – 80%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,50%.,300-600,9,18.8,,
11.05.2016 08:45,26.6,700.9,756.4,1.3,50,Wind blowing from the east-northeast,3,70 – 80%.,Thunderstorm(s) with or without precipitation.,20.2,,50%.,300-600,9,15.3,No precipitation,24
11.05.2016 05:45,20.8,699.6,754.9,,65,Wind blowing from the north,3,60%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,50%.,1500-2000,10,13.9,,
10.05.2016 17:45,31.8,697.6,752.8,-1.7,50,"Calm, no wind",0,50%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,33.4,20–30%.,300-600,8,20.1,No precipitation,9
10.05.2016 14:45,32.4,699.3,754.4,-1.6,44,Wind blowing from the east,2,"90  or more, but not 100%",Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,70 – 80%.,600-1000,8,18.8,,
10.05.2016 11:45,31.8,700.9,756,-0.6,42,Wind blowing from the west-northwest,6,"90  or more, but not 100%",Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,50%.,600-1000,8,17.3,,
10.05.2016 08:45,29.6,701.5,756.6,1.5,43,Wind blowing from the north-northwest,3,20–30%.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,,,"2500 or more, or no clouds.",8,15.6,No precipitation,24
10.05.2016 05:45,23.2,700,755.5,,60,Wind blowing from the north,2,20–30%.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"10%  or less, but not 0",300-600,8,15,,
09.05.2016 17:45,33.6,697.4,752.8,-1,38,Wind blowing from the west-northwest,2,60%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,35.3,20–30%.,1000-1500,7,17.6,No precipitation,9
09.05.2016 14:45,34.4,698.4,754,-1.8,37,Wind blowing from the north,4,50%.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,40%.,600-1000,7,17.9,,
09.05.2016 11:45,32.1,700.2,755.8,,41,Wind blowing from the east,4,40%.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,20–30%.,600-1000,7,17.4,,
09.05.2016 05:45,20.1,699.5,755.3,,82,Wind blowing from the north,2,40%.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,20–30%.,1500-2000,8,16.9,,
08.05.2016 17:45,29.4,698,753.8,-1.3,49,Wind blowing from the west-northwest,2,20–30%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32.2,20–30%.,600-1000,7,17.6,0.2,9
08.05.2016 14:45,30.6,699.3,754.9,-1.9,46,Wind blowing from the west,4,50%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,20–30%.,600-1000,7,17.7,,
08.05.2016 11:45,25.2,701.2,756.8,-15.3,59,Wind blowing from the west-northwest,3,"90  or more, but not 100%",Rain.,,,50%.,300-600,7,16.6,,
08.05.2016 08:45,19.5,716.5,757.1,,89,Wind blowing from the north-northeast,2,100%.,Thunderstorm(s) with or without precipitation.,18.4,,70 – 80%.,200-300,6,17.7,10,24
07.05.2016 17:45,23.4,698.9,754.6,0.8,86,"Calm, no wind",0,100%.,Thunderstorm(s) with or without precipitation.,,33.5,70 – 80%.,300-600,6,21,7,9
07.05.2016 14:45,21.6,698.1,753.4,-0.7,87,Wind blowing from the north,4,100%.,Rain.,,,60%.,300-600,7,19.4,,
07.05.2016 11:45,32.4,698.8,754.1,-0.8,41,Wind blowing from the west-southwest,5,60%.,Thunderstorm(s) with or without precipitation.,,,50%.,300-600,7,17.4,,
07.05.2016 08:45,26.3,699.6,754.9,1,56,Wind blowing from the south-southeast,3,40%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,19.3,,20–30%.,300-600,7,16.7,No precipitation,24
07.05.2016 05:45,19.8,698.6,754,,75,Wind blowing from the east-northeast,2,50%.,,,,40%.,1500-2000,8,15.2,,
06.05.2016 17:45,32,697,752.4,0,39,Wind blowing from the west,3,60%.,Thunderstorm(s) with or without precipitation.,,35.8,20–30%.,300-600,8,16.4,No precipitation,9
06.05.2016 14:45,35.2,697,752.5,-2.4,34,Wind blowing from the south-southwest,5,50%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,40%.,600-1000,8,17.1,,
06.05.2016 11:45,31.8,699.4,755,-1.2,39,Wind blowing from the west-southwest,3,60%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,20–30%.,600-1000,8,16.3,,
06.05.2016 08:45,26.9,700.6,756.2,2,50,Wind blowing from the east,2,70 – 80%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,18.8,,20–30%.,1500-2000,7,15.7,No precipitation,24
06.05.2016 05:45,20.5,698.6,754,,65,Wind blowing from the north,3,50%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,20–30%.,1500-2000,7,13.6,,
05.05.2016 17:45,31.4,697.7,753.1,-1.2,40,Wind blowing from the west-southwest,2,60%.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,33.5,50%.,1000-1500,7,16.1,No precipitation,9
05.05.2016 14:45,32,698.9,754.7,-2.3,42,Wind blowing from the south,4,20–30%.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"10%  or less, but not 0",600-1000,7,17.6,,
05.05.2016 11:45,27,701.2,757,-1.1,57,Wind blowing from the west,2,"90  or more, but not 100%",Drizzle.,,,50%.,300-600,7,17.8,,
05.05.2016 08:45,23.4,702.3,758.7,2.2,70,Wind blowing from the east,2,100%.,Drizzle.,19.9,,60%.,300-600,6,17.6,Trace of precipitation,24
05.05.2016 05:45,21.4,700.1,755.8,,71,Wind blowing from the north,2,"90  or more, but not 100%",Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,40%.,300-600,7,15.9,,
04.05.2016 17:45,29.4,697,752.7,,45,Wind blowing from the south,2,40%.,Drizzle.,,30.2,"10%  or less, but not 0",1500-2000,6,16.2,Trace of precipitation,9
04.05.2016 14:45,26.9,698.2,753.4,,50,Wind blowing from the east,2,100%.,Drizzle.,,,60%.,300-600,6,15.6,,
04.05.2016 08:45,22.8,700,755.1,1.8,66,Wind blowing from the east,3,100%.,Thunderstorm(s) with or without precipitation.,21.4,,50%.,300-600,6,16,No precipitation,24
04.05.2016 05:45,24,698.2,753.4,,51,Wind blowing from the west-northwest,2,60%.,Thunderstorm(s) with or without precipitation.,,,20–30%.,300-600,6,13.2,,
03.05.2016 17:45,33,696.1,751.2,-0.3,42,Wind blowing from the south,4,20–30%.,Fog or ice fog or thick haze.,,36.2,20–30%.,600-1000,6,18.3,No precipitation,9
03.05.2016 14:45,36.2,696.4,751.6,,38,Wind blowing from the west-northwest,5,20–30%.,Fog or ice fog or thick haze.,,,"10%  or less, but not 0",1000-1500,4.5,19.8,,
03.05.2016 08:45,26.6,699.1,754.3,0.9,64,Wind blowing from the east-southeast,3,Sky obscured by fog and/or other meteorological phenomena.,Fog or ice fog or thick haze.,21.4,,,,5,19.2,No precipitation,24
03.05.2016 05:45,22.9,698.2,753.4,,69,Wind blowing from the north,1,no clouds,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,6,17,,
02.05.2016 17:45,33.8,696.4,751.5,0.1,44,Wind blowing from the south,2,Sky obscured by fog and/or other meteorological phenomena.,Fog or ice fog or thick haze.,,37.1,,,5,19.9,No precipitation,9
02.05.2016 14:45,36.5,696.3,751.6,-1.7,31,Wind blowing from the west,4,Sky obscured by fog and/or other meteorological phenomena.,Fog or ice fog or thick haze.,,,,,3,17,,
02.05.2016 11:45,33.5,698,753.3,0.3,28,Wind blowing from the south-east,3,Sky obscured by fog and/or other meteorological phenomena.,Fog or ice fog or thick haze.,,,,,3,12.7,,
02.05.2016 08:45,27.6,697.7,753,1.2,35,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,Fog or ice fog or thick haze.,19.9,,,,3,10.6,No precipitation,24
02.05.2016 05:45,21.5,696.5,751.9,,49,Wind blowing from the north,2,no clouds,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,5,10.4,,
01.05.2016 17:45,33.6,694.8,750.2,0.2,32,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,Fog or ice fog or thick haze.,,36.9,,,5,14.9,No precipitation,9
