Local time in Ghorai,T,Po,P,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
03.04.2019 14:45,29.6,701,756.6,-0.8,41,Wind blowing from the east,1,50%.,,,50%.,600-1000,10,15.1,,
03.04.2019 11:45,29,701.8,757.6,0.6,38,Wind blowing from the south,1,20–30%.,,,20–30%.,600-1000,10,13.2,,
03.04.2019 08:45,23,701.2,757,1.2,56,"Calm, no wind",0,no clouds,16.5,,,,15,13.8,No precipitation,24
03.04.2019 05:45,16.8,700,755.8,,81,"Calm, no wind",0,no clouds,,,,,6,13.5,,
02.04.2019 17:45,27,700.3,756.1,-0.9,38,Wind blowing from the south,1,no clouds,,30.2,,,10,11.5,No precipitation,9
02.04.2019 14:45,29.6,701.2,757,-0.8,35,Wind blowing from the south,1,20–30%.,,,20–30%.,600-1000,15,12.4,,
02.04.2019 11:45,27.4,702,758.4,-0.2,36,Wind blowing from the west,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,15,11,,
02.04.2019 08:45,19.8,702.2,758.6,0.3,61,"Calm, no wind",0,no clouds,15.3,,,,15,12.1,3,24
02.04.2019 05:45,16,701.9,757.5,,67,Wind blowing from the east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,6,9.9,,
01.04.2019 17:45,26,700.3,755.8,-0.1,55,Wind blowing from the east-southeast,1,"10%  or less, but not 0",,30.3,"10%  or less, but not 0",600-1000,15,16.3,No precipitation,9
01.04.2019 14:45,29.2,700.4,756,-0.4,45,Wind blowing from the east-northeast,3,20–30%.,,,20–30%.,600-1000,10,16,,
01.04.2019 11:45,28.6,700.8,756.2,-0.2,45,Wind blowing from the south,3,no clouds,,,,,10,15.4,,
01.04.2019 08:45,24,701,756.4,1.8,50,Wind blowing from the east,1,no clouds,17,,,,15,13,No precipitation,24
01.04.2019 05:45,17.2,699.2,754.3,,55,"Calm, no wind",0,no clouds,,,,,6,8.1,,
31.03.2019 17:45,31.2,698.1,753.1,-0.6,24,Wind blowing from the west,1,"10%  or less, but not 0",,33.7,"10%  or less, but not 0",600-1000,10,8.6,No precipitation,9
31.03.2019 14:45,32.8,698.7,754.3,-1.2,32,Wind blowing from the south,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,14.1,,
31.03.2019 11:45,30.2,699.9,757.1,,38,Wind blowing from the south-west,1,no clouds,,,,,10,14.5,,
31.03.2019 08:45,23.8,,755.4,,71,"Calm, no wind",0,no clouds,19.6,,,,10,18.3,No precipitation,24
31.03.2019 05:45,20,700.2,755.6,,78,Wind blowing from the east,1,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",6,16,,
30.03.2019 17:45,29.4,699.7,754.6,-0.8,42,Wind blowing from the south,1,"10%  or less, but not 0",,32.8,20–30%.,600-1000,10,15.2,No precipitation,9
30.03.2019 14:45,40.6,700.5,755.9,-0.9,23,Wind blowing from the south-southeast,1,20–30%.,,,20–30%.,600-1000,10,16,,
30.03.2019 11:45,29.2,701.4,757.6,-0.4,44,Wind blowing from the east-southeast,1,no clouds,,,,,10,15.6,,
30.03.2019 08:45,21.6,701.8,757.9,0.9,78,"Calm, no wind",0,no clouds,18.5,,,,10,17.5,No precipitation,24
30.03.2019 05:45,19.2,700.9,756.4,,83,"Calm, no wind",0,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",10,16.2,,
29.03.2019 17:45,27.6,700.3,755.9,-0.8,58,Wind blowing from the south,1,50%.,,29.8,50%.,300-600,10,18.6,No precipitation,9
29.03.2019 14:45,29,701.1,756.7,-0.7,43,Wind blowing from the east-southeast,1,20–30%.,,,20–30%.,300-600,10,15,,
29.03.2019 11:45,27.2,701.8,757.9,-0.2,50,Wind blowing from the south,1,50%.,,,50%.,300-600,10,15.8,,
29.03.2019 08:45,20.4,702,758.2,0.5,78,Wind blowing from the east,1,70 – 80%.,17.4,,70 – 80%.,1000-1500,10,16.5,No precipitation,24
29.03.2019 05:45,17.8,701.5,757.9,,85,"Calm, no wind",0,no clouds,,,,,6,15.3,,
28.03.2019 17:45,26.8,702.4,758.8,-0.3,45,Wind blowing from the south,1,60%.,,30.1,60%.,300-600,10,14,No precipitation,9
28.03.2019 14:45,29,702.7,759.4,-1.3,36,Wind blowing from the west,2,20–30%.,,,20–30%.,600-1000,10,12.3,,
28.03.2019 11:45,27.6,704,760.6,0,44,Wind blowing from the south,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,14.4,,
28.03.2019 08:45,18.9,704,760.6,0.8,76,Wind blowing from the west,1,"10%  or less, but not 0",15.2,,,"2500 or more, or no clouds.",15,14.5,No precipitation,24
28.03.2019 05:45,15.8,703.2,760,,89,"Calm, no wind",0,20–30%.,,,,"2500 or more, or no clouds.",6,13.9,,
27.03.2019 17:45,25.6,703.1,759.9,-0.6,50,Wind blowing from the south,1,20–30%.,,28.4,20–30%.,300-600,15,14.3,No precipitation,9
27.03.2019 14:45,26.4,703.7,760.5,-0.2,39,Wind blowing from the west-northwest,1,40%.,,,40%.,300-600,10,11.5,,
27.03.2019 11:45,25,703.9,760.7,-0.6,48,Wind blowing from the east,1,20–30%.,,,20–30%.,1000-1500,15,13.3,,
27.03.2019 08:45,19.2,704.5,761.2,,63,"Calm, no wind",0,no clouds,13.4,,,,15,12,Trace of precipitation,24
26.03.2019 17:45,21.8,702.5,758.9,0.4,47,Wind blowing from the east,3,70 – 80%.,,28.5,60%.,600-1000,15,9.8,Trace of precipitation,9
26.03.2019 14:45,25.4,702.1,758.5,-1.2,44,Wind blowing from the west,3,100%.,,,"90  or more, but not 100%",300-600,8,12.4,,
26.03.2019 11:45,25.8,703.3,759.7,0.6,43,Wind blowing from the south-east,2,20–30%.,,,"10%  or less, but not 0",600-1000,15,12.1,,
26.03.2019 08:45,19.4,702.7,759.1,0.9,64,"Calm, no wind",0,70 – 80%.,16.5,,60%.,600-1000,15,12.4,No precipitation,24
26.03.2019 05:45,17,701.8,758.5,,72,Wind blowing from the east,1,50%.,,,50%.,600-1000,6,11.9,,
25.03.2019 17:45,27.4,701.4,758,-0.7,30,Wind blowing from the west,1,20–30%.,,30,20–30%.,600-1000,15,8.5,No precipitation,9
25.03.2019 14:45,28.8,702.1,758.8,-0.3,29,Wind blowing from the west,2,40%.,,,40%.,600-1000,15,8.8,,
25.03.2019 11:45,28.4,702.4,758.8,,42,Wind blowing from the south,1,20–30%.,,,20–30%.,1000-1500,15,14.3,,
25.03.2019 08:45,18.8,,759.4,,69,Wind blowing from the west,1,70 – 80%.,14.8,,70 – 80%.,1500-2000,15,13,No precipitation,24
25.03.2019 05:45,15,701.4,757.4,,68,"Calm, no wind",0,no clouds,,,,,6,9.2,,
24.03.2019 17:45,27.6,700.8,756.8,0.3,37,Wind blowing from the south,1,"10%  or less, but not 0",,31,,"2500 or more, or no clouds.",15,11.8,No precipitation,9
24.03.2019 14:45,30.2,700.5,756.5,-0.8,29,Wind blowing from the west,1,no clouds,,,,,15,10.2,,
24.03.2019 11:45,29.2,701.3,757.9,-0.1,28,Wind blowing from the south-east,2,no clouds,,,,,15,9.1,,
24.03.2019 08:45,20.6,701.4,758,0.6,54,"Calm, no wind",0,no clouds,13.6,,,,15,10.8,No precipitation,24
24.03.2019 05:45,13.8,700.8,757,,79,"Calm, no wind",0,no clouds,,,,,6,10.2,,
23.03.2019 17:45,26.4,700.8,757,0.2,32,Wind blowing from the west,1,no clouds,,30.3,,,15,8.5,No precipitation,9
23.03.2019 14:45,29.4,700.6,756.8,-0.7,23,Wind blowing from the south-west,2,no clouds,,,,,15,6.2,,
23.03.2019 11:45,26.6,701.3,757.9,,29,Wind blowing from the west,2,no clouds,,,,,15,7.1,,
23.03.2019 05:45,12.8,,757.6,,74,"Calm, no wind",0,no clouds,,,,,6,8.2,,
22.03.2019 17:45,26.9,701.5,757.9,-0.5,17,Wind blowing from the west,3,no clouds,,31.3,,,15,0.2,No precipitation,9
22.03.2019 14:45,30.4,702,758.4,-0.8,17,Wind blowing from the south,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,15,2.7,,
22.03.2019 11:45,28.6,702.8,759.2,-0.4,24,Wind blowing from the west,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,15,5.9,,
22.03.2019 08:45,20,703.2,759.6,1.2,53,Wind blowing from the west,1,no clouds,13.8,,,,15,10,No precipitation,24
22.03.2019 05:45,14.2,702,758.2,,67,"Calm, no wind",0,no clouds,,,,,6,8.1,,
21.03.2019 17:45,27.2,701.5,757.7,-0.2,30,"Calm, no wind",0,"10%  or less, but not 0",,31.4,,"2500 or more, or no clouds.",15,7.9,No precipitation,9
21.03.2019 14:45,30.5,701.7,757.9,-1.1,16,Wind blowing from the west,2,40%.,,,20–30%.,600-1000,15,2,,
21.03.2019 11:45,28.4,702.8,,-0.2,24,"Calm, no wind",0,no clouds,,,,,15,6.2,,
21.03.2019 08:45,20.4,703,759.4,,52,Wind blowing from the west,1,60%.,16.3,,50%.,600-1000,15,10.2,No precipitation,24
20.03.2019 17:45,25.6,700.9,757,0.2,37,Wind blowing from the west,1,no clouds,,29.5,,,15,9.8,No precipitation,9
20.03.2019 14:45,28.2,700.7,756.9,-1,30,Wind blowing from the west,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,9,,
20.03.2019 11:45,25.8,701.7,758.7,,40,Wind blowing from the west,1,no clouds,,,,,10,11.2,,
20.03.2019 05:45,12.8,700.7,756.9,,83,"Calm, no wind",0,no clouds,,,,,6,9.9,,
19.03.2019 17:45,24.4,700.4,756.6,-0.3,36,Wind blowing from the west,1,no clouds,,28.2,,,15,8.5,No precipitation,9
19.03.2019 14:45,27.4,700.7,756.9,-1,31,Wind blowing from the west,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,15,9,,
19.03.2019 11:45,25.2,701.7,758.5,0.2,44,Wind blowing from the south,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,15,11.9,,
19.03.2019 08:45,18.2,701.5,758.3,8.3,67,"Calm, no wind",0,no clouds,13.8,,,,15,12,No precipitation,24
19.03.2019 05:45,14.2,693.2,757.7,,84,"Calm, no wind",0,no clouds,,,,,6,11.5,,
18.03.2019 17:45,23.4,702.8,759.8,,39,Wind blowing from the east,1,20–30%.,,27.6,20–30%.,600-1000,10,8.5,No precipitation,9
18.03.2019 11:45,25,704.4,761.4,0,40,Wind blowing from the south,3,no clouds,,,,,10,10.3,,
18.03.2019 08:45,14.6,704.4,761.4,,87,Wind blowing from the east,1,50%.,12.5,,20–30%.,600-1000,15,12.4,No precipitation,24
17.03.2019 17:45,23.6,703.3,760.3,-0.3,49,Wind blowing from the west,1,20–30%.,,28.2,,"2500 or more, or no clouds.",10,12.1,No precipitation,9
17.03.2019 14:45,27,703.6,760.6,-0.5,33,Wind blowing from the west,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,9.5,,
17.03.2019 11:45,26.4,704.1,760.9,-0.2,35,Wind blowing from the south-east,1,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",10,9.5,,
17.03.2019 08:45,17.6,704.3,761.1,1.2,67,"Calm, no wind",0,50%.,12.8,,20–30%.,600-1000,15,11.4,No precipitation,24
17.03.2019 05:45,13.4,703.1,760.1,,82,"Calm, no wind",0,20–30%.,,,20–30%.,600-1000,6,10.4,,
16.03.2019 14:45,27.6,703.7,760.7,-0.8,27,Wind blowing from the east-southeast,1,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",10,7.1,,
16.03.2019 11:45,26.4,704.5,761.3,-0.4,26,Wind blowing from the south,1,no clouds,,,,,10,5.6,,
16.03.2019 08:45,18,704.9,761.7,0.9,55,Wind blowing from the west,1,no clouds,12.3,,,,15,8.8,No precipitation,24
16.03.2019 05:45,12.6,704,760.8,,86,"Calm, no wind",0,no clouds,,,,,10,10.3,,
15.03.2019 17:45,25,703.7,760.5,-0.5,37,Wind blowing from the west,1,50%.,,30.2,20–30%.,600-1000,10,9.3,No precipitation,9
15.03.2019 14:45,29.6,704.2,761,-1.4,26,Wind blowing from the west,1,40%.,,,40%.,600-1000,10,8.3,,
15.03.2019 11:45,25.8,705.6,762.2,,43,Wind blowing from the west,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,12.1,,
14.03.2019 17:45,25.2,703.6,760,0.1,40,Wind blowing from the north,1,40%.,,31.5,"10%  or less, but not 0",600-1000,15,10.5,Trace of precipitation,9
14.03.2019 14:45,30.8,703.5,759.9,-1.1,26,Wind blowing from the west,1,20–30%.,,,20–30%.,600-1000,10,8.9,,
14.03.2019 11:45,28.4,704.6,761,-0.3,29,Wind blowing from the south,2,20–30%.,,,"10%  or less, but not 0",600-1000,10,8.5,,
14.03.2019 08:45,20.8,704.9,761.3,,53,Wind blowing from the south,1,50%.,14.8,,20–30%.,600-1000,10,10.8,No precipitation,24
13.03.2019 17:45,26.2,703.6,760.3,0.3,35,Wind blowing from the west,1,40%.,,30.7,"10%  or less, but not 0",1000-1500,15,9.5,No precipitation,9
13.03.2019 14:45,30,703.3,760,-1.2,18,Wind blowing from the east-southeast,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,3.1,,
13.03.2019 11:45,26.8,704.5,761.3,,37,Wind blowing from the west,1,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",10,10.8,,
13.03.2019 08:45,17.8,704.5,761.2,1.1,63,"Calm, no wind",0,no clouds,12.7,,,,15,10.6,No precipitation,24
13.03.2019 05:45,13.8,703.4,760.4,,68,"Calm, no wind",0,no clouds,,,,,6,8,,
12.03.2019 17:45,25.4,703,760,,28,Wind blowing from the west,1,50%.,,29,20–30%.,600-1000,15,5.7,No precipitation,9
12.03.2019 11:45,26.8,704.4,761.4,-0.1,26,Wind blowing from the west,2,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",15,5.9,,
12.03.2019 08:45,16.4,704.5,761.5,,61,Wind blowing from the east,1,no clouds,11.6,,,,15,8.7,No precipitation,24
11.03.2019 17:45,24.2,703.3,760.3,-0.6,34,Wind blowing from the south,1,no clouds,,28.6,,,15,7.4,No precipitation,9
11.03.2019 14:45,27.6,703.9,760.9,-1,17,"Calm, no wind",0,no clouds,,,,,15,0.1,,
11.03.2019 11:45,24,704.9,762.1,0.1,38,Wind blowing from the west,1,no clouds,,,,,15,8.8,,
11.03.2019 08:45,15.6,704.8,762.1,1,73,Wind blowing from the west,1,no clouds,11,,,,15,10.7,No precipitation,24
11.03.2019 05:45,11.2,703.8,761,,85,"Calm, no wind",0,no clouds,,,,,6,8.7,,
10.03.2019 17:45,23.4,702.4,759.7,0.1,34,Wind blowing from the south-southwest,1,no clouds,,27.3,,,15,6.4,No precipitation,9
10.03.2019 14:45,26.8,702.3,759.5,-0.8,26,Wind blowing from the west,1,no clouds,,,,,15,5.9,,
10.03.2019 11:45,24.6,703.1,760.3,-0.1,33,Wind blowing from the west,1,no clouds,,,,,15,7.1,,
10.03.2019 08:45,15.8,703.2,760.4,1.5,68,"Calm, no wind",0,no clouds,10.3,,,,15,9.9,No precipitation,24
10.03.2019 05:45,10.8,701.7,758.2,,84,"Calm, no wind",0,no clouds,,,,,6,8.1,,
09.03.2019 17:45,23.4,701.1,757.6,0,37,Wind blowing from the west,3,no clouds,,27,,,10,8,No precipitation,9
09.03.2019 14:45,26.4,701.1,757.6,-0.7,30,Wind blowing from the south,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,7.4,,
09.03.2019 11:45,23.6,701.8,759.4,-0.3,38,Wind blowing from the west-northwest,1,no clouds,,,,,15,8.3,,
09.03.2019 08:45,16.6,702.1,759.7,,64,"Calm, no wind",0,no clouds,10.6,,,,10,9.8,No precipitation,24
09.03.2019 05:45,11.4,701.4,759,,84,"Calm, no wind",0,no clouds,,,,,6,8.7,,
08.03.2019 17:45,21.2,702,759.6,,45,Wind blowing from the west,3,no clouds,,24,,,10,8.9,No precipitation,9
08.03.2019 11:45,20.4,703.3,760.9,0.4,47,Wind blowing from the west,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,8.7,,
08.03.2019 08:45,13,702.9,760.5,,84,Wind blowing from the south,1,no clouds,9.5,,,,10,10.3,No precipitation,24
07.03.2019 17:45,19.8,700.9,757.9,0.3,53,Wind blowing from the west,1,60%.,,24,50%.,600-1000,10,10,No precipitation,9
07.03.2019 14:45,23.8,700.6,765.1,-1.2,40,Wind blowing from the south,3,50%.,,,20–30%.,600-1000,10,9.3,,
07.03.2019 11:45,20.6,701.8,759.4,0.3,52,Wind blowing from the west,2,20–30%.,,,20–30%.,600-1000,10,10.4,,
07.03.2019 08:45,13.6,701.5,759.1,,82,"Calm, no wind",0,no clouds,10,,,,10,10.6,No precipitation,24
06.03.2019 14:45,23,700,757.1,-0.6,42,Wind blowing from the south,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,9.3,,
06.03.2019 11:45,20.8,700.6,757.6,,50,Wind blowing from the west,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,9.9,,
06.03.2019 08:45,12,700.4,757.4,0.1,83,"Calm, no wind",0,no clouds,9.7,,,,10,9.2,No precipitation,24
06.03.2019 05:45,10,700.3,757,,87,"Calm, no wind",0,no clouds,,,,,6,7.9,,
05.03.2019 17:45,20.8,699.3,756.1,0.3,38,Wind blowing from the west,2,no clouds,,24.8,,,10,5.8,No precipitation,9
05.03.2019 14:45,23.4,699,755.8,-0.8,31,Wind blowing from the west,2,20–30%.,,,20–30%.,600-1000,10,5.2,,
05.03.2019 11:45,22,699.8,756.6,0.1,50,Wind blowing from the east,1,40%.,,,"10%  or less, but not 0",600-1000,10,11.2,,
05.03.2019 08:45,14.4,699.7,756.4,0.7,83,Wind blowing from the east,1,"10%  or less, but not 0",11.2,,"10%  or less, but not 0",600-1000,10,11.5,No precipitation,24
05.03.2019 05:45,11.6,699,755.8,,93,Wind blowing from the east,1,no clouds,,,,,6,10.5,,
04.03.2019 17:45,20.6,698.8,755.5,-0.6,66,Wind blowing from the west-northwest,1,20–30%.,,25,20–30%.,600-1000,10,14.1,No precipitation,9
04.03.2019 14:45,23.2,699.4,756.1,-0.8,49,Wind blowing from the west-northwest,1,20–30%.,,,20–30%.,600-1000,10,11.9,,
04.03.2019 11:45,21.2,700.2,757.3,0.1,52,Wind blowing from the south-southwest,1,20–30%.,,,20–30%.,600-1000,10,11,,
04.03.2019 08:45,15.8,700.1,757.3,,82,Wind blowing from the east-southeast,1,no clouds,11,,,,8,12.8,No precipitation,24
03.03.2019 17:45,18.2,700.8,757.8,-1.2,73,Wind blowing from the west,1,70 – 80%.,,21,50%.,300-600,10,13.2,0.4,9
03.03.2019 14:45,20.2,702,759.8,-1.1,66,Wind blowing from the west,1,20–30%.,,,20–30%.,600-1000,10,13.6,,
03.03.2019 11:45,15.8,703.1,760.7,,86,Wind blowing from the south,1,100%.,,,"90  or more, but not 100%",300-600,8,13.5,,
03.03.2019 08:45,13.6,702.2,759.8,,93,Wind blowing from the west,1,100%.,12.6,,"90  or more, but not 100%",300-600,10,12.5,4,24
02.03.2019 17:45,18,702.9,760.9,-0.9,64,"Calm, no wind",0,100%.,,20.8,"90  or more, but not 100%",300-600,10,11,No precipitation,9
02.03.2019 14:45,20.2,703.8,761.8,-1.6,53,Wind blowing from the east-southeast,1,40%.,,,"10%  or less, but not 0",300-600,8,10.2,,
02.03.2019 11:45,17.6,705.4,763.3,-0.1,67,Wind blowing from the east-southeast,1,100%.,,,"90  or more, but not 100%",300-600,8,11.4,,
02.03.2019 08:45,12,705.5,763.5,,85,Wind blowing from the east,1,50%.,9.4,,50%.,300-600,8,9.6,No precipitation,24
01.03.2019 14:45,20.4,703,761.5,,46,Wind blowing from the south,1,20–30%.,,,20–30%.,600-1000,10,8.2,,
28.02.2019 17:45,16.8,702,759.4,0,52,Wind blowing from the west-southwest,1,20–30%.,,20.5,20–30%.,600-1000,10,6.9,No precipitation,9
28.02.2019 14:45,19.8,702,760.2,-1,44,Wind blowing from the west,2,20–30%.,,,20–30%.,600-1000,10,7,,
28.02.2019 11:45,17,703,761.6,0.5,52,Wind blowing from the east-southeast,1,20–30%.,,,20–30%.,600-1000,10,6.9,,
28.02.2019 08:45,13,702.5,761.2,1.3,75,"Calm, no wind",0,20–30%.,9,,20–30%.,300-600,10,8.6,12,24
28.02.2019 05:45,9.6,701.2,759,,84,"Calm, no wind",0,100%.,,,"90  or more, but not 100%",300-600,6,7,,
27.02.2019 17:45,10.6,700.3,758.1,-0.1,97,Wind blowing from the south,1,100%.,,14.5,"90  or more, but not 100%",300-600,10,10.2,5,9
27.02.2019 14:45,11.6,700.4,758.4,-0.5,95,Wind blowing from the south-east,1,100%.,,,"90  or more, but not 100%",300-600,8,10.8,,
27.02.2019 11:45,14,700.9,757.9,10.2,61,Wind blowing from the east,2,100%.,,,,300-600,8,6.5,,
27.02.2019 08:45,12.4,690.7,,-9,72,Wind blowing from the south,1,100%.,10.8,,50%.,300-600,10,7.4,10,24
27.02.2019 05:45,11.4,699.7,756.7,,79,Wind blowing from the west,2,100%.,,,"90  or more, but not 100%",300-600,6,7.8,,
26.02.2019 17:45,20.6,700.6,757.6,-0.5,31,Wind blowing from the west,1,20–30%.,,24,20–30%.,600-1000,10,2.7,No precipitation,9
26.02.2019 14:45,22.6,701.1,758.1,-1.3,15,Wind blowing from the west,2,20–30%.,,,"10%  or less, but not 0",600-1000,10,-5.4,,
26.02.2019 11:45,22.9,702.4,759.8,-0.3,27,Wind blowing from the west,1,20–30%.,,,20–30%.,600-1000,10,3,,
26.02.2019 08:45,17,702.7,760.1,1,43,Wind blowing from the north,1,no clouds,10.3,,,,10,4.2,No precipitation,24
26.02.2019 05:45,12.4,701.7,758.5,,77,"Calm, no wind",0,no clouds,,,,,6,8.5,,
25.02.2019 17:45,20,700.7,757.5,-0.2,53,Wind blowing from the west,1,"10%  or less, but not 0",,24.8,"10%  or less, but not 0",600-1000,10,10,No precipitation,9
25.02.2019 14:45,24,700.9,757.9,-1.2,29,Wind blowing from the east-southeast,2,20–30%.,,,20–30%.,600-1000,10,4.9,,
25.02.2019 11:45,21.8,702.1,759.9,0.2,41,Wind blowing from the east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,7.9,,
25.02.2019 08:45,14.6,701.9,759.7,1.2,83,"Calm, no wind",0,no clouds,10.2,,,,10,11.7,No precipitation,24
25.02.2019 05:45,10.8,700.7,758.5,,91,"Calm, no wind",0,no clouds,,,,,6,9.4,,
24.02.2019 17:45,18.8,700.7,758.5,-0.8,73,Wind blowing from the east,1,100%.,,22,"90  or more, but not 100%",300-600,10,13.8,No precipitation,9
24.02.2019 14:45,18,701.5,759.3,,71,Wind blowing from the west,2,100%.,,,"90  or more, but not 100%",300-600,10,12.6,,
24.02.2019 08:45,15,701.1,757.9,,79,Wind blowing from the south-west,1,70 – 80%.,10.3,,20–30%.,600-1000,10,11.3,No precipitation,24
24.02.2019 05:45,10.8,700.8,757.3,,89,"Calm, no wind",0,no clouds,,,,,6,9,,
23.02.2019 17:45,21.2,701.1,757.6,-0.1,58,Wind blowing from the south-west,1,"90  or more, but not 100%",,26.5,70 – 80%.,300-600,10,12.7,No precipitation,9
23.02.2019 14:45,24.4,701.2,757.8,,34,Wind blowing from the south-west,2,20–30%.,,,,"2500 or more, or no clouds.",10,7.4,,
23.02.2019 08:45,15.2,702.1,759.1,0.5,78,"Calm, no wind",0,no clouds,11.8,,,,10,11.4,No precipitation,24
23.02.2019 05:45,12.4,701.6,758.4,,89,"Calm, no wind",0,no clouds,,,,,6,10.6,,
22.02.2019 17:45,23.8,702.7,759.4,-0.3,64,Wind blowing from the south,1,20–30%.,,27.8,20–30%.,600-1000,10,16.5,No precipitation,9
22.02.2019 14:45,26.8,703,759.8,-1.5,45,Wind blowing from the west,1,20–30%.,,,20–30%.,1000-1500,less than 0.1,14,,
22.02.2019 11:45,24.2,704.5,761.2,8.1,47,Wind blowing from the west-northwest,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,12.3,,
22.02.2019 08:45,17.8,696.4,760.7,-6.9,76,"Calm, no wind",0,50%.,14.9,,20–30%.,600-1000,10,13.4,0.4,24
22.02.2019 05:45,16.4,703.3,760.3,,76,"Calm, no wind",0,20–30%.,,,,"2500 or more, or no clouds.",6,12.1,,
21.02.2019 17:45,24.2,704.2,751.5,-1,60,"Calm, no wind",0,50%.,,27,,"2500 or more, or no clouds.",10,16,No precipitation,9
21.02.2019 14:45,26.4,705.2,762.4,-1.2,41,Wind blowing from the south,1,20–30%.,,,20–30%.,1000-1500,less than 0.1,11.9,,
21.02.2019 11:45,25.6,706.4,763.8,0.2,40,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,10.8,,
21.02.2019 08:45,18.2,706.2,763.6,,60,"Calm, no wind",0,20–30%.,12.7,,,"2500 or more, or no clouds.",10,10.3,No precipitation,24
20.02.2019 17:45,21.4,704.6,762.4,-0.3,40,Wind blowing from the west,1,50%.,,23,20–30%.,300-600,10,7.1,No precipitation,9
20.02.2019 14:45,22,704.9,762.7,-0.8,31,Wind blowing from the west,2,50%.,,,50%.,300-600,8,3.9,,
20.02.2019 11:45,19.2,705.7,763.3,-0.1,58,Wind blowing from the south,1,50%.,,,50%.,300-600,8,10.7,,
20.02.2019 08:45,14.6,705.8,763.4,,76,"Calm, no wind",0,100%.,9.8,,"90  or more, but not 100%",300-600,10,10.4,No precipitation,24
20.02.2019 05:45,10.2,704.3,761.7,,89,"Calm, no wind",0,no clouds,,,,,6,8.5,,
19.02.2019 17:45,19.8,703.1,760.5,0,58,Wind blowing from the south,1,20–30%.,,23.7,20–30%.,600-1000,10,11.3,No precipitation,9
