Number of Ice Days (Tmax < 0°C) - (Days), Year, Model, Statistics, ISO3
-0.8392, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
-2.0966, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
-3.2791, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
-2.1814, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
-0.8232, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
-0.1725, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
-0.0102, 2080-2099, cnrm_cm5, May Anomaly, NPL
-0.0313, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
-1.8462, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
-3.2309, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
-2.8038, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
-4.2897, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
-2.7799, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
-0.3646, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
-0.0017, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
-0.0257, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
-2.1813, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
-3.5025, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
-6.1125, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
-4.5096, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
-2.7558, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
-0.5877, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
-0.0372, 2080-2099, gfdl_cm3, May Anomaly, NPL
-0.0309, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
-1.2827, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
-5.7357, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
-2.1224, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
-1.9182, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
-1.5803, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
-0.2097, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
-7.0E-4, 2080-2099, gfdl_esm2g, May Anomaly, NPL
-0.0249, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
-0.2977, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
-1.8252, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
-2.679, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
-2.4334, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
-1.7584, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
-1.0215, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
-0.1672, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
-0.0385, 2080-2099, gfdl_esm2m, May Anomaly, NPL
-0.0166, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
-0.1691, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
-2.1975, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
-2.0129, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
-2.996, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
-3.3526, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
-1.9304, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
-0.2688, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
-0.0014, 2080-2099, hadgem2_ao, May Anomaly, NPL
-0.0535, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
-1.6515, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
-3.6473, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
-4.7417, 2080-2099, hadgem2_cc, Jan Anomaly, NPL
-3.4203, 2080-2099, hadgem2_cc, Feb Anomaly, NPL
-1.7849, 2080-2099, hadgem2_cc, Mar Anomaly, NPL
-0.1554, 2080-2099, hadgem2_cc, Apr Anomaly, NPL
-0.0783, 2080-2099, hadgem2_cc, Oct Anomaly, NPL
-1.6032, 2080-2099, hadgem2_cc, Nov Anomaly, NPL
-3.3993, 2080-2099, hadgem2_cc, Dec Anomaly, NPL
-1.1166, 2080-2099, inmcm4, Jan Anomaly, NPL
-2.2694, 2080-2099, inmcm4, Feb Anomaly, NPL
-0.9228, 2080-2099, inmcm4, Mar Anomaly, NPL
-0.1382, 2080-2099, inmcm4, Apr Anomaly, NPL
-0.0857, 2080-2099, inmcm4, Oct Anomaly, NPL
-0.2305, 2080-2099, inmcm4, Nov Anomaly, NPL
-1.3279, 2080-2099, inmcm4, Dec Anomaly, NPL
-4.3068, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
-3.109, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
-2.6039, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.4718, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.0286, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
-0.1785, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
-2.3907, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
-3.9245, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
-3.652, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
-2.5725, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
-2.612, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.8493, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
-0.0419, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
-0.105, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
-1.5229, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
-3.2954, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
-1.2315, 2080-2099, ipsl_cm5b_lr, Jan Anomaly, NPL
-1.4146, 2080-2099, ipsl_cm5b_lr, Feb Anomaly, NPL
-0.8386, 2080-2099, ipsl_cm5b_lr, Mar Anomaly, NPL
-0.6554, 2080-2099, ipsl_cm5b_lr, Apr Anomaly, NPL
-0.0257, 2080-2099, ipsl_cm5b_lr, May Anomaly, NPL
-0.2243, 2080-2099, ipsl_cm5b_lr, Oct Anomaly, NPL
-1.6435, 2080-2099, ipsl_cm5b_lr, Nov Anomaly, NPL
-0.9364, 2080-2099, ipsl_cm5b_lr, Dec Anomaly, NPL
-3.5767, 2080-2099, miroc5, Jan Anomaly, NPL
-3.0116, 2080-2099, miroc5, Feb Anomaly, NPL
-2.2891, 2080-2099, miroc5, Mar Anomaly, NPL
-0.2502, 2080-2099, miroc5, Apr Anomaly, NPL
-0.002, 2080-2099, miroc5, May Anomaly, NPL
-0.0093, 2080-2099, miroc5, Oct Anomaly, NPL
-0.775, 2080-2099, miroc5, Nov Anomaly, NPL
-3.7104, 2080-2099, miroc5, Dec Anomaly, NPL
-5.2365, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
-4.2, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
-1.7892, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
-0.165, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
-0.0071, 2080-2099, miroc_esm_chem, May Anomaly, NPL
-0.006, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
-1.2612, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
-4.9885, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
-3.8481, 2080-2099, miroc_esm, Jan Anomaly, NPL
-2.5465, 2080-2099, miroc_esm, Feb Anomaly, NPL
-1.342, 2080-2099, miroc_esm, Mar Anomaly, NPL
-0.175, 2080-2099, miroc_esm, Apr Anomaly, NPL
-0.0049, 2080-2099, miroc_esm, May Anomaly, NPL
-0.0037, 2080-2099, miroc_esm, Oct Anomaly, NPL
-1.2758, 2080-2099, miroc_esm, Nov Anomaly, NPL
-4.2277, 2080-2099, miroc_esm, Dec Anomaly, NPL
-3.4773, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
-2.8761, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
-1.4171, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
-0.1566, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
-3.0E-4, 2080-2099, mpi_esm_lr, May Anomaly, NPL
-0.0197, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
-0.7559, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
-3.1883, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
-3.1202, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
-2.9134, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
-1.6341, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
-0.1204, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
7.5E-4, 2080-2099, mpi_esm_mr, May Anomaly, NPL
0.01127, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
-0.5716, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
-1.9695, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
-1.782, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
-2.051, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
-1.9207, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
-0.2593, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
-3.0E-4, 2080-2099, mri_cgcm3, May Anomaly, NPL
-0.0687, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
-2.3542, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
-3.8298, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
-2.1054, 2080-2099, noresm1_m, Jan Anomaly, NPL
-2.2029, 2080-2099, noresm1_m, Feb Anomaly, NPL
-1.9366, 2080-2099, noresm1_m, Mar Anomaly, NPL
-0.3009, 2080-2099, noresm1_m, Apr Anomaly, NPL
-0.0523, 2080-2099, noresm1_m, Oct Anomaly, NPL
-1.9732, 2080-2099, noresm1_m, Nov Anomaly, NPL
-2.7902, 2080-2099, noresm1_m, Dec Anomaly, NPL
-5.087, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-3.9053, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-2.3575, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.2901, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.0047, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
0.0, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0696, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.957, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-4.8725, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
-3.2666, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
-2.6285, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
-1.7798, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.2434, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.0047, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
0.0, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.0651, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.5553, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
-3.5342, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
-0.6714, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
-0.8068, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
-0.7631, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
-0.1156, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
-0.0027, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
0.0, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
0.0, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
0.0, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
5.4E-4, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
-0.004, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
-0.3489, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
-0.3975, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
-15.435, 2080-2099, access1_0, Annual Anomaly, NPL
-15.889, 2080-2099, access1_3, Annual Anomaly, NPL
-11.695, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
-7.269, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
-12.767, 2080-2099, bnu_esm, Annual Anomaly, NPL
-14.53, 2080-2099, canesm2, Annual Anomaly, NPL
-11.399, 2080-2099, ccsm4, Annual Anomaly, NPL
-9.6043, 2080-2099, cesm1_bgc, Annual Anomaly, NPL
-11.091, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
-11.58, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
-15.949, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
-21.052, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
-10.658, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
-9.8156, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
-13.382, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
-14.686, 2080-2099, hadgem2_cc, Annual Anomaly, NPL
-6.0914, 2080-2099, inmcm4, Annual Anomaly, NPL
-17.014, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
-14.651, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
-6.9702, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, NPL
-13.624, 2080-2099, miroc5, Annual Anomaly, NPL
-17.656, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
-13.419, 2080-2099, miroc_esm, Annual Anomaly, NPL
-11.884, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
-10.315, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
-12.269, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
-11.361, 2080-2099, noresm1_m, Annual Anomaly, NPL
-18.435, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
-13.275, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
-4.3033, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
