Number of Ice Days (Tmax < 0°C) - (Days), Year, Model, Statistics, ISO3
-3.2787, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
-0.1612, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
0.07565, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
-0.843, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
-0.1131, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
-0.0033, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
7.1E-4, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
0.03537, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
-0.1632, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
-0.381, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
-11.606, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
-6.9677, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
-7.7692, 2060-2079, ccsm4, Annual Anomaly, NPL
-7.4328, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
-11.953, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
-17.014, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
-11.513, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
-7.9892, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
-10.155, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
-12.004, 2060-2079, hadgem2_es, Annual Anomaly, NPL
-17.091, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
-13.604, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
-11.701, 2060-2079, miroc5, Annual Anomaly, NPL
-16.816, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
-12.196, 2060-2079, miroc_esm, Annual Anomaly, NPL
-9.843, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
-10.483, 2060-2079, noresm1_m, Annual Anomaly, NPL
-17.194, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
-11.936, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
-3.0824, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
