Maximum Length of Consecutive Wet Spell - (Days), Year, Model, Statistics, ISO3
-0.159, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.4502, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.2789, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.2376, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.8381, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
0.17278, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
0.17116, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
0.73541, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
5.04711, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
9.45991, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
0.12687, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.4016, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
1.70015, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
2.41677, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
5.0626, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
10.4034, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
20.6693, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
19.0099, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
21.1032, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
25.8176, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
41.3542, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
52.2542, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
3.86906, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
1.7443, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
-7.4648, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
1.59404, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
-2.5145, 2080-2099, ccsm4, Annual Anomaly, NPL
-7.6287, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
-1.4812, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
25.2776, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
-8.4077, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
-5.3228, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
2.606, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
-0.8738, 2080-2099, hadgem2_es, Annual Anomaly, NPL
1.46145, 2080-2099, miroc5, Annual Anomaly, NPL
11.4936, 2080-2099, miroc_esm, Annual Anomaly, NPL
-1.1244, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
-2.2042, 2080-2099, noresm1_m, Annual Anomaly, NPL
-50.763, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
3.03196, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
37.0727, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
