Maximum Length of Consecutive Wet Spell - (Days), Year, Model, Statistics, ISO3
3.84909, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
-0.2496, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
-1.1026, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
0.18634, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
0.16294, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
0.58647, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
-0.0888, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
-0.2551, 2020-2039, gfdl_esm2g, May Anomaly, NPL
-1.4279, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
-1.4843, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
-4.9114, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
-17.086, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
-23.719, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
0.47368, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
0.56591, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
0.39308, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
-0.5098, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
0.5304, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
-1.0763, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
0.80095, 2020-2039, gfdl_esm2m, May Anomaly, NPL
0.33583, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
-1.6162, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
-6.1579, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
-9.1992, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
1.10638, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
-0.5815, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
0.76395, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
-0.2948, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
0.03064, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
-0.9591, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
1.67163, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
-0.4082, 2020-2039, hadgem2_ao, May Anomaly, NPL
3.31585, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
7.53838, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
5.98617, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
10.3824, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
30.2886, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
-0.7418, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
0.09781, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
0.44499, 2020-2039, hadgem2_es, Jan Anomaly, NPL
-1.2364, 2020-2039, hadgem2_es, Feb Anomaly, NPL
1.28037, 2020-2039, hadgem2_es, Mar Anomaly, NPL
0.76022, 2020-2039, hadgem2_es, Apr Anomaly, NPL
0.41952, 2020-2039, hadgem2_es, May Anomaly, NPL
-0.8084, 2020-2039, hadgem2_es, Jun Anomaly, NPL
-6.3632, 2020-2039, hadgem2_es, Jul Anomaly, NPL
-7.9508, 2020-2039, hadgem2_es, Aug Anomaly, NPL
-11.885, 2020-2039, hadgem2_es, Sep Anomaly, NPL
6.50653, 2020-2039, hadgem2_es, Oct Anomaly, NPL
-0.5794, 2020-2039, hadgem2_es, Nov Anomaly, NPL
0.3545, 2020-2039, hadgem2_es, Dec Anomaly, NPL
-0.0811, 2020-2039, miroc5, Jan Anomaly, NPL
0.34556, 2020-2039, miroc5, Feb Anomaly, NPL
0.68311, 2020-2039, miroc5, Mar Anomaly, NPL
0.94965, 2020-2039, miroc5, Apr Anomaly, NPL
1.34974, 2020-2039, miroc5, May Anomaly, NPL
-0.2065, 2020-2039, miroc5, Jun Anomaly, NPL
-0.323, 2020-2039, miroc5, Jul Anomaly, NPL
-2.6806, 2020-2039, miroc5, Aug Anomaly, NPL
-8.0508, 2020-2039, miroc5, Sep Anomaly, NPL
1.11619, 2020-2039, miroc5, Oct Anomaly, NPL
0.05982, 2020-2039, miroc5, Nov Anomaly, NPL
0.08247, 2020-2039, miroc5, Dec Anomaly, NPL
1.73476, 2020-2039, miroc_esm, Jan Anomaly, NPL
0.15194, 2020-2039, miroc_esm, Feb Anomaly, NPL
0.12481, 2020-2039, miroc_esm, Mar Anomaly, NPL
0.19997, 2020-2039, miroc_esm, Apr Anomaly, NPL
-0.1178, 2020-2039, miroc_esm, May Anomaly, NPL
2.22312, 2020-2039, miroc_esm, Jun Anomaly, NPL
1.44003, 2020-2039, miroc_esm, Jul Anomaly, NPL
3.1844, 2020-2039, miroc_esm, Aug Anomaly, NPL
11.5805, 2020-2039, miroc_esm, Sep Anomaly, NPL
4.06261, 2020-2039, miroc_esm, Oct Anomaly, NPL
-0.6141, 2020-2039, miroc_esm, Nov Anomaly, NPL
1.34556, 2020-2039, miroc_esm, Dec Anomaly, NPL
0.2739, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
0.43788, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
-0.2207, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
0.24808, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
0.22646, 2020-2039, mri_cgcm3, May Anomaly, NPL
-1.3131, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
1.85231, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
1.41524, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
1.61438, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
1.06243, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
-0.3457, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
-1.1968, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
-0.3781, 2020-2039, noresm1_m, Jan Anomaly, NPL
1.28804, 2020-2039, noresm1_m, Feb Anomaly, NPL
0.57008, 2020-2039, noresm1_m, Mar Anomaly, NPL
-0.6046, 2020-2039, noresm1_m, Apr Anomaly, NPL
1.31805, 2020-2039, noresm1_m, May Anomaly, NPL
1.37529, 2020-2039, noresm1_m, Jun Anomaly, NPL
2.15817, 2020-2039, noresm1_m, Jul Anomaly, NPL
3.55937, 2020-2039, noresm1_m, Aug Anomaly, NPL
5.43982, 2020-2039, noresm1_m, Sep Anomaly, NPL
3.75372, 2020-2039, noresm1_m, Oct Anomaly, NPL
0.66795, 2020-2039, noresm1_m, Nov Anomaly, NPL
0.1007, 2020-2039, noresm1_m, Dec Anomaly, NPL
-1.0264, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.1569, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.095, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.858, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.7453, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-11.181, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-22.535, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-36.776, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-49.498, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-14.156, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.5273, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.6679, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
0.07654, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.0777, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.068, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.4242, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.5981, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
-0.5259, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
-1.4134, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.8916, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
1.9189, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
8.78758, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.0798, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.1335, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
2.0093, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
3.08619, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
7.20418, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
14.3834, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
21.4221, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
22.9829, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
26.0623, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
30.0738, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
41.1317, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
43.0607, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
3.78253, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
2.37313, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
-3.7197, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
1.41929, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
-6.4584, 2020-2039, ccsm4, Annual Anomaly, NPL
-1.9701, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
0.42072, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
10.5982, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
-14.446, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
-7.0642, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
8.2008, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
-8.6456, 2020-2039, hadgem2_es, Annual Anomaly, NPL
-4.2308, 2020-2039, miroc5, Annual Anomaly, NPL
3.92909, 2020-2039, miroc_esm, Annual Anomaly, NPL
1.71146, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
3.24852, 2020-2039, noresm1_m, Annual Anomaly, NPL
-48.376, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
1.37747, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
35.3723, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
