Maximum Length of Consecutive Wet Spell - (Days), Year, Model, Statistics, ISO3
8.8298, 2060-2079, inmcm4, Sep Anomaly, NPL
-1.2905, 2060-2079, inmcm4, Oct Anomaly, NPL
-0.2924, 2060-2079, inmcm4, Nov Anomaly, NPL
0.14474, 2060-2079, inmcm4, Dec Anomaly, NPL
-0.3716, 2060-2079, miroc5, Jan Anomaly, NPL
-0.0828, 2060-2079, miroc5, Feb Anomaly, NPL
-0.5731, 2060-2079, miroc5, Mar Anomaly, NPL
0.44147, 2060-2079, miroc5, Apr Anomaly, NPL
1.14205, 2060-2079, miroc5, May Anomaly, NPL
3.52494, 2060-2079, miroc5, Jun Anomaly, NPL
6.94442, 2060-2079, miroc5, Jul Anomaly, NPL
6.57112, 2060-2079, miroc5, Aug Anomaly, NPL
5.0913, 2060-2079, miroc5, Sep Anomaly, NPL
6.87162, 2060-2079, miroc5, Oct Anomaly, NPL
-0.9035, 2060-2079, miroc5, Nov Anomaly, NPL
-0.2406, 2060-2079, miroc5, Dec Anomaly, NPL
0.26092, 2060-2079, miroc_esm, Jan Anomaly, NPL
-1.221, 2060-2079, miroc_esm, Feb Anomaly, NPL
0.26815, 2060-2079, miroc_esm, Mar Anomaly, NPL
-0.6015, 2060-2079, miroc_esm, Apr Anomaly, NPL
1.18181, 2060-2079, miroc_esm, May Anomaly, NPL
1.37042, 2060-2079, miroc_esm, Jun Anomaly, NPL
4.65451, 2060-2079, miroc_esm, Jul Anomaly, NPL
5.99459, 2060-2079, miroc_esm, Aug Anomaly, NPL
7.79629, 2060-2079, miroc_esm, Sep Anomaly, NPL
3.19811, 2060-2079, miroc_esm, Oct Anomaly, NPL
-1.019, 2060-2079, miroc_esm, Nov Anomaly, NPL
-0.3784, 2060-2079, miroc_esm, Dec Anomaly, NPL
-0.118, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
-1.1021, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
-0.5424, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
-0.5121, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
-0.5041, 2060-2079, mpi_esm_lr, May Anomaly, NPL
-0.8853, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
-4.7639, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
-3.701, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
-0.8959, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
-0.5088, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
-0.9244, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
-0.0243, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
-0.4727, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
-0.1706, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
-0.1729, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
0.29757, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
-0.5556, 2060-2079, mpi_esm_mr, May Anomaly, NPL
-2.4543, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
-4.5007, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
-6.2751, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
3.76759, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
1.17932, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
1.09926, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
0.36803, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
0.52099, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
0.41313, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
-0.6578, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-0.2144, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
0.14856, 2060-2079, mri_cgcm3, May Anomaly, NPL
-0.464, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
-1.5237, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
-3.6645, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
-3.3772, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
-0.5319, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
-0.4707, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
-0.8524, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
-0.1746, 2060-2079, noresm1_m, Jan Anomaly, NPL
1.29845, 2060-2079, noresm1_m, Feb Anomaly, NPL
0.0461, 2060-2079, noresm1_m, Mar Anomaly, NPL
-1.3978, 2060-2079, noresm1_m, Apr Anomaly, NPL
0.69068, 2060-2079, noresm1_m, May Anomaly, NPL
2.58851, 2060-2079, noresm1_m, Jun Anomaly, NPL
3.52347, 2060-2079, noresm1_m, Jul Anomaly, NPL
3.48179, 2060-2079, noresm1_m, Aug Anomaly, NPL
1.6912, 2060-2079, noresm1_m, Sep Anomaly, NPL
15.6984, 2060-2079, noresm1_m, Oct Anomaly, NPL
-0.3117, 2060-2079, noresm1_m, Nov Anomaly, NPL
0.37662, 2060-2079, noresm1_m, Dec Anomaly, NPL
-1.0497, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.2203, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.3358, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.5897, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.4689, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-9.1899, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-20.142, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-34.341, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-50.022, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-13.42, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.6968, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.2938, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
0.02053, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.1644, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
0.02025, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.1983, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.2625, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
0.45553, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.7613, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
-1.4565, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
-0.7004, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
5.97035, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.2289, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.3277, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
1.64366, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
2.70274, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
5.60372, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
10.5745, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
19.3253, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
18.979, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
22.2628, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
27.2921, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
40.3041, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
47.8831, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
3.89756, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
1.52887, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
5.20092, 2060-2079, access1_0, Annual Anomaly, NPL
5.82239, 2060-2079, access1_3, Annual Anomaly, NPL
-3.9175, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
2.6663, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
-4.4413, 2060-2079, bnu_esm, Annual Anomaly, NPL
-8.0009, 2060-2079, canesm2, Annual Anomaly, NPL
-3.552, 2060-2079, ccsm4, Annual Anomaly, NPL
-9.1552, 2060-2079, cesm1_bgc, Annual Anomaly, NPL
-2.0495, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
6.46875, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
4.22827, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
20.9591, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
-6.498, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
-3.0479, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
-2.7117, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
-1.0109, 2060-2079, hadgem2_cc, Annual Anomaly, NPL
8.4252, 2060-2079, inmcm4, Annual Anomaly, NPL
7.94278, 2060-2079, miroc5, Annual Anomaly, NPL
6.48201, 2060-2079, miroc_esm, Annual Anomaly, NPL
-2.4982, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
-4.0955, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
-3.6646, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
3.83551, 2060-2079, noresm1_m, Annual Anomaly, NPL
-45.015, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
-0.2193, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
37.1386, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
