Maximum of Daily Max-Temperature - (Celsius), Year, Model, Statistics, ISO3
3.85573, 2060-2079, bnu_esm, Jun Anomaly, NPL
4.40389, 2060-2079, bnu_esm, Jul Anomaly, NPL
2.27895, 2060-2079, bnu_esm, Aug Anomaly, NPL
1.85342, 2060-2079, bnu_esm, Sep Anomaly, NPL
1.25343, 2060-2079, bnu_esm, Oct Anomaly, NPL
2.72618, 2060-2079, bnu_esm, Nov Anomaly, NPL
2.86568, 2060-2079, bnu_esm, Dec Anomaly, NPL
2.53641, 2060-2079, canesm2, Jan Anomaly, NPL
1.99473, 2060-2079, canesm2, Feb Anomaly, NPL
1.97947, 2060-2079, canesm2, Mar Anomaly, NPL
3.2201, 2060-2079, canesm2, Apr Anomaly, NPL
2.96718, 2060-2079, canesm2, May Anomaly, NPL
3.5735, 2060-2079, canesm2, Jun Anomaly, NPL
2.75821, 2060-2079, canesm2, Jul Anomaly, NPL
3.02094, 2060-2079, canesm2, Aug Anomaly, NPL
3.1217, 2060-2079, canesm2, Sep Anomaly, NPL
1.84833, 2060-2079, canesm2, Oct Anomaly, NPL
2.64342, 2060-2079, canesm2, Nov Anomaly, NPL
2.59827, 2060-2079, canesm2, Dec Anomaly, NPL
2.16176, 2060-2079, ccsm4, Jan Anomaly, NPL
1.91167, 2060-2079, ccsm4, Feb Anomaly, NPL
3.0315, 2060-2079, ccsm4, Mar Anomaly, NPL
2.15488, 2060-2079, ccsm4, Apr Anomaly, NPL
2.6357, 2060-2079, ccsm4, May Anomaly, NPL
2.57412, 2060-2079, ccsm4, Jun Anomaly, NPL
2.60392, 2060-2079, ccsm4, Jul Anomaly, NPL
1.95948, 2060-2079, ccsm4, Aug Anomaly, NPL
1.96583, 2060-2079, ccsm4, Sep Anomaly, NPL
2.67496, 2060-2079, ccsm4, Oct Anomaly, NPL
2.21882, 2060-2079, ccsm4, Nov Anomaly, NPL
1.60772, 2060-2079, ccsm4, Dec Anomaly, NPL
1.84306, 2060-2079, cesm1_bgc, Jan Anomaly, NPL
2.53278, 2060-2079, cesm1_bgc, Feb Anomaly, NPL
2.18337, 2060-2079, cesm1_bgc, Mar Anomaly, NPL
2.63708, 2060-2079, cesm1_bgc, Apr Anomaly, NPL
2.77375, 2060-2079, cesm1_bgc, May Anomaly, NPL
1.91588, 2060-2079, cesm1_bgc, Jun Anomaly, NPL
2.28579, 2060-2079, cesm1_bgc, Jul Anomaly, NPL
2.28293, 2060-2079, cesm1_bgc, Aug Anomaly, NPL
2.73114, 2060-2079, cesm1_bgc, Sep Anomaly, NPL
2.29538, 2060-2079, cesm1_bgc, Oct Anomaly, NPL
1.57644, 2060-2079, cesm1_bgc, Nov Anomaly, NPL
1.6021, 2060-2079, cesm1_bgc, Dec Anomaly, NPL
2.57881, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
2.9694, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
0.86164, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
1.72615, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
2.19082, 2060-2079, cesm1_cam5, May Anomaly, NPL
3.09997, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
2.83329, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
2.77651, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
3.22865, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
2.49449, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
2.383, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
2.08759, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
2.03923, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
2.54364, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
2.05662, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
2.28668, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
1.52416, 2060-2079, cnrm_cm5, May Anomaly, NPL
1.67459, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
1.60261, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
2.08863, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
1.70285, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
1.86494, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
1.81669, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
2.91026, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
3.29101, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
3.17386, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
2.26599, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
2.81251, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
2.85771, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
2.6645, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
3.07378, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
1.50661, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
1.24062, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
1.6767, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
1.92028, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
2.5861, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
4.84374, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
4.74464, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
4.40919, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
4.40667, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
4.65529, 2060-2079, gfdl_cm3, May Anomaly, NPL
4.13739, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
4.11663, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
3.61161, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
3.22959, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
3.70298, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
4.28636, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
4.73275, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
1.82679, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
1.91463, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
3.7403, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
2.51922, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
2.54837, 2060-2079, gfdl_esm2g, May Anomaly, NPL
2.83034, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
2.04599, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
2.46675, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
2.27478, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
2.4973, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
2.71839, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
2.47477, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
1.70258, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
2.11716, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
2.40057, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
2.95102, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
3.48132, 2060-2079, gfdl_esm2m, May Anomaly, NPL
2.24975, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
3.15029, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
2.67176, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
2.42696, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
2.3719, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
2.04084, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
1.59904, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
3.0439, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
3.61674, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
4.23306, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
3.12346, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
3.23375, 2060-2079, hadgem2_ao, May Anomaly, NPL
3.26629, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
1.82126, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
2.18317, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
2.39345, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
2.57444, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
3.5665, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
3.67541, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
3.06144, 2060-2079, hadgem2_cc, Jan Anomaly, NPL
3.03342, 2060-2079, hadgem2_cc, Feb Anomaly, NPL
2.96215, 2060-2079, hadgem2_cc, Mar Anomaly, NPL
3.23222, 2060-2079, hadgem2_cc, Apr Anomaly, NPL
3.37016, 2060-2079, hadgem2_cc, May Anomaly, NPL
2.90717, 2060-2079, hadgem2_cc, Jun Anomaly, NPL
2.17799, 2060-2079, hadgem2_cc, Jul Anomaly, NPL
1.95001, 2060-2079, hadgem2_cc, Aug Anomaly, NPL
2.26906, 2060-2079, hadgem2_cc, Sep Anomaly, NPL
2.22021, 2060-2079, hadgem2_cc, Oct Anomaly, NPL
3.23388, 2060-2079, hadgem2_cc, Nov Anomaly, NPL
2.8948, 2060-2079, hadgem2_cc, Dec Anomaly, NPL
1.41496, 2060-2079, inmcm4, Jan Anomaly, NPL
2.48943, 2060-2079, inmcm4, Feb Anomaly, NPL
1.46765, 2060-2079, inmcm4, Mar Anomaly, NPL
1.84623, 2060-2079, inmcm4, Apr Anomaly, NPL
0.81949, 2060-2079, inmcm4, May Anomaly, NPL
0.78149, 2060-2079, inmcm4, Jun Anomaly, NPL
0.59044, 2060-2079, inmcm4, Jul Anomaly, NPL
0.8126, 2060-2079, inmcm4, Aug Anomaly, NPL
0.67816, 2060-2079, inmcm4, Sep Anomaly, NPL
0.56757, 2060-2079, inmcm4, Oct Anomaly, NPL
0.32268, 2060-2079, inmcm4, Nov Anomaly, NPL
1.16128, 2060-2079, inmcm4, Dec Anomaly, NPL
2.95541, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
3.22131, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
3.27752, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
4.02419, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
3.19808, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
2.67684, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
2.42431, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
2.09473, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
2.35751, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
2.37449, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
4.4998, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
3.12786, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
2.42236, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
3.38545, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
3.02615, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
3.64284, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
2.33072, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
2.50091, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
2.92672, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
2.87033, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
2.76184, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
2.99813, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
3.11558, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
2.4089, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
1.00938, 2060-2079, ipsl_cm5b_lr, Jan Anomaly, NPL
0.76231, 2060-2079, ipsl_cm5b_lr, Feb Anomaly, NPL
1.14498, 2060-2079, ipsl_cm5b_lr, Mar Anomaly, NPL
1.69506, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
2.35273, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
1.15013, 2060-2079, ipsl_cm5b_lr, Jun Anomaly, NPL
1.48279, 2060-2079, ipsl_cm5b_lr, Jul Anomaly, NPL
1.03904, 2060-2079, ipsl_cm5b_lr, Aug Anomaly, NPL
2.1008, 2060-2079, ipsl_cm5b_lr, Sep Anomaly, NPL
1.33496, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
2.06439, 2060-2079, ipsl_cm5b_lr, Nov Anomaly, NPL
0.79833, 2060-2079, ipsl_cm5b_lr, Dec Anomaly, NPL
3.07895, 2060-2079, miroc5, Jan Anomaly, NPL
3.49908, 2060-2079, miroc5, Feb Anomaly, NPL
2.95643, 2060-2079, miroc5, Mar Anomaly, NPL
3.69289, 2060-2079, miroc5, Apr Anomaly, NPL
3.45555, 2060-2079, miroc5, May Anomaly, NPL
2.48266, 2060-2079, miroc5, Jun Anomaly, NPL
0.78543, 2060-2079, miroc5, Jul Anomaly, NPL
1.7144, 2060-2079, miroc5, Aug Anomaly, NPL
1.32504, 2060-2079, miroc5, Sep Anomaly, NPL
2.15471, 2060-2079, miroc5, Oct Anomaly, NPL
2.53811, 2060-2079, miroc5, Nov Anomaly, NPL
3.08222, 2060-2079, miroc5, Dec Anomaly, NPL
3.43948, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
3.67315, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
3.27237, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
4.72713, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
3.6718, 2060-2079, miroc_esm_chem, May Anomaly, NPL
2.80231, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
-0.0279, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
2.14396, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
2.00518, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
1.30906, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
1.51517, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
3.05735, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
3.3193, 2060-2079, miroc_esm, Jan Anomaly, NPL
2.74999, 2060-2079, miroc_esm, Feb Anomaly, NPL
3.00698, 2060-2079, miroc_esm, Mar Anomaly, NPL
4.34935, 2060-2079, miroc_esm, Apr Anomaly, NPL
2.91421, 2060-2079, miroc_esm, May Anomaly, NPL
1.88294, 2060-2079, miroc_esm, Jun Anomaly, NPL
0.79664, 2060-2079, miroc_esm, Jul Anomaly, NPL
1.23959, 2060-2079, miroc_esm, Aug Anomaly, NPL
1.8996, 2060-2079, miroc_esm, Sep Anomaly, NPL
2.00403, 2060-2079, miroc_esm, Oct Anomaly, NPL
2.39585, 2060-2079, miroc_esm, Nov Anomaly, NPL
2.84743, 2060-2079, miroc_esm, Dec Anomaly, NPL
2.25228, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
1.82005, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
3.51196, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
2.79595, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
2.69548, 2060-2079, mpi_esm_lr, May Anomaly, NPL
2.45755, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
2.43823, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
2.21822, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
2.00378, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
1.95724, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
2.06395, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
2.73547, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
2.69902, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
1.91851, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
1.67309, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
2.19035, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
2.30595, 2060-2079, mpi_esm_mr, May Anomaly, NPL
2.14877, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
3.57062, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
2.45436, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
1.64781, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
2.29592, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
1.76491, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
1.87658, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
1.25359, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
1.06762, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
2.01435, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
2.51138, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
1.866, 2060-2079, mri_cgcm3, May Anomaly, NPL
2.43337, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
2.69425, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
1.62798, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
1.77315, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
1.2166, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
2.20829, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
2.29169, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
2.49178, 2060-2079, noresm1_m, Jan Anomaly, NPL
2.41465, 2060-2079, noresm1_m, Feb Anomaly, NPL
1.61027, 2060-2079, noresm1_m, Mar Anomaly, NPL
2.7593, 2060-2079, noresm1_m, Apr Anomaly, NPL
2.60404, 2060-2079, noresm1_m, May Anomaly, NPL
1.05569, 2060-2079, noresm1_m, Jun Anomaly, NPL
0.59376, 2060-2079, noresm1_m, Jul Anomaly, NPL
1.78615, 2060-2079, noresm1_m, Aug Anomaly, NPL
2.18946, 2060-2079, noresm1_m, Sep Anomaly, NPL
1.00043, 2060-2079, noresm1_m, Oct Anomaly, NPL
2.71283, 2060-2079, noresm1_m, Nov Anomaly, NPL
3.03643, 2060-2079, noresm1_m, Dec Anomaly, NPL
0.32353, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
0.27379, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
0.55035, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
0.69178, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.6285, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-0.7376, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.9404, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.1843, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
0.12946, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
0.19022, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
0.35342, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
0.14716, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
2.52207, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
2.51704, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
2.80802, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
3.04863, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
2.73087, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
2.3836, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
1.84686, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
2.14922, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
2.27147, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
2.33372, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
2.53333, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
2.70554, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
4.02766, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
4.54405, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
5.2789, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
5.15192, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
5.28345, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
5.41344, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
5.95557, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
5.18379, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
5.05226, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
3.99716, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
4.06234, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
4.59984, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
1.9918, 2060-2079, access1_0, Annual Anomaly, NPL
3.0957, 2060-2079, access1_3, Annual Anomaly, NPL
1.90409, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
2.09545, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
3.67903, 2060-2079, bnu_esm, Annual Anomaly, NPL
2.65939, 2060-2079, canesm2, Annual Anomaly, NPL
2.55241, 2060-2079, ccsm4, Annual Anomaly, NPL
2.24882, 2060-2079, cesm1_bgc, Annual Anomaly, NPL
2.31717, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
1.96499, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
2.82803, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
4.66253, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
2.51805, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
2.97829, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
3.17435, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
2.65095, 2060-2079, hadgem2_cc, Annual Anomaly, NPL
1.10377, 2060-2079, inmcm4, Annual Anomaly, NPL
2.54375, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
2.66716, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
1.50733, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, NPL
2.81437, 2060-2079, miroc5, Annual Anomaly, NPL
2.51357, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
1.92579, 2060-2079, miroc_esm, Annual Anomaly, NPL
2.63849, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
2.64329, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
2.42067, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
1.49178, 2060-2079, noresm1_m, Annual Anomaly, NPL
-0.2541, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
2.66768, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
5.40759, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
